tick_id,day,infrastructure_id,steward,durability_before,wear_delta,repair_delta,durability_after,weather_pressure,usable,visible_damage,maintenance_due
0,1,river_mill_bridge,Ari,0.86,0.009,0.0,0.851,rain swell,True,False,False
1,1,roof_greenhouse_cistern,Fay,0.83,0.005,0.0,0.825,dry work,True,False,False
2,1,archive_public_kiosk,Nia,0.8,0.011,0.0,0.789,dry work,True,False,False
3,1,dusk_signal_workshop,Milo,0.77,0.005,0.0,0.765,dry work,True,False,False
4,1,river_mill_bridge,Ari,0.851,0.005,0.0,0.846,dry work,True,False,False
5,1,roof_greenhouse_cistern,Fay,0.825,0.011,0.0,0.814,dry work,True,False,False
6,1,archive_public_kiosk,Nia,0.789,0.008,0.0,0.781,cold wet,True,False,False
7,1,dusk_signal_workshop,Milo,0.765,0.005,0.0,0.76,dry work,True,False,False
8,1,river_mill_bridge,Ari,0.846,0.015,0.0,0.831,rain swell,True,False,False
9,1,roof_greenhouse_cistern,Fay,0.814,0.009,0.0,0.805,rain swell,True,False,False
10,1,archive_public_kiosk,Nia,0.781,0.005,0.0,0.776,dry work,True,False,False
11,1,dusk_signal_workshop,Milo,0.76,0.011,0.0,0.749,dry work,True,False,False
12,1,river_mill_bridge,Ari,0.831,0.005,0.0,0.826,dry work,True,False,False
13,1,roof_greenhouse_cistern,Fay,0.805,0.005,0.0,0.8,dry work,True,False,False
14,1,archive_public_kiosk,Nia,0.776,0.011,0.0,0.765,dry work,True,False,False
15,1,dusk_signal_workshop,Milo,0.749,0.005,0.0,0.744,dry work,True,False,False
16,1,river_mill_bridge,Ari,0.826,0.005,0.0,0.821,dry work,True,False,False
17,1,roof_greenhouse_cistern,Fay,0.8,0.009,0.0,0.791,rain swell,True,False,False
18,2,archive_public_kiosk,Nia,0.765,0.005,0.075912,0.835912,dry work,True,False,False
19,2,dusk_signal_workshop,Milo,0.744,0.005,0.0,0.739,dry work,True,False,False
20,2,river_mill_bridge,Ari,0.821,0.011,0.0,0.81,dry work,True,False,False
21,2,roof_greenhouse_cistern,Fay,0.791,0.005,0.0,0.786,dry work,True,False,False
22,2,archive_public_kiosk,Nia,0.835912,0.005,0.0,0.830912,dry work,True,False,False
23,2,dusk_signal_workshop,Milo,0.739,0.011,0.0,0.728,dry work,True,False,False
24,2,river_mill_bridge,Ari,0.81,0.005,0.0,0.805,dry work,True,False,False
25,2,roof_greenhouse_cistern,Fay,0.786,0.015,0.0,0.771,rain swell,True,False,False
26,2,archive_public_kiosk,Nia,0.830912,0.015,0.0,0.815912,rain swell,True,False,False
27,2,dusk_signal_workshop,Milo,0.728,0.005,0.077496,0.800496,dry work,True,False,False
28,2,river_mill_bridge,Ari,0.805,0.005,0.0,0.8,dry work,True,False,False
29,2,roof_greenhouse_cistern,Fay,0.771,0.011,0.0,0.76,dry work,True,False,False
30,2,archive_public_kiosk,Nia,0.815912,0.008,0.0,0.807912,cold wet,True,False,False
31,2,dusk_signal_workshop,Milo,0.800496,0.005,0.0,0.795496,dry work,True,False,False
32,2,river_mill_bridge,Ari,0.8,0.011,0.0,0.789,dry work,True,False,False
33,2,roof_greenhouse_cistern,Fay,0.76,0.005,0.0,0.755,dry work,True,False,False
34,2,archive_public_kiosk,Nia,0.807912,0.015,0.0,0.792912,rain swell,True,False,False
35,2,dusk_signal_workshop,Milo,0.795496,0.009,0.0,0.786496,rain swell,True,False,False
36,3,river_mill_bridge,Ari,0.789,0.005,0.0,0.784,dry work,True,False,False
37,3,roof_greenhouse_cistern,Fay,0.755,0.005,0.0,0.75,dry work,True,False,False
38,3,archive_public_kiosk,Nia,0.792912,0.011,0.0,0.781912,dry work,True,False,False
39,3,dusk_signal_workshop,Milo,0.786496,0.005,0.0,0.781496,dry work,True,False,False
40,3,river_mill_bridge,Ari,0.784,0.005,0.0,0.779,dry work,True,False,False
41,3,roof_greenhouse_cistern,Fay,0.75,0.014,0.0,0.736,cold wet,True,False,False
42,3,archive_public_kiosk,Nia,0.781912,0.009,0.0,0.772912,rain swell,True,False,False
43,3,dusk_signal_workshop,Milo,0.781496,0.009,0.0,0.772496,rain swell,True,False,False
44,3,river_mill_bridge,Ari,0.779,0.011,0.0,0.768,dry work,True,False,False
45,3,roof_greenhouse_cistern,Fay,0.736,0.005,0.0,0.731,dry work,True,False,False
46,3,archive_public_kiosk,Nia,0.772912,0.005,0.0,0.767912,dry work,True,False,False
47,3,dusk_signal_workshop,Milo,0.772496,0.011,0.0,0.761496,dry work,True,False,False
48,3,river_mill_bridge,Ari,0.768,0.005,0.0,0.763,dry work,True,False,False
49,3,roof_greenhouse_cistern,Fay,0.731,0.005,0.0,0.726,dry work,True,False,False
50,3,archive_public_kiosk,Nia,0.767912,0.011,0.0,0.756912,dry work,True,False,False
51,3,dusk_signal_workshop,Milo,0.761496,0.009,0.0,0.752496,rain swell,True,False,False
52,3,river_mill_bridge,Ari,0.763,0.009,0.0,0.754,rain swell,True,False,False
53,3,roof_greenhouse_cistern,Fay,0.726,0.005,0.0,0.721,dry work,True,False,False
54,4,dusk_signal_workshop,Milo,0.752496,0.005,0.0,0.747496,dry work,True,False,False
55,4,river_mill_bridge,Ari,0.754,0.005,0.0,0.749,dry work,True,False,False
56,4,roof_greenhouse_cistern,Fay,0.721,0.011,0.0,0.71,dry work,True,False,False
57,4,archive_public_kiosk,Nia,0.756912,0.005,0.0,0.751912,dry work,True,False,False
58,4,dusk_signal_workshop,Milo,0.747496,0.005,0.0,0.742496,dry work,True,False,False
59,4,river_mill_bridge,Ari,0.749,0.015,0.0,0.734,rain swell,True,False,False
60,4,roof_greenhouse_cistern,Fay,0.71,0.009,0.0,0.701,rain swell,True,False,False
61,4,archive_public_kiosk,Nia,0.751912,0.005,0.0,0.746912,dry work,True,False,False
62,4,dusk_signal_workshop,Milo,0.742496,0.011,0.0,0.731496,dry work,True,False,False
63,4,river_mill_bridge,Ari,0.734,0.005,0.0,0.729,dry work,True,False,False
64,4,roof_greenhouse_cistern,Fay,0.701,0.005,0.0,0.696,dry work,True,False,True
65,4,archive_public_kiosk,Nia,0.746912,0.014,0.0,0.732912,cold wet,True,False,False
66,4,dusk_signal_workshop,Milo,0.731496,0.005,0.0,0.726496,dry work,True,False,False
67,4,river_mill_bridge,Ari,0.729,0.005,0.0,0.724,dry work,True,False,False
68,4,roof_greenhouse_cistern,Fay,0.696,0.015,0.0,0.681,rain swell,True,False,True
69,4,archive_public_kiosk,Nia,0.732912,0.009,0.0,0.723912,rain swell,True,False,False
70,4,dusk_signal_workshop,Milo,0.726496,0.005,0.0,0.721496,dry work,True,False,False
71,4,river_mill_bridge,Ari,0.724,0.005,0.0,0.719,dry work,True,False,False
72,5,roof_greenhouse_cistern,Fay,0.681,0.005,0.076488,0.752488,dry work,True,False,False
73,5,archive_public_kiosk,Nia,0.723912,0.005,0.0,0.718912,dry work,True,False,False
74,5,dusk_signal_workshop,Milo,0.721496,0.011,0.0,0.710496,dry work,True,False,False
75,5,river_mill_bridge,Ari,0.719,0.005,0.0,0.714,dry work,True,False,False
76,5,roof_greenhouse_cistern,Fay,0.752488,0.015,0.0,0.737488,rain swell,True,False,False
77,5,archive_public_kiosk,Nia,0.718912,0.015,0.0,0.703912,rain swell,True,False,False
78,5,dusk_signal_workshop,Milo,0.710496,0.005,0.0,0.705496,dry work,True,False,False
79,5,river_mill_bridge,Ari,0.714,0.005,0.0,0.709,dry work,True,False,False
80,5,roof_greenhouse_cistern,Fay,0.737488,0.011,0.0,0.726488,dry work,True,False,False
81,5,archive_public_kiosk,Nia,0.703912,0.005,0.0,0.698912,dry work,True,False,True
82,5,dusk_signal_workshop,Milo,0.705496,0.005,0.0,0.700496,dry work,True,False,False
83,5,river_mill_bridge,Ari,0.709,0.011,0.0,0.698,dry work,True,False,True
84,5,roof_greenhouse_cistern,Fay,0.726488,0.005,0.0,0.721488,dry work,True,False,False
85,5,archive_public_kiosk,Nia,0.698912,0.015,0.0,0.683912,rain swell,True,False,True
86,5,dusk_signal_workshop,Milo,0.700496,0.015,0.0,0.685496,rain swell,True,False,True
87,5,river_mill_bridge,Ari,0.698,0.011,0.0,0.687,dry work,True,False,True
88,5,roof_greenhouse_cistern,Fay,0.721488,0.005,0.0,0.716488,dry work,True,False,False
89,5,archive_public_kiosk,Nia,0.683912,0.008,0.0,0.675912,cold wet,True,False,True
90,6,dusk_signal_workshop,Milo,0.685496,0.005,0.0,0.680496,dry work,True,False,True
91,6,river_mill_bridge,Ari,0.687,0.005,0.0,0.682,dry work,True,False,True
92,6,roof_greenhouse_cistern,Fay,0.716488,0.011,0.0,0.705488,dry work,True,False,False
93,6,archive_public_kiosk,Nia,0.675912,0.009,0.0,0.666912,rain swell,True,False,True
94,6,dusk_signal_workshop,Milo,0.680496,0.009,0.0,0.671496,rain swell,True,False,True
95,6,river_mill_bridge,Ari,0.682,0.011,0.0,0.671,dry work,True,False,True
96,6,roof_greenhouse_cistern,Fay,0.705488,0.005,0.0,0.700488,dry work,True,False,False
97,6,archive_public_kiosk,Nia,0.666912,0.005,0.0,0.661912,dry work,True,False,True
98,6,dusk_signal_workshop,Milo,0.671496,0.011,0.0,0.660496,dry work,True,False,True
99,6,river_mill_bridge,Ari,0.671,0.005,0.076056,0.742056,dry work,True,False,False
100,6,roof_greenhouse_cistern,Fay,0.700488,0.008,0.0,0.692488,cold wet,True,False,True
101,6,archive_public_kiosk,Nia,0.661912,0.011,0.0,0.650912,dry work,True,False,True
102,6,dusk_signal_workshop,Milo,0.660496,0.009,0.0,0.651496,rain swell,True,False,True
103,6,river_mill_bridge,Ari,0.742056,0.009,0.0,0.733056,rain swell,True,False,False
104,6,roof_greenhouse_cistern,Fay,0.692488,0.011,0.0,0.681488,dry work,True,False,True
105,6,archive_public_kiosk,Nia,0.650912,0.005,0.0,0.645912,dry work,True,False,True
106,6,dusk_signal_workshop,Milo,0.651496,0.005,0.0,0.646496,dry work,True,False,True
107,6,river_mill_bridge,Ari,0.733056,0.005,0.0762,0.804256,dry work,True,False,False
108,7,roof_greenhouse_cistern,Fay,0.681488,0.005,0.0,0.676488,dry work,True,False,True
109,7,archive_public_kiosk,Nia,0.645912,0.011,0.0,0.634912,dry work,True,False,True
110,7,dusk_signal_workshop,Milo,0.646496,0.015,0.0,0.631496,rain swell,True,False,True
111,7,river_mill_bridge,Ari,0.804256,0.015,0.0,0.789256,rain swell,True,False,False
112,7,roof_greenhouse_cistern,Fay,0.676488,0.005,0.0,0.671488,dry work,True,False,True
113,7,archive_public_kiosk,Nia,0.634912,0.011,0.0,0.623912,dry work,True,False,True
114,7,dusk_signal_workshop,Milo,0.631496,0.005,0.0,0.626496,dry work,True,False,True
115,7,river_mill_bridge,Ari,0.789256,0.005,0.0,0.784256,dry work,True,False,False
116,7,roof_greenhouse_cistern,Fay,0.671488,0.011,0.0,0.660488,dry work,True,False,True
117,7,archive_public_kiosk,Nia,0.623912,0.005,0.0,0.618912,dry work,True,True,True
118,7,dusk_signal_workshop,Milo,0.626496,0.011,0.0,0.615496,dry work,True,True,True
119,7,river_mill_bridge,Ari,0.784256,0.015,0.0,0.769256,rain swell,True,False,False
120,7,roof_greenhouse_cistern,Fay,0.660488,0.015,0.0,0.645488,rain swell,True,False,True
121,7,archive_public_kiosk,Nia,0.618912,0.005,0.0,0.613912,dry work,True,True,True
122,7,dusk_signal_workshop,Milo,0.615496,0.011,0.0,0.604496,dry work,True,True,True
123,7,river_mill_bridge,Ari,0.769256,0.005,0.076992,0.841248,dry work,True,False,False
124,7,roof_greenhouse_cistern,Fay,0.645488,0.008,0.0,0.637488,cold wet,True,False,True
125,7,archive_public_kiosk,Nia,0.613912,0.005,0.080304,0.689216,dry work,True,False,True
126,8,river_mill_bridge,Ari,0.841248,0.005,0.077064,0.913312,dry work,True,False,False
127,8,roof_greenhouse_cistern,Fay,0.637488,0.015,0.0,0.622488,rain swell,True,False,True
128,8,archive_public_kiosk,Nia,0.689216,0.015,0.0,0.674216,rain swell,True,False,True
129,8,dusk_signal_workshop,Milo,0.604496,0.005,0.0,0.599496,dry work,True,True,True
130,8,river_mill_bridge,Ari,0.913312,0.005,0.0,0.908312,dry work,True,False,False
131,8,roof_greenhouse_cistern,Fay,0.622488,0.011,0.0,0.611488,dry work,True,True,True
132,8,archive_public_kiosk,Nia,0.674216,0.005,0.0,0.669216,dry work,True,False,True
133,8,dusk_signal_workshop,Milo,0.599496,0.005,0.0,0.594496,dry work,True,True,True
134,8,river_mill_bridge,Ari,0.908312,0.011,0.0,0.897312,dry work,True,False,False
135,8,roof_greenhouse_cistern,Fay,0.611488,0.008,0.0,0.603488,cold wet,True,True,True
136,8,archive_public_kiosk,Nia,0.669216,0.015,0.0,0.654216,rain swell,True,False,True
137,8,dusk_signal_workshop,Milo,0.594496,0.015,0.081456,0.660952,rain swell,True,False,True
138,8,river_mill_bridge,Ari,0.897312,0.011,0.0,0.886312,dry work,True,False,False
139,8,roof_greenhouse_cistern,Fay,0.603488,0.005,0.0,0.598488,dry work,True,True,True
140,8,archive_public_kiosk,Nia,0.654216,0.011,0.0,0.643216,dry work,True,False,True
141,8,dusk_signal_workshop,Milo,0.660952,0.005,0.0,0.655952,dry work,True,False,True
142,8,river_mill_bridge,Ari,0.886312,0.005,0.0,0.881312,dry work,True,False,False
143,8,roof_greenhouse_cistern,Fay,0.598488,0.005,0.0798,0.673288,dry work,True,False,True
144,9,archive_public_kiosk,Nia,0.643216,0.009,0.08142,0.715636,rain swell,True,False,False
145,9,dusk_signal_workshop,Milo,0.655952,0.009,0.0,0.646952,rain swell,True,False,True
146,9,river_mill_bridge,Ari,0.881312,0.014,0.0,0.867312,cold wet,True,False,False
147,9,roof_greenhouse_cistern,Fay,0.673288,0.005,0.0,0.668288,dry work,True,False,True
148,9,archive_public_kiosk,Nia,0.715636,0.005,0.0,0.710636,dry work,True,False,False
149,9,dusk_signal_workshop,Milo,0.646952,0.011,0.0,0.635952,dry work,True,False,True
150,9,river_mill_bridge,Ari,0.867312,0.005,0.0,0.862312,dry work,True,False,False
151,9,roof_greenhouse_cistern,Fay,0.668288,0.005,0.079944,0.743232,dry work,True,False,False
152,9,archive_public_kiosk,Nia,0.710636,0.011,0.0,0.699636,dry work,True,False,True
153,9,dusk_signal_workshop,Milo,0.635952,0.009,0.0,0.626952,rain swell,True,False,True
154,9,river_mill_bridge,Ari,0.862312,0.009,0.0,0.853312,rain swell,True,False,False
155,9,roof_greenhouse_cistern,Fay,0.743232,0.011,0.0,0.732232,dry work,True,False,False
156,9,archive_public_kiosk,Nia,0.699636,0.005,0.0,0.694636,dry work,True,False,True
157,9,dusk_signal_workshop,Milo,0.626952,0.005,0.0,0.621952,dry work,True,False,True
158,9,river_mill_bridge,Ari,0.853312,0.011,0.0,0.842312,dry work,True,False,False
159,9,roof_greenhouse_cistern,Fay,0.732232,0.008,0.0,0.724232,cold wet,True,False,False
160,9,archive_public_kiosk,Nia,0.694636,0.005,0.0,0.689636,dry work,True,False,True
161,9,dusk_signal_workshop,Milo,0.621952,0.005,0.0,0.616952,dry work,True,True,True
162,10,river_mill_bridge,Ari,0.842312,0.0156,0.09272,0.919432,rain swell,True,True,True
163,10,roof_greenhouse_cistern,Fay,0.724232,0.005,0.0,0.719232,dry work,True,False,False
164,10,archive_public_kiosk,Nia,0.689636,0.011,0.0,0.678636,dry work,True,False,True
165,10,dusk_signal_workshop,Milo,0.616952,0.005,0.0,0.611952,dry work,True,True,True
166,10,river_mill_bridge,Ari,0.919432,0.005,0.0,0.914432,dry work,True,False,False
167,10,roof_greenhouse_cistern,Fay,0.719232,0.011,0.0,0.708232,dry work,True,False,False
168,10,archive_public_kiosk,Nia,0.678636,0.005,0.0,0.673636,dry work,True,False,True
169,10,dusk_signal_workshop,Milo,0.611952,0.011,0.0,0.600952,dry work,True,True,True
170,10,river_mill_bridge,Ari,0.914432,0.015,0.0,0.899432,rain swell,True,False,False
171,10,roof_greenhouse_cistern,Fay,0.708232,0.015,0.080808,0.77404,rain swell,True,False,False
172,10,archive_public_kiosk,Nia,0.673636,0.005,0.0,0.668636,dry work,True,False,True
173,10,dusk_signal_workshop,Milo,0.600952,0.011,0.0,0.589952,dry work,True,True,True
174,10,river_mill_bridge,Ari,0.899432,0.005,0.07944,0.973872,dry work,True,False,False
175,10,roof_greenhouse_cistern,Fay,0.77404,0.005,0.0,0.76904,dry work,True,False,False
176,10,archive_public_kiosk,Nia,0.668636,0.011,0.0,0.657636,dry work,True,False,True
177,10,dusk_signal_workshop,Milo,0.589952,0.005,0.0,0.584952,dry work,True,True,True
178,10,river_mill_bridge,Ari,0.973872,0.005,0.0,0.968872,dry work,True,False,False
179,10,roof_greenhouse_cistern,Fay,0.76904,0.009,0.081204,0.841244,rain swell,True,False,False
180,11,archive_public_kiosk,Nia,0.657636,0.005,0.082824,0.73546,dry work,True,False,False
181,11,dusk_signal_workshop,Milo,0.584952,0.008,0.0,0.576952,cold wet,True,True,True
182,11,river_mill_bridge,Ari,0.968872,0.011,0.0,0.957872,dry work,True,False,False
183,11,roof_greenhouse_cistern,Fay,0.841244,0.005,0.0,0.836244,dry work,True,False,False
184,11,archive_public_kiosk,Nia,0.73546,0.005,0.0,0.73046,dry work,True,False,False
185,11,dusk_signal_workshop,Milo,0.576952,0.011,0.0,0.565952,dry work,True,True,True
186,11,river_mill_bridge,Ari,0.957872,0.005,0.0,0.952872,dry work,True,False,False
187,11,roof_greenhouse_cistern,Fay,0.836244,0.009,0.0,0.827244,rain swell,True,False,False
188,11,archive_public_kiosk,Nia,0.73046,0.015,0.082968,0.798428,rain swell,True,False,False
189,11,dusk_signal_workshop,Milo,0.565952,0.005,0.083652,0.644604,dry work,True,False,True
190,11,river_mill_bridge,Ari,0.952872,0.005,0.0,0.947872,dry work,True,False,False
191,11,roof_greenhouse_cistern,Fay,0.827244,0.011,0.0,0.816244,dry work,True,False,False
192,11,archive_public_kiosk,Nia,0.798428,0.005,0.0,0.793428,dry work,True,False,False
193,11,dusk_signal_workshop,Milo,0.644604,0.005,0.0,0.639604,dry work,True,False,True
194,11,river_mill_bridge,Ari,0.947872,0.014,0.0,0.933872,cold wet,True,False,False
195,11,roof_greenhouse_cistern,Fay,0.816244,0.005,0.0,0.811244,dry work,True,False,False
196,11,archive_public_kiosk,Nia,0.793428,0.009,0.0,0.784428,rain swell,True,False,False
197,11,dusk_signal_workshop,Milo,0.639604,0.009,0.0,0.630604,rain swell,True,False,True
198,12,roof_greenhouse_cistern,Fay,0.811244,0.005,0.081816,0.88806,dry work,True,False,False
199,12,archive_public_kiosk,Nia,0.784428,0.005,0.0,0.779428,dry work,True,False,False
200,12,dusk_signal_workshop,Milo,0.630604,0.011,0.0,0.619604,dry work,True,True,True
201,12,river_mill_bridge,Ari,0.933872,0.005,0.0,0.928872,dry work,True,False,False
202,12,roof_greenhouse_cistern,Fay,0.88806,0.005,0.081888,0.964948,dry work,True,False,False
203,12,archive_public_kiosk,Nia,0.779428,0.011,0.0,0.768428,dry work,True,False,False
204,12,dusk_signal_workshop,Milo,0.619604,0.009,0.0,0.610604,rain swell,True,True,True
205,12,river_mill_bridge,Ari,0.928872,0.009,0.0,0.919872,rain swell,True,False,False
206,12,roof_greenhouse_cistern,Fay,0.964948,0.011,0.0,0.953948,dry work,True,False,False
207,12,archive_public_kiosk,Nia,0.768428,0.005,0.083832,0.84726,dry work,True,False,False
208,12,dusk_signal_workshop,Milo,0.610604,0.005,0.0,0.605604,dry work,True,True,True
209,12,river_mill_bridge,Ari,0.919872,0.011,0.0,0.908872,dry work,True,False,False
210,12,roof_greenhouse_cistern,Fay,0.953948,0.005,0.0,0.948948,dry work,True,False,False
211,12,archive_public_kiosk,Nia,0.84726,0.005,0.0,0.84226,dry work,True,False,False
212,12,dusk_signal_workshop,Milo,0.605604,0.011,0.0,0.594604,dry work,True,True,True
213,12,river_mill_bridge,Ari,0.908872,0.009,0.0,0.899872,rain swell,True,False,False
214,12,roof_greenhouse_cistern,Fay,0.948948,0.009,0.0,0.939948,rain swell,True,False,False
215,12,archive_public_kiosk,Nia,0.84226,0.005,0.083976,0.921236,dry work,True,False,False
216,13,dusk_signal_workshop,Milo,0.594604,0.0086,0.09866,0.684664,cold wet,True,True,True
217,13,river_mill_bridge,Ari,0.899872,0.005,0.0,0.894872,dry work,True,False,False
218,13,roof_greenhouse_cistern,Fay,0.939948,0.011,0.0,0.928948,dry work,True,False,False
219,13,archive_public_kiosk,Nia,0.921236,0.005,0.0,0.916236,dry work,True,False,False
220,13,dusk_signal_workshop,Milo,0.684664,0.011,0.0,0.673664,dry work,True,False,True
221,13,river_mill_bridge,Ari,0.894872,0.015,0.0,0.879872,rain swell,True,False,False
222,13,roof_greenhouse_cistern,Fay,0.928948,0.015,0.0,0.913948,rain swell,True,False,False
223,13,archive_public_kiosk,Nia,0.916236,0.005,0.0,0.911236,dry work,True,False,False
224,13,dusk_signal_workshop,Milo,0.673664,0.011,0.0,0.662664,dry work,True,False,True
225,13,river_mill_bridge,Ari,0.879872,0.005,0.0,0.874872,dry work,True,False,False
226,13,roof_greenhouse_cistern,Fay,0.913948,0.005,0.0,0.908948,dry work,True,False,False
227,13,archive_public_kiosk,Nia,0.911236,0.011,0.0,0.900236,dry work,True,False,False
228,13,dusk_signal_workshop,Milo,0.662664,0.005,0.0,0.657664,dry work,True,False,True
229,13,river_mill_bridge,Ari,0.874872,0.008,0.0,0.866872,cold wet,True,False,False
230,13,roof_greenhouse_cistern,Fay,0.908948,0.015,0.0,0.893948,rain swell,True,False,False
231,13,archive_public_kiosk,Nia,0.900236,0.015,0.0,0.885236,rain swell,True,False,False
232,13,dusk_signal_workshop,Milo,0.657664,0.005,0.0,0.652664,dry work,True,False,True
233,13,river_mill_bridge,Ari,0.866872,0.011,0.0,0.855872,dry work,True,False,False
234,14,roof_greenhouse_cistern,Fay,0.893948,0.005,0.083472,0.97242,dry work,True,False,False
235,14,archive_public_kiosk,Nia,0.885236,0.005,0.0,0.880236,dry work,True,False,False
236,14,dusk_signal_workshop,Milo,0.652664,0.011,0.0,0.641664,dry work,True,False,True
237,14,river_mill_bridge,Ari,0.855872,0.005,0.0,0.850872,dry work,True,False,False
238,14,roof_greenhouse_cistern,Fay,0.97242,0.009,0.0,0.96342,rain swell,True,False,False
239,14,archive_public_kiosk,Nia,0.880236,0.015,0.084912,0.950148,rain swell,True,False,False
240,14,dusk_signal_workshop,Milo,0.641664,0.008,0.0,0.633664,cold wet,True,False,True
241,14,river_mill_bridge,Ari,0.850872,0.005,0.0,0.845872,dry work,True,False,False
242,14,roof_greenhouse_cistern,Fay,0.96342,0.011,0.0,0.95242,dry work,True,False,False
243,14,archive_public_kiosk,Nia,0.950148,0.0056,0.099236,0.98,dry work,True,True,False
244,14,dusk_signal_workshop,Milo,0.633664,0.005,0.0,0.628664,dry work,True,False,True
245,14,river_mill_bridge,Ari,0.845872,0.011,0.0,0.834872,dry work,True,False,False
246,14,roof_greenhouse_cistern,Fay,0.95242,0.005,0.0,0.94742,dry work,True,False,False
247,14,archive_public_kiosk,Nia,0.98,0.009,0.0,0.971,rain swell,True,False,False
248,14,dusk_signal_workshop,Milo,0.628664,0.015,0.0,0.613664,rain swell,True,True,True
249,14,river_mill_bridge,Ari,0.834872,0.005,0.0,0.829872,dry work,True,False,False
250,14,roof_greenhouse_cistern,Fay,0.94742,0.005,0.0,0.94242,dry work,True,False,False
251,14,archive_public_kiosk,Nia,0.971,0.005,0.0,0.966,dry work,True,False,False
252,15,dusk_signal_workshop,Milo,0.613664,0.005,0.086316,0.69498,dry work,True,False,True
