credit_variant,architecture,condition,mean_long_horizon_score,mean_credit_response_score,mean_targeted_repair_rate,mean_wrong_repair_rate,mean_opportunity_score
coalition_repair,credit_frame,none,0.4869652655171407,0.209599074013403,0.0,1.0,0.0
coalition_repair,fixed_credit_gru,none,0.8122537614255347,1.0,0.9608695652173913,0.0391304347826087,1.0
coalition_repair,return_selected_credit_gru,body,0.49243869567674203,0.20696336670781956,0.0,1.0,0.0
coalition_repair,return_selected_credit_gru,memory,0.44738259189185436,0.1523582543391312,0.0,1.0,0.0
coalition_repair,return_selected_credit_gru,none,0.8149445620314539,1.0,0.9608695652173913,0.0391304347826087,1.0
coalition_repair,return_selected_credit_gru,regime_signal,0.4510403509441572,0.13813732910879126,0.0,1.0,0.0
coalition_repair,return_selected_credit_gru,social_culture,0.8654311269468498,1.0,1.0,0.0,1.0
coalition_repair,scripted,reactive_survival_only,0.30570652559465566,0.40964328960000074,0.0,1.0,0.0
convention_repair,credit_frame,none,0.5719978062711564,0.6641586810621947,0.007317073170731708,0.9926829268292683,0.0
convention_repair,fixed_credit_gru,none,0.5013375924758805,0.5448472131959834,0.0,1.0,0.0
convention_repair,return_selected_credit_gru,body,0.8815544584792554,0.998717478907712,0.975609756097561,0.024390243902439025,0.9961600000000006
convention_repair,return_selected_credit_gru,memory,0.852824951202596,1.0,1.0,0.0,1.0
convention_repair,return_selected_credit_gru,none,0.6888076667882526,0.9003429426283349,0.03902439024390244,0.9609756097560975,0.0
convention_repair,return_selected_credit_gru,regime_signal,0.846291799852855,1.0,1.0,0.0,1.0
convention_repair,return_selected_credit_gru,social_culture,0.6972332361605827,0.9298276492453654,0.25609756097560976,0.7439024390243902,0.33471999999999946
convention_repair,scripted,reactive_survival_only,0.18628952456131706,0.0252,0.0,1.0,0.0
rumor_correction,credit_frame,none,0.5270368860614164,0.4366109713077379,0.002173913043478261,0.9978260869565218,0.0
rumor_correction,fixed_credit_gru,none,0.5911357603201949,0.5316764025832086,0.002173913043478261,0.9978260869565218,0.0
rumor_correction,return_selected_credit_gru,body,0.5532620527274443,0.41066809403204024,0.0,1.0,0.0
rumor_correction,return_selected_credit_gru,memory,0.5427203581932228,0.4513460964355274,0.0,1.0,0.0
rumor_correction,return_selected_credit_gru,none,0.5919696535995433,0.5297524711500834,0.0,1.0,0.0
rumor_correction,return_selected_credit_gru,regime_signal,0.5527414452923889,0.447948264018238,0.0,1.0,0.0
rumor_correction,return_selected_credit_gru,social_culture,0.8596283887800069,1.0,0.9826086956521739,0.017391304347826087,1.0
rumor_correction,scripted,reactive_survival_only,0.19940895161234473,0.07129087847955162,0.0,1.0,0.0
teacher_replacement,credit_frame,none,0.5974880638113479,0.697626348558369,0.03777777777777778,0.9622222222222222,0.0
teacher_replacement,fixed_credit_gru,none,0.5184824146435288,0.547412591853733,0.03333333333333333,0.9666666666666667,0.0
teacher_replacement,return_selected_credit_gru,body,0.8906815872422507,0.9963520000000006,0.9177777777777778,0.08222222222222222,0.9748800000000022
teacher_replacement,return_selected_credit_gru,memory,0.888020732617,0.9986280167649266,1.0,0.0,1.0
teacher_replacement,return_selected_credit_gru,none,0.6494031615533813,0.8207908014206944,0.04888888888888889,0.9511111111111111,0.0
teacher_replacement,return_selected_credit_gru,regime_signal,0.8774065546700374,0.9829884576010319,1.0,0.0,1.0
teacher_replacement,return_selected_credit_gru,social_culture,0.47386815033547997,0.5355394951222873,0.07333333333333333,0.9266666666666666,0.0
teacher_replacement,scripted,reactive_survival_only,0.17603741354588315,0.011680000000000055,0.0,1.0,0.0
trust_repair,credit_frame,none,0.5067910568095274,0.35663517285991914,0.002173913043478261,0.9978260869565218,0.0
trust_repair,fixed_credit_gru,none,0.7956569806503742,0.9975072000000005,0.46304347826086956,0.5369565217391304,0.6689599999999994
trust_repair,return_selected_credit_gru,body,0.4307467081442047,0.0,0.0,1.0,0.0
trust_repair,return_selected_credit_gru,memory,0.40363207596860984,0.006825833518013903,0.0,1.0,0.0
trust_repair,return_selected_credit_gru,none,0.7685887578078836,0.9626233833310036,0.3847826086956522,0.6152173913043478,0.5134400000000003
trust_repair,return_selected_credit_gru,regime_signal,0.3966430366776851,0.0048755978695743316,0.0,1.0,0.0
trust_repair,return_selected_credit_gru,social_culture,0.8653224225083298,1.0,0.9804347826086957,0.01956521739130435,1.0
trust_repair,scripted,reactive_survival_only,0.24176993434691452,0.20224145541155175,0.0,1.0,0.0
