arc_id,day,arc_turn,conflict_topic,participants,remembered_prior_arc,public_conflict_summary,active_counterproposal_count,arc_state_version,arc_ready
v17-arc-01,1,0,archive privacy,Keth|Nari|Vonn,none,archive privacy conflict among Keth/Nari/Vonn with public counterproposal terms.,3,17,1
v17-arc-01,1,1,repair interruption,Melo|Ori,none,repair interruption conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-01,1,2,archive privacy,Nari|Vonn,v17-arc-01,archive privacy conflict among Nari/Vonn with public counterproposal terms.,2,17,1
v17-arc-01,1,3,ritual noise,Ori|Sova,v17-arc-01,ritual noise conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-01,1,4,tool access,Vonn|Keth|Nari,v17-arc-01,tool access conflict among Vonn/Keth/Nari with public counterproposal terms.,3,17,1
v17-arc-01,1,5,archive privacy,Sova|Melo,v17-arc-01,archive privacy conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-01,1,6,archive privacy,Keth|Nari,v17-arc-01,archive privacy conflict among Keth/Nari with public counterproposal terms.,2,17,1
v17-arc-01,1,7,market debt,Melo|Ori,v17-arc-01,market debt conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-01,1,8,route safety,Nari|Vonn|Keth,v17-arc-01,route safety conflict among Nari/Vonn/Keth with public counterproposal terms.,3,17,1
v17-arc-01,1,9,rest space,Ori|Sova,v17-arc-01,rest space conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-01,2,0,market debt,Sova|Melo,v17-arc-01,market debt conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-01,2,1,route safety,Keth|Nari,v17-arc-01,route safety conflict among Keth/Nari with public counterproposal terms.,2,17,1
v17-arc-01,2,2,market debt,Melo|Ori|Sova,v17-arc-01,market debt conflict among Melo/Ori/Sova with public counterproposal terms.,3,17,1
v17-arc-01,2,3,rest space,Nari|Vonn,v17-arc-01,rest space conflict among Nari/Vonn with public counterproposal terms.,2,17,1
v17-arc-01,2,4,market debt,Ori|Sova,v17-arc-01,market debt conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-01,2,5,rest space,Vonn|Keth,v17-arc-01,rest space conflict among Vonn/Keth with public counterproposal terms.,2,17,1
v17-arc-01,2,6,repair interruption,Sova|Melo|Ori,v17-arc-01,repair interruption conflict among Sova/Melo/Ori with public counterproposal terms.,3,17,1
v17-arc-01,2,7,repair interruption,Keth|Nari,v17-arc-01,repair interruption conflict among Keth/Nari with public counterproposal terms.,2,17,1
v17-arc-01,2,8,ritual noise,Melo|Ori,v17-arc-01,ritual noise conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-01,2,9,ritual noise,Nari|Vonn,v17-arc-01,ritual noise conflict among Nari/Vonn with public counterproposal terms.,2,17,1
v17-arc-01,3,0,ritual noise,Vonn|Keth|Nari,v17-arc-01,ritual noise conflict among Vonn/Keth/Nari with public counterproposal terms.,3,17,1
v17-arc-01,3,1,route safety,Sova|Melo,v17-arc-01,route safety conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-01,3,2,repair interruption,Keth|Nari,v17-arc-01,repair interruption conflict among Keth/Nari with public counterproposal terms.,2,17,1
v17-arc-01,3,3,archive privacy,Melo|Ori,v17-arc-01,archive privacy conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-01,3,4,tool access,Nari|Vonn|Keth,v17-arc-01,tool access conflict among Nari/Vonn/Keth with public counterproposal terms.,3,17,1
v17-arc-01,3,5,archive privacy,Ori|Sova,v17-arc-01,archive privacy conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-01,3,6,rest space,Vonn|Keth,v17-arc-01,rest space conflict among Vonn/Keth with public counterproposal terms.,2,17,1
v17-arc-01,3,7,ritual noise,Sova|Melo,v17-arc-01,ritual noise conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-01,3,8,rest space,Keth|Nari|Vonn,v17-arc-01,rest space conflict among Keth/Nari/Vonn with public counterproposal terms.,3,17,1
v17-arc-01,3,9,market debt,Melo|Ori,v17-arc-01,market debt conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-02,4,0,repair interruption,Ori|Sova,v17-arc-01,repair interruption conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-02,4,1,ritual noise,Vonn|Keth,v17-arc-01,ritual noise conflict among Vonn/Keth with public counterproposal terms.,2,17,1
v17-arc-02,4,2,market debt,Sova|Melo|Ori,v17-arc-01,market debt conflict among Sova/Melo/Ori with public counterproposal terms.,3,17,1
v17-arc-02,4,3,rest space,Keth|Nari,v17-arc-01,rest space conflict among Keth/Nari with public counterproposal terms.,2,17,1
v17-arc-02,4,4,archive privacy,Melo|Ori,v17-arc-01,archive privacy conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-02,4,5,repair interruption,Nari|Vonn,v17-arc-01,repair interruption conflict among Nari/Vonn with public counterproposal terms.,2,17,1
v17-arc-02,4,6,archive privacy,Ori|Sova|Melo,v17-arc-01,archive privacy conflict among Ori/Sova/Melo with public counterproposal terms.,3,17,1
v17-arc-02,4,7,repair interruption,Vonn|Keth,v17-arc-01,repair interruption conflict among Vonn/Keth with public counterproposal terms.,2,17,1
v17-arc-02,4,8,ritual noise,Sova|Melo,v17-arc-01,ritual noise conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-02,4,9,ritual noise,Keth|Nari,v17-arc-01,ritual noise conflict among Keth/Nari with public counterproposal terms.,2,17,1
v17-arc-02,5,0,archive privacy,Nari|Vonn|Keth,v17-arc-01,archive privacy conflict among Nari/Vonn/Keth with public counterproposal terms.,3,17,1
v17-arc-02,5,1,route safety,Ori|Sova,v17-arc-01,route safety conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-02,5,2,repair interruption,Vonn|Keth,v17-arc-01,repair interruption conflict among Vonn/Keth with public counterproposal terms.,2,17,1
v17-arc-02,5,3,tool access,Sova|Melo,v17-arc-01,tool access conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-02,5,4,tool access,Keth|Nari|Vonn,v17-arc-01,tool access conflict among Keth/Nari/Vonn with public counterproposal terms.,3,17,1
v17-arc-02,5,5,archive privacy,Melo|Ori,v17-arc-01,archive privacy conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-02,5,6,ritual noise,Nari|Vonn,v17-arc-01,ritual noise conflict among Nari/Vonn with public counterproposal terms.,2,17,1
v17-arc-02,5,7,route safety,Ori|Sova,v17-arc-01,route safety conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-02,5,8,repair interruption,Vonn|Keth|Nari,v17-arc-01,repair interruption conflict among Vonn/Keth/Nari with public counterproposal terms.,3,17,1
v17-arc-02,5,9,rest space,Sova|Melo,v17-arc-01,rest space conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-02,6,0,ritual noise,Melo|Ori,v17-arc-01,ritual noise conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-02,6,1,route safety,Nari|Vonn,v17-arc-01,route safety conflict among Nari/Vonn with public counterproposal terms.,2,17,1
v17-arc-02,6,2,ritual noise,Ori|Sova|Melo,v17-arc-01,ritual noise conflict among Ori/Sova/Melo with public counterproposal terms.,3,17,1
v17-arc-02,6,3,rest space,Vonn|Keth,v17-arc-01,rest space conflict among Vonn/Keth with public counterproposal terms.,2,17,1
v17-arc-02,6,4,route safety,Sova|Melo,v17-arc-01,route safety conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-02,6,5,tool access,Keth|Nari,v17-arc-01,tool access conflict among Keth/Nari with public counterproposal terms.,2,17,1
v17-arc-02,6,6,rest space,Melo|Ori|Sova,v17-arc-01,rest space conflict among Melo/Ori/Sova with public counterproposal terms.,3,17,1
v17-arc-02,6,7,route safety,Nari|Vonn,v17-arc-01,route safety conflict among Nari/Vonn with public counterproposal terms.,2,17,1
v17-arc-02,6,8,tool access,Ori|Sova,v17-arc-01,tool access conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-02,6,9,ritual noise,Vonn|Keth,v17-arc-01,ritual noise conflict among Vonn/Keth with public counterproposal terms.,2,17,1
v17-arc-03,7,0,rest space,Keth|Nari|Vonn,v17-arc-01,rest space conflict among Keth/Nari/Vonn with public counterproposal terms.,3,17,1
v17-arc-03,7,1,ritual noise,Melo|Ori,v17-arc-01,ritual noise conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-03,7,2,market debt,Nari|Vonn,v17-arc-01,market debt conflict among Nari/Vonn with public counterproposal terms.,2,17,1
v17-arc-03,7,3,route safety,Ori|Sova,v17-arc-01,route safety conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-03,7,4,repair interruption,Vonn|Keth|Nari,v17-arc-01,repair interruption conflict among Vonn/Keth/Nari with public counterproposal terms.,3,17,1
v17-arc-03,7,5,rest space,Sova|Melo,v17-arc-01,rest space conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-03,7,6,route safety,Keth|Nari,v17-arc-01,route safety conflict among Keth/Nari with public counterproposal terms.,2,17,1
v17-arc-03,7,7,rest space,Melo|Ori,v17-arc-01,rest space conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-03,7,8,ritual noise,Nari|Vonn|Keth,v17-arc-01,ritual noise conflict among Nari/Vonn/Keth with public counterproposal terms.,3,17,1
v17-arc-03,7,9,market debt,Ori|Sova,v17-arc-01,market debt conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-03,8,0,ritual noise,Sova|Melo,v17-arc-01,ritual noise conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-03,8,1,rest space,Keth|Nari,v17-arc-01,rest space conflict among Keth/Nari with public counterproposal terms.,2,17,1
v17-arc-03,8,2,market debt,Melo|Ori|Sova,v17-arc-01,market debt conflict among Melo/Ori/Sova with public counterproposal terms.,3,17,1
v17-arc-03,8,3,market debt,Nari|Vonn,v17-arc-01,market debt conflict among Nari/Vonn with public counterproposal terms.,2,17,1
v17-arc-03,8,4,rest space,Ori|Sova,v17-arc-01,rest space conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-03,8,5,ritual noise,Vonn|Keth,v17-arc-01,ritual noise conflict among Vonn/Keth with public counterproposal terms.,2,17,1
v17-arc-03,8,6,archive privacy,Sova|Melo|Ori,v17-arc-01,archive privacy conflict among Sova/Melo/Ori with public counterproposal terms.,3,17,1
v17-arc-03,8,7,ritual noise,Keth|Nari,v17-arc-01,ritual noise conflict among Keth/Nari with public counterproposal terms.,2,17,1
v17-arc-03,8,8,tool access,Melo|Ori,v17-arc-01,tool access conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-03,8,9,archive privacy,Nari|Vonn,v17-arc-01,archive privacy conflict among Nari/Vonn with public counterproposal terms.,2,17,1
v17-arc-03,9,0,repair interruption,Vonn|Keth|Nari,v17-arc-01,repair interruption conflict among Vonn/Keth/Nari with public counterproposal terms.,3,17,1
v17-arc-03,9,1,market debt,Sova|Melo,v17-arc-01,market debt conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-03,9,2,route safety,Keth|Nari,v17-arc-01,route safety conflict among Keth/Nari with public counterproposal terms.,2,17,1
v17-arc-03,9,3,rest space,Melo|Ori,v17-arc-01,rest space conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-03,9,4,tool access,Nari|Vonn|Keth,v17-arc-01,tool access conflict among Nari/Vonn/Keth with public counterproposal terms.,3,17,1
v17-arc-03,9,5,repair interruption,Ori|Sova,v17-arc-01,repair interruption conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-03,9,6,archive privacy,Vonn|Keth,v17-arc-01,archive privacy conflict among Vonn/Keth with public counterproposal terms.,2,17,1
v17-arc-03,9,7,rest space,Sova|Melo,v17-arc-01,rest space conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-03,9,8,ritual noise,Keth|Nari|Vonn,v17-arc-01,ritual noise conflict among Keth/Nari/Vonn with public counterproposal terms.,3,17,1
v17-arc-03,9,9,route safety,Melo|Ori,v17-arc-01,route safety conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-04,10,0,rest space,Ori|Sova,v17-arc-01,rest space conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-04,10,1,route safety,Vonn|Keth,v17-arc-01,route safety conflict among Vonn/Keth with public counterproposal terms.,2,17,1
v17-arc-04,10,2,route safety,Sova|Melo|Ori,v17-arc-01,route safety conflict among Sova/Melo/Ori with public counterproposal terms.,3,17,1
v17-arc-04,10,3,ritual noise,Keth|Nari,v17-arc-01,ritual noise conflict among Keth/Nari with public counterproposal terms.,2,17,1
v17-arc-04,10,4,ritual noise,Melo|Ori,v17-arc-01,ritual noise conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-04,10,5,market debt,Nari|Vonn,v17-arc-01,market debt conflict among Nari/Vonn with public counterproposal terms.,2,17,1
v17-arc-04,10,6,ritual noise,Ori|Sova|Melo,v17-arc-01,ritual noise conflict among Ori/Sova/Melo with public counterproposal terms.,3,17,1
v17-arc-04,10,7,archive privacy,Vonn|Keth,v17-arc-01,archive privacy conflict among Vonn/Keth with public counterproposal terms.,2,17,1
v17-arc-04,10,8,tool access,Sova|Melo,v17-arc-01,tool access conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-04,10,9,rest space,Keth|Nari,v17-arc-01,rest space conflict among Keth/Nari with public counterproposal terms.,2,17,1
v17-arc-04,11,0,ritual noise,Nari|Vonn|Keth,v17-arc-02,ritual noise conflict among Nari/Vonn/Keth with public counterproposal terms.,3,17,1
v17-arc-04,11,1,archive privacy,Ori|Sova,v17-arc-02,archive privacy conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-04,11,2,tool access,Vonn|Keth,v17-arc-02,tool access conflict among Vonn/Keth with public counterproposal terms.,2,17,1
v17-arc-04,11,3,tool access,Sova|Melo,v17-arc-02,tool access conflict among Sova/Melo with public counterproposal terms.,2,17,1
