report,module,verdict,metric,value
238,ssrm_3d_post_entry_multiday_user_authored_conversation_goal_schedule_memory_bridge,pass,user_authored_utterance_coverage,1.0
238,ssrm_3d_post_entry_multiday_user_authored_conversation_goal_schedule_memory_bridge,pass,parser_rule_coverage,1.0
238,ssrm_3d_post_entry_multiday_user_authored_conversation_goal_schedule_memory_bridge,pass,parser_accuracy,0.866667
238,ssrm_3d_post_entry_multiday_user_authored_conversation_goal_schedule_memory_bridge,pass,parser_confidence,0.885333
238,ssrm_3d_post_entry_multiday_user_authored_conversation_goal_schedule_memory_bridge,pass,agent_goal_coverage,1.0
238,ssrm_3d_post_entry_multiday_user_authored_conversation_goal_schedule_memory_bridge,pass,typed_input_to_goal_coupling,1.0
238,ssrm_3d_post_entry_multiday_user_authored_conversation_goal_schedule_memory_bridge,pass,private_workspace_boundary,1.0
238,ssrm_3d_post_entry_multiday_user_authored_conversation_goal_schedule_memory_bridge,pass,household_schedule_change_binding,1.0
238,ssrm_3d_post_entry_multiday_user_authored_conversation_goal_schedule_memory_bridge,pass,schedule_conflict_recovery,1.0
238,ssrm_3d_post_entry_multiday_user_authored_conversation_goal_schedule_memory_bridge,pass,relationship_memory_continuity,1.0
238,ssrm_3d_post_entry_multiday_user_authored_conversation_goal_schedule_memory_bridge,pass,durable_browser_memory_integrity,1.0
238,ssrm_3d_post_entry_multiday_user_authored_conversation_goal_schedule_memory_bridge,pass,local_storage_restore_coverage,1.0
238,ssrm_3d_post_entry_multiday_user_authored_conversation_goal_schedule_memory_bridge,pass,multi_day_consequence_resolution,1.0
238,ssrm_3d_post_entry_multiday_user_authored_conversation_goal_schedule_memory_bridge,pass,durable_snapshot_coverage,1.0
238,ssrm_3d_post_entry_multiday_user_authored_conversation_goal_schedule_memory_bridge,pass,restore_verified_rate,1.0
238,ssrm_3d_post_entry_multiday_user_authored_conversation_goal_schedule_memory_bridge,pass,live_loop_trace_integrity,1.0
238,ssrm_3d_post_entry_multiday_user_authored_conversation_goal_schedule_memory_bridge,pass,browser_multiday_surface_available,1.0
238,ssrm_3d_post_entry_multiday_user_authored_conversation_goal_schedule_memory_bridge,pass,frequency_flower_multiday_rhythm,1.0
238,ssrm_3d_post_entry_multiday_user_authored_conversation_goal_schedule_memory_bridge,pass,source_conversation_bridge_continuity,1.0
238,ssrm_3d_post_entry_multiday_user_authored_conversation_goal_schedule_memory_bridge,pass,mean_multiday_channel_score,0.986947
238,ssrm_3d_post_entry_multiday_user_authored_conversation_goal_schedule_memory_bridge,pass,weakest_channel_score,0.866667
238,ssrm_3d_post_entry_multiday_user_authored_conversation_goal_schedule_memory_bridge,pass,post_entry_multiday_user_authored_readiness,0.985091
