scenario,model,policy,episodes,success_rate,mean_final_distance,mean_total_loss,mean_prediction_mae,mean_effective_slope,mean_effective_bias,mean_slope_abs_error,mean_bias_abs_error
mixed_hidden,action_table_memory,action_component_ablation,500,0.744,54.071,419.1341,0.9367096774193548,0.494,-0.087,0.0,0.0
mixed_hidden,action_table_memory,bias_component_ablation,500,1.0,1.168,35.175,0.9367096774193548,0.494,-0.087,0.0,0.0
mixed_hidden,action_table_memory,full_model,500,0.94,0.781,36.0205,0.9367096774193548,0.494,-0.087,0.0,0.0
mixed_hidden,action_table_memory,identity_no_state,500,0.572,54.915,425.6483,0.9367096774193548,0.494,-0.087,0.0,0.0
mixed_hidden,affine_sgd_predictive_state,action_component_ablation,500,0.732,54.105,419.8287,1.0146939474051606,0.569854242871635,0.023424044333670496,0.12252302506548221,0.40629018298031416
mixed_hidden,affine_sgd_predictive_state,bias_component_ablation,500,0.982,1.017,34.6098,1.0146939474051606,0.569854242871635,0.023424044333670496,0.12252302506548221,0.40629018298031416
mixed_hidden,affine_sgd_predictive_state,full_model,500,0.976,0.353,29.151000000000003,1.0146939474051606,0.569854242871635,0.023424044333670496,0.12252302506548221,0.40629018298031416
mixed_hidden,affine_sgd_predictive_state,identity_no_state,500,0.572,54.915,425.6483,1.0146939474051606,0.569854242871635,0.023424044333670496,0.12252302506548221,0.40629018298031416
mixed_hidden,bias_sgd_world,action_component_ablation,500,0.616,54.505,423.2079,6.252220679911745,1.0,0.29930162625313644,0.778,1.893622640736062
mixed_hidden,bias_sgd_world,bias_component_ablation,500,0.572,54.915,425.6483,6.252220679911745,1.0,0.29930162625313644,0.778,1.893622640736062
mixed_hidden,bias_sgd_world,full_model,500,0.616,54.505,423.2079,6.252220679911745,1.0,0.29930162625313644,0.778,1.893622640736062
mixed_hidden,bias_sgd_world,identity_no_state,500,0.572,54.915,425.6483,6.252220679911745,1.0,0.29930162625313644,0.778,1.893622640736062
mixed_hidden,gain_sgd_action_effect,action_component_ablation,500,0.572,54.915,425.6483,1.6430422592164362,0.5825939898928617,0.0,0.14580257021320392,1.011
mixed_hidden,gain_sgd_action_effect,bias_component_ablation,500,0.972,1.118,35.28990000000001,1.6430422592164362,0.5825939898928617,0.0,0.14580257021320392,1.011
mixed_hidden,gain_sgd_action_effect,full_model,500,0.972,1.118,35.28990000000001,1.6430422592164362,0.5825939898928617,0.0,0.14580257021320392,1.011
mixed_hidden,gain_sgd_action_effect,identity_no_state,500,0.572,54.915,425.6483,1.6430422592164362,0.5825939898928617,0.0,0.14580257021320392,1.011
mixed_hidden,least_squares_predictive_state,action_component_ablation,500,0.744,54.071,419.1341,0.0,0.494,-0.087,0.0,0.0
mixed_hidden,least_squares_predictive_state,bias_component_ablation,500,1.0,1.168,35.175,0.0,0.494,-0.087,0.0,0.0
mixed_hidden,least_squares_predictive_state,full_model,500,1.0,0.0,25.055400000000006,0.0,0.494,-0.087,0.0,0.0
mixed_hidden,least_squares_predictive_state,identity_no_state,500,0.572,54.915,425.6483,0.0,0.494,-0.087,0.0,0.0
mixed_hidden,mean_delta_memory,action_component_ablation,500,0.544,55.0,428.1849,7.906889400921659,0.0,0.18385714285714286,1.006,1.540857142857143
mixed_hidden,mean_delta_memory,bias_component_ablation,500,0.0,31.044,366.786,7.906889400921659,0.0,0.18385714285714286,1.006,1.540857142857143
mixed_hidden,mean_delta_memory,full_model,500,0.0,31.044,366.786,7.906889400921659,0.0,0.18385714285714286,1.006,1.540857142857143
mixed_hidden,mean_delta_memory,identity_no_state,500,0.572,54.915,425.6483,7.906889400921659,0.0,0.18385714285714286,1.006,1.540857142857143
mixed_hidden,random_feature_predictive_state,action_component_ablation,500,0.61,54.64,424.1044,5.20268570020274,0.14163209343496888,0.03736307002136523,0.7093311372756393,0.9155786989326136
mixed_hidden,random_feature_predictive_state,bias_component_ablation,500,0.27,6.868,87.146,5.20268570020274,0.14163209343496888,0.03736307002136523,0.7093311372756393,0.9155786989326136
mixed_hidden,random_feature_predictive_state,full_model,500,0.29,6.311,88.7001,5.20268570020274,0.14163209343496888,0.03736307002136523,0.7093311372756393,0.9155786989326136
mixed_hidden,random_feature_predictive_state,identity_no_state,500,0.572,54.915,425.6483,5.20268570020274,0.14163209343496888,0.03736307002136523,0.7093311372756393,0.9155786989326136
mixed_hidden,symmetric_probe_predictive_state,action_component_ablation,500,0.744,54.071,419.1341,0.0,0.494,-0.087,0.0,0.0
mixed_hidden,symmetric_probe_predictive_state,bias_component_ablation,500,1.0,1.168,35.175,0.0,0.494,-0.087,0.0,0.0
mixed_hidden,symmetric_probe_predictive_state,full_model,500,1.0,0.0,25.055400000000006,0.0,0.494,-0.087,0.0,0.0
mixed_hidden,symmetric_probe_predictive_state,identity_no_state,500,0.572,54.915,425.6483,0.0,0.494,-0.087,0.0,0.0
self_drift,action_table_memory,action_component_ablation,500,0.698,63.6,490.1354,0.9203870967741935,0.385,0.0,0.0,0.0
self_drift,action_table_memory,bias_component_ablation,500,1.0,0.0,25.136,0.9203870967741935,0.385,0.0,0.0,0.0
self_drift,action_table_memory,full_model,500,0.942,0.453,33.744099999999996,0.9203870967741935,0.385,0.0,0.0,0.0
self_drift,action_table_memory,identity_no_state,500,0.698,63.6,490.1354,0.9203870967741935,0.385,0.0,0.0,0.0
self_drift,affine_sgd_predictive_state,action_component_ablation,500,0.698,63.595,490.5649,1.2579596184724933,0.4772441556085567,0.04768948390490375,0.15219461050922015,0.4959598351239264
self_drift,affine_sgd_predictive_state,bias_component_ablation,500,1.0,0.0,25.6328,1.2579596184724933,0.4772441556085567,0.04768948390490375,0.15219461050922015,0.4959598351239264
self_drift,affine_sgd_predictive_state,full_model,500,0.984,0.349,29.6643,1.2579596184724933,0.4772441556085567,0.04768948390490375,0.15219461050922015,0.4959598351239264
self_drift,affine_sgd_predictive_state,identity_no_state,500,0.698,63.6,490.1354,1.2579596184724933,0.4772441556085567,0.04768948390490375,0.15219461050922015,0.4959598351239264
self_drift,bias_sgd_world,action_component_ablation,500,0.576,64.278,496.2393,7.6713194734039885,1.0,-0.02032474168328829,0.953,2.3163760667224094
self_drift,bias_sgd_world,bias_component_ablation,500,0.698,63.6,490.1354,7.6713194734039885,1.0,-0.02032474168328829,0.953,2.3163760667224094
self_drift,bias_sgd_world,full_model,500,0.576,64.278,496.2393,7.6713194734039885,1.0,-0.02032474168328829,0.953,2.3163760667224094
self_drift,bias_sgd_world,identity_no_state,500,0.698,63.6,490.1354,7.6713194734039885,1.0,-0.02032474168328829,0.953,2.3163760667224094
self_drift,gain_sgd_action_effect,action_component_ablation,500,0.698,63.6,490.1354,1.348306995591669,0.4912431628573786,0.0,0.17415632026392394,0.0
self_drift,gain_sgd_action_effect,bias_component_ablation,500,1.0,0.0,25.723599999999998,1.348306995591669,0.4912431628573786,0.0,0.17415632026392394,0.0
self_drift,gain_sgd_action_effect,full_model,500,1.0,0.0,25.723599999999998,1.348306995591669,0.4912431628573786,0.0,0.17415632026392394,0.0
self_drift,gain_sgd_action_effect,identity_no_state,500,0.698,63.6,490.1354,1.348306995591669,0.4912431628573786,0.0,0.17415632026392394,0.0
self_drift,least_squares_predictive_state,action_component_ablation,500,0.698,63.6,490.1354,0.0,0.385,0.0,0.0,0.0
self_drift,least_squares_predictive_state,bias_component_ablation,500,1.0,0.0,25.136,0.0,0.385,0.0,0.0,0.0
self_drift,least_squares_predictive_state,full_model,500,1.0,0.0,25.136,0.0,0.385,0.0,0.0,0.0
self_drift,least_squares_predictive_state,identity_no_state,500,0.698,63.6,490.1354,0.0,0.385,0.0,0.0,0.0
self_drift,mean_delta_memory,action_component_ablation,500,0.534,64.513,498.80629999999996,7.784647465437788,0.0,0.4177857142857143,0.989,1.5839285714285716
self_drift,mean_delta_memory,bias_component_ablation,500,0.0,30.0,360.0,7.784647465437788,0.0,0.4177857142857143,0.989,1.5839285714285716
self_drift,mean_delta_memory,full_model,500,0.0,30.0,360.0,7.784647465437788,0.0,0.4177857142857143,0.989,1.5839285714285716
self_drift,mean_delta_memory,identity_no_state,500,0.698,63.6,490.1354,7.784647465437788,0.0,0.4177857142857143,0.989,1.5839285714285716
self_drift,random_feature_predictive_state,action_component_ablation,500,0.682,63.815,492.5571,5.132272985950224,0.10347113493288113,0.09363669958047541,0.7023688891034215,0.5868910927089488
self_drift,random_feature_predictive_state,bias_component_ablation,500,0.662,4.956,70.8172,5.132272985950224,0.10347113493288113,0.09363669958047541,0.7023688891034215,0.5868910927089488
self_drift,random_feature_predictive_state,full_model,500,0.344,6.557,86.70689999999999,5.132272985950224,0.10347113493288113,0.09363669958047541,0.7023688891034215,0.5868910927089488
self_drift,random_feature_predictive_state,identity_no_state,500,0.698,63.6,490.1354,5.132272985950224,0.10347113493288113,0.09363669958047541,0.7023688891034215,0.5868910927089488
self_drift,symmetric_probe_predictive_state,action_component_ablation,500,0.698,63.6,490.1354,0.0,0.385,0.0,0.0,0.0
self_drift,symmetric_probe_predictive_state,bias_component_ablation,500,1.0,0.0,25.136,0.0,0.385,0.0,0.0,0.0
self_drift,symmetric_probe_predictive_state,full_model,500,1.0,0.0,25.136,0.0,0.385,0.0,0.0,0.0
self_drift,symmetric_probe_predictive_state,identity_no_state,500,0.698,63.6,490.1354,0.0,0.385,0.0,0.0,0.0
static_goal_switch,action_table_memory,action_component_ablation,500,1.0,0.0,16.5,0.9348387096774193,1.0,0.0,0.0,0.0
static_goal_switch,action_table_memory,bias_component_ablation,500,1.0,0.0,16.5,0.9348387096774193,1.0,0.0,0.0,0.0
static_goal_switch,action_table_memory,full_model,500,1.0,0.274,22.394299999999998,0.9348387096774193,1.0,0.0,0.0,0.0
static_goal_switch,action_table_memory,identity_no_state,500,1.0,0.0,16.5,0.9348387096774193,1.0,0.0,0.0,0.0
static_goal_switch,affine_sgd_predictive_state,action_component_ablation,500,1.0,0.0,16.5,0.0,1.0,0.0,0.0,0.0
static_goal_switch,affine_sgd_predictive_state,bias_component_ablation,500,1.0,0.0,16.5,0.0,1.0,0.0,0.0,0.0
static_goal_switch,affine_sgd_predictive_state,full_model,500,1.0,0.0,16.5,0.0,1.0,0.0,0.0,0.0
static_goal_switch,affine_sgd_predictive_state,identity_no_state,500,1.0,0.0,16.5,0.0,1.0,0.0,0.0,0.0
static_goal_switch,bias_sgd_world,action_component_ablation,500,1.0,0.0,16.5,0.0,1.0,0.0,0.0,0.0
static_goal_switch,bias_sgd_world,bias_component_ablation,500,1.0,0.0,16.5,0.0,1.0,0.0,0.0,0.0
static_goal_switch,bias_sgd_world,full_model,500,1.0,0.0,16.5,0.0,1.0,0.0,0.0,0.0
static_goal_switch,bias_sgd_world,identity_no_state,500,1.0,0.0,16.5,0.0,1.0,0.0,0.0,0.0
static_goal_switch,gain_sgd_action_effect,action_component_ablation,500,1.0,0.0,16.5,0.0,1.0,0.0,0.0,0.0
static_goal_switch,gain_sgd_action_effect,bias_component_ablation,500,1.0,0.0,16.5,0.0,1.0,0.0,0.0,0.0
static_goal_switch,gain_sgd_action_effect,full_model,500,1.0,0.0,16.5,0.0,1.0,0.0,0.0,0.0
static_goal_switch,gain_sgd_action_effect,identity_no_state,500,1.0,0.0,16.5,0.0,1.0,0.0,0.0,0.0
static_goal_switch,least_squares_predictive_state,action_component_ablation,500,1.0,0.0,16.5,0.0,1.0,0.0,0.0,0.0
static_goal_switch,least_squares_predictive_state,bias_component_ablation,500,1.0,0.0,16.5,0.0,1.0,0.0,0.0,0.0
static_goal_switch,least_squares_predictive_state,full_model,500,1.0,0.0,16.5,0.0,1.0,0.0,0.0,0.0
static_goal_switch,least_squares_predictive_state,identity_no_state,500,1.0,0.0,16.5,0.0,1.0,0.0,0.0,0.0
static_goal_switch,mean_delta_memory,action_component_ablation,500,0.802,1.554,32.880900000000004,7.8713870967741935,0.0,0.10328571428571426,1.0,1.5787142857142857
static_goal_switch,mean_delta_memory,bias_component_ablation,500,0.0,30.0,360.0,7.8713870967741935,0.0,0.10328571428571426,1.0,1.5787142857142857
static_goal_switch,mean_delta_memory,full_model,500,0.0,30.0,360.0,7.8713870967741935,0.0,0.10328571428571426,1.0,1.5787142857142857
static_goal_switch,mean_delta_memory,identity_no_state,500,1.0,0.0,16.5,7.8713870967741935,0.0,0.10328571428571426,1.0,1.5787142857142857
static_goal_switch,random_feature_predictive_state,action_component_ablation,500,1.0,0.544,22.2012,5.122646619177179,0.2962287758994797,0.001328757437946887,0.7037712241005203,0.5851152241628843
static_goal_switch,random_feature_predictive_state,bias_component_ablation,500,1.0,0.0,16.5,5.122646619177179,0.2962287758994797,0.001328757437946887,0.7037712241005203,0.5851152241628843
static_goal_switch,random_feature_predictive_state,full_model,500,0.536,3.454,49.9365,5.122646619177179,0.2962287758994797,0.001328757437946887,0.7037712241005203,0.5851152241628843
static_goal_switch,random_feature_predictive_state,identity_no_state,500,1.0,0.0,16.5,5.122646619177179,0.2962287758994797,0.001328757437946887,0.7037712241005203,0.5851152241628843
static_goal_switch,symmetric_probe_predictive_state,action_component_ablation,500,1.0,0.0,16.5,0.0,1.0,0.0,0.0,0.0
static_goal_switch,symmetric_probe_predictive_state,bias_component_ablation,500,1.0,0.0,16.5,0.0,1.0,0.0,0.0,0.0
static_goal_switch,symmetric_probe_predictive_state,full_model,500,1.0,0.0,16.5,0.0,1.0,0.0,0.0,0.0
static_goal_switch,symmetric_probe_predictive_state,identity_no_state,500,1.0,0.0,16.5,0.0,1.0,0.0,0.0,0.0
world_drift,action_table_memory,action_component_ablation,500,1.0,0.0,18.596400000000006,0.9239354838709677,1.0,0.086,0.0,0.0
world_drift,action_table_memory,bias_component_ablation,500,1.0,1.518,34.58270000000001,0.9239354838709677,1.0,0.086,0.0,0.0
world_drift,action_table_memory,full_model,500,0.968,0.73,29.093900000000005,0.9239354838709677,1.0,0.086,0.0,0.0
