controller,ablation,mean_total_score,mean_maturation_score,mean_crisis_score,mean_resolved_rate,mean_env_response_rate,mean_social_response_rate,mean_coupled_response_rate,mean_crisis_damage,mean_final_alive,mean_alive_at_12h,mean_births,mean_architecture_tier,mean_tool_tier,mean_knowledge_transfer,mean_adaptation_evidence,shock_gate_pass_rate,post_gate_shock_rate
consequence_recovery_gru,none,0.52,1.0,0.0,0.35555555555555557,0.35511169006609733,1.0,0.35511169006609733,1.330733394411136,14.666666666666666,14.0,4.0,3.3333333333333335,4.0,0.6979499266972141,1.0,1.0,1.0
designed,none,0.8302458945704273,0.9564197333333334,0.6935575692439458,1.0,0.7204851805654275,0.6596510321163294,0.45142191221702577,0.16541784845003824,13.0,14.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0
fixed_joint_gru,none,0.5236029287446932,0.9873146666666667,0.021248545995888612,0.41111111111111115,0.4103133885798978,1.0,0.4103133885798978,1.453990143046081,12.333333333333334,14.0,3.0,3.6666666666666665,4.0,0.6324762898848374,1.0,1.0,1.0
frame_mlp,none,0.2869353300761778,0.5517987116849573,0.0,0.0,0.29934339774668506,0.0,0.0,1.6573065985882938,9.666666666666666,14.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0
gru,none,0.2901297755644507,0.5579418760854821,0.0,0.0,0.29934339774668506,0.0,0.0,1.6142901755513843,10.0,14.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0
min_channel_planner_gru,none,0.529425928294713,1.0,0.01963735061398546,0.41111111111111115,0.4103133885798978,1.0,0.4103133885798978,1.4233897262003963,13.0,14.0,3.6666666666666665,3.0,4.0,0.742666357839998,1.0,1.0,1.0
mpc_sequence_optimizer_gru,none,0.6833204255993607,0.9930373333333332,0.3477937755542235,0.6555555555555556,0.6448451802458346,0.850336717331374,0.5648851585626797,0.8045629726254601,14.0,14.0,2.3333333333333335,4.0,4.0,0.8375488457422736,1.0,1.0,1.0
reactive,none,0.09018393563373968,0.17343064544949938,0.0,0.0,0.280355226067479,0.0,0.0,1.6553681564471188,0.3333333333333333,14.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
return_selected_gru,none,0.4871861643933953,0.9368964699872987,0.0,0.05555555555555555,0.29934339774668506,0.08448616515766537,0.03984295845997973,1.4547722731343573,11.666666666666666,14.0,0.3333333333333333,4.0,4.0,0.7351616892437381,1.0,1.0,1.0
student_sequence_consequence_gru,body,0.5059249159354623,0.9729325306451196,0.0,0.0,0.05602836879432624,0.642360959381268,0.0,2.1908876210157344,12.333333333333334,14.0,2.3333333333333335,3.0,4.0,0.8023387149951016,1.0,1.0,1.0
student_sequence_consequence_gru,environment,0.5145140228177675,0.9894500438803222,0.0,0.0,0.0,1.0,0.0,1.7295329672790876,14.666666666666666,14.0,2.6666666666666665,3.0,4.0,0.5653083588378636,1.0,1.0,1.0
student_sequence_consequence_gru,infrastructure,0.44325348763894024,0.8524105531518081,0.0,0.05555555555555555,0.0537862703467799,1.0,0.0537862703467799,1.6057629997569436,12.0,14.0,2.3333333333333335,4.0,0.0,0.1249219003045307,1.0,1.0,1.0
student_sequence_consequence_gru,none,0.5080118265932437,0.9769458203716225,0.0,0.0,0.0,0.9440905874026893,0.0,1.780064198440935,12.666666666666666,14.0,2.0,4.0,4.0,0.6109052590410259,1.0,1.0,1.0
student_sequence_consequence_gru,previous_action,0.52,1.0,0.0,0.17777777777777778,0.17500557751220827,0.9836879432624114,0.15869352077461965,1.642224241038793,16.666666666666668,14.0,3.6666666666666665,3.3333333333333335,4.0,0.6856853605619277,1.0,1.0,1.0
student_sequence_consequence_gru,social_culture,0.45343553117888113,0.8719914061132329,0.0,0.0,0.17755659792037157,0.0,0.0,2.73834743564694,12.0,14.0,1.6666666666666667,3.0,1.0,1.0,1.0,1.0,1.0
student_sequence_consequence_gru,tools,0.22040747883744594,0.42386053622585756,0.0,0.05555555555555555,0.12152822912604533,0.15003538570417552,0.05520169851380042,2.3259634817391066,0.0,14.0,0.0,1.0,4.0,0.01833177070552166,1.0,1.0,1.0
