tick_id,day,tick,season,avatar_region,active_route,route_panel,caravan_panel,forecast_panel,drill_panel,guild_record_panel,avatar_intervention_panel,recovery_panel,save_restore_key,replay_key,boundary_note
0,1,0,spring_rain,roofward,riverbend_roofward,riverbend->roofward: direct route,"pos 0.02, fatigue 0.23",river flood risk 0.41,none,Bridgewright Guild gen 1 quality 0.52,place temporary bridge marker: available,open 0.72,ssrm_v29_route_state_seed_20260882,v29-574364,"deterministic browser-local route-planning/caravan/forecast/disaster-drill/avatar-recovery scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
1,1,1,spring_rain,archive_quarter,roofward_archive,roofward->archive_quarter: cool archive lane,"pos 0.02, fatigue 0.26",glasshouse heat surge risk 0.50,none,Glassgarden Guild gen 1 quality 0.55,open shade cloth cache: available,open 0.69,ssrm_v29_route_state_seed_20260882,v29-600940,"deterministic browser-local route-planning/caravan/forecast/disaster-drill/avatar-recovery scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
2,1,2,spring_rain,signal_ridge,archive_signal,archive_quarter->signal_ridge: direct route,"pos 0.02, fatigue 0.28",wind archive scatter risk 0.30,none,Index Guild gen 1 quality 0.57,pin public notice board: available,open 0.66,ssrm_v29_route_state_seed_20260882,v29-520406,"deterministic browser-local route-planning/caravan/forecast/disaster-drill/avatar-recovery scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
3,1,3,spring_rain,orchard_fen,signal_orchard,signal_ridge->orchard_fen: direct route,"pos 0.00, fatigue 0.31",dusk ice risk 0.30,none,Signal Guild gen 1 quality 0.60,dim relay for caravan: available,shored 0.54,ssrm_v29_route_state_seed_20260882,v29-512285,"deterministic browser-local route-planning/caravan/forecast/disaster-drill/avatar-recovery scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
4,1,4,spring_rain,central_exchange,orchard_riverbend,orchard_fen->riverbend: direct route,"pos 0.02, fatigue 0.33",fen mud risk 0.30,none,Seed Guild gen 1 quality 0.62,lay dry stepping mats: available,open 0.60,ssrm_v29_route_state_seed_20260882,v29-559816,"deterministic browser-local route-planning/caravan/forecast/disaster-drill/avatar-recovery scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
5,1,5,spring_rain,repair_hall,central_repair_ring,central_exchange->repair_hall: direct route,"pos 0.03, fatigue 0.36",crowded repair yard risk 0.30,none,Repair Circle gen 1 quality 0.65,queue repair token: available,shored 0.57,ssrm_v29_route_state_seed_20260882,v29-612283,"deterministic browser-local route-planning/caravan/forecast/disaster-drill/avatar-recovery scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
6,1,6,spring_rain,riverbend,riverbend_roofward,riverbend->roofward: direct route,"pos 0.05, fatigue 0.24",river flood risk 0.41,none,Bridgewright Guild gen 1 quality 0.52,place temporary bridge marker: available,open 0.72,ssrm_v29_route_state_seed_20260882,v29-574995,"deterministic browser-local route-planning/caravan/forecast/disaster-drill/avatar-recovery scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
7,1,7,spring_rain,roofward,roofward_archive,roofward->archive_quarter: cool archive lane,"pos 0.04, fatigue 0.27",glasshouse heat surge risk 0.59,none,Glassgarden Guild gen 1 quality 0.55,open shade cloth cache: available,open 0.72,ssrm_v29_route_state_seed_20260882,v29-601458,"deterministic browser-local route-planning/caravan/forecast/disaster-drill/avatar-recovery scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
8,1,8,spring_rain,archive_quarter,archive_signal,archive_quarter->signal_ridge: direct route,"pos 0.04, fatigue 0.29",wind archive scatter risk 0.30,none,Index Guild gen 1 quality 0.57,pin public notice board: available,open 0.69,ssrm_v29_route_state_seed_20260882,v29-521263,"deterministic browser-local route-planning/caravan/forecast/disaster-drill/avatar-recovery scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
9,1,9,spring_rain,signal_ridge,signal_orchard,signal_ridge->orchard_fen: direct route,"pos 0.02, fatigue 0.32",dusk ice risk 0.30,none,Signal Guild gen 1 quality 0.60,dim relay for caravan: available,shored 0.58,ssrm_v29_route_state_seed_20260882,v29-540060,"deterministic browser-local route-planning/caravan/forecast/disaster-drill/avatar-recovery scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
10,1,10,spring_rain,orchard_fen,orchard_riverbend,orchard_fen->riverbend: direct route,"pos 0.04, fatigue 0.34",fen mud risk 0.30,none,Seed Guild gen 1 quality 0.62,lay dry stepping mats: available,open 0.64,ssrm_v29_route_state_seed_20260882,v29-569194,"deterministic browser-local route-planning/caravan/forecast/disaster-drill/avatar-recovery scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
