tick_id,day,agent,route_id,public_memory_key,remembered_forecast,remembered_caravan,remembered_drill,remembered_avatar_help,remembered_recovery,private_workspace_sealed,replay_pointer
0,1,Ari,riverbend_roofward,v29:Ari:riverbend_roofward:day1,forecast:riverbend_roofward:d1:r0:0.41,pos:0.02;fatigue:0.23,none,help_count:0,open:0.72,True,replay:0:riverbend_roofward
1,1,Fay,roofward_archive,v29:Fay:roofward_archive:day1,forecast:roofward_archive:d1:r0:0.50,pos:0.02;fatigue:0.26,none,help_count:0,open:0.69,True,replay:1:roofward_archive
2,1,Nia,archive_signal,v29:Nia:archive_signal:day1,forecast:archive_signal:d1:r0:0.30,pos:0.02;fatigue:0.28,none,help_count:0,open:0.66,True,replay:2:archive_signal
3,1,Milo,signal_orchard,v29:Milo:signal_orchard:day1,forecast:signal_orchard:d1:r0:0.30,pos:0.00;fatigue:0.31,none,help_count:0,shored:0.54,True,replay:3:signal_orchard
4,1,Ivo,orchard_riverbend,v29:Ivo:orchard_riverbend:day1,forecast:orchard_riverbend:d1:r0:0.30,pos:0.02;fatigue:0.33,none,help_count:0,open:0.60,True,replay:4:orchard_riverbend
5,1,Juno,central_repair_ring,v29:Juno:central_repair_ring:day1,forecast:central_repair_ring:d1:r0:0.30,pos:0.03;fatigue:0.36,none,help_count:0,shored:0.57,True,replay:5:central_repair_ring
6,1,Ari,riverbend_roofward,v29:Ari:riverbend_roofward:day1,forecast:riverbend_roofward:d1:r1:0.41,pos:0.05;fatigue:0.24,none,help_count:0,open:0.72,True,replay:6:riverbend_roofward
7,1,Fay,roofward_archive,v29:Fay:roofward_archive:day1,forecast:roofward_archive:d1:r1:0.59,pos:0.04;fatigue:0.27,none,help_count:0,open:0.72,True,replay:7:roofward_archive
8,1,Nia,archive_signal,v29:Nia:archive_signal:day1,forecast:archive_signal:d1:r0:0.30,pos:0.04;fatigue:0.29,none,help_count:0,open:0.69,True,replay:8:archive_signal
9,1,Milo,signal_orchard,v29:Milo:signal_orchard:day1,forecast:signal_orchard:d1:r0:0.30,pos:0.02;fatigue:0.32,none,help_count:0,shored:0.58,True,replay:9:signal_orchard
10,1,Ivo,orchard_riverbend,v29:Ivo:orchard_riverbend:day1,forecast:orchard_riverbend:d1:r0:0.30,pos:0.04;fatigue:0.34,none,help_count:0,open:0.64,True,replay:10:orchard_riverbend
11,1,Juno,central_repair_ring,v29:Juno:central_repair_ring:day1,forecast:central_repair_ring:d1:r0:0.30,pos:0.06;fatigue:0.37,none,help_count:0,open:0.61,True,replay:11:central_repair_ring
12,1,Ari,riverbend_roofward,v29:Ari:riverbend_roofward:day1,forecast:riverbend_roofward:d1:r1:0.41,pos:0.05;fatigue:0.26,none,help_count:0,blocked watch:0.66,True,replay:12:riverbend_roofward
13,1,Fay,roofward_archive,v29:Fay:roofward_archive:day1,forecast:roofward_archive:d1:r2:0.45,pos:0.06;fatigue:0.28,none,help_count:0,open:0.76,True,replay:13:roofward_archive
14,2,Nia,archive_signal,v29:Nia:archive_signal:day2,forecast:archive_signal:d2:r0:0.54,pos:0.05;fatigue:0.30,none,help_count:0,open:0.73,True,replay:14:archive_signal
15,2,Milo,signal_orchard,v29:Milo:signal_orchard:day2,forecast:signal_orchard:d2:r0:0.30,pos:0.03;fatigue:0.34,none,help_count:0,open:0.61,True,replay:15:signal_orchard
16,2,Ivo,orchard_riverbend,v29:Ivo:orchard_riverbend:day2,forecast:orchard_riverbend:d2:r0:0.30,pos:0.06;fatigue:0.35,none,help_count:0,open:0.68,True,replay:16:orchard_riverbend
17,2,Juno,central_repair_ring,v29:Juno:central_repair_ring:day2,forecast:central_repair_ring:d2:r0:0.30,pos:0.09;fatigue:0.38,none,help_count:0,open:0.65,True,replay:17:central_repair_ring
18,2,Ari,riverbend_roofward,v29:Ari:riverbend_roofward:day2,forecast:riverbend_roofward:d2:r1:0.41,pos:0.07;fatigue:0.27,none,help_count:0,open:0.70,True,replay:18:riverbend_roofward
19,2,Fay,roofward_archive,v29:Fay:roofward_archive:day2,forecast:roofward_archive:d2:r3:0.45,pos:0.09;fatigue:0.29,none,help_count:0,open:0.80,True,replay:19:roofward_archive
20,2,Nia,archive_signal,v29:Nia:archive_signal:day2,forecast:archive_signal:d2:r1:0.43,pos:0.07;fatigue:0.31,none,help_count:0,open:0.77,True,replay:20:archive_signal
21,2,Milo,signal_orchard,v29:Milo:signal_orchard:day2,forecast:signal_orchard:d2:r0:0.46,pos:0.05;fatigue:0.35,none,help_count:0,open:0.65,True,replay:21:signal_orchard
22,2,Ivo,orchard_riverbend,v29:Ivo:orchard_riverbend:day2,forecast:orchard_riverbend:d2:r0:0.30,pos:0.06;fatigue:0.37,none,help_count:0,blocked watch:0.62,True,replay:22:orchard_riverbend
23,2,Juno,central_repair_ring,v29:Juno:central_repair_ring:day2,forecast:central_repair_ring:d2:r0:0.30,pos:0.13;fatigue:0.39,none,help_count:0,open:0.69,True,replay:23:central_repair_ring
24,2,Ari,riverbend_roofward,v29:Ari:riverbend_roofward:day2,forecast:riverbend_roofward:d2:r1:0.41,pos:0.09;fatigue:0.28,none,help_count:0,open:0.73,True,replay:24:riverbend_roofward
25,2,Fay,roofward_archive,v29:Fay:roofward_archive:day2,forecast:roofward_archive:d2:r3:0.45,pos:0.11;fatigue:0.30,none,help_count:0,open:0.83,True,replay:25:roofward_archive
26,2,Nia,archive_signal,v29:Nia:archive_signal:day2,forecast:archive_signal:d2:r2:0.53,pos:0.09;fatigue:0.33,none,help_count:0,open:0.81,True,replay:26:archive_signal
27,2,Milo,signal_orchard,v29:Milo:signal_orchard:day2,forecast:signal_orchard:d2:r1:0.46,pos:0.06;fatigue:0.36,none,help_count:0,open:0.69,True,replay:27:signal_orchard
28,3,Ivo,orchard_riverbend,v29:Ivo:orchard_riverbend:day3,forecast:orchard_riverbend:d3:r0:0.46,pos:0.08;fatigue:0.38,none,help_count:0,open:0.66,True,replay:28:orchard_riverbend
29,3,Juno,central_repair_ring,v29:Juno:central_repair_ring:day3,forecast:central_repair_ring:d3:r0:0.30,pos:0.16;fatigue:0.40,none,help_count:0,open:0.73,True,replay:29:central_repair_ring
30,3,Ari,riverbend_roofward,v29:Ari:riverbend_roofward:day3,forecast:riverbend_roofward:d3:r1:0.41,pos:0.11;fatigue:0.29,none,help_count:0,open:0.73,True,replay:30:riverbend_roofward
31,3,Fay,roofward_archive,v29:Fay:roofward_archive:day3,forecast:roofward_archive:d3:r3:0.45,pos:0.13;fatigue:0.31,none,help_count:0,open:0.87,True,replay:31:roofward_archive
32,3,Nia,archive_signal,v29:Nia:archive_signal:day3,forecast:archive_signal:d3:r3:0.53,pos:0.10;fatigue:0.34,none,help_count:0,open:0.84,True,replay:32:archive_signal
33,3,Milo,signal_orchard,v29:Milo:signal_orchard:day3,forecast:signal_orchard:d3:r1:0.45,pos:0.08;fatigue:0.37,none,help_count:0,open:0.73,True,replay:33:signal_orchard
34,3,Ivo,orchard_riverbend,v29:Ivo:orchard_riverbend:day3,forecast:orchard_riverbend:d3:r1:0.46,pos:0.09;fatigue:0.39,none,help_count:0,open:0.70,True,replay:34:orchard_riverbend
35,3,Juno,central_repair_ring,v29:Juno:central_repair_ring:day3,forecast:central_repair_ring:d3:r0:0.36,pos:0.19;fatigue:0.41,none,help_count:0,open:0.76,True,replay:35:central_repair_ring
36,3,Ari,riverbend_roofward,v29:Ari:riverbend_roofward:day3,forecast:riverbend_roofward:d3:r1:0.41,pos:0.14;fatigue:0.30,none,help_count:0,open:0.73,True,replay:36:riverbend_roofward
37,3,Fay,roofward_archive,v29:Fay:roofward_archive:day3,forecast:roofward_archive:d3:r3:0.45,pos:0.15;fatigue:0.32,none,help_count:0,open:0.91,True,replay:37:roofward_archive
38,3,Nia,archive_signal,v29:Nia:archive_signal:day3,forecast:archive_signal:d3:r3:0.53,pos:0.12;fatigue:0.35,none,help_count:0,open:0.88,True,replay:38:archive_signal
39,3,Milo,signal_orchard,v29:Milo:signal_orchard:day3,forecast:signal_orchard:d3:r2:0.49,pos:0.10;fatigue:0.38,none,help_count:0,open:0.77,True,replay:39:signal_orchard
40,3,Ivo,orchard_riverbend,v29:Ivo:orchard_riverbend:day3,forecast:orchard_riverbend:d3:r1:0.46,pos:0.11;fatigue:0.41,none,help_count:0,open:0.72,True,replay:40:orchard_riverbend
41,3,Juno,central_repair_ring,v29:Juno:central_repair_ring:day3,forecast:central_repair_ring:d3:r1:0.36,pos:0.23;fatigue:0.42,none,help_count:0,open:0.80,True,replay:41:central_repair_ring
42,4,Ari,riverbend_roofward,v29:Ari:riverbend_roofward:day4,forecast:riverbend_roofward:d4:r1:0.57,pos:0.15;fatigue:0.32,none,help_count:0,open:0.77,True,replay:42:riverbend_roofward
43,4,Fay,roofward_archive,v29:Fay:roofward_archive:day4,forecast:roofward_archive:d4:r3:0.45,pos:0.17;fatigue:0.34,none,help_count:0,open:0.94,True,replay:43:roofward_archive
44,4,Nia,archive_signal,v29:Nia:archive_signal:day4,forecast:archive_signal:d4:r3:0.53,pos:0.14;fatigue:0.36,none,help_count:0,open:0.92,True,replay:44:archive_signal
