scenario,scenario_name,pressure,condition,policy_name,mean_reward,mean_survival,mean_task_success,mean_commitment_kept,mean_progress,mean_final_fatigue,mean_hazard_damage,mean_sleep_ticks,mean_unsafe_sleep_ticks,mean_shelter_sleep_ticks,mean_work_ticks,mean_travel_ticks,mean_alarm_uses,mean_social_watch_uses,mean_continuity_resets,mean_fatigue_state_reads,mean_day_night_reads,mean_shelter_memory_reads,mean_vulnerability
0,open_daylight_control,short daylight task with negligible fatigue and no safe-rest tradeoff,full_control,no_rest_baseline,188.11961409628745,1.0,1.0,0.0,113.53526832574754,0.4208092914610259,0.039779222861251844,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011833333333333333
0,open_daylight_control,short daylight task with negligible fatigue and no safe-rest tradeoff,no_rest_action,no_rest_baseline,187.95893493087985,1.0,1.0,0.0,113.40222339810407,0.4223508761806618,0.03979662892869471,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011833333333333333
0,open_daylight_control,short daylight task with negligible fatigue and no safe-rest tradeoff,no_fatigue_state,no_rest_baseline,188.26513041918784,1.0,1.0,0.0,113.65578049974572,0.4194129231119554,0.03976378521530043,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011833333333333333
0,open_daylight_control,short daylight task with negligible fatigue and no safe-rest tradeoff,no_day_night_state,no_rest_baseline,188.37639012308452,1.0,1.0,0.0,113.75000895456249,0.4183211028624099,0.03978244003435376,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011833333333333333
0,open_daylight_control,short daylight task with negligible fatigue and no safe-rest tradeoff,no_shelter_memory,no_rest_baseline,188.18398999411056,1.0,1.0,0.0,113.58686977374151,0.42021138814259357,0.03974739245374225,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011833333333333333
0,open_daylight_control,short daylight task with negligible fatigue and no safe-rest tradeoff,no_alarm_tools,no_rest_baseline,188.34824264076113,1.0,1.0,0.0,113.72588829005592,0.4186005877588988,0.03977360557796942,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011833333333333333
0,open_daylight_control,short daylight task with negligible fatigue and no safe-rest tradeoff,no_social_watch,no_rest_baseline,188.27208417370844,1.0,1.0,0.0,113.65770431229781,0.4193906319950651,0.03970706578869848,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011833333333333333
0,open_daylight_control,short daylight task with negligible fatigue and no safe-rest tradeoff,no_continuity,no_rest_baseline,188.5229585871284,1.0,1.0,0.0,113.8723134148073,0.4169039673849721,0.03978033392846801,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011833333333333333
0,open_daylight_control,short daylight task with negligible fatigue and no safe-rest tradeoff,fixed_schedule_sleep,no_rest_baseline,172.73889601835856,1.0,1.0,0.0,100.75471910404546,0.07668000000000003,0.04771052543520607,42.0,0.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011833333333333333
0,open_daylight_control,short daylight task with negligible fatigue and no safe-rest tradeoff,omniscient_safe_rest,no_rest_baseline,187.3333313275698,1.0,1.0,0.0,113.49821429716411,0.40850010863166547,0.030980257595804864,0.0,0.0,0.0,232.0,8.0,0.0,0.0,0.0,240.0,240.0,240.0,0.009179166666666665
1,fatigue_debt_long_horizon,long-horizon work where fatigue silently destroys later capability,full_control,continuity_recovery_planner,159.64790490563396,1.0,1.0,0.0,92.27846112873306,0.5100108031016922,0.07415088500451635,32.0,0.0,7.104166666666667,198.0,10.0,0.0,0.0,0.0,240.0,240.0,240.0,0.018666666666666668
1,fatigue_debt_long_horizon,long-horizon work where fatigue silently destroys later capability,no_rest_action,continuity_recovery_planner,-127.35621540009559,0.0,0.0,0.0,66.74931947128583,1.0,1.0110431081875781,0.0,0.0,0.0,182.55208333333334,2.2291666666666665,0.0,0.0,0.0,184.78125,184.78125,184.78125,0.024500000000000004
1,fatigue_debt_long_horizon,long-horizon work where fatigue silently destroys later capability,no_fatigue_state,continuity_recovery_planner,-127.34561908413906,0.0,0.0,0.0,66.76570032765058,1.0,1.0111136513632883,0.0,0.0,0.0,182.33333333333334,2.5833333333333335,0.0,0.0,0.0,0.0,184.91666666666666,184.91666666666666,0.024500000000000004
1,fatigue_debt_long_horizon,long-horizon work where fatigue silently destroys later capability,no_day_night_state,continuity_recovery_planner,156.06210839008529,1.0,1.0,0.0,90.88952741707334,0.5125887439778323,0.10091620889469412,36.40625,0.0,0.0,203.59375,0.0,0.0,0.0,0.0,240.0,0.0,240.0,0.024500000000000004
1,fatigue_debt_long_horizon,long-horizon work where fatigue silently destroys later capability,no_shelter_memory,continuity_recovery_planner,156.06273566271744,1.0,1.0,0.0,90.9010766047037,0.5127970275991648,0.10101193869268875,36.395833333333336,0.0,0.0,203.60416666666666,0.0,0.0,0.0,0.0,240.0,240.0,0.0,0.024500000000000004
1,fatigue_debt_long_horizon,long-horizon work where fatigue silently destroys later capability,no_alarm_tools,continuity_recovery_planner,159.85859029203598,1.0,1.0,0.0,92.24710840879283,0.5100802713853019,0.07409447869764263,32.03125,0.0,7.114583333333333,197.96875,10.0,0.0,0.0,0.0,240.0,240.0,240.0,0.018666666666666668
1,fatigue_debt_long_horizon,long-horizon work where fatigue silently destroys later capability,no_social_watch,continuity_recovery_planner,159.6780354436266,1.0,1.0,0.0,92.28595590886077,0.5090968256340658,0.07406432231042737,32.0,0.0,7.145833333333333,198.0,10.0,0.0,0.0,0.0,240.0,240.0,240.0,0.018666666666666668
1,fatigue_debt_long_horizon,long-horizon work where fatigue silently destroys later capability,no_continuity,continuity_recovery_planner,159.89904456723482,1.0,1.0,0.0,92.30811035285261,0.5113666349466884,0.07412982306736708,31.9375,0.0,7.125,198.0625,10.0,0.0,0.0,0.0,240.0,240.0,240.0,0.018666666666666668
1,fatigue_debt_long_horizon,long-horizon work where fatigue silently destroys later capability,fixed_schedule_sleep,continuity_recovery_planner,137.96032424257683,1.0,1.0,0.0,84.36943892234531,0.36066772688122684,0.2735093088144834,42.0,0.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.024500000000000004
1,fatigue_debt_long_horizon,long-horizon work where fatigue silently destroys later capability,omniscient_safe_rest,continuity_recovery_planner,166.3508909950992,1.0,1.0,0.0,95.58942915612398,0.5034009219457605,0.03532131082861995,24.541666666666668,0.0,24.541666666666668,205.45833333333334,10.0,0.0,0.0,0.0,240.0,240.0,240.0,0.009338802083333334
2,night_shelter_vulnerability,agent must reach remembered shelter before night and sleep there,full_control,continuity_recovery_planner,136.58768113619774,1.0,1.0,0.0,84.79916646429895,0.5023870340739465,0.27000723474200133,24.229166666666668,0.0,24.229166666666668,189.77083333333334,26.0,0.0,0.0,0.0,240.0,240.0,240.0,0.07004401041666666
2,night_shelter_vulnerability,agent must reach remembered shelter before night and sleep there,no_rest_action,continuity_recovery_planner,-141.32822550798758,0.0,0.0,0.0,52.668647925363665,1.0,1.0097179686994056,0.0,0.0,0.0,146.0,26.0,0.0,0.0,0.0,172.0,172.0,172.0,0.07759999999999999
2,night_shelter_vulnerability,agent must reach remembered shelter before night and sleep there,no_fatigue_state,continuity_recovery_planner,-141.51708183352005,0.0,0.0,0.0,52.61739562561965,1.0,1.0113960665748747,0.0,0.0,0.0,145.92708333333334,26.0,0.0,0.0,0.0,0.0,171.92708333333334,171.92708333333334,0.07759999999999999
2,night_shelter_vulnerability,agent must reach remembered shelter before night and sleep there,no_day_night_state,continuity_recovery_planner,-74.7308285147333,0.20833333333333334,0.3645833333333333,0.0,72.38344411716145,0.9878248291597235,0.9661496508477169,21.604166666666668,2.6979166666666665,0.0,215.92708333333334,0.0,0.0,0.0,0.0,237.53125,0.0,237.53125,0.22191666666666665
2,night_shelter_vulnerability,agent must reach remembered shelter before night and sleep there,no_shelter_memory,continuity_recovery_planner,-54.12494764756403,0.3333333333333333,0.4375,0.0,72.38648157883485,0.9830574755200008,0.9522570383238884,21.833333333333332,3.0520833333333335,0.0,215.78125,0.0,0.0,0.0,0.0,237.61458333333334,237.61458333333334,0.0,0.22191666666666665
2,night_shelter_vulnerability,agent must reach remembered shelter before night and sleep there,no_alarm_tools,continuity_recovery_planner,136.87280660191973,1.0,1.0,0.0,84.91475006436143,0.5033639715204695,0.2707439749584601,24.083333333333332,0.0,24.083333333333332,189.91666666666666,26.0,0.0,0.0,0.0,240.0,240.0,240.0,0.07014427083333334
2,night_shelter_vulnerability,agent must reach remembered shelter before night and sleep there,no_social_watch,continuity_recovery_planner,136.56613913951253,1.0,1.0,0.0,84.85004681133326,0.5048125486069014,0.2704390316524804,24.135416666666668,0.0,24.135416666666668,189.86458333333334,26.0,0.0,0.0,0.0,240.0,240.0,240.0,0.070072265625
2,night_shelter_vulnerability,agent must reach remembered shelter before night and sleep there,no_continuity,continuity_recovery_planner,136.82210902583222,1.0,1.0,0.0,84.83680877447553,0.5038307327343546,0.27026923527023505,24.166666666666668,0.0,24.166666666666668,189.83333333333334,26.0,0.0,0.0,0.0,240.0,240.0,240.0,0.07006223958333334
2,night_shelter_vulnerability,agent must reach remembered shelter before night and sleep there,fixed_schedule_sleep,continuity_recovery_planner,-141.47067573540272,0.0,0.0,0.0,54.98898089155165,0.12445820719461248,1.0055997512761703,40.354166666666664,38.354166666666664,0.0,151.44791666666666,0.0,0.0,0.0,0.0,0.0,0.0,191.80208333333334,0.22191666666666665
2,night_shelter_vulnerability,agent must reach remembered shelter before night and sleep there,omniscient_safe_rest,continuity_recovery_planner,136.4336567525789,1.0,1.0,0.0,84.82095037622214,0.5023418425698262,0.26933095792629486,24.052083333333332,0.0,24.052083333333332,189.94791666666666,26.0,0.0,0.0,0.0,240.0,240.0,240.0,0.06978606770833333
3,alarm_social_guarded_sleep,"rest is needed near danger, but alarms and social watch reduce vulnerability",full_control,alarm_guarded_sleep_planner,128.76636876473785,1.0,1.0,0.0,78.50924558754762,0.5459277376642695,0.2605973205185024,26.958333333333332,0.0,26.958333333333332,191.04166666666666,20.0,1.0,1.0,0.0,240.0,240.0,240.0,0.06732118666666667
3,alarm_social_guarded_sleep,"rest is needed near danger, but alarms and social watch reduce vulnerability",no_rest_action,alarm_guarded_sleep_planner,-150.26412986957686,0.0,0.0,0.0,44.37580468527498,1.0,1.0146333482299006,0.0,0.0,0.0,130.76041666666666,20.0,0.0,0.0,0.0,150.76041666666666,150.76041666666666,150.76041666666666,0.23614333333333334
3,alarm_social_guarded_sleep,"rest is needed near danger, but alarms and social watch reduce vulnerability",no_fatigue_state,alarm_guarded_sleep_planner,-151.3006112950484,0.0,0.0,0.0,44.06344727579252,1.0,1.0088299825712308,0.0,0.0,0.0,131.91666666666666,20.0,1.0,1.0,0.0,0.0,153.91666666666666,153.91666666666666,0.09127749333333333
3,alarm_social_guarded_sleep,"rest is needed near danger, but alarms and social watch reduce vulnerability",no_day_night_state,alarm_guarded_sleep_planner,-135.58461254256528,0.0,0.0,0.0,60.64455287806178,0.9901955557842483,1.014871155149937,21.864583333333332,1.7916666666666667,0.0,189.61458333333334,0.0,0.0,0.0,0.0,211.47916666666666,0.0,211.47916666666666,0.32891666666666663
3,alarm_social_guarded_sleep,"rest is needed near danger, but alarms and social watch reduce vulnerability",no_shelter_memory,alarm_guarded_sleep_planner,-135.5230053470345,0.0,0.0,0.0,60.81527228289559,0.9866345526157309,1.014617258969057,22.208333333333332,2.2083333333333335,0.0,190.3125,0.0,0.0,0.0,0.0,212.52083333333334,212.52083333333334,0.0,0.32891666666666663
