criterion,passed,score,evidence
report_362_discovery_gate_exists,True,1.0,Report 362 verdict=pass
report_367_recent_integration_gate_exists,True,1.0,Report 367 verdict=pass
runner_includes_report_368,True,1.0,scripts/run_experiments.py includes Report 368 module
artifact_set_written,True,1.0,all Report 368 artifacts exist
shared_world_law_integrity,True,1.0,metric=1.0
lineage_survives_time,True,1.0,metric=1.0
parent_child_traceability,True,1.0,metric=1.0
agent_generated_proposal_rate,True,1.0,metric=1.0
failed_experiment_preservation,True,1.0,metric=1.0
rival_theory_competition,True,1.0,metric=1.0
social_label_mutation,True,1.0,metric=1.0
multi_seed_history_divergence,True,1.0,metric=1.0
no_predeclared_endings,True,1.0,metric=1.0
concept_abstraction_from_evidence,True,1.0,metric=1.0
material_bottleneck_binding,True,1.0,metric=1.0
safety_norm_emergence,True,1.0,metric=1.0
institution_emergence,True,1.0,metric=1.0
avatar_hint_boundary,True,1.0,metric=1.0
no_modern_terms,True,1.0,metric=1.0
audit_trace_integrity,True,1.0,metric=1.0
long_horizon_span,True,1.0,metric=1.0
practical_discovery_not_guaranteed,True,1.0,metric=1.0
ablations_degrade_relevant_channels,True,1.0,"ablations=[{'ablation': 'no_shared_law', 'mean_score': 0.944444, 'degraded_metrics': 'shared_world_law_integrity'}, {'ablation': 'no_lineage_parent', 'mean_score': 0.944444, 'degraded_metrics': 'parent_child_traceability'}, {'ablation': 'no_agent_proposals', 'mean_score': 0.944444, 'degraded_metrics': 'agent_generated_proposal_rate'}, {'ablation': 'no_failures_preserved', 'mean_score': 0.833333, 'degraded_metrics': 'failed_experiment_preservation;safety_norm_emergence;audit_trace_integrity'}, {'ablation': 'no_competition', 'mean_score': 0.944444, 'degraded_metrics': 'rival_theory_competition'}, {'ablation': 'no_material_bottlenecks', 'mean_score': 0.777778, 'degraded_metrics': 'multi_seed_history_divergence;no_predeclared_endings;material_bottleneck_binding;practical_discovery_not_guaranteed'}, {'ablation': 'no_long_horizon', 'mean_score': 0.555556, 'degraded_metrics': 'lineage_survives_time;multi_seed_history_divergence;no_predeclared_endings;concept_abstraction_from_evidence;safety_norm_emergence;institution_emergence;long_horizon_span;practical_discovery_not_guaranteed'}, {'ablation': 'no_social_mutation', 'mean_score': 0.944444, 'degraded_metrics': 'social_label_mutation'}]"
same_law_different_histories,True,1.0,law_hashes=['8b870bbf2174e222'] histories=8
boundary_preserved,True,1.0,"Deterministic per-seed long-horizon belief-lineage simulation over one shared hidden-law world. Residents inherit, mutate, compete over, archive, and sometimes operationalize partial beliefs without receiving the true law. No LLM call, no autonomous language, no subjective-consciousness claim, no moral-patienthood claim, no real science claim, no finished game engine, and no predeclared device tree."
