report,module,verdict,metric,value
237,ssrm_3d_post_entry_live_conversation_memory_proto_language_consequence_bridge,pass,typed_input_coverage,1.0
237,ssrm_3d_post_entry_live_conversation_memory_proto_language_consequence_bridge,pass,deterministic_intent_accuracy,1.0
237,ssrm_3d_post_entry_live_conversation_memory_proto_language_consequence_bridge,pass,route_confidence,0.92
237,ssrm_3d_post_entry_live_conversation_memory_proto_language_consequence_bridge,pass,proto_language_lexicon_coverage,1.0
237,ssrm_3d_post_entry_live_conversation_memory_proto_language_consequence_bridge,pass,proto_token_detection,1.0
237,ssrm_3d_post_entry_live_conversation_memory_proto_language_consequence_bridge,pass,proto_interpretation_confidence,0.856
237,ssrm_3d_post_entry_live_conversation_memory_proto_language_consequence_bridge,pass,ambiguity_recovery_rate,1.0
237,ssrm_3d_post_entry_live_conversation_memory_proto_language_consequence_bridge,pass,response_relevance,0.894
237,ssrm_3d_post_entry_live_conversation_memory_proto_language_consequence_bridge,pass,private_workspace_boundary,1.0
237,ssrm_3d_post_entry_live_conversation_memory_proto_language_consequence_bridge,pass,consent_boundary_respect,1.0
237,ssrm_3d_post_entry_live_conversation_memory_proto_language_consequence_bridge,pass,relationship_memory_write_rate,1.0
237,ssrm_3d_post_entry_live_conversation_memory_proto_language_consequence_bridge,pass,memory_causality_binding,1.0
237,ssrm_3d_post_entry_live_conversation_memory_proto_language_consequence_bridge,pass,multi_day_consequence_coverage,1.0
237,ssrm_3d_post_entry_live_conversation_memory_proto_language_consequence_bridge,pass,consequence_resolution_rate,1.0
237,ssrm_3d_post_entry_live_conversation_memory_proto_language_consequence_bridge,pass,session_state_continuity,1.0
237,ssrm_3d_post_entry_live_conversation_memory_proto_language_consequence_bridge,pass,trust_boundary_update_plausibility,1.0
237,ssrm_3d_post_entry_live_conversation_memory_proto_language_consequence_bridge,pass,transcript_save_restore_integrity,1.0
237,ssrm_3d_post_entry_live_conversation_memory_proto_language_consequence_bridge,pass,browser_typed_surface_available,1.0
237,ssrm_3d_post_entry_live_conversation_memory_proto_language_consequence_bridge,pass,live_tick_trace_integrity,1.0
237,ssrm_3d_post_entry_live_conversation_memory_proto_language_consequence_bridge,pass,frequency_flower_conversation_rhythm,1.0
237,ssrm_3d_post_entry_live_conversation_memory_proto_language_consequence_bridge,pass,source_avatar_bridge_continuity,1.0
237,ssrm_3d_post_entry_live_conversation_memory_proto_language_consequence_bridge,pass,mean_live_conversation_channel_score,0.984286
237,ssrm_3d_post_entry_live_conversation_memory_proto_language_consequence_bridge,pass,weakest_channel_score,0.856
237,ssrm_3d_post_entry_live_conversation_memory_proto_language_consequence_bridge,pass,post_entry_live_conversation_readiness,0.980973
