tick_id,day,tick,avatar_zone,active_project,cooperative_card,workshop_panel,trade_debt_panel,conflict_panel,routine_panel,save_restore_key,replay_key,boundary_note
0,1,0,wood bay,greenhouse_heat_loop,Greenhouse heat loop: coil_pipe 0.00 | blocked: delegate asks for clearer terms,"warm workshop: 1/2, admitted=True",Milo->Fay copper balance 0.00,copper: no conflict,routine pending,ssrm_v26_cooperative_state_seed_20260879,v26-338309,"deterministic browser-local cooperative project/trade/workshop scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
1,1,1,archive bench,flood_bridge_market_route,Flood bridge market route: lamp_markers 0.00 | blocked: dependency not ready,"wood bay: 1/2, admitted=True",Milo->Ari oil balance 0.00,oil: no conflict,routine pending,ssrm_v26_cooperative_state_seed_20260879,v26-384293,"deterministic browser-local cooperative project/trade/workshop scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
2,1,2,signal yard,archive_public_kiosk,Archive public kiosk: build_frame 0.00 | blocked: dependency not ready,"archive bench: 1/2, admitted=True",Ari->Nia ink balance 0.00,ink: no conflict,routine pending,ssrm_v26_cooperative_state_seed_20260879,v26-326900,"deterministic browser-local cooperative project/trade/workshop scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
3,1,3,central commons,dusk_signal_court,Dusk signal court: comfort_corner 0.00 | blocked: dependency not ready,"signal yard: 2/2, admitted=True",Fay->Milo rope balance 0.00,rope: no conflict,routine pending,ssrm_v26_cooperative_state_seed_20260879,v26-340421,"deterministic browser-local cooperative project/trade/workshop scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
4,1,4,market route,greenhouse_heat_loop,Greenhouse heat loop: coil_pipe 0.00 | blocked: dependency not ready,"warm workshop: 1/2, admitted=True",Milo->Fay copper balance 0.00,copper: no conflict,routine pending,ssrm_v26_cooperative_state_seed_20260879,v26-338433,"deterministic browser-local cooperative project/trade/workshop scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
5,1,5,warm workshop,flood_bridge_market_route,Flood bridge market route: lamp_markers 0.00 | blocked: dependency not ready,"wood bay: 1/2, admitted=True",Milo->Ari oil balance 0.00,oil: no conflict,routine pending,ssrm_v26_cooperative_state_seed_20260879,v26-384417,"deterministic browser-local cooperative project/trade/workshop scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
6,1,6,wood bay,archive_public_kiosk,Archive public kiosk: build_frame 0.00 | blocked: dependency not ready,"archive bench: 1/2, admitted=True",Ari->Nia ink balance 0.00,ink: no conflict,routine pending,ssrm_v26_cooperative_state_seed_20260879,v26-327024,"deterministic browser-local cooperative project/trade/workshop scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
7,1,7,archive bench,dusk_signal_court,Dusk signal court: comfort_corner 0.00 | blocked: dependency not ready,"signal yard: 2/2, admitted=True",Fay->Milo rope balance 0.00,rope: no conflict,routine pending,ssrm_v26_cooperative_state_seed_20260879,v26-340545,"deterministic browser-local cooperative project/trade/workshop scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
8,1,8,signal yard,greenhouse_heat_loop,Greenhouse heat loop: coil_pipe 0.00 | blocked: dependency not ready,"warm workshop: 1/2, admitted=True",Milo->Fay copper balance 0.00,copper: no conflict,routine pending,ssrm_v26_cooperative_state_seed_20260879,v26-338557,"deterministic browser-local cooperative project/trade/workshop scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
9,1,9,central commons,flood_bridge_market_route,Flood bridge market route: lamp_markers 0.00 | blocked: dependency not ready,"wood bay: 1/2, admitted=True",Milo->Ari oil balance 0.00,oil: no conflict,routine pending,ssrm_v26_cooperative_state_seed_20260879,v26-384541,"deterministic browser-local cooperative project/trade/workshop scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
