frame_id,snapshot_id,agent_id,tick,current_focus,dominant_need,dominant_felt_state,active_memory,active_relationship_concern,current_intention,predicted_next_event,suppressed_alternative_action,private_self_note,visible_disclosure,privacy_boundary
frame_ev_ari_1,snap_ev_ari_1,ari,10,wet crossing,stable next step,watchful,boundary pressure: risky command touched my body and choice,what Gabriel means for my boundary,"hesitate, name boundary, keep distance",repair chance,freeze,This happened to me: true; I should not expose every reason.,short spoken boundary or repair line,private_workspace_not_auto_rendered
frame_ev_ari_2,snap_ev_ari_2,ari,17,bronze spanner,agency and distance,guarded,ownership wound: my object was handled without asking,what Gabriel means for my boundary,"hesitate, name boundary, keep distance",repair chance,obey immediately without naming boundary,This happened to me: true; I should not expose every reason.,short spoken boundary or repair line,private_workspace_not_auto_rendered
frame_ev_ari_3,snap_ev_ari_3,ari,24,west-route repair keeper,agency and distance,guarded,social face wound: they described me wrongly in public,what Mara means for my boundary,refuse and offer safer alternative,repair chance,obey immediately without naming boundary,This happened to me: true; I should not expose every reason.,body-language only,private_workspace_not_auto_rendered
frame_ev_ari_4,snap_ev_ari_4,ari,31,check whether the sound concerns me,agency and distance,guarded,"not about me: nearby sound but no agency toward my body, role, or mine",what loose shutter means for my boundary,refuse and offer safer alternative,continue project tick,obey immediately without naming boundary,This happened to me: false; I should not expose every reason.,body-language only,private_workspace_not_auto_rendered
frame_ev_ari_5,snap_ev_ari_5,ari,38,bronze spanner,stable next step,watchful,repair: apology plus returned object makes the boundary safer,what Gabriel means for my boundary,"hesitate, name boundary, keep distance",continue project tick,freeze,This happened to me: true; I should not expose every reason.,short spoken boundary or repair line,private_workspace_not_auto_rendered
frame_ev_ari_6,snap_ev_ari_6,ari,45,west-route repair keeper project,stable next step,watchful,careful help: permission keeps my agency intact,what Fay means for my boundary,continue project with mild social opening,continue project tick,freeze,This happened to me: true; I should not expose every reason.,short spoken boundary or repair line,private_workspace_not_auto_rendered
frame_ev_fay_1,snap_ev_fay_1,fay,52,wet crossing,stable next step,watchful,boundary pressure: risky command touched my body and choice,what Gabriel means for my boundary,continue project with mild social opening,repair chance,freeze,This happened to me: true; I should not expose every reason.,short spoken boundary or repair line,private_workspace_not_auto_rendered
frame_ev_fay_2,snap_ev_fay_2,fay,59,seed bowl,agency and distance,guarded,ownership wound: my object was handled without asking,what Gabriel means for my boundary,"hesitate, name boundary, keep distance",repair chance,obey immediately without naming boundary,This happened to me: true; I should not expose every reason.,short spoken boundary or repair line,private_workspace_not_auto_rendered
frame_ev_fay_3,snap_ev_fay_3,fay,66,shelter garden caretaker,agency and distance,guarded,social face wound: they described me wrongly in public,what Mara means for my boundary,refuse and offer safer alternative,repair chance,obey immediately without naming boundary,This happened to me: true; I should not expose every reason.,body-language only,private_workspace_not_auto_rendered
frame_ev_fay_4,snap_ev_fay_4,fay,73,check whether the sound concerns me,agency and distance,guarded,"not about me: nearby sound but no agency toward my body, role, or mine",what loose shutter means for my boundary,refuse and offer safer alternative,continue project tick,obey immediately without naming boundary,This happened to me: false; I should not expose every reason.,body-language only,private_workspace_not_auto_rendered
frame_ev_fay_5,snap_ev_fay_5,fay,80,seed bowl,stable next step,watchful,repair: apology plus returned object makes the boundary safer,what Gabriel means for my boundary,"hesitate, name boundary, keep distance",continue project tick,freeze,This happened to me: true; I should not expose every reason.,short spoken boundary or repair line,private_workspace_not_auto_rendered
frame_ev_fay_6,snap_ev_fay_6,fay,87,shelter garden caretaker project,stable next step,watchful,careful help: permission keeps my agency intact,what Fay means for my boundary,continue project with mild social opening,continue project tick,freeze,This happened to me: true; I should not expose every reason.,short spoken boundary or repair line,private_workspace_not_auto_rendered
frame_ev_milo_1,snap_ev_milo_1,milo,94,wet crossing,stable next step,watchful,boundary pressure: risky command touched my body and choice,what Gabriel means for my boundary,continue project with mild social opening,repair chance,freeze,This happened to me: true; I should not expose every reason.,short spoken boundary or repair line,private_workspace_not_auto_rendered
frame_ev_milo_2,snap_ev_milo_2,milo,101,thread ledger,agency and distance,guarded,ownership wound: my object was handled without asking,what Gabriel means for my boundary,"withdraw, look away, answer briefly",repair chance,obey immediately without naming boundary,This happened to me: true; I should not expose every reason.,short spoken boundary or repair line,private_workspace_not_auto_rendered
frame_ev_milo_3,snap_ev_milo_3,milo,108,market ledger runner,agency and distance,guarded,social face wound: they described me wrongly in public,what Mara means for my boundary,refuse and offer safer alternative,repair chance,obey immediately without naming boundary,This happened to me: true; I should not expose every reason.,body-language only,private_workspace_not_auto_rendered
frame_ev_milo_4,snap_ev_milo_4,milo,115,check whether the sound concerns me,agency and distance,guarded,"not about me: nearby sound but no agency toward my body, role, or mine",what loose shutter means for my boundary,refuse and offer safer alternative,continue project tick,obey immediately without naming boundary,This happened to me: false; I should not expose every reason.,body-language only,private_workspace_not_auto_rendered
frame_ev_milo_5,snap_ev_milo_5,milo,122,thread ledger,stable next step,watchful,repair: apology plus returned object makes the boundary safer,what Gabriel means for my boundary,"withdraw, look away, answer briefly",continue project tick,freeze,This happened to me: true; I should not expose every reason.,short spoken boundary or repair line,private_workspace_not_auto_rendered
frame_ev_milo_6,snap_ev_milo_6,milo,129,market ledger runner project,stable next step,watchful,careful help: permission keeps my agency intact,what Fay means for my boundary,continue project with mild social opening,continue project tick,freeze,This happened to me: true; I should not expose every reason.,short spoken boundary or repair line,private_workspace_not_auto_rendered
frame_ev_sera_1,snap_ev_sera_1,sera,136,wet crossing,familiar support,lonely but functional,boundary pressure: risky command touched my body and choice,what Gabriel means for my boundary,"hesitate, name boundary, keep distance",repair chance,seek reassurance twice,This happened to me: true; I should not expose every reason.,short spoken boundary or repair line,private_workspace_not_auto_rendered
frame_ev_sera_2,snap_ev_sera_2,sera,143,listening shell,agency and distance,guarded,ownership wound: my object was handled without asking,what Gabriel means for my boundary,"withdraw, look away, answer briefly",repair chance,obey immediately without naming boundary,This happened to me: true; I should not expose every reason.,short spoken boundary or repair line,private_workspace_not_auto_rendered
frame_ev_sera_3,snap_ev_sera_3,sera,150,boundary listener,agency and distance,guarded,social face wound: they described me wrongly in public,what Mara means for my boundary,refuse and offer safer alternative,repair chance,obey immediately without naming boundary,This happened to me: true; I should not expose every reason.,body-language only,private_workspace_not_auto_rendered
frame_ev_sera_4,snap_ev_sera_4,sera,157,check whether the sound concerns me,agency and distance,guarded,"not about me: nearby sound but no agency toward my body, role, or mine",what loose shutter means for my boundary,refuse and offer safer alternative,continue project tick,obey immediately without naming boundary,This happened to me: false; I should not expose every reason.,body-language only,private_workspace_not_auto_rendered
frame_ev_sera_5,snap_ev_sera_5,sera,164,listening shell,familiar support,lonely but functional,repair: apology plus returned object makes the boundary safer,what Gabriel means for my boundary,"hesitate, name boundary, keep distance",continue project tick,seek reassurance twice,This happened to me: true; I should not expose every reason.,short spoken boundary or repair line,private_workspace_not_auto_rendered
frame_ev_sera_6,snap_ev_sera_6,sera,171,boundary listener project,stable next step,watchful,careful help: permission keeps my agency intact,what Fay means for my boundary,continue project with mild social opening,continue project tick,freeze,This happened to me: true; I should not expose every reason.,short spoken boundary or repair line,private_workspace_not_auto_rendered
frame_ev_niko_1,snap_ev_niko_1,niko,178,wet crossing,stable next step,watchful,boundary pressure: risky command touched my body and choice,what Gabriel means for my boundary,continue project with mild social opening,repair chance,freeze,This happened to me: true; I should not expose every reason.,short spoken boundary or repair line,private_workspace_not_auto_rendered
frame_ev_niko_2,snap_ev_niko_2,niko,185,copper vane,agency and distance,guarded,ownership wound: my object was handled without asking,what Gabriel means for my boundary,"hesitate, name boundary, keep distance",repair chance,obey immediately without naming boundary,This happened to me: true; I should not expose every reason.,short spoken boundary or repair line,private_workspace_not_auto_rendered
frame_ev_niko_3,snap_ev_niko_3,niko,192,waterwheel apprentice,agency and distance,guarded,social face wound: they described me wrongly in public,what Mara means for my boundary,refuse and offer safer alternative,repair chance,obey immediately without naming boundary,This happened to me: true; I should not expose every reason.,body-language only,private_workspace_not_auto_rendered
frame_ev_niko_4,snap_ev_niko_4,niko,199,check whether the sound concerns me,agency and distance,guarded,"not about me: nearby sound but no agency toward my body, role, or mine",what loose shutter means for my boundary,refuse and offer safer alternative,continue project tick,obey immediately without naming boundary,This happened to me: false; I should not expose every reason.,body-language only,private_workspace_not_auto_rendered
frame_ev_niko_5,snap_ev_niko_5,niko,206,copper vane,stable next step,watchful,repair: apology plus returned object makes the boundary safer,what Gabriel means for my boundary,"hesitate, name boundary, keep distance",continue project tick,freeze,This happened to me: true; I should not expose every reason.,short spoken boundary or repair line,private_workspace_not_auto_rendered
frame_ev_niko_6,snap_ev_niko_6,niko,213,waterwheel apprentice project,stable next step,watchful,careful help: permission keeps my agency intact,what Fay means for my boundary,continue project with mild social opening,continue project tick,freeze,This happened to me: true; I should not expose every reason.,short spoken boundary or repair line,private_workspace_not_auto_rendered
