report,module,verdict,metric,value
232,ssrm_3d_first_person_ego_state_bridge,pass,self_boundary_binding,1.0
232,ssrm_3d_first_person_ego_state_bridge,pass,first_person_frame_binding,1.0
232,ssrm_3d_first_person_ego_state_bridge,pass,ego_state_update_rate,1.0
232,ssrm_3d_first_person_ego_state_bridge,pass,workspace_update_rate,1.0
232,ssrm_3d_first_person_ego_state_bridge,pass,private_workspace_boundary_score,1.0
232,ssrm_3d_first_person_ego_state_bridge,pass,ownership_boundary_coverage,1.0
232,ssrm_3d_first_person_ego_state_bridge,pass,self_other_attribution_accuracy,0.958333
232,ssrm_3d_first_person_ego_state_bridge,pass,bounded_refusal_quality,0.933333
232,ssrm_3d_first_person_ego_state_bridge,pass,autonomy_without_annoyance,0.933333
232,ssrm_3d_first_person_ego_state_bridge,pass,relationship_memory_update_rate,1.0
232,ssrm_3d_first_person_ego_state_bridge,pass,visible_expression_binding,0.911667
232,ssrm_3d_first_person_ego_state_bridge,pass,ego_wound_repair_rate,1.0
232,ssrm_3d_first_person_ego_state_bridge,pass,distress_recovery_guard,1.0
232,ssrm_3d_first_person_ego_state_bridge,pass,self_story_continuity,1.0
232,ssrm_3d_first_person_ego_state_bridge,pass,mine_not_mine_discrimination,1.0
232,ssrm_3d_first_person_ego_state_bridge,pass,body_to_ego_coupling,1.0
232,ssrm_3d_first_person_ego_state_bridge,pass,frequency_flower_ego_rhythm,1.0
232,ssrm_3d_first_person_ego_state_bridge,pass,browser_ego_loop_available,1.0
232,ssrm_3d_first_person_ego_state_bridge,pass,mean_ego_channel_score,0.98537
232,ssrm_3d_first_person_ego_state_bridge,pass,weakest_channel_score,0.911667
232,ssrm_3d_first_person_ego_state_bridge,pass,first_person_ego_readiness,0.983242
