criterion,passed,score,evidence
report_366_history_gate_passing,True,1.0,Report 366 verdict=pass weakest=1.0
source_declares_ordinary_boundary,True,1.0,app.js declares ordinary-affordance influence state
source_normal_actions_call_influence,True,1.0,normal shell actions call stochastic history influence
visible_ordinary_panel_wired,True,1.0,index.html exposes normal influence panel and controls
runner_includes_report_367,True,1.0,scripts/run_experiments.py includes Report 367 module
ordinary_action_binding,True,1.0,metric=1.0
offer_help_influence,True,1.0,metric=1.0
talk_influence,True,1.0,metric=1.0
schedule_influence,True,1.0,metric=1.0
movement_influence,True,1.0,metric=1.0
bounded_refusal_blocks_help,True,1.0,metric=1.0
source_link_integrity,True,1.0,metric=1.0
no_permanent_penalty,True,1.0,metric=1.0
not_panel_only_loop,True,1.0,metric=1.0
browser_surface_wired,True,1.0,metric=1.0
browser_smoke_artifact_exists,True,1.0,artifacts/ssrm_3d_browser_world_v127_stochastic_ordinary_affordance_bridge_browser_smoke.json
browser_ordinary_influence_visible,True,1.0,"Boundary: browser-local-stochastic-ordinary-affordance-only; no LLM call, no subjective consciousness, no moral patienthood
Policy: stochastic history may bias ordinary actions, but normal play keeps source IDs and recovery paths visible
Source history choices: 2

Normal action records:
SOA-01 Ari: talkBounded / decision=bounded_refusal_until_recovery / outcome=pending recovery creates bounded caution / blocked=false / moveScale=1 / source=SHC-01 / permanentPenalty=false
SOA-02 Ari: askSchedule / decision=bounded_refusal_until_recovery / outcome=pending recovery creates bounded caution / blocked=true / moveScale=1 / source=SHC-01 / permanentPenalty=false
SOA-03 Ari: offerHelp / decision=bounded_refusal_until_recovery / outcome=pending recovery creates bounded caution / blocked=true / moveScale=1 / source=SHC-01 / permanentPenalty=false
SOA-04 Ari: moveEast / decision=bounded_refusal_until_recovery / outcome=pending recovery creates bounded caution / blocked=false / moveScale=0.5 / source=SHC-01 / permanentPenalty=false

Source ledger:
SOA-01: SHC-01 -> talkBounded
SOA-02: SHC-01 -> askSchedule
SOA-03: SHC-01 -> offerHelp
SOA-04: SHC-01 -> moveEast"
browser_normal_actions_visible,True,1.0,"Boundary: browser-local-stochastic-ordinary-affordance-only; no LLM call, no subjective consciousness, no moral patienthood
Policy: stochastic history may bias ordinary actions, but normal play keeps source IDs and recovery paths visible
Source history choices: 2

Normal action records:
SOA-01 Ari: talkBounded / decision=bounded_refusal_until_recovery / outcome=pending recovery creates bounded caution / blocked=false / moveScale=1 / source=SHC-01 / permanentPenalty=false
SOA-02 Ari: askSchedule / decision=bounded_refusal_until_recovery / outcome=pending recovery creates bounded caution / blocked=true / moveScale=1 / source=SHC-01 / permanentPenalty=false
SOA-03 Ari: offerHelp / decision=bounded_refusal_until_recovery / outcome=pending recovery creates bounded caution / blocked=true / moveScale=1 / source=SHC-01 / permanentPenalty=false
SOA-04 Ari: moveEast / decision=bounded_refusal_until_recovery / outcome=pending recovery creates bounded caution / blocked=false / moveScale=0.5 / source=SHC-01 / permanentPenalty=false

Source ledger:
SOA-01: SHC-01 -> talkBounded
SOA-02: SHC-01 -> askSchedule
SOA-03: SHC-01 -> offerHelp
SOA-04: SHC-01 -> moveEast"
browser_console_clean,True,1.0,console error count=0
