scenario,model,policy,episodes,success_rate,mean_final_distance,mean_total_loss,mean_prediction_mae,mean_gain_abs_error,mean_bias_abs_error
mixed_hidden,action_table_memory,full_model,500,0.546,3.153,71.82589999999999,7.456291011950502,,
mixed_hidden,action_table_memory,no_state_identity,500,0.572,54.915,425.6483,7.456291011950502,,
mixed_hidden,affine_predictive_state,action_component_ablation,500,0.732,54.105,419.8287,3.3043974194072905,0.12252302506548221,0.40629018298031416
mixed_hidden,affine_predictive_state,bias_component_ablation,500,0.982,1.017,34.6098,3.3043974194072905,0.12252302506548221,0.40629018298031416
mixed_hidden,affine_predictive_state,full_model,500,0.976,0.353,29.151000000000003,3.3043974194072905,0.12252302506548221,0.40629018298031416
mixed_hidden,affine_predictive_state,no_state_identity,500,0.572,54.915,425.6483,3.3043974194072905,0.12252302506548221,0.40629018298031416
mixed_hidden,bias_only_world,bias_component_ablation,500,0.572,54.915,425.6483,6.995761010189128,0.778,1.893622640736062
mixed_hidden,bias_only_world,full_model,500,0.616,54.505,423.2079,6.995761010189128,0.778,1.893622640736062
mixed_hidden,bias_only_world,no_state_identity,500,0.572,54.915,425.6483,6.995761010189128,0.778,1.893622640736062
mixed_hidden,gain_only_action_effect,action_component_ablation,500,0.572,54.915,425.6483,3.546761151124216,0.14580257021320392,1.011
mixed_hidden,gain_only_action_effect,full_model,500,0.972,1.118,35.28990000000001,3.546761151124216,0.14580257021320392,1.011
mixed_hidden,gain_only_action_effect,no_state_identity,500,0.572,54.915,425.6483,3.546761151124216,0.14580257021320392,1.011
self_drift,action_table_memory,full_model,500,0.552,2.855,70.496,7.514264117527622,,
self_drift,action_table_memory,no_state_identity,500,0.698,63.6,490.1354,7.514264117527622,,
self_drift,affine_predictive_state,action_component_ablation,500,0.698,63.595,490.5649,3.9055224861154327,0.15219461050922015,0.4959598351239264
self_drift,affine_predictive_state,bias_component_ablation,500,1.0,0.0,25.6328,3.9055224861154327,0.15219461050922015,0.4959598351239264
self_drift,affine_predictive_state,full_model,500,0.984,0.349,29.6643,3.9055224861154327,0.15219461050922015,0.4959598351239264
self_drift,affine_predictive_state,no_state_identity,500,0.698,63.6,490.1354,3.9055224861154327,0.15219461050922015,0.4959598351239264
self_drift,bias_only_world,bias_component_ablation,500,0.698,63.6,490.1354,8.390772172023695,0.953,2.3163760667224094
self_drift,bias_only_world,full_model,500,0.576,64.278,496.2393,8.390772172023695,0.953,2.3163760667224094
self_drift,bias_only_world,no_state_identity,500,0.698,63.6,490.1354,8.390772172023695,0.953,2.3163760667224094
self_drift,gain_only_action_effect,action_component_ablation,500,0.698,63.6,490.1354,3.808985127502433,0.17415632026392394,0.0
self_drift,gain_only_action_effect,full_model,500,1.0,0.0,25.723599999999998,3.808985127502433,0.17415632026392394,0.0
self_drift,gain_only_action_effect,no_state_identity,500,0.698,63.6,490.1354,3.808985127502433,0.17415632026392394,0.0
static_goal_switch,action_table_memory,full_model,500,0.354,3.394,64.7897,7.066538786160714,,
static_goal_switch,action_table_memory,no_state_identity,500,1.0,0.0,16.5,7.066538786160714,,
static_goal_switch,affine_predictive_state,action_component_ablation,500,1.0,0.0,16.5,0.0,0.0,0.0
static_goal_switch,affine_predictive_state,bias_component_ablation,500,1.0,0.0,16.5,0.0,0.0,0.0
static_goal_switch,affine_predictive_state,full_model,500,1.0,0.0,16.5,0.0,0.0,0.0
static_goal_switch,affine_predictive_state,no_state_identity,500,1.0,0.0,16.5,0.0,0.0,0.0
static_goal_switch,bias_only_world,bias_component_ablation,500,1.0,0.0,16.5,0.0,0.0,0.0
static_goal_switch,bias_only_world,full_model,500,1.0,0.0,16.5,0.0,0.0,0.0
static_goal_switch,bias_only_world,no_state_identity,500,1.0,0.0,16.5,0.0,0.0,0.0
static_goal_switch,gain_only_action_effect,action_component_ablation,500,1.0,0.0,16.5,0.0,0.0,0.0
static_goal_switch,gain_only_action_effect,full_model,500,1.0,0.0,16.5,0.0,0.0,0.0
static_goal_switch,gain_only_action_effect,no_state_identity,500,1.0,0.0,16.5,0.0,0.0,0.0
world_drift,action_table_memory,full_model,500,0.422,3.442,65.1639,7.204213404042633,,
world_drift,action_table_memory,no_state_identity,500,1.0,1.518,34.58270000000001,7.204213404042633,,
world_drift,affine_predictive_state,action_component_ablation,500,1.0,0.0,18.596400000000006,0.47976798387814823,0.0028838203876403764,0.04111998711483171
world_drift,affine_predictive_state,bias_component_ablation,500,1.0,1.518,34.58270000000001,0.47976798387814823,0.0028838203876403764,0.04111998711483171
world_drift,affine_predictive_state,full_model,500,1.0,0.0,18.596400000000006,0.47976798387814823,0.0028838203876403764,0.04111998711483171
world_drift,affine_predictive_state,no_state_identity,500,1.0,1.518,34.58270000000001,0.47976798387814823,0.0028838203876403764,0.04111998711483171
world_drift,bias_only_world,bias_component_ablation,500,1.0,1.518,34.58270000000001,0.4776500746895934,0.0,0.04683776995605231
world_drift,bias_only_world,full_model,500,1.0,0.0,18.596400000000006,0.4776500746895934,0.0,0.04683776995605231
world_drift,bias_only_world,no_state_identity,500,1.0,1.518,34.58270000000001,0.4776500746895934,0.0,0.04683776995605231
world_drift,gain_only_action_effect,action_component_ablation,500,1.0,1.518,34.58270000000001,1.5561202320541765,0.027620053998847552,1.518
world_drift,gain_only_action_effect,full_model,500,1.0,1.518,34.56510000000001,1.5561202320541765,0.027620053998847552,1.518
world_drift,gain_only_action_effect,no_state_identity,500,1.0,1.518,34.58270000000001,1.5561202320541765,0.027620053998847552,1.518
