tick_id,day,route_id,branch_a,branch_b,current_choice,branch_a_recovery,branch_b_recovery,branch_a_fatigue,branch_b_fatigue,selected_branch,contrast_visible,tradeoff_explained
0,1,riverbend_roofward,river ford,orchard ridge detour,river ford,0.626335,0.654394,0.391652,0.486656,branch_a_direct,False,direct is shorter; detour protects recovery but costs fatigue
1,1,roofward_archive,glass stair,cool archive lane,glass stair,0.601255,0.631294,0.415852,0.504256,branch_a_direct,True,direct is shorter; detour protects recovery but costs fatigue
2,1,archive_signal,paper lane,stone kiosk path,paper lane,0.576175,0.608194,0.440052,0.521856,branch_a_direct,True,direct is shorter; detour protects recovery but costs fatigue
3,1,signal_orchard,dusk road,river lantern loop,dusk road,0.560335,0.588394,0.391652,0.486656,branch_a_direct,True,direct is shorter; detour protects recovery but costs fatigue
4,1,orchard_riverbend,fen track,market plank route,fen track,0.535255,0.565294,0.415852,0.504256,branch_a_direct,True,direct is shorter; detour protects recovery but costs fatigue
5,1,central_repair_ring,inner repair yard,outer bell path,inner repair yard,0.510175,0.542194,0.440052,0.521856,branch_a_direct,True,direct is shorter; detour protects recovery but costs fatigue
6,1,riverbend_roofward,river ford,orchard ridge detour,river ford,0.628504,0.656563,0.391652,0.486656,branch_a_direct,True,direct is shorter; detour protects recovery but costs fatigue
7,1,roofward_archive,glass stair,cool archive lane,cool archive lane,0.65332,0.68349,0.415258,0.503824,branch_b_detour,True,direct is shorter; detour protects recovery but costs fatigue
8,1,archive_signal,paper lane,stone kiosk path,stone kiosk path,0.61606,0.64821,0.439458,0.521424,branch_b_detour,True,direct is shorter; detour protects recovery but costs fatigue
9,1,signal_orchard,dusk road,river lantern loop,dusk road,0.562504,0.590563,0.391652,0.486656,branch_a_direct,True,direct is shorter; detour protects recovery but costs fatigue
10,1,orchard_riverbend,fen track,market plank route,fen track,0.533244,0.563283,0.415852,0.504256,branch_a_direct,True,direct is shorter; detour protects recovery but costs fatigue
11,1,central_repair_ring,inner repair yard,outer bell path,inner repair yard,0.55006,0.58221,0.439458,0.521424,branch_a_direct,True,direct is shorter; detour protects recovery but costs fatigue
12,1,riverbend_roofward,river ford,orchard ridge detour,orchard ridge detour,0.630674,0.658732,0.391652,0.486656,branch_b_detour,True,direct is shorter; detour protects recovery but costs fatigue
13,1,roofward_archive,glass stair,cool archive lane,cool archive lane,0.735658,0.765959,0.414664,0.503392,branch_b_detour,True,direct is shorter; detour protects recovery but costs fatigue
14,1,archive_signal,paper lane,stone kiosk path,stone kiosk path,0.642122,0.674272,0.439458,0.521424,branch_b_detour,True,direct is shorter; detour protects recovery but costs fatigue
15,2,signal_orchard,dusk road,river lantern loop,river lantern loop,0.566514,0.598532,0.440052,0.521856,branch_b_detour,True,direct is shorter; detour protects recovery but costs fatigue
16,2,orchard_riverbend,fen track,market plank route,fen track,0.580389,0.608579,0.391058,0.486224,branch_a_direct,True,direct is shorter; detour protects recovery but costs fatigue
17,2,central_repair_ring,inner repair yard,outer bell path,inner repair yard,0.547052,0.577222,0.415258,0.503824,branch_a_direct,True,direct is shorter; detour protects recovery but costs fatigue
18,2,riverbend_roofward,river ford,orchard ridge detour,orchard ridge detour,0.654742,0.68676,0.440052,0.521856,branch_b_detour,True,direct is shorter; detour protects recovery but costs fatigue
19,2,roofward_archive,glass stair,cool archive lane,cool archive lane,0.813309,0.841762,0.38987,0.48536,branch_b_detour,True,direct is shorter; detour protects recovery but costs fatigue
20,2,archive_signal,paper lane,stone kiosk path,paper lane,0.685264,0.715434,0.415258,0.503824,branch_a_direct,True,direct is shorter; detour protects recovery but costs fatigue
21,2,signal_orchard,dusk road,river lantern loop,river lantern loop,0.598342,0.63036,0.440052,0.521856,branch_b_detour,True,direct is shorter; detour protects recovery but costs fatigue
22,2,orchard_riverbend,fen track,market plank route,fen track,0.590661,0.618851,0.391058,0.486224,branch_a_direct,True,direct is shorter; detour protects recovery but costs fatigue
23,2,central_repair_ring,inner repair yard,outer bell path,outer bell path,0.545144,0.575314,0.415258,0.503824,branch_b_detour,False,direct is shorter; detour protects recovery but costs fatigue
24,2,riverbend_roofward,river ford,orchard ridge detour,orchard ridge detour,0.68057,0.712588,0.440052,0.521856,branch_b_detour,True,direct is shorter; detour protects recovery but costs fatigue
25,2,roofward_archive,glass stair,cool archive lane,cool archive lane,0.844239,0.872692,0.38987,0.48536,branch_b_detour,True,direct is shorter; detour protects recovery but costs fatigue
26,2,archive_signal,paper lane,stone kiosk path,paper lane,0.729431,0.759733,0.414664,0.503392,branch_a_direct,True,direct is shorter; detour protects recovery but costs fatigue
27,2,signal_orchard,dusk road,river lantern loop,river lantern loop,0.62417,0.656188,0.440052,0.521856,branch_b_detour,True,direct is shorter; detour protects recovery but costs fatigue
28,2,orchard_riverbend,fen track,market plank route,fen track,0.592933,0.621123,0.391058,0.486224,branch_a_direct,True,direct is shorter; detour protects recovery but costs fatigue
29,2,central_repair_ring,inner repair yard,outer bell path,outer bell path,0.573406,0.603576,0.415258,0.503824,branch_b_detour,True,direct is shorter; detour protects recovery but costs fatigue
30,3,riverbend_roofward,river ford,orchard ridge detour,orchard ridge detour,0.717478,0.747516,0.415852,0.504256,branch_b_detour,True,direct is shorter; detour protects recovery but costs fatigue
31,3,roofward_archive,glass stair,cool archive lane,cool archive lane,0.915085,0.94,0.437676,0.520128,branch_b_detour,True,direct is shorter; detour protects recovery but costs fatigue
32,3,archive_signal,paper lane,stone kiosk path,paper lane,0.776781,0.805234,0.38987,0.48536,branch_a_direct,True,direct is shorter; detour protects recovery but costs fatigue
33,3,signal_orchard,dusk road,river lantern loop,river lantern loop,0.653078,0.683116,0.415852,0.504256,branch_b_detour,True,direct is shorter; detour protects recovery but costs fatigue
34,3,orchard_riverbend,fen track,market plank route,fen track,0.63512,0.667402,0.438864,0.520992,branch_a_direct,True,direct is shorter; detour protects recovery but costs fatigue
35,3,central_repair_ring,inner repair yard,outer bell path,outer bell path,0.618748,0.646938,0.391058,0.486224,branch_b_detour,True,direct is shorter; detour protects recovery but costs fatigue
36,3,riverbend_roofward,river ford,orchard ridge detour,orchard ridge detour,0.751506,0.781544,0.415852,0.504256,branch_b_detour,True,direct is shorter; detour protects recovery but costs fatigue
