controller,ablation,mean_total_score,mean_maturation_score,mean_crisis_score,mean_resolved_rate,mean_env_response_rate,mean_social_response_rate,mean_coupled_response_rate,mean_crisis_damage,mean_final_alive,mean_alive_at_12h,mean_births,mean_architecture_tier,mean_tool_tier,mean_knowledge_transfer,mean_adaptation_evidence,shock_gate_pass_rate,post_gate_shock_rate
consequence_recovery_gru,body,0.505131433454551,0.9714066027972136,0.0,0.4666666666666666,0.40001372098733334,1.0,0.40001372098733334,1.5529063031414003,13.0,14.0,1.6666666666666667,4.0,4.0,0.776567300846896,1.0,1.0,1.0
consequence_recovery_gru,environment,0.5069204299132959,0.974846980602492,0.0,0.0,0.0,1.0,0.0,1.7178138323398306,13.333333333333334,14.0,1.6666666666666667,3.0,4.0,1.0,1.0,1.0,1.0
consequence_recovery_gru,infrastructure,0.47393126910291633,0.9005792685811084,0.01172926966820823,0.3,0.29934339774668506,1.0,0.29934339774668506,1.682323850090727,13.333333333333334,14.0,3.3333333333333335,4.0,0.0,0.823282328737164,1.0,1.0,1.0
consequence_recovery_gru,none,0.5324871373365049,0.998070449346474,0.02810521599237167,0.35555555555555557,0.35537176654101127,1.0,0.35537176654101127,1.4563173833291898,13.666666666666666,14.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0
consequence_recovery_gru,previous_action,0.5312633953863205,0.9934506666666666,0.030560518165945544,0.35555555555555557,0.3562166904978552,1.0,0.3562166904978552,1.4338544858031366,15.333333333333334,14.0,3.6666666666666665,4.0,4.0,1.0,1.0,1.0,1.0
consequence_recovery_gru,social_culture,0.4573419217990338,0.8795036957673726,0.0,0.0,0.5298630067738348,0.0,0.0,2.6892949307476575,12.0,14.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0
consequence_recovery_gru,tools,0.5120679694852973,0.9847460951640333,0.0,0.2333333333333333,0.23287574685654178,1.0,0.23287574685654178,1.5713667729834109,13.333333333333334,14.0,2.0,3.6666666666666665,4.0,0.8662901394857853,1.0,1.0,1.0
designed,none,0.8302458945704273,0.9564197333333334,0.6935575692439458,1.0,0.7204851805654275,0.6596510321163294,0.45142191221702577,0.16541784845003824,13.0,14.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0
fixed_joint_gru,none,0.843391187435138,0.9987854117647058,0.6750474444114393,0.9333333333333332,0.8629923230077141,1.0,0.8629923230077141,0.7479487155021461,12.666666666666666,14.0,3.3333333333333335,4.0,4.0,1.0,1.0,1.0,1.0
frame_mlp,none,0.2869353300761778,0.5517987116849573,0.0,0.0,0.29934339774668506,0.0,0.0,1.6573065985882938,9.666666666666666,14.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0
gru,none,0.29332177777533547,0.5640803418756452,0.0,0.0,0.29934339774668506,0.0,0.0,1.639952365291015,10.0,14.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0
min_channel_planner_gru,none,0.7966817377922256,0.9873146666666667,0.5901627315115812,0.8777777777777778,0.827731490572468,1.0,0.827731490572468,0.8575641663402779,12.333333333333334,14.0,3.0,4.0,4.0,0.9462740796745353,1.0,1.0,1.0
reactive,none,0.09018393563373968,0.17343064544949938,0.0,0.0,0.280355226067479,0.0,0.0,1.6553681564471188,0.3333333333333333,14.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
return_selected_gru,none,0.5162405926997573,0.9927703705764563,0.0,0.0,0.29934339774668506,0.3455263665749988,0.0,1.6341479302918722,14.333333333333334,14.0,1.6666666666666667,4.0,4.0,1.0,1.0,1.0,1.0
