tick_id,day,tick,avatar_region,active_route,dialogue_panel,branch_merge_panel,snapshot_panel,body_language_panel,memory_panel,reload_panel,save_restore_key,replay_key,boundary_note
0,1,0,roofward,riverbend_roofward,none,branch river ford merge=False rollback=False,snap:riverbend_roofward:v2 shared=False,Ari: watchful neutral stance,turns 0 recovery 0.64,reload ok=True,ssrm_v32_multi_agent_state_seed_20260885,v32-791189,"deterministic browser-local multi-agent route-dialogue/branch-merge/snapshot/body-language scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
1,1,1,archive_quarter,roofward_archive,"Nia: I saw the avatar choose glass stair for roofward->archive_quarter. Fay, can we agree on the recovery branch?",branch glass stair merge=False rollback=False,snap:roofward_archive:v2 shared=True,Nia: watchful neutral stance,turns 1 recovery 0.63,reload ok=True,ssrm_v32_multi_agent_state_seed_20260885,v32-773096,"deterministic browser-local multi-agent route-dialogue/branch-merge/snapshot/body-language scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
2,1,2,signal_ridge,archive_signal,"Nia: I saw the avatar choose paper lane for archive_quarter->signal_ridge. Milo, can we agree on the recovery branch?",branch paper lane merge=True rollback=True,snap:archive_signal:v2 shared=True,Nia: relieved reset stance,turns 1 recovery 0.64,reload ok=True,ssrm_v32_multi_agent_state_seed_20260885,v32-688919,"deterministic browser-local multi-agent route-dialogue/branch-merge/snapshot/body-language scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
3,1,3,orchard_fen,signal_orchard,none,branch dusk road merge=False rollback=False,snap:signal_orchard:v2 shared=True,Ivo: watchful neutral stance,turns 0 recovery 0.58,reload ok=True,ssrm_v32_multi_agent_state_seed_20260885,v32-708827,"deterministic browser-local multi-agent route-dialogue/branch-merge/snapshot/body-language scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
4,1,4,central_exchange,orchard_riverbend,"Ivo: I saw the avatar choose fen track for orchard_fen->riverbend. Ari, can we agree on the recovery branch?",branch fen track merge=False rollback=False,snap:orchard_riverbend:v1 shared=False,Ivo: watchful neutral stance,turns 1 recovery 0.57,reload ok=True,ssrm_v32_multi_agent_state_seed_20260885,v32-754187,"deterministic browser-local multi-agent route-dialogue/branch-merge/snapshot/body-language scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
5,1,5,repair_hall,central_repair_ring,"Pax: I saw the avatar choose inner repair yard for central_exchange->repair_hall. Juno, can we agree on the recovery branch?",branch inner repair yard merge=False rollback=True,snap:central_repair_ring:v2 shared=False,Pax: relieved reset stance,turns 1 recovery 0.56,reload ok=True,ssrm_v32_multi_agent_state_seed_20260885,v32-876226,"deterministic browser-local multi-agent route-dialogue/branch-merge/snapshot/body-language scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
6,1,6,riverbend,riverbend_roofward,none,branch orchard ridge detour merge=True rollback=False,snap:riverbend_roofward:v3 shared=True,Ari: watchful neutral stance,turns 0 recovery 0.65,reload ok=True,ssrm_v32_multi_agent_state_seed_20260885,v32-945747,"deterministic browser-local multi-agent route-dialogue/branch-merge/snapshot/body-language scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
7,1,7,roofward,roofward_archive,none,branch glass stair merge=False rollback=False,snap:roofward_archive:v3 shared=True,Nia: watchful neutral stance,turns 1 recovery 0.64,reload ok=True,ssrm_v32_multi_agent_state_seed_20260885,v32-773900,"deterministic browser-local multi-agent route-dialogue/branch-merge/snapshot/body-language scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
8,1,8,archive_quarter,archive_signal,"Nia: I saw the avatar choose paper lane for archive_quarter->signal_ridge. Milo, can we agree on the recovery branch?",branch paper lane merge=False rollback=False,snap:archive_signal:v2 shared=False,Nia: watchful neutral stance,turns 2 recovery 0.65,reload ok=True,ssrm_v32_multi_agent_state_seed_20260885,v32-722324,"deterministic browser-local multi-agent route-dialogue/branch-merge/snapshot/body-language scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
9,1,9,signal_ridge,signal_orchard,none,branch dusk road merge=False rollback=False,snap:signal_orchard:v2 shared=False,Ivo: watchful neutral stance,turns 0 recovery 0.58,reload ok=True,ssrm_v32_multi_agent_state_seed_20260885,v32-708318,"deterministic browser-local multi-agent route-dialogue/branch-merge/snapshot/body-language scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
10,1,10,orchard_fen,orchard_riverbend,none,branch market plank route merge=True rollback=False,snap:orchard_riverbend:v2 shared=False,Ivo: watchful neutral stance,turns 1 recovery 0.58,reload ok=True,ssrm_v32_multi_agent_state_seed_20260885,v32-907177,"deterministic browser-local multi-agent route-dialogue/branch-merge/snapshot/body-language scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
11,1,11,central_exchange,central_repair_ring,"Pax: I saw the avatar choose inner repair yard for central_exchange->repair_hall. Juno, can we agree on the recovery branch?",branch inner repair yard merge=False rollback=False,snap:central_repair_ring:v3 shared=True,Pax: watchful neutral stance,turns 2 recovery 0.57,reload ok=True,ssrm_v32_multi_agent_state_seed_20260885,v32-914548,"deterministic browser-local multi-agent route-dialogue/branch-merge/snapshot/body-language scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
12,1,12,repair_hall,riverbend_roofward,"Ari: I saw the avatar choose orchard ridge detour for riverbend->roofward. Fay, can we agree on the recovery branch?",branch river ford merge=True rollback=False,snap:riverbend_roofward:v4 shared=True,Ari: watchful neutral stance,turns 1 recovery 0.68,reload ok=True,ssrm_v32_multi_agent_state_seed_20260885,v32-793586,"deterministic browser-local multi-agent route-dialogue/branch-merge/snapshot/body-language scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
13,1,13,riverbend,roofward_archive,none,branch glass stair merge=False rollback=False,snap:roofward_archive:v4 shared=True,Nia: watchful neutral stance,turns 1 recovery 0.64,reload ok=True,ssrm_v32_multi_agent_state_seed_20260885,v32-783095,"deterministic browser-local multi-agent route-dialogue/branch-merge/snapshot/body-language scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
14,2,0,archive_quarter,archive_signal,none,branch paper lane merge=False rollback=False,snap:archive_signal:v3 shared=True,Nia: watchful neutral stance,turns 2 recovery 0.65,reload ok=True,ssrm_v32_multi_agent_state_seed_20260885,v32-732231,"deterministic browser-local multi-agent route-dialogue/branch-merge/snapshot/body-language scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
