controller,ablation,mean_total_score,mean_maturation_score,mean_crisis_score,mean_resolved_rate,mean_env_response_rate,mean_social_response_rate,mean_coupled_response_rate,mean_crisis_damage,mean_final_alive,mean_alive_at_12h,mean_births,mean_architecture_tier,mean_tool_tier,mean_knowledge_transfer,mean_adaptation_evidence,shock_gate_pass_rate,post_gate_shock_rate
designed,none,0.7732349188006651,1.0,0.5275727475013856,1.0,0.07692307692307693,0.9230769230769231,0.0,0.03550643571032692,16.6,14.0,2.6,4.0,4.0,1.0,1.0,1.0,1.0
frame_mlp,none,0.32986810374413483,0.63436173796949,0.0,0.0,0.25,0.0,0.0,1.8765732459322357,14.0,14.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0
gru,none,0.5192362239999999,0.9985312000000001,0.0,0.0,0.0,0.25,0.0,1.2649199334987213,15.6,14.0,1.6,3.4,4.0,1.0,1.0,1.0,1.0
reactive,none,0.24007509448982875,0.4616828740189014,0.0,0.0,0.11730769230769231,0.0,0.0,1.8788575588279564,14.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
repair_critic_baseline,none,0.518472448,0.9970623999999999,0.0,0.1,0.1794871794871795,0.2551282051282051,0.029487179487179487,1.3038520830534956,15.4,14.0,1.4,4.0,4.0,1.0,1.0,1.0,1.0
return_selected_gru,none,0.518472448,0.9970623999999999,0.0,0.1,0.1794871794871795,0.2551282051282051,0.029487179487179487,1.3038520830534956,15.4,14.0,1.4,4.0,4.0,1.0,1.0,1.0,1.0
rollout_window_gru,body,0.517708672,0.9955936,0.0,0.05,0.16282051282051282,0.3243589743589744,0.009615384615384616,1.3676080517110656,15.2,14.0,1.2,3.0,4.0,1.0,1.0,1.0,1.0
rollout_window_gru,environment,0.5169283433622353,0.9940929680042985,0.0,0.05,0.12692307692307692,0.16025641025641027,0.011538461538461539,1.3777076880811656,15.8,14.0,1.8,3.2,4.0,1.0,1.0,1.0,1.0
rollout_window_gru,infrastructure,0.3306328576039062,0.6358324184690504,0.0,0.0,0.25,0.0,0.0,1.8763445057162182,14.0,14.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0
rollout_window_gru,none,0.518472448,0.9970623999999999,0.0,0.1,0.08012820512820513,0.23397435897435898,0.030128205128205132,1.3020555960295606,15.0,14.0,1.0,3.4,4.0,1.0,1.0,1.0,1.0
rollout_window_gru,previous_action,0.52,1.0,0.0,0.15,0.10705128205128205,0.38974358974358975,0.035897435897435895,1.1354758435970156,16.4,14.0,2.4,3.8,4.0,1.0,1.0,1.0,1.0
rollout_window_gru,social_culture,0.5172952761175487,0.9947986079183628,0.0,0.0,0.0,0.11987179487179486,0.0,1.2265049627946358,16.4,14.0,2.4,3.0,4.0,1.0,1.0,1.0,1.0
rollout_window_gru,tools,0.516056703139444,0.992416736806623,0.0,0.05,0.23846153846153845,0.12435897435897436,0.004487179487179487,1.7431531287617807,15.0,14.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0
