tick_id,day,tick,avatar_region,active_route,selected_route_panel,caravan_task_panel,forecast_editor_panel,drill_minigame_panel,guild_record_panel,reload_persistence_panel,recovery_panel,save_restore_key,replay_key,boundary_note
0,1,0,roofward,riverbend_roofward,riverbend->roofward: river ford,mark bridge boards: idle,river flood: 0.34 rev 1,none,Bridgewright Guild gen 2 quality 0.58,reload ok=True,recovery 0.66,ssrm_v30_live_route_state_seed_20260883,v30-385701,"deterministic browser-local live route-selection/caravan-task/forecast-edit/drill/reload scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
1,1,1,archive_quarter,roofward_archive,roofward->archive_quarter: glass stair,shade herb cart: idle,heat surge: 0.37 rev 1,none,Glassgarden Guild gen 2 quality 0.61,reload ok=True,recovery 0.64,ssrm_v30_live_route_state_seed_20260883,v30-372981,"deterministic browser-local live route-selection/caravan-task/forecast-edit/drill/reload scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
2,1,2,signal_ridge,archive_signal,archive_quarter->signal_ridge: paper lane,weigh paper packs: available,wind scatter: 0.41 rev 1,none,Index Guild gen 2 quality 0.62,reload ok=True,recovery 0.61,ssrm_v30_live_route_state_seed_20260883,v30-331998,"deterministic browser-local live route-selection/caravan-task/forecast-edit/drill/reload scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
3,1,3,orchard_fen,signal_orchard,signal_ridge->orchard_fen: dusk road,carry oil lamp: idle,dusk ice: 0.42 rev 1,none,Signal Guild gen 2 quality 0.64,reload ok=True,recovery 0.59,ssrm_v30_live_route_state_seed_20260883,v30-316639,"deterministic browser-local live route-selection/caravan-task/forecast-edit/drill/reload scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
4,1,4,central_exchange,orchard_riverbend,orchard_fen->riverbend: fen track,lay stepping mats: available,fen mud: 0.43 rev 1,none,Seed Guild gen 2 quality 0.67,reload ok=True,recovery 0.57,ssrm_v30_live_route_state_seed_20260883,v30-357314,"deterministic browser-local live route-selection/caravan-task/forecast-edit/drill/reload scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
5,1,5,repair_hall,central_repair_ring,central_exchange->repair_hall: outer bell path,queue repair token: available,crowded repair yard: 0.47 rev 1,none,Repair Circle gen 2 quality 0.68,reload ok=True,recovery 0.55,ssrm_v30_live_route_state_seed_20260883,v30-451782,"deterministic browser-local live route-selection/caravan-task/forecast-edit/drill/reload scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
6,1,6,riverbend,riverbend_roofward,riverbend->roofward: river ford,carry flood rope: available,river flood: 0.34 rev 1,none,Bridgewright Guild gen 2 quality 0.58,reload ok=True,recovery 0.66,ssrm_v30_live_route_state_seed_20260883,v30-386413,"deterministic browser-local live route-selection/caravan-task/forecast-edit/drill/reload scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
7,1,7,roofward,roofward_archive,roofward->archive_quarter: glass stair,steady glass crate: idle,heat surge: 0.39 rev 1,none,Glassgarden Guild gen 2 quality 0.61,reload ok=True,recovery 0.64,ssrm_v30_live_route_state_seed_20260883,v30-366964,"deterministic browser-local live route-selection/caravan-task/forecast-edit/drill/reload scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
8,1,8,archive_quarter,archive_signal,archive_quarter->signal_ridge: paper lane,pin route notice: idle,wind scatter: 0.46 rev 2,none,Index Guild gen 2 quality 0.62,reload ok=True,recovery 0.63,ssrm_v30_live_route_state_seed_20260883,v30-332923,"deterministic browser-local live route-selection/caravan-task/forecast-edit/drill/reload scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
9,1,9,signal_ridge,signal_orchard,signal_ridge->orchard_fen: dusk road,dim signal relay: idle,dusk ice: 0.44 rev 1,none,Signal Guild gen 2 quality 0.64,reload ok=True,recovery 0.59,ssrm_v30_live_route_state_seed_20260883,v30-322813,"deterministic browser-local live route-selection/caravan-task/forecast-edit/drill/reload scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
10,1,10,orchard_fen,orchard_riverbend,orchard_fen->riverbend: fen track,sort seed sacks: available,fen mud: 0.42 rev 1,none,Seed Guild gen 2 quality 0.67,reload ok=True,recovery 0.57,ssrm_v30_live_route_state_seed_20260883,v30-364798,"deterministic browser-local live route-selection/caravan-task/forecast-edit/drill/reload scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
11,1,11,central_exchange,central_repair_ring,central_exchange->repair_hall: outer bell path,carry wire spool: available,crowded repair yard: 0.46 rev 1,none,Repair Circle gen 2 quality 0.68,reload ok=True,recovery 0.56,ssrm_v30_live_route_state_seed_20260883,v30-460207,"deterministic browser-local live route-selection/caravan-task/forecast-edit/drill/reload scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
12,1,12,repair_hall,riverbend_roofward,riverbend->roofward: river ford,mark bridge boards: idle,river flood: 0.38 rev 1,none,Bridgewright Guild gen 2 quality 0.59,reload ok=True,recovery 0.67,ssrm_v30_live_route_state_seed_20260883,v30-394164,"deterministic browser-local live route-selection/caravan-task/forecast-edit/drill/reload scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
