tick_id,day,route_id,agent,dialogue_turn,dialogue_kind,public_text,references_avatar_decision,references_branch_tradeoff,references_reload_state,private_workspace_sealed,followup_available
0,1,riverbend_roofward,Ari,0,none,none,False,False,False,True,False
1,1,roofward_archive,Fay,0,none,none,False,False,False,True,False
2,1,archive_signal,Nia,0,none,none,False,False,False,True,False
3,1,signal_orchard,Milo,0,none,none,False,False,False,True,False
4,1,orchard_riverbend,Ivo,0,none,none,False,False,False,True,False
5,1,central_repair_ring,Juno,0,none,none,False,False,False,True,False
6,1,riverbend_roofward,Ari,0,none,none,False,False,False,True,False
7,1,roofward_archive,Fay,0,none,none,False,False,False,True,False
8,1,archive_signal,Nia,0,none,none,False,False,False,True,False
9,1,signal_orchard,Milo,0,none,none,False,False,False,True,False
10,1,orchard_riverbend,Ivo,0,none,none,False,False,False,True,False
11,1,central_repair_ring,Juno,0,none,none,False,False,False,True,False
12,1,riverbend_roofward,Ari,0,none,none,False,False,False,True,False
13,1,roofward_archive,Fay,0,none,none,False,False,False,True,False
14,1,archive_signal,Nia,0,none,none,False,False,False,True,False
15,2,signal_orchard,Milo,0,none,none,False,False,False,True,False
16,2,orchard_riverbend,Ivo,0,none,none,False,False,False,True,False
17,2,central_repair_ring,Juno,0,none,none,False,False,False,True,False
18,2,riverbend_roofward,Ari,0,none,none,False,False,False,True,False
19,2,roofward_archive,Fay,0,none,none,False,False,False,True,False
20,2,archive_signal,Nia,0,none,none,False,False,False,True,False
21,2,signal_orchard,Milo,0,none,none,False,False,False,True,False
22,2,orchard_riverbend,Ivo,0,none,none,False,False,False,True,False
23,2,central_repair_ring,Juno,0,none,none,False,False,False,True,False
24,2,riverbend_roofward,Ari,0,none,none,False,False,False,True,False
25,2,roofward_archive,Fay,0,none,none,False,False,False,True,False
26,2,archive_signal,Nia,0,none,none,False,False,False,True,False
27,2,signal_orchard,Milo,0,none,none,False,False,False,True,False
28,2,orchard_riverbend,Ivo,0,none,none,False,False,False,True,False
29,2,central_repair_ring,Juno,0,none,none,False,False,False,True,False
30,3,riverbend_roofward,Ari,0,none,none,False,False,False,True,False
31,3,roofward_archive,Fay,0,none,none,False,False,False,True,False
32,3,archive_signal,Nia,0,none,none,False,False,False,True,False
33,3,signal_orchard,Milo,0,none,none,False,False,False,True,False
34,3,orchard_riverbend,Ivo,0,none,none,False,False,False,True,False
35,3,central_repair_ring,Juno,0,none,none,False,False,False,True,False
36,3,riverbend_roofward,Ari,0,none,none,False,False,False,True,False
37,3,roofward_archive,Fay,0,none,none,False,False,False,True,False
38,3,archive_signal,Nia,0,none,none,False,False,False,True,False
39,3,signal_orchard,Milo,0,none,none,False,False,False,True,False
40,3,orchard_riverbend,Ivo,0,none,none,False,False,False,True,False
41,3,central_repair_ring,Juno,0,none,none,False,False,False,True,False
42,3,riverbend_roofward,Ari,0,none,none,False,False,False,True,False
43,3,roofward_archive,Fay,0,none,none,False,False,False,True,False
44,3,archive_signal,Nia,0,none,none,False,False,False,True,False
45,4,signal_orchard,Milo,0,none,none,False,False,False,True,False
46,4,orchard_riverbend,Ivo,0,none,none,False,False,False,True,False
47,4,central_repair_ring,Juno,0,none,none,False,False,False,True,False
48,4,riverbend_roofward,Ari,0,none,none,False,False,False,True,False
49,4,roofward_archive,Fay,0,none,none,False,False,False,True,False
50,4,archive_signal,Nia,0,none,none,False,False,False,True,False
51,4,signal_orchard,Milo,0,none,none,False,False,False,True,False
52,4,orchard_riverbend,Ivo,0,none,none,False,False,False,True,False
53,4,central_repair_ring,Juno,0,none,none,False,False,False,True,False
54,4,riverbend_roofward,Ari,0,none,none,False,False,False,True,False
55,4,roofward_archive,Fay,0,none,none,False,False,False,True,False
56,4,archive_signal,Nia,0,none,none,False,False,False,True,False
57,4,signal_orchard,Milo,0,none,none,False,False,False,True,False
58,4,orchard_riverbend,Ivo,0,none,none,False,False,False,True,False
59,4,central_repair_ring,Juno,0,none,none,False,False,False,True,False
60,5,roofward_archive,Fay,0,none,none,False,False,False,True,False
61,5,archive_signal,Nia,0,none,none,False,False,False,True,False
62,5,signal_orchard,Milo,0,none,none,False,False,False,True,False
63,5,orchard_riverbend,Ivo,0,none,none,False,False,False,True,False
64,5,central_repair_ring,Juno,0,none,none,False,False,False,True,False
65,5,riverbend_roofward,Ari,0,none,none,False,False,False,True,False
66,5,roofward_archive,Fay,0,none,none,False,False,False,True,False
67,5,archive_signal,Nia,0,none,none,False,False,False,True,False
68,5,signal_orchard,Milo,0,none,none,False,False,False,True,False
69,5,orchard_riverbend,Ivo,0,none,none,False,False,False,True,False
70,5,central_repair_ring,Juno,0,none,none,False,False,False,True,False
71,5,riverbend_roofward,Ari,0,none,none,False,False,False,True,False
72,5,roofward_archive,Fay,0,none,none,False,False,False,True,False
73,5,archive_signal,Nia,0,none,none,False,False,False,True,False
74,5,signal_orchard,Milo,0,none,none,False,False,False,True,False
75,6,orchard_riverbend,Ivo,0,none,none,False,False,False,True,False
76,6,central_repair_ring,Juno,0,none,none,False,False,False,True,False
77,6,riverbend_roofward,Ari,0,none,none,False,False,False,True,False
78,6,roofward_archive,Fay,1,planning_followup,Fay: I remember you chose glass stair for roofward->archive_quarter. The Glassgarden Guild record shows recovery 0.93.,True,True,True,True,True
79,6,archive_signal,Nia,0,none,none,False,False,False,True,False
80,6,signal_orchard,Milo,0,none,none,False,False,False,True,False
81,6,orchard_riverbend,Ivo,0,none,none,False,False,False,True,False
82,6,central_repair_ring,Juno,0,none,none,False,False,False,True,False
83,6,riverbend_roofward,Ari,0,none,none,False,False,False,True,False
84,6,roofward_archive,Fay,1,none,none,False,False,False,True,False
85,6,archive_signal,Nia,0,none,none,False,False,False,True,False
86,6,signal_orchard,Milo,1,planning_followup,Milo: I remember you chose river lantern loop for signal_ridge->orchard_fen. The Signal Guild record shows recovery 0.94.,True,True,True,True,True
87,6,orchard_riverbend,Ivo,0,none,none,False,False,False,True,False
88,6,central_repair_ring,Juno,0,none,none,False,False,False,True,False
89,6,riverbend_roofward,Ari,0,none,none,False,False,False,True,False
90,7,roofward_archive,Fay,1,none,none,False,False,False,True,False
91,7,archive_signal,Nia,0,none,none,False,False,False,True,False
92,7,signal_orchard,Milo,1,none,none,False,False,False,True,False
93,7,orchard_riverbend,Ivo,1,planning_followup,Ivo: I remember you chose market plank route for orchard_fen->riverbend. The Seed Guild record shows recovery 0.94.,True,False,True,True,True
94,7,central_repair_ring,Juno,0,none,none,False,False,False,True,False
95,7,riverbend_roofward,Ari,0,none,none,False,False,False,True,False
96,7,roofward_archive,Fay,1,none,none,False,False,False,True,False
97,7,archive_signal,Nia,0,none,none,False,False,False,True,False
98,7,signal_orchard,Milo,1,none,none,False,False,False,True,False
99,7,orchard_riverbend,Ivo,1,none,none,False,False,False,True,False
100,7,central_repair_ring,Juno,0,none,none,False,False,False,True,False
101,7,riverbend_roofward,Ari,1,planning_followup,Ari: I remember you chose river ford for riverbend->roofward. The Bridgewright Guild record shows recovery 0.94.,True,False,True,True,True
102,7,roofward_archive,Fay,1,none,none,False,False,False,True,False
103,7,archive_signal,Nia,0,none,none,False,False,False,True,False
104,7,signal_orchard,Milo,1,none,none,False,False,False,True,False
105,8,orchard_riverbend,Ivo,1,none,none,False,False,False,True,False
106,8,central_repair_ring,Juno,0,none,none,False,False,False,True,False
107,8,riverbend_roofward,Ari,1,none,none,False,False,False,True,False
108,8,roofward_archive,Fay,2,thanks,Fay: I remember you chose glass stair for roofward->archive_quarter. The Glassgarden Guild record shows recovery 0.94.,True,True,True,True,True
109,8,archive_signal,Nia,0,none,none,False,False,False,True,False
110,8,signal_orchard,Milo,1,none,none,False,False,False,True,False
111,8,orchard_riverbend,Ivo,1,none,none,False,False,False,True,False
112,8,central_repair_ring,Juno,0,none,none,False,False,False,True,False
113,8,riverbend_roofward,Ari,1,none,none,False,False,False,True,False
114,8,roofward_archive,Fay,2,none,none,False,False,False,True,False
115,8,archive_signal,Nia,0,none,none,False,False,False,True,False
116,8,signal_orchard,Milo,2,planning_followup,Milo: I remember you chose river lantern loop for signal_ridge->orchard_fen. The Signal Guild record shows recovery 0.94.,True,True,True,True,True
117,8,orchard_riverbend,Ivo,1,none,none,False,False,False,True,False
118,8,central_repair_ring,Juno,0,none,none,False,False,False,True,False
119,8,riverbend_roofward,Ari,1,none,none,False,False,False,True,False
120,9,roofward_archive,Fay,2,none,none,False,False,False,True,False
121,9,archive_signal,Nia,0,none,none,False,False,False,True,False
122,9,signal_orchard,Milo,2,none,none,False,False,False,True,False
123,9,orchard_riverbend,Ivo,2,thanks,Ivo: I remember you chose market plank route for orchard_fen->riverbend. The Seed Guild record shows recovery 0.94.,True,False,True,True,True
124,9,central_repair_ring,Juno,0,none,none,False,False,False,True,False
125,9,riverbend_roofward,Ari,1,none,none,False,False,False,True,False
126,9,roofward_archive,Fay,2,none,none,False,False,False,True,False
127,9,archive_signal,Nia,0,none,none,False,False,False,True,False
128,9,signal_orchard,Milo,2,none,none,False,False,False,True,False
129,9,orchard_riverbend,Ivo,2,none,none,False,False,False,True,False
130,9,central_repair_ring,Juno,0,none,none,False,False,False,True,False
131,9,riverbend_roofward,Ari,2,planning_followup,Ari: I remember you chose river ford for riverbend->roofward. The Bridgewright Guild record shows recovery 0.94.,True,False,True,True,True
132,9,roofward_archive,Fay,2,none,none,False,False,False,True,False
133,9,archive_signal,Nia,0,none,none,False,False,False,True,False
134,9,signal_orchard,Milo,2,none,none,False,False,False,True,False
135,10,central_repair_ring,Juno,0,none,none,False,False,False,True,False
136,10,riverbend_roofward,Ari,2,none,none,False,False,False,True,False
137,10,roofward_archive,Fay,2,none,none,False,False,False,True,False
