tick,day,conflict_id,arbitration_mode,winner_branch,preserved_branch,deferred_branch,agent_initiated,resolved,repair_path_available,typed_arbitration_confidence,boundary_preserved,public_explanation
0,1,v15-watch-01-000,defer_low_urgency,none,none,orchardline:witness:1:5,0,0,0,0.825,1,False alarm kept as observation only; no branch is blocked just because a noisy signal looked suspicious.
1,1,v15-conflict-01-001,defer_low_urgency,ledgerline:claim:1:4,routeline:protect:1:1,none,0,1,1,0.831875,1,"defer_low_urgency chooses ledgerline:claim:1:4; routeline:protect:1:1 stays visible, and repair is available=1."
2,1,v15-conflict-01-002,repair_then_resume,marketline:protect:1:2,orchardline:claim:1:5,none,1,1,1,0.83875,1,"repair_then_resume chooses marketline:protect:1:2; orchardline:claim:1:5 stays visible, and repair is available=1."
3,1,v15-conflict-01-003,public_reason_review,rainline:claim:1:6,ledgerline:protect:1:3,none,1,1,0,0.845625,1,"public_reason_review chooses rainline:claim:1:6; ledgerline:protect:1:3 stays visible, and repair is available=0."
4,1,v15-conflict-01-004,rotate_priority,hearthline:claim:1:7,orchardline:protect:1:4,none,0,1,1,0.8525,1,"rotate_priority chooses hearthline:claim:1:7; orchardline:protect:1:4 stays visible, and repair is available=1."
5,1,v15-conflict-01-005,split_access,routeline:claim:1:0,rainline:protect:1:5,none,1,1,1,0.877375,1,"split_access chooses routeline:claim:1:0; rainline:protect:1:5 stays visible, and repair is available=1."
6,1,v15-conflict-01-006,split_access,hearthline:protect:1:6,marketline:claim:1:1,none,1,1,1,0.88425,1,"split_access chooses hearthline:protect:1:6; marketline:claim:1:1 stays visible, and repair is available=1."
7,1,v15-watch-01-007,defer_low_urgency,none,none,none,0,0,0,0.873125,1,False alarm kept as observation only; no branch is blocked just because a noisy signal looked suspicious.
8,2,v15-conflict-02-008,repair_then_resume,marketline:protect:2:0,orchardline:claim:2:3,none,1,1,1,0.88,1,"repair_then_resume chooses marketline:protect:2:0; orchardline:claim:2:3 stays visible, and repair is available=1."
9,2,v15-conflict-02-009,public_reason_review,rainline:claim:2:4,ledgerline:protect:2:1,none,1,1,1,0.825,1,"public_reason_review chooses rainline:claim:2:4; ledgerline:protect:2:1 stays visible, and repair is available=1."
10,2,v15-conflict-02-010,protect_boundary,hearthline:claim:2:5,orchardline:protect:2:2,none,0,1,1,0.849875,1,"protect_boundary chooses hearthline:claim:2:5; orchardline:protect:2:2 stays visible, and repair is available=1."
11,2,v15-conflict-02-011,protect_boundary,routeline:claim:2:6,rainline:protect:2:3,none,1,1,1,0.84475,1,"protect_boundary chooses routeline:claim:2:6; rainline:protect:2:3 stays visible, and repair is available=1."
12,2,v15-conflict-02-012,split_access,hearthline:protect:2:4,marketline:claim:2:7,none,1,1,1,0.863625,1,"split_access chooses hearthline:protect:2:4; marketline:claim:2:7 stays visible, and repair is available=1."
13,2,v15-conflict-02-013,defer_low_urgency,ledgerline:claim:2:0,routeline:protect:2:5,none,0,0,1,0.8405,1,"defer_low_urgency chooses ledgerline:claim:2:0; routeline:protect:2:5 stays visible, and repair is available=1."
14,2,v15-watch-02-014,repair_then_resume,none,none,none,0,0,0,0.859375,1,False alarm kept as observation only; no branch is blocked just because a noisy signal looked suspicious.
15,2,v15-conflict-02-015,rotate_priority,rainline:claim:2:2,ledgerline:protect:2:7,none,1,1,1,0.86625,1,"rotate_priority chooses rainline:claim:2:2; ledgerline:protect:2:7 stays visible, and repair is available=1."
16,3,v15-conflict-03-016,rotate_priority,hearthline:claim:3:3,orchardline:protect:3:0,none,0,1,1,0.873125,1,"rotate_priority chooses hearthline:claim:3:3; orchardline:protect:3:0 stays visible, and repair is available=1."
17,3,v15-conflict-03-017,protect_boundary,routeline:claim:3:4,rainline:protect:3:1,none,1,1,1,0.898,1,"protect_boundary chooses routeline:claim:3:4; rainline:protect:3:1 stays visible, and repair is available=1."
18,3,v15-conflict-03-018,split_access,hearthline:protect:3:2,marketline:claim:3:5,none,1,1,1,0.843,1,"split_access chooses hearthline:protect:3:2; marketline:claim:3:5 stays visible, and repair is available=1."
19,3,v15-conflict-03-019,defer_low_urgency,ledgerline:claim:3:6,routeline:protect:3:3,none,0,0,1,0.831875,1,"defer_low_urgency chooses ledgerline:claim:3:6; routeline:protect:3:3 stays visible, and repair is available=1."
20,3,v15-conflict-03-020,public_reason_review,marketline:protect:3:4,orchardline:claim:3:7,none,1,1,0,0.83875,1,"public_reason_review chooses marketline:protect:3:4; orchardline:claim:3:7 stays visible, and repair is available=0."
21,3,v15-watch-03-021,public_reason_review,none,none,none,0,0,0,0.833625,1,False alarm kept as observation only; no branch is blocked just because a noisy signal looked suspicious.
22,3,v15-conflict-03-022,rotate_priority,hearthline:claim:3:1,orchardline:protect:3:6,none,0,1,1,0.8525,1,"rotate_priority chooses hearthline:claim:3:1; orchardline:protect:3:6 stays visible, and repair is available=1."
23,3,v15-conflict-03-023,protect_boundary,routeline:claim:3:2,rainline:protect:3:7,none,1,1,1,0.877375,1,"protect_boundary chooses routeline:claim:3:2; rainline:protect:3:7 stays visible, and repair is available=1."
24,4,v15-conflict-04-024,split_access,hearthline:protect:4:0,marketline:claim:4:3,none,1,1,1,0.87225,1,"split_access chooses hearthline:protect:4:0; marketline:claim:4:3 stays visible, and repair is available=1."
25,4,v15-conflict-04-025,repair_then_resume,ledgerline:claim:4:4,routeline:protect:4:1,none,0,1,1,0.873125,1,"repair_then_resume chooses ledgerline:claim:4:4; routeline:protect:4:1 stays visible, and repair is available=1."
26,4,v15-conflict-04-026,repair_then_resume,marketline:protect:4:2,orchardline:claim:4:5,none,1,0,1,0.868,1,"repair_then_resume chooses marketline:protect:4:2; orchardline:claim:4:5 stays visible, and repair is available=1."
27,4,v15-conflict-04-027,public_reason_review,rainline:claim:4:6,ledgerline:protect:4:3,none,1,1,1,0.825,1,"public_reason_review chooses rainline:claim:4:6; ledgerline:protect:4:3 stays visible, and repair is available=1."
28,4,v15-watch-04-028,rotate_priority,none,none,none,0,0,0,0.831875,1,False alarm kept as observation only; no branch is blocked just because a noisy signal looked suspicious.
29,4,v15-conflict-04-029,protect_boundary,routeline:claim:4:0,rainline:protect:4:5,none,1,1,1,0.85675,1,"protect_boundary chooses routeline:claim:4:0; rainline:protect:4:5 stays visible, and repair is available=1."
30,4,v15-conflict-04-030,defer_low_urgency,hearthline:protect:4:6,marketline:claim:4:1,none,1,1,1,0.845625,1,"defer_low_urgency chooses hearthline:protect:4:6; marketline:claim:4:1 stays visible, and repair is available=1."
31,4,v15-conflict-04-031,defer_low_urgency,ledgerline:claim:4:2,routeline:protect:4:7,none,0,1,1,0.8525,1,"defer_low_urgency chooses ledgerline:claim:4:2; routeline:protect:4:7 stays visible, and repair is available=1."
32,5,v15-conflict-05-032,repair_then_resume,marketline:protect:5:0,orchardline:claim:5:3,none,1,1,1,0.859375,1,"repair_then_resume chooses marketline:protect:5:0; orchardline:claim:5:3 stays visible, and repair is available=1."
33,5,v15-conflict-05-033,public_reason_review,rainline:claim:5:4,ledgerline:protect:5:1,none,1,1,1,0.86625,1,"public_reason_review chooses rainline:claim:5:4; ledgerline:protect:5:1 stays visible, and repair is available=1."
34,5,v15-conflict-05-034,rotate_priority,hearthline:claim:5:5,orchardline:protect:5:2,none,0,1,1,0.873125,1,"rotate_priority chooses hearthline:claim:5:5; orchardline:protect:5:2 stays visible, and repair is available=1."
35,5,v15-watch-05-035,split_access,none,none,ledgerline:witness:5:0,0,0,0,0.898,1,False alarm kept as observation only; no branch is blocked just because a noisy signal looked suspicious.
36,5,v15-conflict-05-036,split_access,hearthline:protect:5:4,marketline:claim:5:7,none,1,1,1,0.843,1,"split_access chooses hearthline:protect:5:4; marketline:claim:5:7 stays visible, and repair is available=1."
37,5,v15-conflict-05-037,defer_low_urgency,ledgerline:claim:5:0,routeline:protect:5:5,none,0,1,0,0.831875,1,"defer_low_urgency chooses ledgerline:claim:5:0; routeline:protect:5:5 stays visible, and repair is available=0."
38,5,v15-conflict-05-038,repair_then_resume,marketline:protect:5:6,orchardline:claim:5:1,none,1,0,1,0.83875,1,"repair_then_resume chooses marketline:protect:5:6; orchardline:claim:5:1 stays visible, and repair is available=1."
39,5,v15-conflict-05-039,public_reason_review,rainline:claim:5:2,ledgerline:protect:5:7,none,1,0,1,0.845625,1,"public_reason_review chooses rainline:claim:5:2; ledgerline:protect:5:7 stays visible, and repair is available=1."
40,6,v15-conflict-06-040,protect_boundary,hearthline:claim:6:3,orchardline:protect:6:0,none,0,1,1,0.8705,1,"protect_boundary chooses hearthline:claim:6:3; orchardline:protect:6:0 stays visible, and repair is available=1."
41,6,v15-conflict-06-041,protect_boundary,routeline:claim:6:4,rainline:protect:6:1,none,1,1,1,0.877375,1,"protect_boundary chooses routeline:claim:6:4; rainline:protect:6:1 stays visible, and repair is available=1."
42,6,v15-watch-06-042,split_access,none,none,none,0,0,0,0.88425,1,False alarm kept as observation only; no branch is blocked just because a noisy signal looked suspicious.
43,6,v15-conflict-06-043,defer_low_urgency,ledgerline:claim:6:6,routeline:protect:6:3,none,0,1,1,0.873125,1,"defer_low_urgency chooses ledgerline:claim:6:6; routeline:protect:6:3 stays visible, and repair is available=1."
44,6,v15-conflict-06-044,repair_then_resume,marketline:protect:6:4,orchardline:claim:6:7,none,1,1,1,0.88,1,"repair_then_resume chooses marketline:protect:6:4; orchardline:claim:6:7 stays visible, and repair is available=1."
45,6,v15-conflict-06-045,rotate_priority,rainline:claim:6:0,ledgerline:protect:6:5,none,1,1,1,0.825,1,"rotate_priority chooses rainline:claim:6:0; ledgerline:protect:6:5 stays visible, and repair is available=1."
46,6,v15-conflict-06-046,rotate_priority,hearthline:claim:6:1,orchardline:protect:6:6,none,0,1,1,0.831875,1,"rotate_priority chooses hearthline:claim:6:1; orchardline:protect:6:6 stays visible, and repair is available=1."
47,6,v15-conflict-06-047,protect_boundary,routeline:claim:6:2,rainline:protect:6:7,none,1,1,1,0.85675,1,"protect_boundary chooses routeline:claim:6:2; rainline:protect:6:7 stays visible, and repair is available=1."
48,7,v15-conflict-07-048,split_access,hearthline:protect:7:0,marketline:claim:7:3,none,1,1,1,0.863625,1,"split_access chooses hearthline:protect:7:0; marketline:claim:7:3 stays visible, and repair is available=1."
49,7,v15-watch-07-049,defer_low_urgency,none,none,none,0,0,0,0.8525,1,False alarm kept as observation only; no branch is blocked just because a noisy signal looked suspicious.
50,7,v15-conflict-07-050,public_reason_review,marketline:protect:7:2,orchardline:claim:7:5,none,1,1,1,0.859375,1,"public_reason_review chooses marketline:protect:7:2; orchardline:claim:7:5 stays visible, and repair is available=1."
51,7,v15-conflict-07-051,public_reason_review,rainline:claim:7:6,ledgerline:protect:7:3,none,1,1,1,0.86625,1,"public_reason_review chooses rainline:claim:7:6; ledgerline:protect:7:3 stays visible, and repair is available=1."
52,7,v15-conflict-07-052,rotate_priority,hearthline:claim:7:7,orchardline:protect:7:4,none,0,0,1,0.873125,1,"rotate_priority chooses hearthline:claim:7:7; orchardline:protect:7:4 stays visible, and repair is available=1."
53,7,v15-conflict-07-053,protect_boundary,routeline:claim:7:0,rainline:protect:7:5,none,1,1,1,0.898,1,"protect_boundary chooses routeline:claim:7:0; rainline:protect:7:5 stays visible, and repair is available=1."
54,7,v15-conflict-07-054,split_access,hearthline:protect:7:6,marketline:claim:7:1,none,1,1,0,0.831,1,"split_access chooses hearthline:protect:7:6; marketline:claim:7:1 stays visible, and repair is available=0."
55,7,v15-conflict-07-055,repair_then_resume,ledgerline:claim:7:2,routeline:protect:7:7,none,0,1,1,0.831875,1,"repair_then_resume chooses ledgerline:claim:7:2; routeline:protect:7:7 stays visible, and repair is available=1."
56,8,v15-watch-08-056,repair_then_resume,none,none,none,0,0,0,0.83875,1,False alarm kept as observation only; no branch is blocked just because a noisy signal looked suspicious.
57,8,v15-conflict-08-057,public_reason_review,rainline:claim:8:4,ledgerline:protect:8:1,none,1,0,1,0.845625,1,"public_reason_review chooses rainline:claim:8:4; ledgerline:protect:8:1 stays visible, and repair is available=1."
58,8,v15-conflict-08-058,rotate_priority,hearthline:claim:8:5,orchardline:protect:8:2,none,0,1,1,0.8525,1,"rotate_priority chooses hearthline:claim:8:5; orchardline:protect:8:2 stays visible, and repair is available=1."
59,8,v15-conflict-08-059,protect_boundary,routeline:claim:8:6,rainline:protect:8:3,none,1,1,1,0.877375,1,"protect_boundary chooses routeline:claim:8:6; rainline:protect:8:3 stays visible, and repair is available=1."
60,8,v15-conflict-08-060,defer_low_urgency,hearthline:protect:8:4,marketline:claim:8:7,none,1,1,1,0.86625,1,"defer_low_urgency chooses hearthline:protect:8:4; marketline:claim:8:7 stays visible, and repair is available=1."
61,8,v15-conflict-08-061,defer_low_urgency,ledgerline:claim:8:0,routeline:protect:8:5,none,0,1,1,0.873125,1,"defer_low_urgency chooses ledgerline:claim:8:0; routeline:protect:8:5 stays visible, and repair is available=1."
62,8,v15-conflict-08-062,repair_then_resume,marketline:protect:8:6,orchardline:claim:8:1,none,1,1,1,0.88,1,"repair_then_resume chooses marketline:protect:8:6; orchardline:claim:8:1 stays visible, and repair is available=1."
63,8,v15-watch-08-063,public_reason_review,none,none,none,0,0,0,0.825,1,False alarm kept as observation only; no branch is blocked just because a noisy signal looked suspicious.
64,9,v15-conflict-09-064,rotate_priority,hearthline:claim:9:3,orchardline:protect:9:0,none,0,1,1,0.819875,1,"rotate_priority chooses hearthline:claim:9:3; orchardline:protect:9:0 stays visible, and repair is available=1."
65,9,v15-conflict-09-065,split_access,routeline:claim:9:4,rainline:protect:9:1,ledgerline:witness:9:6,1,0,1,0.84475,1,"split_access chooses routeline:claim:9:4; rainline:protect:9:1 stays visible, and repair is available=1."
66,9,v15-conflict-09-066,split_access,hearthline:protect:9:2,marketline:claim:9:5,none,1,1,1,0.863625,1,"split_access chooses hearthline:protect:9:2; marketline:claim:9:5 stays visible, and repair is available=1."
67,9,v15-conflict-09-067,defer_low_urgency,ledgerline:claim:9:6,routeline:protect:9:3,none,0,1,1,0.8525,1,"defer_low_urgency chooses ledgerline:claim:9:6; routeline:protect:9:3 stays visible, and repair is available=1."
68,9,v15-conflict-09-068,repair_then_resume,marketline:protect:9:4,orchardline:claim:9:7,none,1,1,1,0.859375,1,"repair_then_resume chooses marketline:protect:9:4; orchardline:claim:9:7 stays visible, and repair is available=1."
69,9,v15-conflict-09-069,public_reason_review,rainline:claim:9:0,ledgerline:protect:9:5,none,1,1,1,0.86625,1,"public_reason_review chooses rainline:claim:9:0; ledgerline:protect:9:5 stays visible, and repair is available=1."
70,9,v15-watch-09-070,protect_boundary,none,none,marketline:witness:9:3,0,0,0,0.891125,1,False alarm kept as observation only; no branch is blocked just because a noisy signal looked suspicious.
71,9,v15-conflict-09-071,protect_boundary,routeline:claim:9:2,rainline:protect:9:7,none,1,1,0,0.898,1,"protect_boundary chooses routeline:claim:9:2; rainline:protect:9:7 stays visible, and repair is available=0."
72,10,v15-conflict-10-072,split_access,hearthline:protect:10:0,marketline:claim:10:3,none,1,1,1,0.843,1,"split_access chooses hearthline:protect:10:0; marketline:claim:10:3 stays visible, and repair is available=1."
73,10,v15-conflict-10-073,defer_low_urgency,ledgerline:claim:10:4,routeline:protect:10:1,none,0,1,1,0.819875,1,"defer_low_urgency chooses ledgerline:claim:10:4; routeline:protect:10:1 stays visible, and repair is available=1."
74,10,v15-conflict-10-074,repair_then_resume,marketline:protect:10:2,orchardline:claim:10:5,none,1,1,1,0.83875,1,"repair_then_resume chooses marketline:protect:10:2; orchardline:claim:10:5 stays visible, and repair is available=1."
75,10,v15-conflict-10-075,rotate_priority,rainline:claim:10:6,ledgerline:protect:10:3,none,1,1,1,0.833625,1,"rotate_priority chooses rainline:claim:10:6; ledgerline:protect:10:3 stays visible, and repair is available=1."
76,10,v15-conflict-10-076,rotate_priority,hearthline:claim:10:7,orchardline:protect:10:4,none,0,0,1,0.8525,1,"rotate_priority chooses hearthline:claim:10:7; orchardline:protect:10:4 stays visible, and repair is available=1."
77,10,v15-watch-10-077,protect_boundary,none,none,none,0,0,0,0.877375,1,False alarm kept as observation only; no branch is blocked just because a noisy signal looked suspicious.
78,10,v15-conflict-10-078,split_access,hearthline:protect:10:6,marketline:claim:10:1,none,1,0,1,0.88425,1,"split_access chooses hearthline:protect:10:6; marketline:claim:10:1 stays visible, and repair is available=1."
79,10,v15-conflict-10-079,defer_low_urgency,ledgerline:claim:10:2,routeline:protect:10:7,none,0,1,1,0.873125,1,"defer_low_urgency chooses ledgerline:claim:10:2; routeline:protect:10:7 stays visible, and repair is available=1."
80,11,v15-conflict-11-080,public_reason_review,marketline:protect:11:0,orchardline:claim:11:3,none,1,1,1,0.868,1,"public_reason_review chooses marketline:protect:11:0; orchardline:claim:11:3 stays visible, and repair is available=1."
81,11,v15-conflict-11-081,public_reason_review,rainline:claim:11:4,ledgerline:protect:11:1,none,1,1,1,0.813,1,"public_reason_review chooses rainline:claim:11:4; ledgerline:protect:11:1 stays visible, and repair is available=1."
82,11,v15-conflict-11-082,rotate_priority,hearthline:claim:11:5,orchardline:protect:11:2,none,0,1,1,0.831875,1,"rotate_priority chooses hearthline:claim:11:5; orchardline:protect:11:2 stays visible, and repair is available=1."
83,11,v15-conflict-11-083,protect_boundary,routeline:claim:11:6,rainline:protect:11:3,none,1,1,1,0.85675,1,"protect_boundary chooses routeline:claim:11:6; rainline:protect:11:3 stays visible, and repair is available=1."
84,11,v15-watch-11-084,split_access,none,none,none,0,0,0,0.851625,1,False alarm kept as observation only; no branch is blocked just because a noisy signal looked suspicious.
85,11,v15-conflict-11-085,repair_then_resume,ledgerline:claim:11:0,routeline:protect:11:5,none,0,1,1,0.8405,1,"repair_then_resume chooses ledgerline:claim:11:0; routeline:protect:11:5 stays visible, and repair is available=1."
86,11,v15-conflict-11-086,repair_then_resume,marketline:protect:11:6,orchardline:claim:11:1,none,1,1,1,0.859375,1,"repair_then_resume chooses marketline:protect:11:6; orchardline:claim:11:1 stays visible, and repair is available=1."
87,11,v15-conflict-11-087,public_reason_review,rainline:claim:11:2,ledgerline:protect:11:7,none,1,1,1,0.86625,1,"public_reason_review chooses rainline:claim:11:2; ledgerline:protect:11:7 stays visible, and repair is available=1."
88,12,v15-conflict-12-088,rotate_priority,hearthline:claim:12:3,orchardline:protect:12:0,none,0,1,0,0.861125,1,"rotate_priority chooses hearthline:claim:12:3; orchardline:protect:12:0 stays visible, and repair is available=0."
89,12,v15-conflict-12-089,protect_boundary,routeline:claim:12:4,rainline:protect:12:1,none,1,1,1,0.898,1,"protect_boundary chooses routeline:claim:12:4; rainline:protect:12:1 stays visible, and repair is available=1."
90,12,v15-conflict-12-090,defer_low_urgency,hearthline:protect:12:2,marketline:claim:12:5,none,1,1,1,0.825,1,"defer_low_urgency chooses hearthline:protect:12:2; marketline:claim:12:5 stays visible, and repair is available=1."
91,12,v15-watch-12-091,defer_low_urgency,none,none,none,0,0,0,0.831875,1,False alarm kept as observation only; no branch is blocked just because a noisy signal looked suspicious.
92,12,v15-conflict-12-092,repair_then_resume,marketline:protect:12:4,orchardline:claim:12:7,none,1,1,1,0.83875,1,"repair_then_resume chooses marketline:protect:12:4; orchardline:claim:12:7 stays visible, and repair is available=1."
93,12,v15-conflict-12-093,public_reason_review,rainline:claim:12:0,ledgerline:protect:12:5,none,1,1,1,0.845625,1,"public_reason_review chooses rainline:claim:12:0; ledgerline:protect:12:5 stays visible, and repair is available=1."
94,12,v15-conflict-12-094,rotate_priority,hearthline:claim:12:1,orchardline:protect:12:6,none,0,1,1,0.8525,1,"rotate_priority chooses hearthline:claim:12:1; orchardline:protect:12:6 stays visible, and repair is available=1."
95,12,v15-conflict-12-095,split_access,routeline:claim:12:2,rainline:protect:12:7,ledgerline:witness:12:4,1,0,1,0.877375,1,"split_access chooses routeline:claim:12:2; rainline:protect:12:7 stays visible, and repair is available=1."
96,13,v15-conflict-13-096,split_access,hearthline:protect:13:0,marketline:claim:13:3,none,1,1,1,0.88425,1,"split_access chooses hearthline:protect:13:0; marketline:claim:13:3 stays visible, and repair is available=1."
97,13,v15-conflict-13-097,defer_low_urgency,ledgerline:claim:13:4,routeline:protect:13:1,none,0,1,1,0.861125,1,"defer_low_urgency chooses ledgerline:claim:13:4; routeline:protect:13:1 stays visible, and repair is available=1."
98,13,v15-watch-13-098,repair_then_resume,none,none,none,0,0,0,0.88,1,False alarm kept as observation only; no branch is blocked just because a noisy signal looked suspicious.
99,13,v15-conflict-13-099,public_reason_review,rainline:claim:13:6,ledgerline:protect:13:3,none,1,1,1,0.825,1,"public_reason_review chooses rainline:claim:13:6; ledgerline:protect:13:3 stays visible, and repair is available=1."
