seed,ablation,plan,count,mean_value,max_value
20260911,none,balanced_repair,232,1.7172400048928036,1.8
20260911,none,environment_first,4,1.1376535733048398,1.8
20260911,none,route_supply_window,153,1.7843610638440117,1.8
20260911,none,sanitize_care_window,149,1.7897673251979076,1.8
20260911,none,social_first,1,0.8211556192339817,0.8211556192339817
20260911,none,teaching_repair_window,1,1.8,1.8
20260912,none,balanced_repair,331,1.7485933788151071,1.8
20260912,none,environment_first,4,0.9567310768657064,1.8
20260912,none,route_supply_window,77,1.7842504600739537,1.8
20260912,none,sanitize_care_window,58,1.7612948394894632,1.8
20260912,none,teaching_repair_window,1,1.3046366571796844,1.3046366571796844
20260913,none,balanced_repair,295,1.7446646700774493,1.8
20260913,none,environment_first,1,1.336283485639386,1.336283485639386
20260913,none,route_supply_window,77,1.781991689707299,1.8
20260913,none,sanitize_care_window,93,1.8,1.8
20260913,none,social_first,4,1.2026479319867058,1.8
