controller,ablation,mean_maturation_score,mean_survival_score,mean_readiness_score,mean_development_score,mean_knowledge_score,mean_resilience_score,mean_final_alive,mean_alive_at_12h,mean_births,mean_deaths,mean_readiness_at_12h,mean_final_readiness,mean_readiness_delta,mean_final_pest_pressure,mean_final_structural_strain,mean_architecture_delta,mean_tool_system_delta,mean_knowledge_transfer,mean_adaptation_evidence,shock_gate_pass_rate,post_gate_shock_rate
behavior_gru,none,0.21190610772925145,0.0,0.38969375663808375,0.07313238153969566,0.07443665314958968,0.5102403629124326,0.0,14.0,0.0,14.0,0.32157669110682763,0.4062910085538648,0.26962434188719814,0.0,0.7373131788335265,-0.14,-0.33264999271891466,0.0,1.0,1.0,1.0
designed,none,1.0,1.0,0.9210224427186191,1.0,1.0,0.9667346372777506,17.8,14.0,3.8,0.0,0.4102244271861905,1.0,0.8633333333333335,0.0,0.0,0.86,1.3635999999999997,1.0,1.0,1.0,1.0
frame_mlp,none,0.18069469100162658,0.0,0.2845999760448784,0.052571643154067337,0.07847214499933604,0.4962268051119364,0.0,14.0,0.0,14.0,0.2758305395832693,0.292064684189263,0.15539801752259635,0.02579464421521856,0.6540606652700485,-0.14,-0.3307827435216234,0.0,1.0,1.0,1.0
reactive,none,0.06963742481533028,0.0,0.007604713428843939,0.0008024226463669451,0.022400000000000003,0.3559322725729686,0.0,14.0,0.0,14.0,0.020637743139602545,0.004457903590927473,-0.13220876307573917,0.6891219990282986,1.0,-0.14,-0.35440000000000005,0.0,1.0,1.0,1.0
recovery_gru,body,0.5156660910122733,1.0,0.4156345547954466,0.18870627778587848,0.10112785705005782,0.7888449176454511,14.0,14.0,0.0,0.0,0.33759560375595427,0.4339488572952853,0.2972821906286187,0.0003844110595772484,0.4422993390098896,0.10916941032059502,0.2076583855616919,0.0,1.0,1.0,1.0
recovery_gru,environment,0.45495177750778887,1.0,0.2905739582942951,0.05467401774578538,0.09883923894239534,0.7692496985400986,14.0,14.0,0.0,0.0,0.2758272228817852,0.29885367727967793,0.1621870106130113,0.0,0.3078896867387398,-0.06447993563367962,-0.3308669805841203,0.0,1.0,1.0,1.0
recovery_gru,infrastructure,0.47064058329964686,1.0,0.3208103112721313,0.08096713897494032,0.09848391279415822,0.7871958597349,14.0,14.0,0.0,0.0,0.29152468029030015,0.3314293673217059,0.1947627006550393,0.011712088310645033,0.2010344497150144,0.05003673943766655,-0.21971592896349118,0.0,1.0,1.0,1.0
recovery_gru,none,0.4695888423258108,1.0,0.33729067730163875,0.06399181936868797,0.10222502535512916,0.7749150657936623,14.0,14.0,0.0,0.0,0.2981182137208776,0.3494077908290351,0.2127411241623685,0.028609188926797546,0.3466037974066179,-0.04601583627266114,-0.17553184323544024,0.0,1.0,1.0,1.0
recovery_gru,previous_action,0.5988398141425127,1.0,0.4901481894294636,0.471764970233124,0.09547956636284918,0.8420806889708935,14.0,14.0,0.0,0.0,0.34279566859613525,0.518032525647557,0.3813658589808903,0.0,0.059206444144171574,0.6444358352944641,0.3069913737907747,0.0,1.0,1.0,1.0
recovery_gru,readiness,0.461640916462121,1.0,0.31077444339208105,0.06012037250438214,0.09690667081849691,0.7751439345343646,14.0,14.0,0.0,0.0,0.2885218870236059,0.320366198511046,0.18369953184437934,0.017900056505268703,0.28841288375723656,-0.013208966436542074,-0.24000227783024491,0.0,1.0,1.0,1.0
recovery_gru,social_culture,0.4593978195262179,0.9857142857142858,0.31824584913981235,0.06245872307643169,0.09199890932922919,0.7719450153753169,13.8,14.0,0.0,0.2,0.2997661837518226,0.32757867132344326,0.19091200465677666,0.027052393087569494,0.28993423082786185,-0.019907725068829936,-0.16484933282409897,0.0,1.0,1.0,1.0
recovery_gru,tools,0.5397234782161687,1.0,0.43562641355782655,0.2838829068698844,0.09965975851944787,0.7913944234733439,14.0,14.0,0.0,0.0,0.35249760144075043,0.454973469788354,0.31830680312168735,0.03143770155886254,0.4455122279065883,0.07046926837344052,0.5194668990986531,0.0,1.0,1.0,1.0
