seed,snapshot_id,session_id,saved_branch_count,restored_branch_count,state_keys,restore_preserved_source_ids,return_greeting_mentions_branch
36217,36217-SRS-01,36217-HRS-01,6,6,avatarHintDivergence;hintBranchPersistence;emergentPracticeGraph;villageBoard;realityConstraintLedger,True,True
36217,36217-SRS-02,36217-HRS-02,6,6,avatarHintDivergence;hintBranchPersistence;emergentPracticeGraph;villageBoard;realityConstraintLedger,True,True
36217,36217-SRS-03,36217-HRS-03,6,6,avatarHintDivergence;hintBranchPersistence;emergentPracticeGraph;villageBoard;realityConstraintLedger,True,True
36231,36231-SRS-01,36231-HRS-01,6,6,avatarHintDivergence;hintBranchPersistence;emergentPracticeGraph;villageBoard;realityConstraintLedger,True,True
36231,36231-SRS-02,36231-HRS-02,6,6,avatarHintDivergence;hintBranchPersistence;emergentPracticeGraph;villageBoard;realityConstraintLedger,True,True
36231,36231-SRS-03,36231-HRS-03,6,6,avatarHintDivergence;hintBranchPersistence;emergentPracticeGraph;villageBoard;realityConstraintLedger,True,True
36247,36247-SRS-01,36247-HRS-01,6,6,avatarHintDivergence;hintBranchPersistence;emergentPracticeGraph;villageBoard;realityConstraintLedger,True,True
36247,36247-SRS-02,36247-HRS-02,6,6,avatarHintDivergence;hintBranchPersistence;emergentPracticeGraph;villageBoard;realityConstraintLedger,True,True
36247,36247-SRS-03,36247-HRS-03,6,6,avatarHintDivergence;hintBranchPersistence;emergentPracticeGraph;villageBoard;realityConstraintLedger,True,True
36263,36263-SRS-01,36263-HRS-01,6,6,avatarHintDivergence;hintBranchPersistence;emergentPracticeGraph;villageBoard;realityConstraintLedger,True,True
36263,36263-SRS-02,36263-HRS-02,6,6,avatarHintDivergence;hintBranchPersistence;emergentPracticeGraph;villageBoard;realityConstraintLedger,True,True
36263,36263-SRS-03,36263-HRS-03,6,6,avatarHintDivergence;hintBranchPersistence;emergentPracticeGraph;villageBoard;realityConstraintLedger,True,True
36281,36281-SRS-01,36281-HRS-01,6,6,avatarHintDivergence;hintBranchPersistence;emergentPracticeGraph;villageBoard;realityConstraintLedger,True,True
36281,36281-SRS-02,36281-HRS-02,6,6,avatarHintDivergence;hintBranchPersistence;emergentPracticeGraph;villageBoard;realityConstraintLedger,True,True
36281,36281-SRS-03,36281-HRS-03,6,6,avatarHintDivergence;hintBranchPersistence;emergentPracticeGraph;villageBoard;realityConstraintLedger,True,True
36307,36307-SRS-01,36307-HRS-01,6,6,avatarHintDivergence;hintBranchPersistence;emergentPracticeGraph;villageBoard;realityConstraintLedger,True,True
36307,36307-SRS-02,36307-HRS-02,6,6,avatarHintDivergence;hintBranchPersistence;emergentPracticeGraph;villageBoard;realityConstraintLedger,True,True
36307,36307-SRS-03,36307-HRS-03,6,6,avatarHintDivergence;hintBranchPersistence;emergentPracticeGraph;villageBoard;realityConstraintLedger,True,True
36319,36319-SRS-01,36319-HRS-01,6,6,avatarHintDivergence;hintBranchPersistence;emergentPracticeGraph;villageBoard;realityConstraintLedger,True,True
36319,36319-SRS-02,36319-HRS-02,6,6,avatarHintDivergence;hintBranchPersistence;emergentPracticeGraph;villageBoard;realityConstraintLedger,True,True
36319,36319-SRS-03,36319-HRS-03,6,6,avatarHintDivergence;hintBranchPersistence;emergentPracticeGraph;villageBoard;realityConstraintLedger,True,True
36343,36343-SRS-01,36343-HRS-01,6,6,avatarHintDivergence;hintBranchPersistence;emergentPracticeGraph;villageBoard;realityConstraintLedger,True,True
36343,36343-SRS-02,36343-HRS-02,6,6,avatarHintDivergence;hintBranchPersistence;emergentPracticeGraph;villageBoard;realityConstraintLedger,True,True
36343,36343-SRS-03,36343-HRS-03,6,6,avatarHintDivergence;hintBranchPersistence;emergentPracticeGraph;villageBoard;realityConstraintLedger,True,True
