controller,ablation,mean_total_score,mean_maturation_score,mean_crisis_score,mean_resolved_rate,mean_env_response_rate,mean_social_response_rate,mean_coupled_response_rate,mean_crisis_damage,mean_final_alive,mean_alive_at_12h,mean_births,mean_architecture_tier,mean_tool_tier,mean_knowledge_transfer,mean_adaptation_evidence,shock_gate_pass_rate,post_gate_shock_rate
designed,none,0.7547741320325064,0.97010592,0.5214980284010551,1.0,0.07651766872896333,0.9234823312710366,0.0,0.05286277599698559,11.6,14.0,2.2,4.0,4.0,1.0,1.0,1.0,1.0
fixed_joint_gru,none,0.6858269603527838,0.9854063999999999,0.36128256740163284,0.7266666666666667,0.7011380060900902,1.0,0.7011380060900902,1.10615172088594,13.6,14.0,4.2,3.8,4.0,1.0,1.0,1.0,1.0
frame_mlp,none,0.2836601883511588,0.545500362213767,0.0,0.0,0.2799601968446953,0.0,0.0,2.6322437299863504,9.4,14.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0
gru,none,0.49024241888765563,0.9427738824762608,0.0,0.03333333333333333,0.06709129511677282,0.6078023219045037,0.03354564755838641,1.7524557930368174,12.0,14.0,2.6,3.0,4.0,0.8325545847905265,1.0,1.0,1.0
policy_value_allocator_gru,body,0.7327451233084185,0.963767813100754,0.4824705427000551,0.8266666666666668,0.7951822279257278,1.0,0.7951822279257278,1.0428206797985013,12.8,14.0,3.4,4.0,3.2,1.0,1.0,1.0,1.0
policy_value_allocator_gru,environment,0.5174144890955474,0.9950278636452836,0.0,0.0,0.0,1.0,0.0,1.7606199734553123,13.0,14.0,3.6,3.0,4.0,1.0,1.0,1.0,1.0
policy_value_allocator_gru,infrastructure,0.6277608480670969,0.8511443787466989,0.3857620231641947,0.76,0.7334382689245911,1.0,0.7334382689245911,1.1318774608517168,11.6,14.0,2.2,4.0,0.0,0.15355326276243295,1.0,1.0,1.0
policy_value_allocator_gru,none,0.61985262138522,0.9854063999999999,0.223836027885875,0.6266666666666667,0.617853611969249,1.0,0.617853611969249,1.2313069850440463,13.6,14.0,4.2,3.6,4.0,1.0,1.0,1.0,1.0
policy_value_allocator_gru,previous_action,0.6119055510019189,0.9431306948022055,0.25307831188494173,0.6533333333333333,0.593307589196405,1.0,0.593307589196405,1.1523109029902687,10.8,14.0,2.6,3.0,4.0,1.0,1.0,1.0,1.0
policy_value_allocator_gru,social_culture,0.5175776564705883,0.9953416470588236,0.0,0.0,0.7841881861838108,0.0,0.0,2.3470274080767486,13.4,14.0,4.0,3.8,4.0,1.0,1.0,1.0,1.0
policy_value_allocator_gru,tools,0.6746871675488241,0.9939078196249327,0.3288647944663731,0.6866666666666666,0.6656306967833887,1.0,0.6656306967833887,1.088620630262823,12.8,14.0,3.4,4.0,4.0,0.9296847949109441,1.0,1.0,1.0
reactive,none,0.09479055483757873,0.18228952853380523,0.0,0.0,0.13873326400623942,0.0,0.0,2.4133480218652297,0.8,14.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
return_selected_gru,none,0.516042176,0.9923888,0.0,0.0,0.1679707627731944,0.5094507395043666,0.003992807314008405,2.093612936513021,13.8,14.0,4.4,3.0,4.0,1.0,1.0,1.0,1.0
seed_allocator_gru,none,0.6858269603527838,0.9854063999999999,0.36128256740163284,0.7266666666666667,0.7011380060900902,1.0,0.7011380060900902,1.10615172088594,13.6,14.0,4.2,3.8,4.0,1.0,1.0,1.0,1.0
