refusal_id,reentry_id,lineage,agent,requested_old_access,refusal_given,refusal_reason,safe_alternative,overblocking,underblocking,dignity_preserved,relationship_damage_bounded
1,1,Hearthline,Sova,resume old tool/route access immediately,True,society changed during absence; access must be renegotiated publicly,"one watched public task, review tomorrow",False,False,True,True
2,1,Routeline,Keth,resume old tool/route access immediately,True,society changed during absence; access must be renegotiated publicly,"one watched public task, review tomorrow",False,False,True,True
3,1,Marketline,Melo,resume old tool/route access immediately,True,society changed during absence; access must be renegotiated publicly,"one watched public task, review tomorrow",False,False,True,True
4,1,Ledgerline,Nari,resume old tool/route access immediately,True,society changed during absence; access must be renegotiated publicly,"one watched public task, review tomorrow",False,False,True,True
5,1,Orchardline,Ori,resume old tool/route access immediately,True,society changed during absence; access must be renegotiated publicly,"one watched public task, review tomorrow",False,False,True,True
6,1,Rainline,Vonn,resume old tool/route access immediately,True,society changed during absence; access must be renegotiated publicly,"one watched public task, review tomorrow",False,False,True,True
7,2,Hearthline,Sova,resume old tool/route access immediately,True,society changed during absence; access must be renegotiated publicly,"one watched public task, review tomorrow",False,False,True,True
8,2,Routeline,Keth,resume old tool/route access immediately,True,society changed during absence; access must be renegotiated publicly,"one watched public task, review tomorrow",False,False,True,True
9,2,Marketline,Melo,resume old tool/route access immediately,True,society changed during absence; access must be renegotiated publicly,"one watched public task, review tomorrow",False,False,True,True
10,2,Ledgerline,Nari,resume old tool/route access immediately,True,society changed during absence; access must be renegotiated publicly,"one watched public task, review tomorrow",False,False,True,True
11,2,Orchardline,Ori,resume old tool/route access immediately,True,society changed during absence; access must be renegotiated publicly,"one watched public task, review tomorrow",False,False,True,True
12,2,Rainline,Vonn,resume old tool/route access immediately,True,society changed during absence; access must be renegotiated publicly,"one watched public task, review tomorrow",False,False,True,True
13,3,Hearthline,Sova,resume old tool/route access immediately,True,society changed during absence; access must be renegotiated publicly,"one watched public task, review tomorrow",False,False,True,True
14,3,Routeline,Keth,resume old tool/route access immediately,True,society changed during absence; access must be renegotiated publicly,"one watched public task, review tomorrow",False,False,True,True
15,3,Marketline,Melo,resume old tool/route access immediately,True,society changed during absence; access must be renegotiated publicly,"one watched public task, review tomorrow",False,False,True,True
16,3,Ledgerline,Nari,resume old tool/route access immediately,True,society changed during absence; access must be renegotiated publicly,"one watched public task, review tomorrow",False,False,True,True
17,3,Orchardline,Ori,resume old tool/route access immediately,True,society changed during absence; access must be renegotiated publicly,"one watched public task, review tomorrow",False,False,True,True
18,3,Rainline,Vonn,resume old tool/route access immediately,True,society changed during absence; access must be renegotiated publicly,"one watched public task, review tomorrow",False,False,True,True
19,4,Hearthline,Sova,resume old tool/route access immediately,True,society changed during absence; access must be renegotiated publicly,"one watched public task, review tomorrow",False,False,True,True
20,4,Routeline,Keth,resume old tool/route access immediately,True,society changed during absence; access must be renegotiated publicly,"one watched public task, review tomorrow",False,False,True,True
21,4,Marketline,Melo,resume old tool/route access immediately,True,society changed during absence; access must be renegotiated publicly,"one watched public task, review tomorrow",False,False,True,True
22,4,Ledgerline,Nari,resume old tool/route access immediately,True,society changed during absence; access must be renegotiated publicly,"one watched public task, review tomorrow",False,False,True,True
23,4,Orchardline,Ori,resume old tool/route access immediately,True,society changed during absence; access must be renegotiated publicly,"one watched public task, review tomorrow",False,False,True,True
24,4,Rainline,Vonn,resume old tool/route access immediately,True,society changed during absence; access must be renegotiated publicly,"one watched public task, review tomorrow",False,False,True,True
25,5,Hearthline,Sova,resume old tool/route access immediately,True,society changed during absence; access must be renegotiated publicly,"one watched public task, review tomorrow",False,False,True,True
26,5,Routeline,Keth,resume old tool/route access immediately,True,society changed during absence; access must be renegotiated publicly,"one watched public task, review tomorrow",False,False,True,True
27,5,Marketline,Melo,resume old tool/route access immediately,True,society changed during absence; access must be renegotiated publicly,"summary only today, watched task tomorrow",False,False,True,True
28,5,Ledgerline,Nari,resume old tool/route access immediately,True,society changed during absence; access must be renegotiated publicly,"one watched public task, review tomorrow",False,False,True,True
29,5,Orchardline,Ori,resume old tool/route access immediately,True,society changed during absence; access must be renegotiated publicly,"summary only today, watched task tomorrow",False,False,True,True
30,5,Rainline,Vonn,resume old tool/route access immediately,True,society changed during absence; access must be renegotiated publicly,"one watched public task, review tomorrow",False,False,True,True
