controller,ablation,mean_total_score,mean_maturation_score,mean_crisis_score,mean_resolved_rate,mean_env_response_rate,mean_social_response_rate,mean_coupled_response_rate,mean_crisis_damage,mean_final_alive,mean_alive_at_12h,mean_births,mean_architecture_tier,mean_tool_tier,mean_knowledge_transfer,mean_adaptation_evidence,shock_gate_pass_rate,post_gate_shock_rate
adaptive_allocator_gru,body,0.5259666267835641,0.9619254801245269,0.053677868997521104,0.5133333333333333,0.5076769431176726,1.0,0.5076769431176726,1.464215858225814,12.8,14.0,3.4,3.0,3.0,1.0,1.0,1.0,1.0
adaptive_allocator_gru,environment,0.5174144104903999,0.9950277124815383,0.0,0.0,0.0,1.0,0.0,1.763698614586109,13.0,14.0,3.6,3.0,4.0,1.0,1.0,1.0,1.0
adaptive_allocator_gru,infrastructure,0.49640900651541847,0.8578712173058438,0.10482494482579115,0.52,0.5199693329018829,1.0,0.5199693329018829,1.4618444880377524,11.8,14.0,2.4,4.0,0.0,0.188991963674817,1.0,1.0,1.0
adaptive_allocator_gru,none,0.6237421833446943,0.9923888,0.22437501530144632,0.62,0.6154337645072936,1.0,0.6154337645072936,1.2253545640967651,14.4,14.0,5.0,3.0,4.0,1.0,1.0,1.0,1.0
adaptive_allocator_gru,previous_action,0.5260017790406745,0.9121155216839979,0.10771189117707422,0.44666666666666666,0.4038528901193219,1.0,0.4038528901193219,1.3379141369295702,9.6,14.0,1.8,3.0,4.0,1.0,1.0,1.0,1.0
adaptive_allocator_gru,social_culture,0.5189139130510844,0.9979113712520853,0.0,0.0,0.5115221998814433,0.0,0.0,2.054979202583136,13.0,14.0,3.6,3.0,4.0,1.0,1.0,1.0,1.0
adaptive_allocator_gru,tools,0.5663425050744995,0.992649400682492,0.1045100348325076,0.48,0.49174231340455954,1.0,0.49174231340455954,1.1741746339136347,12.8,14.0,3.4,3.0,4.0,0.9819885095275431,1.0,1.0,1.0
designed,none,0.7547741320325064,0.97010592,0.5214980284010551,1.0,0.07651766872896333,0.9234823312710366,0.0,0.05286277599698559,11.6,14.0,2.2,4.0,4.0,1.0,1.0,1.0,1.0
fixed_joint_gru,none,0.593666169559217,0.9923888,0.16171665324836876,0.58,0.5756378461399467,1.0,0.5756378461399467,1.3096775163548888,14.8,14.0,5.4,3.0,4.0,1.0,1.0,1.0,1.0
frame_mlp,none,0.2836601883511588,0.545500362213767,0.0,0.0,0.2799601968446953,0.0,0.0,2.6322437299863504,9.4,14.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0
gru,none,0.49024241888765563,0.9427738824762608,0.0,0.03333333333333333,0.06709129511677282,0.6078023219045037,0.03354564755838641,1.7524557930368174,12.0,14.0,2.6,3.0,4.0,0.8325545847905265,1.0,1.0,1.0
reactive,none,0.09479055483757873,0.18228952853380523,0.0,0.0,0.13873326400623942,0.0,0.0,2.4133480218652297,0.8,14.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
return_selected_gru,none,0.516042176,0.9923888,0.0,0.0,0.1679707627731944,0.5094507395043666,0.003992807314008405,2.093612936513021,13.8,14.0,4.4,3.0,4.0,1.0,1.0,1.0,1.0
