controller,ablation,mean_total_score,mean_maturation_score,mean_crisis_score,mean_resolved_rate,mean_env_response_rate,mean_social_response_rate,mean_coupled_response_rate,mean_crisis_damage,mean_final_alive,mean_alive_at_12h,mean_births,mean_architecture_tier,mean_tool_tier,mean_knowledge_transfer,mean_adaptation_evidence,shock_gate_pass_rate,post_gate_shock_rate
designed,none,0.7732349188006651,1.0,0.5275727475013856,1.0,0.07692307692307693,0.9230769230769231,0.0,0.03550643571032692,16.6,14.0,2.6,4.0,4.0,1.0,1.0,1.0,1.0
environment_bottleneck_gru,body,0.5000888058075046,0.9617092419375087,0.0,0.25,0.23012820512820512,0.8429487179487178,0.19743589743589746,1.3009179920659293,15.6,14.0,1.6,4.0,2.8,1.0,1.0,1.0,1.0
environment_bottleneck_gru,environment,0.5164775747822083,0.9932261053504007,0.0,0.25,0.25,0.442948717948718,0.10064102564102564,1.5584342242775182,17.4,14.0,3.4,4.0,4.0,1.0,1.0,1.0,1.0
environment_bottleneck_gru,infrastructure,0.4572131199999999,0.879256,0.0,0.25,0.2641025641025641,0.6435897435897436,0.19230769230769232,1.3670975305468784,14.0,14.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0
environment_bottleneck_gru,none,0.5108655257782406,0.9824337034196933,0.0,0.25,0.24294871794871792,0.6019230769230769,0.16025641025641027,1.4372818340570799,15.6,14.0,1.6,4.0,4.0,1.0,1.0,1.0,1.0
environment_bottleneck_gru,previous_action,0.52,1.0,0.0,0.25,0.25064102564102564,0.5923076923076923,0.1685897435897436,1.4297724917216046,17.8,14.0,3.8,4.0,4.0,1.0,1.0,1.0,1.0
environment_bottleneck_gru,social_culture,0.518472448,0.9970623999999999,0.0,0.25,0.241025641025641,0.5871794871794871,0.1621794871794872,1.4729738221467146,15.0,14.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0
environment_bottleneck_gru,tools,0.5163245349166093,0.9929317979165564,0.0,0.25,0.24807692307692308,0.5685897435897436,0.1519230769230769,1.4318377041311747,15.8,14.0,1.8,4.0,4.0,1.0,1.0,1.0,1.0
frame_mlp,none,0.32986810374413483,0.63436173796949,0.0,0.0,0.25,0.0,0.0,1.8765732459322357,14.0,14.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0
gru,none,0.5192362239999999,0.9985312000000001,0.0,0.0,0.0,0.25,0.0,1.2649199334987213,15.6,14.0,1.6,3.4,4.0,1.0,1.0,1.0,1.0
reactive,none,0.24007509448982875,0.4616828740189014,0.0,0.0,0.11730769230769231,0.0,0.0,1.8788575588279564,14.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
repair_critic_baseline,none,0.518472448,0.9970623999999999,0.0,0.1,0.1794871794871795,0.2551282051282051,0.029487179487179487,1.3038520830534956,15.4,14.0,1.4,4.0,4.0,1.0,1.0,1.0,1.0
return_selected_gru,none,0.518472448,0.9970623999999999,0.0,0.1,0.1794871794871795,0.2551282051282051,0.029487179487179487,1.3038520830534956,15.4,14.0,1.4,4.0,4.0,1.0,1.0,1.0,1.0
