channel,passed,score,evidence,failure_if_false
continuity_and_social_panels_present,True,1.0,maintained shell exposes both continuity-loop and resident social-memory panels,reviewers would not see the integrated loop and relationship state together
generated_source_of_truth,True,1.0,runContinuityLoop calls resident social-memory actions from the generator,regeneration would drop social memory out of the main loop
one_button_required_events,True,1.0,"generated app required-event spine includes avatar, repair, social-memory, save, and replay actions",main continuity loop would still be missing one or more non-toy requirements
relationship_excerpt_in_loop_status,True,1.0,continuity-loop panel embeds public resident relationship evidence,social memory would remain a separate panel rather than part of the integrated receipt
browser_integrated_loop_coverage,True,1.0,"{'before': 'Selected: Ari | entered=false | room=arrival court\nLoop coverage: 0/13 -> \nResident: repair awning | debt 1 | trust 0.580 | progress 0.360 | memory: met avatar at arrival court\nContinuity signals: history 0 | checkpoints 0 | replay rows 0 | export bytes 0\nRelationship excerpt:\nSelected tie: Ari -> Fay | trust 0.560 | debt 1 | memory: Fay lent dry awning cloth\nPersistent key: ssrm_v61_app_shell_resident_relationships\nPublic resident-to-resident network:\n* Ari -> Fay | trust 0.560 | debt 1 | memory: Fay lent dry awning cloth\n  Fay -> Milo | trust 0.520 | debt 0 | memory: Milo carried herb crates\nRecent loop events:\nrun the continuity loop to create an integrated sequence\nRecent selected-resident history:\nno selected-resident history yet', 'after': ""Selected: Fay | entered=true | room=arrival court\nLoop coverage: 13/13 -> enterWorld, askSchedule, borrowTool, waitOffscreen, interruptWork, apologizeToResident, giveSpace, completeTrustRepair, runSocialMemoryPulse, settleSelectedRelationship, saveWorld, exportReplay, runContinuityLoop\nResident: sort herbs | debt 0 | trust 0.624 | progress 0.559 | memory: avatar repaired trust with concrete help\nContinuity signals: history 9 | checkpoints 4 | replay rows 13 | export bytes 2442\nRelationship excerpt:\nSelected tie: Fay -> Milo | trust 0.546 | debt 0 | memory: Fay settled an obligation with Milo\nPersistent key: ssrm_v61_app_shell_resident_relationships\nPublic resident-to-resident network:\n  Ari -> Fay | trust 0.572 | debt 1 | memory: Fay remembered the awning cloth and checked Ari's repair\n* Fay -> Milo | trust 0.546 | debt 0 | memory: Fay settled an obligation with Milo\nRecent loop events:\nt1 askSchedule\nt2 borrowTool\nt3 waitOffscreen\nt4 interruptWork\nt5 apologizeToResident\nt6 giveSpace\nt7 completeTrustRepair\nt8 runSocialMemoryPulse\nt9 settleSelectedRelationship\nt10 saveWorld\nt11 exportReplay\nt12 runContinuityLoop\nRecent selected-resident history:\nt5 trust repair: avatar apologized and named the interruption\nt6 trust repair: avatar gave space and let work continue\nt7 trust repair: avatar repaired trust with concrete help\nt8 resident social memory witness: Ari: Fay remembered the awning cloth and checked Ari's repair\nt8 resident social memory: Milo: Milo carried herb crates before rain\nt9 resident debt settled: Milo: settled obligation with Milo"", 'missing_events': []}",one-button browser run did not cover all integrated events
browser_relationship_in_loop,True,1.0,"{'continuity': ""Selected: Fay | entered=true | room=arrival court\nLoop coverage: 13/13 -> enterWorld, askSchedule, borrowTool, waitOffscreen, interruptWork, apologizeToResident, giveSpace, completeTrustRepair, runSocialMemoryPulse, settleSelectedRelationship, saveWorld, exportReplay, runContinuityLoop\nResident: sort herbs | debt 0 | trust 0.624 | progress 0.559 | memory: avatar repaired trust with concrete help\nContinuity signals: history 9 | checkpoints 4 | replay rows 13 | export bytes 2442\nRelationship excerpt:\nSelected tie: Fay -> Milo | trust 0.546 | debt 0 | memory: Fay settled an obligation with Milo\nPersistent key: ssrm_v61_app_shell_resident_relationships\nPublic resident-to-resident network:\n  Ari -> Fay | trust 0.572 | debt 1 | memory: Fay remembered the awning cloth and checked Ari's repair\n* Fay -> Milo | trust 0.546 | debt 0 | memory: Fay settled an obligation with Milo\nRecent loop events:\nt1 askSchedule\nt2 borrowTool\nt3 waitOffscreen\nt4 interruptWork\nt5 apologizeToResident\nt6 giveSpace\nt7 completeTrustRepair\nt8 runSocialMemoryPulse\nt9 settleSelectedRelationship\nt10 saveWorld\nt11 exportReplay\nt12 runContinuityLoop\nRecent selected-resident history:\nt5 trust repair: avatar apologized and named the interruption\nt6 trust repair: avatar gave space and let work continue\nt7 trust repair: avatar repaired trust with concrete help\nt8 resident social memory witness: Ari: Fay remembered the awning cloth and checked Ari's repair\nt8 resident social memory: Milo: Milo carried herb crates before rain\nt9 resident debt settled: Milo: settled obligation with Milo"", 'relationship': ""Selected tie: Fay -> Milo | trust 0.546 | debt 0 | memory: Fay settled an obligation with Milo\nPersistent key: ssrm_v61_app_shell_resident_relationships\nPublic resident-to-resident network:\n  Ari -> Fay | trust 0.572 | debt 1 | memory: Fay remembered the awning cloth and checked Ari's repair\n* Fay -> Milo | trust 0.546 | debt 0 | memory: Fay settled an obligation with Milo\n  Milo -> Sera | trust 0.502 | debt 1 | memory: Sera kept water jars safe for Milo\n  Sera -> Tovan | trust 0.558 | debt 1 | memory: Tovan marked the quiet drying route\n  Tovan -> Nia | trust 0.512 | debt 1 | memory: Nia sorted route tokens without losing names\n  Nia -> Ari | trust 0.578 | debt 0 | memory: Ari repaired the shelf Nia uses at dawn""}",continuity-loop output did not include resident-to-resident relationship state
browser_consequence_stack_visible,True,1.0,"{'trust': ""Selected: Fay | trust 0.624 | debt 0 | progress 0.559\nState: repair completed through concrete help\nRecent public history:\nt5 trust repair: avatar apologized and named the interruption -> trust 0.578 debt 1 progress 0.521\nt6 trust repair: avatar gave space and let work continue -> trust 0.59 debt 1 progress 0.531\nt7 trust repair: avatar repaired trust with concrete help -> trust 0.624 debt 0 progress 0.559\nt8 resident social memory witness: Ari: Fay remembered the awning cloth and checked Ari's repair -> trust 0.624 debt 0 progress 0.559\nt8 resident social memory: Milo: Milo carried herb crates before rain -> trust 0.624 debt 0 progress 0.559\nt9 resident debt settled: Milo: settled obligation with Milo -> trust 0.624 debt 0 progress 0.559"", 'history': ""  Ari now: debt 1 / trust 0.579 / progress 0.378 / memory: met avatar at arrival court\n  t3 state update: trust/debt/progress changed -> debt 1 trust 0.579 progress 0.378\n  t8 resident social memory: Fay: Fay remembered the awning cloth and checked Ari's repair -> debt 1 trust 0.579 progress 0.378\n  t8 resident social memory witness: Nia: Ari repaired the shelf Nia uses at dawn -> debt 1 trust 0.579 progress 0.378\n* Fay now: debt 0 / trust 0.624 / progress 0.559 / memory: avatar repaired trust with concrete help\n  t7 trust repair: avatar repaired trust with concrete help -> debt 0 trust 0.624 progress 0.559\n  t8 resident social memory witness: Ari: Fay remembered the awning cloth and checked Ari's repair -> debt 0 trust 0.624 progress 0.559\n  t8 resident social memory: Milo: Milo carried herb crates before rain -> debt 0 trust 0.624 progress 0.559\n  t9 resident debt settled: Milo: settled obligation with Milo -> debt 0 trust 0.624 progress 0.559\n  Milo now: debt 2 / trust 0.479 / progress 0.264 / memory: tool loan pending\n  t3 state update: trust/debt/progress changed -> debt 2 trust 0.479 progress 0.264\n  t8 resident social memory witness: Fay: Milo carried herb crates before rain -> debt 2 trust 0.479 progress 0.264\n  t8 resident social memory: Sera: Sera kept water jars safe for Milo -> debt 2 trust 0.479 progress 0.264\n  t9 resident debt received: Fay: Fay settled an obligation -> debt 2 trust 0.479 progress 0.264\n  Sera now: debt 1 / trust 0.542 / progress 0.447 / memory: asked for quiet\n  t3 state update: trust/debt/progress changed -> debt 1 trust 0.542 progress 0.447\n  t8 resident social memory witness: Milo: Sera kept water jars safe for Milo -> debt 1 trust 0.542 progress 0.447\n  t8 resident social memory: Tovan: Tovan marked the quiet drying route -> debt 1 trust 0.542 progress 0.447\n  Tovan now: debt 1 / trust 0.509 / progress 0.420 / memory: keeps route tokens\n  t3 state update: trust/debt/progress changed -> debt 1 trust 0.509 progress 0.42\n  t8 resident social memory witness: Sera: Tovan marked the quiet drying route -> debt 1 trust 0.509 progress 0.42\n  t8 resident social memory: Nia: Nia sorted route tokens without losing names -> debt 1 trust 0.509 progress 0.42\n  Nia now: debt 0 / trust 0.612 / progress 0.503 / memory: remembers quiet greeting\n  t3 state update: trust/debt/progress changed -> debt 0 trust 0.612 progress 0.503\n  t8 resident social memory witness: Tovan: Nia sorted route tokens without losing names -> debt 0 trust 0.612 progress 0.503\n  t8 resident social memory: Ari: Ari repaired the shelf Nia uses at dawn -> debt 0 trust 0.612 progress 0.503"", 'relationship': ""Selected tie: Fay -> Milo | trust 0.546 | debt 0 | memory: Fay settled an obligation with Milo\nPersistent key: ssrm_v61_app_shell_resident_relationships\nPublic resident-to-resident network:\n  Ari -> Fay | trust 0.572 | debt 1 | memory: Fay remembered the awning cloth and checked Ari's repair\n* Fay -> Milo | trust 0.546 | debt 0 | memory: Fay settled an obligation with Milo\n  Milo -> Sera | trust 0.502 | debt 1 | memory: Sera kept water jars safe for Milo\n  Sera -> Tovan | trust 0.558 | debt 1 | memory: Tovan marked the quiet drying route\n  Tovan -> Nia | trust 0.512 | debt 1 | memory: Nia sorted route tokens without losing names\n  Nia -> Ari | trust 0.578 | debt 0 | memory: Ari repaired the shelf Nia uses at dawn""}","debt, trust repair, social settlement, and history were not visible together"
browser_replay_export_visible,True,1.0,"{'replay': '13 rows', 'exportLinkPresent': True, 'exportBytes': 2442, 'transcript': 't0 arrival court / Fay: avatar entered the world boundary-visible\nt1 arrival court / Fay: asked schedule: sort herbs\nt2 arrival court / Fay: borrowed tool; debt increases\nt3 arrival court / Fay: waited offscreen; resident progress advanced\nt4 arrival court / Fay: interruptWork\nt5 arrival court / Fay: apologizeToResident\nt6 arrival court / Fay: giveSpace\nt7 arrival court / Fay: completeTrustRepair\nt8 arrival court / Fay: ran resident-to-resident social memory pulse pairs=6\nt9 arrival court / Fay: settled resident-to-resident obligation Fay -> Milo debt=0 trust=0.546\nt10 arrival court / Fay: saved local snapshot\nt11 arrival court / Fay: prepared replay export rows=11 bytes=2442\nt12 arrival court / Fay: runContinuityLoop', 'checkpoints': 'resident social pulse @ t8 | arrival court | Fay | debt 0 trust 0.624 | progress 0.559 | replay 8\nmanual save @ t10 | arrival court | Fay | debt 0 trust 0.624 | progress 0.559 | replay 10\nreplay export @ t11 | arrival court | Fay | debt 0 trust 0.624 | progress 0.559 | replay 11\ncontinuity loop complete @ t12 | arrival court | Fay | debt 0 trust 0.624 | progress 0.559 | replay 12'}",replay/export did not include the integrated social-continuity loop
browser_resume_persistence,True,1.0,"{'checkpointOut': 'resident social pulse @ t8 | arrival court | Fay | debt 0 trust 0.624 | progress 0.559 | replay 8\nmanual save @ t10 | arrival court | Fay | debt 0 trust 0.624 | progress 0.559 | replay 10\nreplay export @ t11 | arrival court | Fay | debt 0 trust 0.624 | progress 0.559 | replay 11\ncontinuity loop complete @ t12 | arrival court | Fay | debt 0 trust 0.624 | progress 0.559 | replay 12', 'continuityLoopOut': ""Selected: Fay | entered=true | room=arrival court\nLoop coverage: 13/13 -> enterWorld, askSchedule, borrowTool, waitOffscreen, interruptWork, apologizeToResident, giveSpace, completeTrustRepair, runSocialMemoryPulse, settleSelectedRelationship, saveWorld, exportReplay, runContinuityLoop\nResident: sort herbs | debt 0 | trust 0.624 | progress 0.559 | memory: avatar repaired trust with concrete help\nContinuity signals: history 9 | checkpoints 4 | replay rows 13 | export bytes 2442\nRelationship excerpt:\nSelected tie: Fay -> Milo | trust 0.546 | debt 0 | memory: Fay settled an obligation with Milo\nPersistent key: ssrm_v61_app_shell_resident_relationships\nPublic resident-to-resident network:\n  Ari -> Fay | trust 0.572 | debt 1 | memory: Fay remembered the awning cloth and checked Ari's repair\n* Fay -> Milo | trust 0.546 | debt 0 | memory: Fay settled an obligation with Milo\nRecent loop events:\nt1 askSchedule\nt2 borrowTool\nt3 waitOffscreen\nt4 interruptWork\nt5 apologizeToResident\nt6 giveSpace\nt7 completeTrustRepair\nt8 runSocialMemoryPulse\nt9 settleSelectedRelationship\nt10 saveWorld\nt11 exportReplay\nt12 runContinuityLoop\nRecent selected-resident history:\nt5 trust repair: avatar apologized and named the interruption\nt6 trust repair: avatar gave space and let work continue\nt7 trust repair: avatar repaired trust with concrete help\nt8 resident social memory witness: Ari: Fay remembered the awning cloth and checked Ari's repair\nt8 resident social memory: Milo: Milo carried herb crates before rain\nt9 resident debt settled: Milo: settled obligation with Milo"", 'debtOut': '0 / trust 0.624', 'exportLinkPresent': False, 'exportLinkText': '', 'label': 'after_resume', 'memoryOut': 'avatar repaired trust with concrete help', 'relationshipMemoryOut': ""Selected tie: Fay -> Milo | trust 0.546 | debt 0 | memory: Fay settled an obligation with Milo\nPersistent key: ssrm_v61_app_shell_resident_relationships\nPublic resident-to-resident network:\n  Ari -> Fay | trust 0.572 | debt 1 | memory: Fay remembered the awning cloth and checked Ari's repair\n* Fay -> Milo | trust 0.546 | debt 0 | memory: Fay settled an obligation with Milo\n  Milo -> Sera | trust 0.502 | debt 1 | memory: Sera kept water jars safe for Milo\n  Sera -> Tovan | trust 0.558 | debt 1 | memory: Tovan marked the quiet drying route\n  Tovan -> Nia | trust 0.512 | debt 1 | memory: Nia sorted route tokens without losing names\n  Nia -> Ari | trust 0.578 | debt 0 | memory: Ari repaired the shelf Nia uses at dawn"", 'replayOut': '13 rows', 'residentDashboardOut': 'Resources: water 12 / fiber 10 / wood 17 / care 6\n  Ari   | repair awning    | progress 0.378 | debt  1 | trust 0.579 | history  3 | stable | memory: met avatar at arrival court\n* Fay   | sort herbs       | progress 0.559 | debt  0 | trust 0.624 | history  9 | stable | memory: avatar repaired trust with concrete help\n  Milo  | carry water      | progress 0.264 | debt  2 | trust 0.479 | history  4 | debt pressure | memory: tool loan pending\n  Sera  | dry cloaks       | progress 0.447 | debt  1 | trust 0.542 | history  3 | stable | memory: asked for quiet\n  Tovan | map safe route   | progress 0.420 | debt  1 | trust 0.509 | history  3 | trust fragile | memory: keeps route tokens\n  Nia   | sort glass jars  | progress 0.503 | debt  0 | trust 0.612 | history  3 | stable | memory: remembers quiet greeting', 'residentHistoryOut': ""  Ari now: debt 1 / trust 0.579 / progress 0.378 / memory: met avatar at arrival court\n  t3 state update: trust/debt/progress changed -> debt 1 trust 0.579 progress 0.378\n  t8 resident social memory: Fay: Fay remembered the awning cloth and checked Ari's repair -> debt 1 trust 0.579 progress 0.378\n  t8 resident social memory witness: Nia: Ari repaired the shelf Nia uses at dawn -> debt 1 trust 0.579 progress 0.378\n* Fay now: debt 0 / trust 0.624 / progress 0.559 / memory: avatar repaired trust with concrete help\n  t7 trust repair: avatar repaired trust with concrete help -> debt 0 trust 0.624 progress 0.559\n  t8 resident social memory witness: Ari: Fay remembered the awning cloth and checked Ari's repair -> debt 0 trust 0.624 progress 0.559\n  t8 resident social memory: Milo: Milo carried herb crates before rain -> debt 0 trust 0.624 progress 0.559\n  t9 resident debt settled: Milo: settled obligation with Milo -> debt 0 trust 0.624 progress 0.559\n  Milo now: debt 2 / trust 0.479 / progress 0.264 / memory: tool loan pending\n  t3 state update: trust/debt/progress changed -> debt 2 trust 0.479 progress 0.264\n  t8 resident social memory witness: Fay: Milo carried herb crates before rain -> debt 2 trust 0.479 progress 0.264\n  t8 resident social memory: Sera: Sera kept water jars safe for Milo -> debt 2 trust 0.479 progress 0.264\n  t9 resident debt received: Fay: Fay settled an obligation -> debt 2 trust 0.479 progress 0.264\n  Sera now: debt 1 / trust 0.542 / progress 0.447 / memory: asked for quiet\n  t3 state update: trust/debt/progress changed -> debt 1 trust 0.542 progress 0.447\n  t8 resident social memory witness: Milo: Sera kept water jars safe for Milo -> debt 1 trust 0.542 progress 0.447\n  t8 resident social memory: Tovan: Tovan marked the quiet drying route -> debt 1 trust 0.542 progress 0.447\n  Tovan now: debt 1 / trust 0.509 / progress 0.420 / memory: keeps route tokens\n  t3 state update: trust/debt/progress changed -> debt 1 trust 0.509 progress 0.42\n  t8 resident social memory witness: Sera: Tovan marked the quiet drying route -> debt 1 trust 0.509 progress 0.42\n  t8 resident social memory: Nia: Nia sorted route tokens without losing names -> debt 1 trust 0.509 progress 0.42\n  Nia now: debt 0 / trust 0.612 / progress 0.503 / memory: remembers quiet greeting\n  t3 state update: trust/debt/progress changed -> debt 0 trust 0.612 progress 0.503\n  t8 resident social memory witness: Tovan: Nia sorted route tokens without losing names -> debt 0 trust 0.612 progress 0.503\n  t8 resident social memory: Ari: Ari repaired the shelf Nia uses at dawn -> debt 0 trust 0.612 progress 0.503"", 'roomOut': 'arrival court / entered', 'scheduleOut': 'sort herbs / progress 0.559', 'selected': 'Fay', 'sessionTranscriptOut': 't0 arrival court / Fay: avatar entered the world boundary-visible\nt1 arrival court / Fay: asked schedule: sort herbs\nt2 arrival court / Fay: borrowed tool; debt increases\nt3 arrival court / Fay: waited offscreen; resident progress advanced\nt4 arrival court / Fay: interruptWork\nt5 arrival court / Fay: apologizeToResident\nt6 arrival court / Fay: giveSpace\nt7 arrival court / Fay: completeTrustRepair\nt8 arrival court / Fay: ran resident-to-resident social memory pulse pairs=6\nt9 arrival court / Fay: settled resident-to-resident obligation Fay -> Milo debt=0 trust=0.546\nt10 arrival court / Fay: saved local snapshot\nt11 arrival court / Fay: prepared replay export rows=11 bytes=2442\nt12 arrival court / Fay: runContinuityLoop', 'trustRepairOut': ""Selected: Fay | trust 0.624 | debt 0 | progress 0.559\nState: repair completed through concrete help\nRecent public history:\nt5 trust repair: avatar apologized and named the interruption -> trust 0.578 debt 1 progress 0.521\nt6 trust repair: avatar gave space and let work continue -> trust 0.59 debt 1 progress 0.531\nt7 trust repair: avatar repaired trust with concrete help -> trust 0.624 debt 0 progress 0.559\nt8 resident social memory witness: Ari: Fay remembered the awning cloth and checked Ari's repair -> trust 0.624 debt 0 progress 0.559\nt8 resident social memory: Milo: Milo carried herb crates before rain -> trust 0.624 debt 0 progress 0.559\nt9 resident debt settled: Milo: settled obligation with Milo -> trust 0.624 debt 0 progress 0.559"", 'url': 'http://127.0.0.1:8776/visualizations/ssrm_3d_browser_world_v61_vertical_slice_app_shell/index.html?source=primary-demo-v63'}",integrated social continuity did not survive leave/resume
console_clean,True,1.0,browser console error count was 0,browser workflow produced runtime console errors
