channel,passed,score,evidence,failure_if_false
reviewer_landing_panel_present,True,1.0,maintained shell exposes a reviewer landing panel above the diagnostic grid,outside reviewers would still enter through scattered diagnostic panels
default_reviewer_focus,True,1.0,primary shell starts in reviewer-focus mode and hides optional deep panels by default,reviewers would see the full debug surface before the core path
deep_panels_marked_optional,True,1.0,"diagnostic panels are marked optional while transcript, continuity loop, receipt, and triage stay visible",focus mode would either hide core evidence or fail to distinguish optional diagnostics
landing_actions_generated,True,1.0,reviewer landing actions are generated from the maintained source and present in app.js,regeneration would erase the reviewer-first path
browser_landing_pass,True,1.0,"Reviewer landing: PASSABLE_REVIEW_PATH | Boundary: deterministic browser-local public state only; no consciousness, no autonomous language, no moral patienthood. | Focus mode: core panels only | Core path: boundary -> Run reviewer pass -> session transcript -> integrated receipt -> observation triage | Receipt: 9/9 pass | Observation triage: 0 observations / active filter all / transcript=t13 arrival court / Fay: generated public receipt pass=9/9 | t14 arrival court / Fay: set observation triage filter=all rows=0 | t15 arrival court / Fay: ran reviewer landing pass focus=true",browser flow did not produce a passable reviewer landing path
browser_focus_default,True,1.0,"body=reviewer-focus trace=none core=[[""boundary"",true],[""sessionTranscriptOut"",true],[""continuityLoopOut"",true],[""scenarioReceiptOut"",true],[""observationTriageOut"",true]]",browser did not start in reviewer focus mode
browser_deep_toggle,True,1.0,body= trace=block transcriptTail=t15 arrival court / Fay: ran reviewer landing pass focus=true | t16 arrival court / Fay: deep panels visible=true,browser could not reveal optional deep panels on demand
browser_core_path_visible,True,1.0,"core=[[""boundary"",true],[""sessionTranscriptOut"",true],[""continuityLoopOut"",true],[""scenarioReceiptOut"",true],[""observationTriageOut"",true]] receipt=Integrated scenario receipt: ALL_PASS (9/9) triage=Observation triage filter: all","boundary, transcript, continuity loop, receipt, and triage were not simultaneously visible"
browser_resume_persistence,True,1.0,body=reviewer-focus trace=none landing=Reviewer landing: PASSABLE_REVIEW_PATH transcriptTail=t14 arrival court / Fay: set observation triage filter=all rows=0 | t15 arrival court / Fay: ran reviewer landing pass focus=true | t16 arrival court / Fay: deep panels visible=true,reviewer landing evidence did not survive launcher resume
console_clean,True,1.0,browser console error count was 0,browser workflow produced runtime console errors
