controller,ablation,mean_total_score,mean_maturation_score,mean_crisis_score,mean_resolved_rate,mean_env_response_rate,mean_social_response_rate,mean_coupled_response_rate,mean_crisis_damage,mean_final_alive,mean_alive_at_12h,mean_births,mean_architecture_tier,mean_tool_tier,mean_knowledge_transfer,mean_adaptation_evidence,shock_gate_pass_rate,post_gate_shock_rate
designed,none,0.7603896833401468,0.9807653333333333,0.521649395847528,1.0,0.0765198259816191,0.923480174018381,0.0,0.05243029757849149,12.0,14.0,2.6666666666666665,4.0,4.0,1.0,1.0,1.0,1.0
fixed_joint_gru,none,0.843391187435138,0.9987854117647058,0.6750474444114393,0.9333333333333332,0.8629923230077141,1.0,0.8629923230077141,0.7479487155021461,12.666666666666666,14.0,3.3333333333333335,4.0,4.0,1.0,1.0,1.0,1.0
frame_mlp,none,0.2829831129282124,0.5441982940927161,0.0,0.0,0.29934339774668506,0.0,0.0,2.5634863925390614,9.333333333333334,14.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0
gru,none,0.34422093428865064,0.661963335170482,0.0,0.0,0.29934339774668506,0.1111111111111111,0.0,2.4346075530934086,11.0,14.0,1.6666666666666667,4.0,0.0,0.2917615563027522,1.0,1.0,1.0
min_channel_planner_gru,body,0.6460115204286825,0.9917639681428261,0.2714463687383603,0.7000000000000001,0.6305617092570416,1.0,0.6305617092570416,1.2223842454004588,12.666666666666666,14.0,3.3333333333333335,3.0,4.0,0.855830707519385,1.0,1.0,1.0
min_channel_planner_gru,environment,0.519368414117647,0.9987854117647058,0.0,0.0,0.0,1.0,0.0,1.7670583581451325,12.666666666666666,14.0,3.3333333333333335,3.0,4.0,1.0,1.0,1.0,1.0
min_channel_planner_gru,infrastructure,0.5958147982021683,0.8395666962234202,0.33175024201247877,0.7000000000000001,0.7024504561728925,1.0,0.7024504561728925,1.2375202351830994,11.333333333333334,14.0,2.0,4.0,0.0,0.31411276580072894,1.0,1.0,1.0
min_channel_planner_gru,none,0.7966817377922256,0.9873146666666667,0.5901627315115812,0.8777777777777778,0.827731490572468,1.0,0.827731490572468,0.8575641663402779,12.333333333333334,14.0,3.0,4.0,4.0,0.9462740796745353,1.0,1.0,1.0
min_channel_planner_gru,previous_action,0.5642498750914254,0.9873146666666667,0.10592968421824737,0.5888888888888889,0.5126576184975503,1.0,0.5126576184975503,1.3617752778650003,12.666666666666666,14.0,3.3333333333333335,3.0,4.0,0.979399981263014,1.0,1.0,1.0
min_channel_planner_gru,social_culture,0.46699046548509826,0.8980585874713428,0.0,0.0,0.4288266804214571,0.0,0.0,2.126757791880456,9.333333333333334,14.0,0.0,3.6666666666666665,4.0,1.0,1.0,1.0,1.0
min_channel_planner_gru,tools,0.6955553619502819,0.9842343107967029,0.38281983403332615,0.7000000000000001,0.634731199251169,1.0,0.634731199251169,0.9101307588350243,12.333333333333334,14.0,3.0,3.0,4.0,0.9125709632464897,1.0,1.0,1.0
reactive,none,0.0856128,0.16464,0.0,0.0,0.1759029577408955,0.0,0.0,2.2848172943925333,0.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
return_selected_gru,none,0.4955242380046298,0.9529312269319803,0.0,0.0,0.29934339774668506,0.21880880011579099,0.0,2.2426220649920556,11.333333333333334,14.0,2.0,4.0,4.0,0.8231311196287513,1.0,1.0,1.0
