scenario,scenario_name,pressure,condition,policy_name,mean_reward,mean_survival,mean_task_success,mean_progress,mean_energy,mean_integrity,mean_fear_state,mean_stress_state,mean_trust_state,mean_frustration_state,mean_affiliation_state,mean_curiosity_state,mean_guilt_state,mean_attention_focus,mean_memory_salience,mean_risk_tolerance,mean_uncertainty,mean_social_access,mean_commitment_standing,mean_hazard_events,mean_conflict_events,mean_social_events,mean_failed_action_events,mean_commitment_breaches,mean_attention_actions,mean_avoidance_actions,mean_regulation_actions,mean_communication_actions,mean_affiliation_actions,mean_inspection_actions,mean_repair_actions,mean_strategy_switches,mean_continuity_resets,mean_affect_misses
0,calm_clear_control,"low uncertainty, low hazard, stable social access; affective machinery should be rejected",full_control,reactive_no_affect,238.10113398537365,1.0,1.0,131.5487023426957,0.6882260061986062,0.9722009714687662,0.10800000000000003,0.13,0.8527999999999999,0.08839999999999999,0.7952,0.1484,0.0684,0.62,0.58,0.66,0.13,0.8956000000000001,0.9152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,calm_clear_control,"low uncertainty, low hazard, stable social access; affective machinery should be rejected",no_fear_control,reactive_no_affect,238.0871190284532,1.0,1.0,131.54440978204667,0.6878898094059194,0.9719295184944879,0.10800000000000003,0.13,0.8527999999999999,0.08839999999999999,0.7952,0.1484,0.0684,0.62,0.58,0.66,0.13,0.8956000000000001,0.9152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,calm_clear_control,"low uncertainty, low hazard, stable social access; affective machinery should be rejected",no_stress_control,reactive_no_affect,238.0829350743309,1.0,1.0,131.53301599483697,0.6869974388537817,0.9732725036145892,0.10800000000000003,0.13,0.8527999999999999,0.08839999999999999,0.7952,0.1484,0.0684,0.62,0.58,0.66,0.13,0.8956000000000001,0.9152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,calm_clear_control,"low uncertainty, low hazard, stable social access; affective machinery should be rejected",no_trust_control,reactive_no_affect,238.09278250588815,1.0,1.0,131.54510678109685,0.6879443989305255,0.9721853338689302,0.10800000000000003,0.13,0.8527999999999999,0.08839999999999999,0.7952,0.1484,0.0684,0.62,0.58,0.66,0.13,0.8956000000000001,0.9152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,calm_clear_control,"low uncertainty, low hazard, stable social access; affective machinery should be rejected",no_frustration_control,reactive_no_affect,238.11577274235484,1.0,1.0,131.54975704489522,0.688308611320748,0.9729673697704789,0.10800000000000003,0.13,0.8527999999999999,0.08839999999999999,0.7952,0.1484,0.0684,0.62,0.58,0.66,0.13,0.8956000000000001,0.9152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,calm_clear_control,"low uncertainty, low hazard, stable social access; affective machinery should be rejected",no_affiliation_control,reactive_no_affect,238.0692970875307,1.0,1.0,131.535476838896,0.6871901741340937,0.9720735914055756,0.10800000000000003,0.13,0.8527999999999999,0.08839999999999999,0.7952,0.1484,0.0684,0.62,0.58,0.66,0.13,0.8956000000000001,0.9152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,calm_clear_control,"low uncertainty, low hazard, stable social access; affective machinery should be rejected",no_curiosity_control,reactive_no_affect,238.0871772834133,1.0,1.0,131.54214198616776,0.6877121938138996,0.9722525122639448,0.10800000000000003,0.13,0.8527999999999999,0.08839999999999999,0.7952,0.1484,0.0684,0.62,0.58,0.66,0.13,0.8956000000000001,0.9152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,calm_clear_control,"low uncertainty, low hazard, stable social access; affective machinery should be rejected",no_guilt_control,reactive_no_affect,238.10081791094174,1.0,1.0,131.537592720881,0.6873558917081083,0.9737456826706881,0.10800000000000003,0.13,0.8527999999999999,0.08839999999999999,0.7952,0.1484,0.0684,0.62,0.58,0.66,0.13,0.8956000000000001,0.9152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,calm_clear_control,"low uncertainty, low hazard, stable social access; affective machinery should be rejected",no_attention_mixing,reactive_no_affect,238.0754254059966,1.0,1.0,131.5431090109773,0.687787931972543,0.9713818427161617,0.10800000000000003,0.13,0.8527999999999999,0.08839999999999999,0.7952,0.1484,0.0684,0.62,0.58,0.66,0.13,0.8956000000000001,0.9152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,calm_clear_control,"low uncertainty, low hazard, stable social access; affective machinery should be rejected",no_memory_salience,reactive_no_affect,238.08873379435354,1.0,1.0,131.54063408364908,0.6875940936792905,0.9725621382397401,0.10800000000000003,0.13,0.8527999999999999,0.08839999999999999,0.7952,0.1484,0.0684,0.62,0.58,0.66,0.13,0.8956000000000001,0.9152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,calm_clear_control,"low uncertainty, low hazard, stable social access; affective machinery should be rejected",no_risk_modulation,reactive_no_affect,238.1095943739441,1.0,1.0,131.54433741340608,0.6878841414359491,0.9733444185976762,0.10800000000000003,0.13,0.8527999999999999,0.08839999999999999,0.7952,0.1484,0.0684,0.62,0.58,0.66,0.13,0.8956000000000001,0.9152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,calm_clear_control,"low uncertainty, low hazard, stable social access; affective machinery should be rejected",no_communication_bias,reactive_no_affect,238.09299497053334,1.0,1.0,131.54174772065167,0.6876813146224775,0.9726716384951245,0.10800000000000003,0.13,0.8527999999999999,0.08839999999999999,0.7952,0.1484,0.0684,0.62,0.58,0.66,0.13,0.8956000000000001,0.9152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,calm_clear_control,"low uncertainty, low hazard, stable social access; affective machinery should be rejected",no_affective_continuity,reactive_no_affect,238.10692574691151,1.0,1.0,131.5479165886745,0.6881644653134859,0.9726736070763283,0.10800000000000003,0.13,0.8527999999999999,0.08839999999999999,0.7952,0.1484,0.0684,0.62,0.58,0.66,0.13,0.8956000000000001,0.9152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,calm_clear_control,"low uncertainty, low hazard, stable social access; affective machinery should be rejected",reactive_no_affect,reactive_no_affect,238.07521817904606,1.0,1.0,131.53776401614945,0.6873693076909103,0.9721215774901295,0.10800000000000003,0.13,0.8527999999999999,0.08839999999999999,0.7952,0.1484,0.0684,0.62,0.58,0.66,0.13,0.8956000000000001,0.9152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,calm_clear_control,"low uncertainty, low hazard, stable social access; affective machinery should be rejected",omniscient_affect_control,reactive_no_affect,200.61267920170545,1.0,1.0,131.55162104919515,0.6884546016324609,0.9725115328994335,0.10800000000000003,0.13,0.8527999999999999,0.08839999999999999,0.7952,0.1484,0.0684,0.62,0.58,0.66,0.13,0.8956000000000001,0.9152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,fear_hazard_attention,"hazard proximity, injury risk, and low visibility require fear-like risk and attention control",full_control,integrated_affect_planner,168.61349382234434,1.0,1.0,82.11166184078762,0.6344741792335516,0.869086569613753,0.7578000000000088,0.24039999999999795,0.8220199999999953,0.21229999999999846,0.7730000000000108,0.35420000000000157,0.1015799999999989,0.7333999999999968,0.7270000000000071,0.586079999999996,0.3756800000000042,0.8742000000000107,0.8930000000000108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,fear_hazard_attention,"hazard proximity, injury risk, and low visibility require fear-like risk and attention control",no_fear_control,integrated_affect_planner,-679.0120113704111,0.0,0.0,64.71461427767942,0.6174321469943373,0.0,1.0,0.24039999999999795,0.8220199999999953,0.21229999999999846,0.7730000000000108,0.35420000000000157,0.1015799999999989,0.7333999999999968,0.7270000000000071,0.586079999999996,0.3756800000000042,0.8742000000000107,0.8930000000000108,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
