metric,value
avatar_entry_count,154.0
browser_playable_surface,0.972
browser_tick_count,864.0
browser_world_v38_playable_entry_readiness,0.929296
browser_world_v38_surface,1.0
culture_binding_count,864.0
culture_memory_conversation_reference,0.9166666666666666
culture_technology_play_binding,1.0
dialect_conditioned_conversation,1.0
dialect_conversation_count,864.0
enabled_entry_count,153.0
html_button_count,14.0
html_localstorage_handler_count,2.0
matured_world_loaded,1.0
mean_playable_avatar_entry_channel_score,0.970423
movement_count,864.0
persistent_post_entry_consequence,1.0
persistent_state_count,161.0
play_day_count,72.0
playable_avatar_entry_gate,0.9935064935064936
playable_avatar_movement_binding,1.0
post_entry_consequence_count,864.0
post_entry_consequence_not_noise,0.842
post_entry_reload_integrity,1.0
resident_inheritance_binding,0.9988425925925926
resident_inheritance_count,864.0
sensory_frequency_flower_binding,1.0
source_v37_continuity,1.0
technology_conversation_reference,0.8333333333333334
weakest_channel_name,technology_conversation_reference
weakest_channel_score,0.833333
