phase,candidate,rolled_out,selected,tune_total_score,tune_maturation_score,tune_crisis_score,tune_resolved_rate,tune_env_response,tune_social_response,tune_coupled_response,tune_damage,actual_objective,predicted_objective,env_bias,social_bias,strength_bias,env_pressure_weight,social_pressure_weight,infrastructure_weight,response_imbalance_weight
sample,0,True,False,0.6494375609268972,1.0,0.2696615852643691,0.6333333333333333,0.6405992184107686,1.0,0.6405992184107686,1.1427753064981387,1.1863145677537876,0.0,-0.25,-0.25,0.22,0.32,0.34,0.18,0.2
sample,1,True,False,0.6494375609268972,1.0,0.2696615852643691,0.6333333333333333,0.6405992184107686,1.0,0.6405992184107686,1.1427753064981387,1.1863145677537876,0.0,-0.25,-0.25,0.22,0.64,0.46,0.18,0.2
sample,2,True,False,0.6494375609268972,1.0,0.2696615852643691,0.6333333333333333,0.6405992184107686,1.0,0.6405992184107686,1.1427753064981387,1.1863145677537876,0.0,-0.25,-0.25,0.22,0.44,0.68,0.18,0.2
sample,3,True,False,0.6494375609268972,1.0,0.2696615852643691,0.6333333333333333,0.6405992184107686,1.0,0.6405992184107686,1.1427753064981387,1.1863145677537876,0.0,-0.25,-0.25,0.22,0.6000000000000001,0.6200000000000001,0.18,0.2
sample,4,True,False,0.6494375609268972,1.0,0.2696615852643691,0.6333333333333333,0.6405992184107686,1.0,0.6405992184107686,1.1427753064981387,1.1863145677537876,0.0,-0.25,-0.25,0.22,0.74,0.76,0.18,0.2
sample,5,True,False,0.6603236982845563,1.0,0.29234103809282536,0.6333333333333333,0.6401722391084093,1.0,0.6401722391084093,1.0773668994134646,1.2375204037023275,0.0,0.24540377186871842,0.2572839544070912,0.8358076474204004,1.2166093258663946,-0.48204862089850914,-0.12023747551746156,0.906234792257977
sample,6,True,False,0.6542429242983955,1.0,0.27967275895499066,0.6333333333333333,0.6258503401360543,1.0,0.6258503401360543,1.0931021269896284,1.2042169401550966,0.0,-0.13606940990490224,-1.063430386442965,0.31149871182788974,0.1697142959960331,-0.040809960562166514,0.06175262430433896,-0.5744645497809449
sample,7,True,False,0.6591560830741661,1.0,0.28990850640451266,0.6333333333333333,0.6381893182805037,1.0,0.6381893182805037,1.0814842459116358,1.2313732298105997,0.0,-0.10689966536245307,0.8010518877812924,0.27269440529606964,0.19475502014913207,0.0015543114835854244,-0.3941440588578811,-0.14205226472178994
sample,8,True,True,0.681869450307989,1.0,0.33722802147497677,0.6888888888888888,0.6530829353017803,1.0,0.6530829353017803,1.050101909708959,1.3535616828778174,0.0,-0.05015332472918835,0.2787839455078114,-0.17315944165574013,0.3650831772652013,0.5445660106648615,1.0621157361736813,-0.0763314912403758
sample,9,True,False,0.6421027741090218,1.0,0.25438077939379555,0.6333333333333333,0.6380481980026053,1.0,0.6380481980026053,1.191870367889834,1.147991376587152,0.0,0.01849901858778913,-0.7022805670403368,0.31408922005131235,-0.11815685563694356,-0.471250997904824,0.001505246417961098,-0.4658590091133448
sample,10,True,False,0.5245849026958926,1.0,0.009551880616443053,0.2555555555555556,0.1903821102909249,1.0,0.1903821102909249,1.1253309051669598,0.2403500411201125,0.0,-0.32318154572259955,0.09229387528682198,-0.06028204685528163,0.4891581451272733,0.7588791479423584,0.7711223945690853,0.6310625505647789
sample,11,True,False,0.6501931216215656,1.0,0.2712356700449284,0.6333333333333333,0.5816326530612245,1.0,0.5816326530612245,1.0540399709114778,1.1708403389887174,0.0,-0.5896861880876441,0.37831547774920804,-0.6680038112056615,0.35993811098201783,0.3022432234551695,-0.19900648480479421,-0.05929358925659034
value_candidate,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3536006212234497,-0.05015332472918835,0.2787839455078114,-0.17315944165574013,0.3650831772652013,0.5445660106648615,1.0621157361736813,-0.0763314912403758
value_candidate,1,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2374440431594849,0.24540377186871842,0.2572839544070912,0.8358076474204004,1.2166093258663946,-0.48204862089850914,-0.12023747551746156,0.906234792257977
value_candidate,2,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.231361985206604,-0.10689966536245307,0.8010518877812924,0.27269440529606964,0.19475502014913207,0.0015543114835854244,-0.3941440588578811,-0.14205226472178994
value_candidate,3,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2042083740234375,-0.13606940990490224,-1.063430386442965,0.31149871182788974,0.1697142959960331,-0.040809960562166514,0.06175262430433896,-0.5744645497809449
value_candidate,4,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2657045125961304,-0.011929657031956309,0.06842235031330748,0.3117103307221549,0.4865404548191903,0.005815435171942829,0.1523717065256694,0.028346621628716595
value_candidate,5,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2371292114257812,0.13435939344733194,0.01511995437822105,0.44911235728748167,0.13892609366898118,-0.6272739301256661,0.5421489615679852,0.24455123617454874
value_candidate,6,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2534605264663696,0.1811393983623725,-0.611789200206464,0.20155404473392147,0.6273629684062658,0.18080574896745535,0.2937323782873411,0.3672113140152072
value_guided,7,True,False,0.6528928987532541,1.0,0.27686020573594605,0.6333333333333333,0.6275510204081632,1.0,0.6275510204081632,1.1035675365756255,1.1983987178753999,1.4252272844314575,0.22781123236696038,-0.1376769175985944,0.35309369899156473,0.15969362206576232,0.7336139195470981,-0.006920880285112757,0.5008720141842238
