metric,value
source_counterproposal_compromise_continuity,1.0
multi_turn_dialogue_surface,1.0
agent_led_turn_rate,0.965278
counteroffer_loop_completion,0.864583
avatar_not_primary_author,0.965278
proposal_revision_depth,0.89875
boundary_preserved_during_revision,0.965278
concession_without_erasure,0.90625
compromise_ceremony_rate,0.836806
public_ceremony_integrity,0.970954
remembered_ceremony_recall,0.92029
dialogue_to_body_world_expression,0.958333
visible_body_expression_binding,0.888889
multi_sensory_dialogue_binding,0.965278
comfort_pain_boundedness,1.0
repair_after_dialogue_breakdown,0.962963
no_torture_loop_guardrail,0.996528
privacy_safe_dialogue_terms,1.0
typed_dialogue_confidence,0.849125
replay_dialogue_integrity,0.9925
sensory_frequency_flower_dialogue_rhythm,1.0
browser_world_v18_surface_available,1.0
mean_dialogue_channel_score,0.950322
weakest_channel_score,0.836806
browser_world_v18_negotiation_dialogue_readiness,0.904916
completed_loop_count,249.0
