tick,day,scene_id,agent,distance_to_avatar,prompt_eligible,prompt_visible,dialogue_intent,dialogue_prompt,boundary_referenced,inventory_context_referenced,prompt_context_score
0,1,v22-scene-d01,Melo,1.120714,1,1,yield,Melo: yield near my fair turn; rain mirror is for wet-route warning.,1,1,1.0
1,1,v22-scene-d01,Melo,0.900273,1,1,offer,Melo: offer near my fair turn; moth lantern is for night pulse.,1,1,1.0
2,1,v22-scene-d01,Melo,0.900273,1,1,repair,Melo: repair near my fair turn; moth lantern is for night pulse.,1,1,1.0
3,1,v22-scene-d01,Melo,0.900273,1,1,warn,Melo: warn near my fair turn; moth lantern is for night pulse.,1,1,1.0
4,1,v22-scene-d01,Melo,0.867995,1,0,observe,No nearby dialogue prompt; movement continues.,0,0,0.75
5,1,v22-scene-d01,Melo,0.863821,1,1,decline,Melo: decline near my fair turn; moth lantern is for night pulse.,1,1,1.0
6,1,v22-scene-d01,Melo,1.018031,1,1,ask,Melo: ask near my fair turn; rain mirror is for wet-route warning.,1,1,1.0
7,1,v22-scene-d01,Melo,1.070649,1,1,yield,Melo: yield near my fair turn; rain mirror is for wet-route warning.,1,1,1.0
8,1,v22-scene-d01,Melo,1.366351,1,1,offer,Melo: offer near my fair turn; rain mirror is for wet-route warning.,1,1,1.0
9,1,v22-scene-d01,Sova,1.574807,1,1,repair,Sova: repair near my warm rest space; rain mirror is for wet-route warning.,1,1,1.0
10,1,v22-scene-d01,Keth,1.437662,1,1,warn,Keth: warn near my warning path; rain mirror is for wet-route warning.,1,1,1.0
11,1,v22-scene-d01,Keth,1.186978,1,1,observe,Keth: observe near my warning path; rain mirror is for wet-route warning.,1,1,1.0
12,1,v22-scene-d01,Keth,0.941858,1,1,decline,Keth: decline near my warning path; rain mirror is for wet-route warning.,1,1,1.0
13,1,v22-scene-d01,Keth,0.941858,1,1,ask,Keth: ask near my warning path; rain mirror is for wet-route warning.,1,1,1.0
14,1,v22-scene-d01,Keth,0.941858,1,1,yield,Keth: yield near my warning path; rain mirror is for wet-route warning.,1,1,1.0
15,1,v22-scene-d01,Keth,0.941858,1,1,offer,Keth: offer near my warning path; rain mirror is for wet-route warning.,1,1,1.0
16,2,v22-scene-d02,Keth,0.985221,1,1,warn,Keth: warn near my warning path; rain mirror is for wet-route warning.,1,1,1.0
17,2,v22-scene-d02,Keth,1.197572,1,1,observe,Keth: observe near my warning path; rain mirror is for wet-route warning.,1,1,1.0
18,2,v22-scene-d02,Keth,1.39515,1,0,decline,No nearby dialogue prompt; movement continues.,0,0,0.75
19,2,v22-scene-d02,Sova,1.524023,1,1,ask,Sova: ask near my warm rest space; rain mirror is for wet-route warning.,1,1,1.0
20,2,v22-scene-d02,Sova,1.36587,1,1,yield,Sova: yield near my warm rest space; rain mirror is for wet-route warning.,1,1,1.0
21,2,v22-scene-d02,Sova,1.258106,1,1,offer,Sova: offer near my warm rest space; rain mirror is for wet-route warning.,1,1,1.0
22,2,v22-scene-d02,Sova,1.244682,1,1,repair,Sova: repair near my warm rest space; rain mirror is for wet-route warning.,1,1,1.0
23,2,v22-scene-d02,Sova,1.334588,1,1,warn,Sova: warn near my warm rest space; rain mirror is for wet-route warning.,1,1,1.0
24,2,v22-scene-d02,Keth,1.409576,1,1,observe,Keth: observe near my warning path; rain mirror is for wet-route warning.,1,1,1.0
25,2,v22-scene-d02,Keth,1.370191,1,1,decline,Keth: decline near my warning path; rain mirror is for wet-route warning.,1,1,1.0
26,2,v22-scene-d02,Keth,1.157885,1,1,ask,Keth: ask near my warning path; rain mirror is for wet-route warning.,1,1,1.0
27,2,v22-scene-d02,Keth,1.024468,1,1,yield,Keth: yield near my warning path; rain mirror is for wet-route warning.,1,1,1.0
28,2,v22-scene-d02,Keth,0.942848,1,1,offer,Keth: offer near my warning path; rain mirror is for wet-route warning.,1,1,1.0
29,2,v22-scene-d02,Keth,0.924296,1,1,repair,Keth: repair near my warning path; rain mirror is for wet-route warning.,1,1,1.0
30,2,v22-scene-d02,Keth,0.961301,1,1,warn,Keth: warn near my warning path; rain mirror is for wet-route warning.,1,1,1.0
31,2,v22-scene-d02,Keth,1.077289,1,1,observe,Keth: observe near my warning path; rain mirror is for wet-route warning.,1,1,1.0
