seed,ablation,plan,count,mean_value,max_value
20260911,none,balanced_repair,16,0.25078540585546716,0.65
20260911,none,recovery_sustain_window,74,-0.2825717141959116,-0.018171233055243586
20260911,none,route_supply_window,198,1.7927928454162796,1.8
20260911,none,sanitize_care_window,352,1.0978767564344218,1.8
20260911,none,social_first,43,0.030259791684417087,0.6135475543185495
20260911,none,teaching_repair_window,3,-0.5114505461441042,-0.4625872167853189
20260912,none,balanced_repair,100,1.6460406610784546,1.8
20260912,none,environment_first,1,1.8,1.8
20260912,none,recovery_sustain_window,75,-0.19840651455711697,-0.004833121243390159
20260912,none,route_supply_window,94,1.787140497423399,1.8
20260912,none,sanitize_care_window,169,1.1396082967302616,1.8
20260912,none,social_first,113,0.13465026386779563,0.6250343481180525
20260912,none,storm_infrastructure_window,2,1.1810651307066755,1.1811174175033905
20260912,none,teaching_repair_window,1,0.667901719218213,0.667901719218213
20260913,none,balanced_repair,144,1.582122228486658,1.8
20260913,none,environment_first,1,0.6593123147125238,0.6593123147125238
20260913,none,recovery_sustain_window,69,-0.10975506613474158,0.759506778003398
20260913,none,route_supply_window,99,1.7893486693529093,1.8
20260913,none,sanitize_care_window,195,1.2259792172302117,1.8
20260913,none,social_first,62,0.39885260283072976,1.684493371725177
20260913,none,storm_infrastructure_window,12,0.721253506236715,1.1153212105527297
20260913,none,teaching_repair_window,14,0.7774538798496078,1.3868600254056498
