regime,condition,mean_long_horizon_score,mean_inference_score,mean_response_score,mean_targeted_response_rate
cold_wet_season,integrated_hidden_regime,0.7973866136643305,0.21745404294226683,0.9573239102336363,0.2968253968253968
cold_wet_season,no_regime_inference,0.7892451961156632,0.0665072704360056,0.9731608816970043,0.30273972602739724
cold_wet_season,no_reputation_influence,0.7664160284205953,0.2125242001602222,0.9513084607229498,0.31875
cold_wet_season,no_sanitation_memory,0.795733372331245,0.21278422166738428,0.958442870774621,0.2784615384615385
cold_wet_season,no_teaching_transmission,0.6935712986246276,0.17905544523862527,0.9734006286490082,0.2985294117647059
cold_wet_season,no_tool_adaptation,0.7497073103766206,0.18424900840829128,0.941891276026208,0.3109375
cold_wet_season,no_weather_sensors,0.7741464777463086,0.07499946269712149,0.943263298886619,0.24794520547945206
cold_wet_season,reactive_survival_only,0.31967409343147923,0.0665072704360056,0.2584377385933716,0.0
contaminated_water,integrated_hidden_regime,0.6991054591554913,0.2854240669562441,0.5872745123163692,0.12686567164179105
contaminated_water,no_regime_inference,0.6801505565910659,0.0665072704360056,0.5873728863634179,0.14307692307692307
contaminated_water,no_reputation_influence,0.6709063645796838,0.29218520843737084,0.5754098862949322,0.15294117647058825
contaminated_water,no_sanitation_memory,0.7059518991713422,0.3654603523448271,0.5578630802395185,0.12318840579710146
contaminated_water,no_teaching_transmission,0.5892980049261451,0.21557779840471325,0.5815428024646416,0.1590909090909091
contaminated_water,no_tool_adaptation,0.6557482203062344,0.27696672711910963,0.5726950902651489,0.12465753424657534
contaminated_water,no_weather_sensors,0.7035169417228829,0.3313989137316316,0.5760746632096654,0.13835616438356163
contaminated_water,reactive_survival_only,0.3420991829249839,0.0665072704360056,0.35320184625141055,0.0
crop_blight,integrated_hidden_regime,0.8148147105430108,0.215187876603605,0.9908970334565975,0.459375
crop_blight,no_regime_inference,0.7981461599811529,0.0665072704360056,0.9790131470282759,0.4044776119402985
crop_blight,no_reputation_influence,0.7900071977500928,0.2136862626165426,0.9917970785031022,0.4707692307692308
crop_blight,no_sanitation_memory,0.8123963408429371,0.2306692921172755,0.9813815595788102,0.41285714285714287
crop_blight,no_teaching_transmission,0.7074172418113535,0.19162247050530262,0.9916794835596894,0.44696969696969696
crop_blight,no_tool_adaptation,0.7558497955518999,0.18080954450402537,0.9550321729321117,0.3953846153846154
crop_blight,no_weather_sensors,0.8182512057772501,0.2579065361121472,0.9920867693256439,0.4328767123287671
crop_blight,reactive_survival_only,0.3718992970490546,0.0665072704360056,0.4761862117367992,0.0
tool_fatigue,integrated_hidden_regime,0.7439214551178606,0.2038148765556154,0.7051261817602809,0.4102941176470588
tool_fatigue,no_regime_inference,0.7489688333881657,0.0665072704360056,0.7648943338515977,0.4301587301587302
tool_fatigue,no_reputation_influence,0.7190455099988584,0.216361811287062,0.7122046547565328,0.4328767123287671
tool_fatigue,no_sanitation_memory,0.7587562987393522,0.19503987502511716,0.7625283451141637,0.43333333333333335
tool_fatigue,no_teaching_transmission,0.6498561215086874,0.1502870859120103,0.781148448364909,0.4212121212121212
tool_fatigue,no_tool_adaptation,0.5940949613138027,0.4537577019644975,0.15533873529017345,0.2890625
tool_fatigue,no_weather_sensors,0.748137168149691,0.19688227990950696,0.7269324327740773,0.44
tool_fatigue,reactive_survival_only,0.2936176962258215,0.0665072704360056,0.1521810790400032,0.0
trust_fracture,integrated_hidden_regime,0.8081249717315104,0.10505182450968226,0.9991351197617362,0.4396825396825397
trust_fracture,no_regime_inference,0.8108257728982772,0.0665072704360056,0.9997434738794506,0.4625
trust_fracture,no_reputation_influence,0.666360149045508,0.16700632315387928,0.5311369695498606,0.42063492063492064
trust_fracture,no_sanitation_memory,0.8086451224942325,0.1321356959847677,1.0,0.38767123287671235
trust_fracture,no_teaching_transmission,0.6975687569970018,0.07055979339069707,1.0,0.4174603174603175
trust_fracture,no_tool_adaptation,0.7613824216666406,0.0905463501731029,0.9999939401225499,0.4235294117647059
trust_fracture,no_weather_sensors,0.8075936459347136,0.12417327380107215,0.9996365507364168,0.4208955223880597
trust_fracture,reactive_survival_only,0.3666168070489581,0.0665072704360056,0.45607666861127316,0.0
