tick,day,resident,memory_key,debt_name,debt_before,debt_after,trust_before,trust_after,relationship_note,persists_to_reload,history_not_erased
0,1,Sera,sera:water_carry:d001:s00,water carry,0.936,0.8892,0.490641,0.510641,talk caused trust warms and obligation decreases; memory persists as sera:water_carry:d001:s00,True,True
1,1,Tovan,tovan:repair_promise:d001:s01,repair promise,0.744208,0.697408,0.342515,0.362515,offer_help caused trust warms and obligation decreases; memory persists as tovan:repair_promise:d001:s01,True,True
2,1,Nia,nia:missed_greeting:d001:s02,missed greeting,0.35461,0.40861,0.33542,0.31542,borrow_tool caused work is delayed and debt marker increases; memory persists as nia:missed_greeting:d001:s02,True,True
3,1,Ari,ari:care_favor:d001:s03,care favor,0.14459,0.09779,0.493552,0.509552,return_tool caused trust warms and obligation decreases; memory persists as ari:care_favor:d001:s03,True,True
4,1,Fay,fay:route_warning:d001:s04,route warning,0.317583,0.371583,0.637714,0.617714,interrupt_work caused work is delayed and debt marker increases; memory persists as fay:route_warning:d001:s04,True,True
5,1,Milo,milo:tool_loan:d001:s05,tool loan,0.70602,0.69522,0.660664,0.662664,wait_offscreen caused residents continue without avatar; memory persists as milo:tool_loan:d001:s05,True,True
6,1,Sera,sera:water_carry:d001:s06,water carry,0.933642,0.886842,0.49625,0.51625,repair_trust caused trust warms and obligation decreases; memory persists as sera:water_carry:d001:s06,True,True
7,1,Tovan,tovan:repair_promise:d001:s07,repair promise,0.779963,0.776363,0.339621,0.343621,move caused position changes but history remains intact; memory persists as tovan:repair_promise:d001:s07,True,True
8,1,Nia,nia:missed_greeting:d001:s08,missed greeting,0.393845,0.347045,0.303098,0.319098,talk caused trust warms and obligation decreases; memory persists as nia:missed_greeting:d001:s08,True,True
9,1,Ari,ari:care_favor:d001:s09,care favor,0.149299,0.102499,0.510846,0.526846,offer_help caused trust warms and obligation decreases; memory persists as ari:care_favor:d001:s09,True,True
10,1,Fay,fay:route_warning:d001:s10,route warning,0.283205,0.337205,0.659695,0.639695,borrow_tool caused work is delayed and debt marker increases; memory persists as fay:route_warning:d001:s10,True,True
11,1,Milo,milo:tool_loan:d001:s11,tool loan,0.665855,0.619055,0.653822,0.669822,return_tool caused trust warms and obligation decreases; memory persists as milo:tool_loan:d001:s11,True,True
12,1,Sera,sera:water_carry:d001:s12,water carry,0.926596,0.980596,0.499144,0.479144,interrupt_work caused work is delayed and debt marker increases; memory persists as sera:water_carry:d001:s12,True,True
13,1,Tovan,tovan:repair_promise:d001:s13,repair promise,0.812861,0.802061,0.327627,0.329627,wait_offscreen caused residents continue without avatar; memory persists as tovan:repair_promise:d001:s13,True,True
14,1,Nia,nia:missed_greeting:d001:s14,missed greeting,0.43482,0.38802,0.333552,0.349552,repair_trust caused trust warms and obligation decreases; memory persists as nia:missed_greeting:d001:s14,True,True
15,1,Ari,ari:care_favor:d001:s15,care favor,0.158661,0.155061,0.514074,0.518074,move caused position changes but history remains intact; memory persists as ari:care_favor:d001:s15,True,True
16,1,Fay,fay:route_warning:d001:s16,route warning,0.251886,0.205086,0.642546,0.658546,talk caused trust warms and obligation decreases; memory persists as fay:route_warning:d001:s16,True,True
17,1,Milo,milo:tool_loan:d001:s17,tool loan,0.624192,0.577392,0.631316,0.647316,offer_help caused trust warms and obligation decreases; memory persists as milo:tool_loan:d001:s17,True,True
18,2,Sera,sera:repair_promise:d002:s00,repair promise,0.883262,0.836462,0.491589,0.511589,return_tool caused trust warms and obligation decreases; memory persists as sera:repair_promise:d002:s00,True,True
19,2,Tovan,tovan:missed_greeting:d002:s01,missed greeting,0.547839,0.601839,0.330445,0.310445,interrupt_work caused work is delayed and debt marker increases; memory persists as tovan:missed_greeting:d002:s01,True,True
20,2,Nia,nia:care_favor:d002:s02,care favor,0.204822,0.194022,0.325225,0.323225,wait_offscreen caused residents continue without avatar; memory persists as nia:care_favor:d002:s02,True,True
21,2,Ari,ari:route_warning:d002:s03,route warning,0.186475,0.139675,0.52461,0.54061,repair_trust caused trust warms and obligation decreases; memory persists as ari:route_warning:d002:s03,True,True
22,2,Fay,fay:tool_loan:d002:s04,tool loan,0.510569,0.506969,0.66397,0.66797,move caused position changes but history remains intact; memory persists as fay:tool_loan:d002:s04,True,True
23,2,Milo,milo:water_carry:d002:s05,water carry,0.863171,0.816371,0.638015,0.658015,talk caused trust warms and obligation decreases; memory persists as milo:water_carry:d002:s05,True,True
24,2,Sera,sera:repair_promise:d002:s06,repair promise,0.902734,0.855934,0.492203,0.512203,offer_help caused trust warms and obligation decreases; memory persists as sera:repair_promise:d002:s06,True,True
25,2,Tovan,tovan:missed_greeting:d002:s07,missed greeting,0.590935,0.644935,0.34964,0.32964,borrow_tool caused work is delayed and debt marker increases; memory persists as tovan:missed_greeting:d002:s07,True,True
