choice_id,import_hash,export_hash,compared_branch_count,selected_branch_label,save_restore_available,durable_keys
1,ff99ce0057e256d1,ff99ce0057e256d1,3,limited_access,True,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
2,ff99ce0057e256d1,42ea7002d3439992,3,repair_first_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
3,ff99ce0057e256d1,d7497287772040b0,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
4,ff99ce0057e256d1,558fd44f6c1efcbb,3,blocked_until_repair,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
5,ff99ce0057e256d1,09213e2f904de41b,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
6,ff99ce0057e256d1,7651dbf31dc7dcb6,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
7,ff99ce0057e256d1,b61a9b3a25939437,3,repair_first_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
8,ff99ce0057e256d1,6c747dbce093db38,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
9,ff99ce0057e256d1,f5394dca27c4a5cb,3,blocked_until_repair,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
10,516dfd20892c30ce,516dfd20892c30ce,3,limited_access,True,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
11,516dfd20892c30ce,e75dedcaad69d2f0,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
12,516dfd20892c30ce,fe354af588a9e408,3,repair_first_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
13,516dfd20892c30ce,0e77f1b196bbdaae,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
14,516dfd20892c30ce,d523e6b25eed54ca,3,blocked_until_repair,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
15,516dfd20892c30ce,d38fcef167e6c907,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
16,516dfd20892c30ce,5e4e94dedd2fd4f6,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
17,516dfd20892c30ce,5e75dc4fe20bfca6,3,repair_first_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
18,516dfd20892c30ce,36dc4c60a60efd88,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
19,516dfd20892c30ce,6396a5907c2df80e,3,blocked_until_repair,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
20,b3081e6a0c05302d,b3081e6a0c05302d,3,limited_access,True,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
21,b3081e6a0c05302d,66466e18e5371721,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
22,b3081e6a0c05302d,986b4b5395748a61,3,repair_first_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
23,b3081e6a0c05302d,0bc7f9368fe3cea2,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
24,b3081e6a0c05302d,175a2188bec3dfe6,3,blocked_until_repair,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
25,b3081e6a0c05302d,ce3493e361241780,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
26,b3081e6a0c05302d,cbd588e826358c65,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
27,b3081e6a0c05302d,5897c3c460f305d2,3,repair_first_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
28,b3081e6a0c05302d,5453e08be09d4e98,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
29,b3081e6a0c05302d,dcd956a83ebb9f4f,3,blocked_until_repair,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
30,dfb237387bc275fc,dfb237387bc275fc,3,limited_access,True,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
31,dfb237387bc275fc,6964d136cceecc0b,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
32,dfb237387bc275fc,dad4ee2ce363e417,3,repair_first_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
33,dfb237387bc275fc,5d595e67bdea9ddd,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
34,dfb237387bc275fc,dec5bdda41a20d2a,3,blocked_until_repair,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
35,dfb237387bc275fc,19b128a63042cbcb,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
36,dfb237387bc275fc,3d32f5f77a17c3be,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
37,dfb237387bc275fc,8b0f1eb7db3558d5,3,repair_first_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
38,dfb237387bc275fc,8f9ba9e071ab7a0c,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
39,dfb237387bc275fc,9677f53b647cd5a2,3,blocked_until_repair,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
40,f23f4e85b71f82d7,f23f4e85b71f82d7,3,limited_access,True,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
41,f23f4e85b71f82d7,edf8f1cf2da6d38e,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
42,f23f4e85b71f82d7,1e97bb8bbad963c2,3,repair_first_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
43,f23f4e85b71f82d7,4c68606f4ec2437f,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
44,f23f4e85b71f82d7,9b504cea68639f5e,3,blocked_until_repair,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
45,f23f4e85b71f82d7,5b1a1a9fa4398364,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
46,f23f4e85b71f82d7,472c123738ff7a13,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
47,f23f4e85b71f82d7,4685825692de6e6d,3,repair_first_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
48,f23f4e85b71f82d7,84cc336140fb77d1,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
49,f23f4e85b71f82d7,f78efcd6e0913490,3,blocked_until_repair,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
50,f08445ff3cfdfe84,f08445ff3cfdfe84,3,limited_access,True,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
51,f08445ff3cfdfe84,67a8f11b021de431,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
52,f08445ff3cfdfe84,4caa270c4fb5b398,3,repair_first_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
53,f08445ff3cfdfe84,e4273eef9982f57a,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
54,f08445ff3cfdfe84,4c4c1caf6bfc7481,3,blocked_until_repair,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
55,f08445ff3cfdfe84,7a23b954e3ffd564,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
56,f08445ff3cfdfe84,25d9e7e7e23e91f9,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
57,f08445ff3cfdfe84,54c8554f3e7a1704,3,repair_first_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
58,f08445ff3cfdfe84,b8d04feb919118f9,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
59,f08445ff3cfdfe84,e352344e77a420f2,3,blocked_until_repair,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
60,de5903e899833bfb,de5903e899833bfb,3,limited_access,True,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
61,de5903e899833bfb,871ec287f669397c,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
62,de5903e899833bfb,3f2005f502dfe1a5,3,repair_first_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
63,de5903e899833bfb,371e3ab687c6c366,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
64,de5903e899833bfb,44b69ec25a9e01fa,3,blocked_until_repair,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
65,de5903e899833bfb,885018c26a8a27a3,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
66,de5903e899833bfb,b4ccba584977e1a1,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
67,de5903e899833bfb,e5ee26ead2e3f6fc,3,repair_first_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
68,de5903e899833bfb,6ca0d459ea42b837,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
69,de5903e899833bfb,87a8f4d3c78f0445,3,blocked_until_repair,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
70,57babcb8f4902831,57babcb8f4902831,3,limited_access,True,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
71,57babcb8f4902831,302d2a473ef6a877,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
72,57babcb8f4902831,9371caab72d7441d,3,repair_first_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
73,57babcb8f4902831,89739e304f3b0247,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
74,57babcb8f4902831,86fba1b5f1f5bac0,3,blocked_until_repair,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
75,57babcb8f4902831,581bd9fe7653b0fc,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
76,57babcb8f4902831,a1311d9f12546e3d,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
77,57babcb8f4902831,d6f40e81b8d49a88,3,repair_first_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
78,57babcb8f4902831,aae76baef0c66d1a,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
79,57babcb8f4902831,8b918b39e0eeb0e0,3,blocked_until_repair,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
80,b11be90358c66fda,b11be90358c66fda,3,limited_access,True,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
81,b11be90358c66fda,42ff42be51938fa3,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
82,b11be90358c66fda,00313bac9069facb,3,repair_first_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
83,b11be90358c66fda,d7a25fceb02cccc8,3,limited_access,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
84,b11be90358c66fda,5e52201db1c72d70,3,blocked_until_repair,False,"reentry_dialogue_hash,choice,branch_outcomes,schedule,access_trust,followup,replay"
