scenario,scenario_name,pressure,condition,policy_name,mean_reward,mean_survival,mean_task_success,mean_progress,mean_energy,mean_hunger,mean_thirst,mean_resource_level,mean_water_level,mean_cache_level,mean_scarcity_risk,mean_spoilage_waste,mean_migration_confidence,mean_social_access,mean_territory_standing,mean_conflict_events,mean_overharvest_events,mean_spoiled_cache_events,mean_migration_misses,mean_sharing_actions,mean_cache_actions,mean_restraint_actions,mean_territory_actions,mean_continuity_resets,mean_ecology_misses
0,abundant_static_control,abundant stable resources where ecology machinery should not matter,full_control,greedy_no_ecology_baseline,200.55731540381112,1.0,1.0,129.29085399837484,0.638686204462931,0.07351734198143682,0.29056954618716896,0.4637702524915877,0.5769916764996087,0.08,0.0,0.0,0.34,0.84,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,abundant_static_control,abundant stable resources where ecology machinery should not matter,no_resource_memory,greedy_no_ecology_baseline,200.6422998743137,1.0,1.0,129.3613673630062,0.6391053913963015,0.07224460318479557,0.2916419816078497,0.46487692354090154,0.577958204600512,0.08,0.0,0.0,0.34,0.84,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,abundant_static_control,abundant stable resources where ecology machinery should not matter,no_regeneration_model,greedy_no_ecology_baseline,200.5706550898748,1.0,1.0,129.33071780080226,0.6393750775528982,0.07331521466179017,0.29155840143310174,0.46463256466675956,0.5777287563752503,0.08,0.0,0.0,0.34,0.84,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,abundant_static_control,abundant stable resources where ecology machinery should not matter,no_spoilage_model,greedy_no_ecology_baseline,200.61707887131953,1.0,1.0,129.32570857879023,0.6381709077755806,0.0723344974412697,0.29096505041176357,0.46350202408783253,0.5774297040516506,0.08,0.0,0.0,0.34,0.84,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,abundant_static_control,abundant stable resources where ecology machinery should not matter,no_migration_tracking,greedy_no_ecology_baseline,200.6383550806803,1.0,1.0,129.3615853277898,0.6382845737733348,0.07185875364331996,0.2917340876914979,0.4639361661153263,0.5777251601452126,0.08,0.0,0.0,0.34,0.84,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,abundant_static_control,abundant stable resources where ecology machinery should not matter,no_restraint,greedy_no_ecology_baseline,200.5665930832071,1.0,1.0,129.30405282111727,0.6386032756653696,0.0732103783585751,0.2909033968799672,0.4640480682530465,0.5771196029299163,0.08,0.0,0.0,0.34,0.84,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,abundant_static_control,abundant stable resources where ecology machinery should not matter,no_cache_management,greedy_no_ecology_baseline,200.49246270410507,1.0,1.0,129.2728437612666,0.6366961927422076,0.07353418512220701,0.29081228874640036,0.4642694222513153,0.5776800797052194,0.08,0.0,0.0,0.34,0.84,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,abundant_static_control,abundant stable resources where ecology machinery should not matter,no_sharing_contract,greedy_no_ecology_baseline,200.5244088822675,1.0,1.0,129.2676376698329,0.6382906433969926,0.07391578790635303,0.29026030233751476,0.4635184041466269,0.5770823941192377,0.08,0.0,0.0,0.34,0.84,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,abundant_static_control,abundant stable resources where ecology machinery should not matter,no_territory_ownership,greedy_no_ecology_baseline,200.56665661672898,1.0,1.0,129.2818351050036,0.6376581852598295,0.07309204760001488,0.2902699077243586,0.4645408478444728,0.5770809363134086,0.08,0.0,0.0,0.34,0.84,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,abundant_static_control,abundant stable resources where ecology machinery should not matter,no_continuity,greedy_no_ecology_baseline,200.46895236514183,1.0,1.0,129.26683077205251,0.6369692345107821,0.07392058934484458,0.2908560287713713,0.463381351735441,0.5773866371992623,0.08,0.0,0.0,0.34,0.84,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,abundant_static_control,abundant stable resources where ecology machinery should not matter,greedy_consumption_only,greedy_no_ecology_baseline,201.5552420201283,1.0,1.0,129.3413573667054,0.6385178313542432,0.06237851205936853,0.28177360670568097,0.4591092673879573,0.5719921288484834,0.08,0.0,0.0,0.34,0.84,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,abundant_static_control,abundant stable resources where ecology machinery should not matter,omniscient_resource_control,greedy_no_ecology_baseline,158.705446072535,1.0,1.0,123.9527406394604,0.6246560229214401,0.16494039623727105,0.3761953132866868,0.7926435284369311,0.826512240718518,0.16,0.0,0.0,0.7200000000000001,0.84,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,slow_regrowth_depletion,overharvesting slow-regrowth sources creates delayed scarcity unless restraint and regeneration memory are used,full_control,regrowth_restraint_planner,163.87057054226253,1.0,1.0,97.00590141859352,0.6243756146878872,0.14785092015860987,0.3588474512713606,0.7250255047057707,0.7758642268809566,0.08,0.0,0.0,0.34,0.84,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
