metric,value
source_v52_continuity,1.0
resident_owned_goal_trace,1.0
object_task_request_trace,1.0
multi_turn_negotiated_plan_trace,1.0
refusal_aware_help_offer_trace,1.0
bounded_phrase_learning_persistence,1.0
multi_reload_goal_dialogue_integrity,0.9859550561797753
browser_v53_surface,1.0
private_workspace_boundary_preserved,1.0
frequency_flower_goal_binding,1.0
conversation_no_llm_boundary,1.0
resident_agency_not_avatar_puppet,0.842
browser_world_v53_surface,1.0
weakest_channel_name,resident_agency_not_avatar_puppet
mean_resident_goal_channel_score,0.986766
weakest_channel_score,0.842
browser_world_v53_resident_goal_readiness,0.943336
plan_day_count,162.0
resident_owned_goal_count,2916.0
object_task_request_count,2916.0
multi_turn_negotiated_plan_count,2201.0
refusal_aware_help_offer_count,1725.0
bounded_phrase_learning_count,2916.0
goal_dialogue_reload_probe_count,356.0
browser_tick_count,2916.0
html_button_count,149.0
html_localstorage_handler_count,3.0
