controller,ablation,mean_total_score,mean_maturation_score,mean_crisis_score,mean_resolved_rate,mean_env_response_rate,mean_social_response_rate,mean_coupled_response_rate,mean_crisis_damage,mean_final_alive,mean_alive_at_12h,mean_births,mean_architecture_tier,mean_tool_tier,mean_knowledge_transfer,mean_adaptation_evidence,shock_gate_pass_rate,post_gate_shock_rate
designed,none,0.7603896833401468,0.9807653333333333,0.521649395847528,1.0,0.0765198259816191,0.923480174018381,0.0,0.05243029757849149,12.0,14.0,2.6666666666666665,4.0,4.0,1.0,1.0,1.0,1.0
fixed_joint_gru,none,0.843391187435138,0.9987854117647058,0.6750474444114393,0.9333333333333332,0.8629923230077141,1.0,0.8629923230077141,0.7479487155021461,12.666666666666666,14.0,3.3333333333333335,4.0,4.0,1.0,1.0,1.0,1.0
frame_mlp,none,0.2829831129282124,0.5441982940927161,0.0,0.0,0.29934339774668506,0.0,0.0,2.5634863925390614,9.333333333333334,14.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0
gru,none,0.34422093428865064,0.661963335170482,0.0,0.0,0.29934339774668506,0.1111111111111111,0.0,2.4346075530934086,11.0,14.0,1.6666666666666667,4.0,0.0,0.2917615563027522,1.0,1.0,1.0
min_channel_planner_gru,none,0.7966817377922256,0.9873146666666667,0.5901627315115812,0.8777777777777778,0.827731490572468,1.0,0.827731490572468,0.8575641663402779,12.333333333333334,14.0,3.0,4.0,4.0,0.9462740796745353,1.0,1.0,1.0
planner_recovery_gru,body,0.498069492457415,0.9578259470334904,0.0,0.0,0.17755659792037157,0.0,0.0,2.768124255530084,12.333333333333334,14.0,0.6666666666666666,3.0,4.0,1.0,1.0,1.0,1.0
planner_recovery_gru,environment,0.4841661155311056,0.9310886837136646,0.0,0.0,0.0,1.0,0.0,1.7216593757871117,12.333333333333334,14.0,2.0,4.0,3.0,0.822074334231524,1.0,1.0,1.0
planner_recovery_gru,infrastructure,0.40092194489768423,0.7710037401878543,0.0,0.0,0.29920227746878664,0.0,0.0,2.7069554756292633,14.333333333333334,14.0,3.0,4.0,0.0,0.22919942631770726,1.0,1.0,1.0
planner_recovery_gru,none,0.5105751752298793,0.981875336980537,0.0,0.0,0.17767404834274134,0.0,0.0,2.7913590607598695,13.666666666666666,14.0,2.3333333333333335,3.0,4.0,1.0,1.0,1.0,1.0
planner_recovery_gru,previous_action,0.4891830103706633,0.9407365584051218,0.0,0.0,0.17755659792037157,0.0,0.0,2.768292519198175,11.666666666666666,14.0,0.6666666666666666,3.0,4.0,0.7900205779249682,1.0,1.0,1.0
planner_recovery_gru,social_culture,0.25630233941847685,0.4928891142663016,0.0,0.0,0.18797221016066,0.0,0.0,2.3942890490150117,0.0,14.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
planner_recovery_gru,tools,0.453494988728973,0.8721057475557172,0.0,0.0,0.41054979519928314,0.0,0.0,2.582273445498675,10.0,14.0,0.6666666666666666,3.0,4.0,0.48627992037636564,1.0,1.0,1.0
reactive,none,0.0856128,0.16464,0.0,0.0,0.1759029577408955,0.0,0.0,2.2848172943925333,0.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
return_selected_gru,none,0.4955242380046298,0.9529312269319803,0.0,0.0,0.29934339774668506,0.21880880011579099,0.0,2.2426220649920556,11.333333333333334,14.0,2.0,4.0,4.0,0.8231311196287513,1.0,1.0,1.0
