metric,value
source_v42_continuity,1.0
playable_first_person_scene_surface,1.0
avatar_movement_collision_coherence,1.0
resident_body_language_state_binding,1.0
object_pickup_drop_visibility,1.0
object_pickup_drop_consequence,1.0
object_consequence_bounded,1.0
local_interaction_turn_visibility,1.0
sensory_memory_reload_recall,0.9878116343490305
sensory_memory_relationship_change_after_reload,1.0
trust_repair_recovery_path,1.0
browser_v43_surface,1.0
private_workspace_boundary_preserved,1.0
frequency_flower_scene_binding,1.0
object_consequence_not_overdriven,0.842
browser_world_v43_surface,1.0
weakest_channel_name,object_consequence_not_overdriven
mean_playable_scene_channel_score,0.989363
weakest_channel_score,0.842
browser_world_v43_playable_scene_readiness,0.945154
session_day_count,156.0
playable_scene_frame_count,2808.0
resident_body_language_count,2808.0
object_consequence_count,1470.0
object_pickup_drop_changed_count,1470.0
object_bounded_count,1470.0
interaction_turn_count,1910.0
sensory_memory_reload_count,1805.0
sensory_memory_recalled_count,1783.0
sensory_memory_relationship_changed_count,1783.0
trust_repair_count,408.0
trust_repair_visible_count,408.0
browser_tick_count,2808.0
html_button_count,72.0
html_localstorage_handler_count,8.0
