metric,value
actual_clickable_control_surface,1.0
animation_click_count,426.0
animation_control_click_binding,1.0
bounded_refusal_and_recovery_available,1.0
branch_mutation_count,294.0
browser_replay_trace_integrity,1.0
browser_world_v34_clickable_readiness,0.937142
delayed_followup_after_body_reaction,0.9544807965860598
delayed_followup_count,700.0
flower_frequency_rate_scaffold,1.0
followup_not_oversaturated,0.836
html_button_count,32.0
html_import_handler_count,5.0
html_localstorage_handler_count,5.0
localstorage_branch_mutation,1.0
mean_clickable_control_channel_score,0.980488
privacy_boundary_preserved,1.0
reload_state_persistence,1.0
replay_event_count,2507.0
restore_probe_count,219.0
sensory_click_body_binding,0.9878472222222222
snapshot_export_import_count,384.0
snapshot_import_count,192.0
snapshot_paste_import_ui,1.0
source_v33_continuity,1.0
successful_snapshot_import_restore,0.9635416666666666
valid_snapshot_import_count,185.0
visible_body_reaction_after_control,0.9459459459459459
visible_body_reaction_count,665.0
visible_browser_v34_surface,1.0
visible_followup_count,671.0
weakest_channel_name,followup_not_oversaturated
weakest_channel_score,0.836
