goal_id,day,agent_id,primary_goal,secondary_goal,body_constraint,relationship_constraint,private_workspace_note,priority,stability_score
goal_1_ka60,1,ka60,advance dry-route repair without violating household boundary,teach avatar one safe westkeepers custom,avoid wet/crowded work if fatigue rises,trust avatar only through repeated bounded actions,private reasons stay summarized; only public goal is visible,0.62,0.84
goal_1_mu61,1,mu61,advance warm meal care without violating household boundary,teach avatar one safe mossgarden custom,protect rest and social pace,trust avatar only through repeated bounded actions,private reasons stay summarized; only public goal is visible,0.65,0.84
goal_1_lo62,1,lo62,advance fair count market without violating household boundary,teach avatar one safe ledgerkin custom,protect rest and social pace,trust avatar only through repeated bounded actions,private reasons stay summarized; only public goal is visible,0.68,0.84
goal_1_sa63,1,sa63,advance public truth witness without violating household boundary,teach avatar one safe redstair custom,protect rest and social pace,trust avatar only through repeated bounded actions,private reasons stay summarized; only public goal is visible,0.71,0.84
goal_1_ni64,1,ni64,advance safe wet repair without violating household boundary,teach avatar one safe wheelwright custom,avoid wet/crowded work if fatigue rises,trust avatar only through repeated bounded actions,private reasons stay summarized; only public goal is visible,0.74,0.84
goal_2_ka60,2,ka60,advance dry-route repair without violating household boundary,teach avatar one safe westkeepers custom,avoid wet/crowded work if fatigue rises,trust avatar only through repeated bounded actions,private reasons stay summarized; only public goal is visible,0.635,0.85
goal_2_mu61,2,mu61,advance warm meal care without violating household boundary,teach avatar one safe mossgarden custom,protect rest and social pace,trust avatar only through repeated bounded actions,private reasons stay summarized; only public goal is visible,0.665,0.85
goal_2_lo62,2,lo62,advance fair count market without violating household boundary,teach avatar one safe ledgerkin custom,protect rest and social pace,trust avatar only through repeated bounded actions,private reasons stay summarized; only public goal is visible,0.695,0.85
goal_2_sa63,2,sa63,advance public truth witness without violating household boundary,teach avatar one safe redstair custom,protect rest and social pace,trust avatar only through repeated bounded actions,private reasons stay summarized; only public goal is visible,0.725,0.85
goal_2_ni64,2,ni64,advance safe wet repair without violating household boundary,teach avatar one safe wheelwright custom,avoid wet/crowded work if fatigue rises,trust avatar only through repeated bounded actions,private reasons stay summarized; only public goal is visible,0.755,0.85
goal_3_ka60,3,ka60,advance dry-route repair without violating household boundary,teach avatar one safe westkeepers custom,avoid wet/crowded work if fatigue rises,trust avatar only through repeated bounded actions,private reasons stay summarized; only public goal is visible,0.65,0.86
goal_3_mu61,3,mu61,advance warm meal care without violating household boundary,teach avatar one safe mossgarden custom,protect rest and social pace,trust avatar only through repeated bounded actions,private reasons stay summarized; only public goal is visible,0.68,0.86
