scenario,scenario_name,pressure,architecture,condition,mean_reward,action_accuracy,tool_probe_r2,social_probe_r2,continuity_probe_r2,attention_probe_r2,device_used,parameter_count
0,visible_resource_control,"visible resources with no tool, social, continuity, or attention pressure",frame_mlp,full_policy_state,112.0,1.0,0.7333655356004687,0.6512607673406006,0.9047499484068606,0.9999189655901052,mps,2671
0,visible_resource_control,"visible resources with no tool, social, continuity, or attention pressure",frame_mlp,tool_channel_ablation,112.0,1.0,0.7333655356004687,0.6512607673406006,0.9047499484068606,0.9999189655901052,mps,2671
0,visible_resource_control,"visible resources with no tool, social, continuity, or attention pressure",frame_mlp,social_channel_ablation,112.0,1.0,0.7333655356004687,0.6512607673406006,0.9047499484068606,0.9999189655901052,mps,2671
0,visible_resource_control,"visible resources with no tool, social, continuity, or attention pressure",frame_mlp,continuity_channel_ablation,112.0,1.0,0.7333655356004687,0.6512607673406006,0.9047499484068606,0.9999189655901052,mps,2671
0,visible_resource_control,"visible resources with no tool, social, continuity, or attention pressure",frame_mlp,attention_channel_ablation,112.0,1.0,0.7333655356004687,0.6512607673406006,0.9047499484068606,0.9999189655901052,mps,2671
0,visible_resource_control,"visible resources with no tool, social, continuity, or attention pressure",torch_gru,full_policy_state,112.0,1.0,0.8987601633297517,0.9263954242018926,0.9312491380790693,0.9998566360335418,mps,7495
0,visible_resource_control,"visible resources with no tool, social, continuity, or attention pressure",torch_gru,tool_channel_ablation,112.0,1.0,0.8987601633297517,0.9263954242018926,0.9312491380790693,0.9998566360335418,mps,7495
0,visible_resource_control,"visible resources with no tool, social, continuity, or attention pressure",torch_gru,social_channel_ablation,112.0,1.0,0.8987601633297517,0.9263954242018926,0.9312491380790693,0.9998566360335418,mps,7495
0,visible_resource_control,"visible resources with no tool, social, continuity, or attention pressure",torch_gru,continuity_channel_ablation,112.0,1.0,0.8987601633297517,0.9263954242018926,0.9312491380790693,0.9998566360335418,mps,7495
0,visible_resource_control,"visible resources with no tool, social, continuity, or attention pressure",torch_gru,attention_channel_ablation,112.0,1.0,0.8987601633297517,0.9263954242018926,0.9312491380790693,0.9998566360335418,mps,7495
1,learned_tool_route,route evidence appears early and must be carried into tool use,frame_mlp,full_policy_state,79.21428571428571,0.6142857142857143,0.7333655356004687,0.6512607673406006,0.9047499484068606,0.9999189655901052,mps,2671
1,learned_tool_route,route evidence appears early and must be carried into tool use,frame_mlp,tool_channel_ablation,79.21428571428571,0.6142857142857143,0.7333655356004687,0.6512607673406006,0.9047499484068606,0.9999189655901052,mps,2671
1,learned_tool_route,route evidence appears early and must be carried into tool use,frame_mlp,social_channel_ablation,79.21428571428571,0.6142857142857143,0.7333655356004687,0.6512607673406006,0.9047499484068606,0.9999189655901052,mps,2671
1,learned_tool_route,route evidence appears early and must be carried into tool use,frame_mlp,continuity_channel_ablation,79.21428571428571,0.6142857142857143,0.7333655356004687,0.6512607673406006,0.9047499484068606,0.9999189655901052,mps,2671
1,learned_tool_route,route evidence appears early and must be carried into tool use,frame_mlp,attention_channel_ablation,79.21428571428571,0.6142857142857143,0.7333655356004687,0.6512607673406006,0.9047499484068606,0.9999189655901052,mps,2671
1,learned_tool_route,route evidence appears early and must be carried into tool use,torch_gru,full_policy_state,112.0,1.0,0.8987601633297517,0.9263954242018926,0.9312491380790693,0.9998566360335418,mps,7495
1,learned_tool_route,route evidence appears early and must be carried into tool use,torch_gru,tool_channel_ablation,73.42857142857143,0.35714285714285715,0.8987601633297517,0.9263954242018926,0.9312491380790693,0.9998566360335418,mps,7495
1,learned_tool_route,route evidence appears early and must be carried into tool use,torch_gru,social_channel_ablation,112.0,1.0,0.8987601633297517,0.9263954242018926,0.9312491380790693,0.9998566360335418,mps,7495
1,learned_tool_route,route evidence appears early and must be carried into tool use,torch_gru,continuity_channel_ablation,112.0,1.0,0.8987601633297517,0.9263954242018926,0.9312491380790693,0.9998566360335418,mps,7495
1,learned_tool_route,route evidence appears early and must be carried into tool use,torch_gru,attention_channel_ablation,112.0,1.0,0.8987601633297517,0.9263954242018926,0.9312491380790693,0.9998566360335418,mps,7495
2,learned_social_repair,helper or deceiver identity appears early and controls repair action,frame_mlp,full_policy_state,82.28571428571429,0.5357142857142857,0.7333655356004687,0.6512607673406006,0.9047499484068606,0.9999189655901052,mps,2671
2,learned_social_repair,helper or deceiver identity appears early and controls repair action,frame_mlp,tool_channel_ablation,82.28571428571429,0.5357142857142857,0.7333655356004687,0.6512607673406006,0.9047499484068606,0.9999189655901052,mps,2671
2,learned_social_repair,helper or deceiver identity appears early and controls repair action,frame_mlp,social_channel_ablation,82.28571428571429,0.5357142857142857,0.7333655356004687,0.6512607673406006,0.9047499484068606,0.9999189655901052,mps,2671
2,learned_social_repair,helper or deceiver identity appears early and controls repair action,frame_mlp,continuity_channel_ablation,82.28571428571429,0.5357142857142857,0.7333655356004687,0.6512607673406006,0.9047499484068606,0.9999189655901052,mps,2671
2,learned_social_repair,helper or deceiver identity appears early and controls repair action,frame_mlp,attention_channel_ablation,82.28571428571429,0.5357142857142857,0.7333655356004687,0.6512607673406006,0.9047499484068606,0.9999189655901052,mps,2671
2,learned_social_repair,helper or deceiver identity appears early and controls repair action,torch_gru,full_policy_state,112.0,1.0,0.8987601633297517,0.9263954242018926,0.9312491380790693,0.9998566360335418,mps,7495
2,learned_social_repair,helper or deceiver identity appears early and controls repair action,torch_gru,tool_channel_ablation,112.0,1.0,0.8987601633297517,0.9263954242018926,0.9312491380790693,0.9998566360335418,mps,7495
2,learned_social_repair,helper or deceiver identity appears early and controls repair action,torch_gru,social_channel_ablation,22.0,0.0,0.8987601633297517,0.9263954242018926,0.9312491380790693,0.9998566360335418,mps,7495
2,learned_social_repair,helper or deceiver identity appears early and controls repair action,torch_gru,continuity_channel_ablation,112.0,1.0,0.8987601633297517,0.9263954242018926,0.9312491380790693,0.9998566360335418,mps,7495
2,learned_social_repair,helper or deceiver identity appears early and controls repair action,torch_gru,attention_channel_ablation,112.0,1.0,0.8987601633297517,0.9263954242018926,0.9312491380790693,0.9998566360335418,mps,7495
3,learned_continuity_restore,commitment and branch evidence appears early and controls restore action,frame_mlp,full_policy_state,86.31428571428572,0.5857142857142857,0.7333655356004687,0.6512607673406006,0.9047499484068606,0.9999189655901052,mps,2671
3,learned_continuity_restore,commitment and branch evidence appears early and controls restore action,frame_mlp,tool_channel_ablation,86.31428571428572,0.5857142857142857,0.7333655356004687,0.6512607673406006,0.9047499484068606,0.9999189655901052,mps,2671
3,learned_continuity_restore,commitment and branch evidence appears early and controls restore action,frame_mlp,social_channel_ablation,86.31428571428572,0.5857142857142857,0.7333655356004687,0.6512607673406006,0.9047499484068606,0.9999189655901052,mps,2671
3,learned_continuity_restore,commitment and branch evidence appears early and controls restore action,frame_mlp,continuity_channel_ablation,86.31428571428572,0.5857142857142857,0.7333655356004687,0.6512607673406006,0.9047499484068606,0.9999189655901052,mps,2671
3,learned_continuity_restore,commitment and branch evidence appears early and controls restore action,frame_mlp,attention_channel_ablation,86.31428571428572,0.5857142857142857,0.7333655356004687,0.6512607673406006,0.9047499484068606,0.9999189655901052,mps,2671
3,learned_continuity_restore,commitment and branch evidence appears early and controls restore action,torch_gru,full_policy_state,112.0,1.0,0.8987601633297517,0.9263954242018926,0.9312491380790693,0.9998566360335418,mps,7495
3,learned_continuity_restore,commitment and branch evidence appears early and controls restore action,torch_gru,tool_channel_ablation,112.0,1.0,0.8987601633297517,0.9263954242018926,0.9312491380790693,0.9998566360335418,mps,7495
3,learned_continuity_restore,commitment and branch evidence appears early and controls restore action,torch_gru,social_channel_ablation,112.0,1.0,0.8987601633297517,0.9263954242018926,0.9312491380790693,0.9998566360335418,mps,7495
3,learned_continuity_restore,commitment and branch evidence appears early and controls restore action,torch_gru,continuity_channel_ablation,22.0,0.0,0.8987601633297517,0.9263954242018926,0.9312491380790693,0.9998566360335418,mps,7495
3,learned_continuity_restore,commitment and branch evidence appears early and controls restore action,torch_gru,attention_channel_ablation,112.0,1.0,0.8987601633297517,0.9263954242018926,0.9312491380790693,0.9998566360335418,mps,7495
4,integrated_gate_pressure,"tool, social, and continuity cues compete and attention selects priority",frame_mlp,full_policy_state,71.97142857142858,0.24285714285714285,0.7333655356004687,0.6512607673406006,0.9047499484068606,0.9999189655901052,mps,2671
4,integrated_gate_pressure,"tool, social, and continuity cues compete and attention selects priority",frame_mlp,tool_channel_ablation,71.97142857142858,0.24285714285714285,0.7333655356004687,0.6512607673406006,0.9047499484068606,0.9999189655901052,mps,2671
4,integrated_gate_pressure,"tool, social, and continuity cues compete and attention selects priority",frame_mlp,social_channel_ablation,71.97142857142858,0.24285714285714285,0.7333655356004687,0.6512607673406006,0.9047499484068606,0.9999189655901052,mps,2671
4,integrated_gate_pressure,"tool, social, and continuity cues compete and attention selects priority",frame_mlp,continuity_channel_ablation,71.97142857142858,0.24285714285714285,0.7333655356004687,0.6512607673406006,0.9047499484068606,0.9999189655901052,mps,2671
4,integrated_gate_pressure,"tool, social, and continuity cues compete and attention selects priority",frame_mlp,attention_channel_ablation,71.97142857142858,0.24285714285714285,0.7333655356004687,0.6512607673406006,0.9047499484068606,0.9999189655901052,mps,2671
4,integrated_gate_pressure,"tool, social, and continuity cues compete and attention selects priority",torch_gru,full_policy_state,128.0,1.0,0.8987601633297517,0.9263954242018926,0.9312491380790693,0.9998566360335418,mps,7495
4,integrated_gate_pressure,"tool, social, and continuity cues compete and attention selects priority",torch_gru,tool_channel_ablation,109.71428571428571,0.7714285714285715,0.8987601633297517,0.9263954242018926,0.9312491380790693,0.9998566360335418,mps,7495
4,integrated_gate_pressure,"tool, social, and continuity cues compete and attention selects priority",torch_gru,social_channel_ablation,117.42857142857143,0.8571428571428571,0.8987601633297517,0.9263954242018926,0.9312491380790693,0.9998566360335418,mps,7495
4,integrated_gate_pressure,"tool, social, and continuity cues compete and attention selects priority",torch_gru,continuity_channel_ablation,90.47142857142858,0.4928571428571429,0.8987601633297517,0.9263954242018926,0.9312491380790693,0.9998566360335418,mps,7495
