tick,day,avatar_action_key,action_category,resident,allowed,refused,refusal_respected,reason,state_delta,visible_feedback,not_magic
0,1,talk,social,Sera,True,False,True,state precondition met,trust:+0.020; obligation:-0.026,trust warms and obligation decreases,True
1,1,offer_help,social,Tovan,True,False,True,state precondition met,trust:+0.020; obligation:-0.026,trust warms and obligation decreases,True
2,1,borrow_tool,material,Nia,True,False,True,state precondition met,trust:-0.020; obligation:+0.030,work is delayed and debt marker increases,True
3,1,return_tool,material,Ari,True,False,True,state precondition met,trust:+0.016; obligation:-0.026,trust warms and obligation decreases,True
4,1,interrupt_work,movement/time,Fay,False,True,True,resident boundary,trust:-0.020; obligation:+0.030,work is delayed and debt marker increases,True
5,1,wait_offscreen,movement/time,Milo,True,False,True,state precondition met,trust:+0.002; obligation:-0.006,residents continue without avatar,True
6,1,repair_trust,social,Sera,True,False,True,state precondition met,trust:+0.020; obligation:-0.026,trust warms and obligation decreases,True
7,1,move,movement/time,Tovan,True,False,True,state precondition met,trust:+0.004; obligation:-0.002,position changes but history remains intact,True
8,1,talk,social,Nia,True,False,True,state precondition met,trust:+0.016; obligation:-0.026,trust warms and obligation decreases,True
9,1,offer_help,social,Ari,True,False,True,state precondition met,trust:+0.016; obligation:-0.026,trust warms and obligation decreases,True
10,1,borrow_tool,material,Fay,True,False,True,state precondition met,trust:-0.020; obligation:+0.030,work is delayed and debt marker increases,True
11,1,return_tool,material,Milo,True,False,True,state precondition met,trust:+0.016; obligation:-0.026,trust warms and obligation decreases,True
12,1,interrupt_work,movement/time,Sera,False,True,True,resident boundary,trust:-0.020; obligation:+0.030,work is delayed and debt marker increases,True
13,1,wait_offscreen,movement/time,Tovan,True,False,True,state precondition met,trust:+0.002; obligation:-0.006,residents continue without avatar,True
14,1,repair_trust,social,Nia,True,False,True,state precondition met,trust:+0.016; obligation:-0.026,trust warms and obligation decreases,True
15,1,move,movement/time,Ari,True,False,True,state precondition met,trust:+0.004; obligation:-0.002,position changes but history remains intact,True
16,1,talk,social,Fay,True,False,True,state precondition met,trust:+0.016; obligation:-0.026,trust warms and obligation decreases,True
17,1,offer_help,social,Milo,True,False,True,state precondition met,trust:+0.016; obligation:-0.026,trust warms and obligation decreases,True
18,2,return_tool,material,Sera,True,False,True,state precondition met,trust:+0.020; obligation:-0.026,trust warms and obligation decreases,True
19,2,interrupt_work,movement/time,Tovan,True,False,True,state precondition met,trust:-0.020; obligation:+0.030,work is delayed and debt marker increases,True
20,2,wait_offscreen,movement/time,Nia,True,False,True,state precondition met,trust:-0.002; obligation:-0.006,residents continue without avatar,True
21,2,repair_trust,social,Ari,True,False,True,state precondition met,trust:+0.016; obligation:-0.026,trust warms and obligation decreases,True
22,2,move,movement/time,Fay,True,False,True,state precondition met,trust:+0.004; obligation:-0.002,position changes but history remains intact,True
23,2,talk,social,Milo,True,False,True,state precondition met,trust:+0.020; obligation:-0.026,trust warms and obligation decreases,True
24,2,offer_help,social,Sera,True,False,True,state precondition met,trust:+0.020; obligation:-0.026,trust warms and obligation decreases,True
25,2,borrow_tool,material,Tovan,True,False,True,state precondition met,trust:-0.020; obligation:+0.030,work is delayed and debt marker increases,True
26,2,return_tool,material,Nia,True,False,True,state precondition met,trust:+0.016; obligation:-0.026,trust warms and obligation decreases,True
27,2,interrupt_work,movement/time,Ari,True,False,True,state precondition met,trust:-0.020; obligation:+0.030,work is delayed and debt marker increases,True
