controller,ablation,mean_total_score,mean_maturation_score,mean_crisis_score,mean_resolved_rate,mean_env_response_rate,mean_social_response_rate,mean_coupled_response_rate,mean_crisis_damage,mean_final_alive,mean_alive_at_12h,mean_births,mean_architecture_tier,mean_tool_tier,mean_knowledge_transfer,mean_adaptation_evidence,shock_gate_pass_rate,post_gate_shock_rate
designed,none,0.7733075600824334,1.0,0.5277240835050695,1.0,0.07692307692307693,0.9230769230769231,0.0,0.03507404712837282,17.0,14.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0
diagnostic_memory_gru,body,0.517708672,0.9955936,0.0,0.05,0.14102564102564102,0.45256410256410257,0.007051282051282051,1.3438841156724592,15.8,14.0,1.8,3.0,4.0,1.0,1.0,1.0,1.0
diagnostic_memory_gru,environment,0.5184250351323365,0.9969712214083394,0.0,0.05,0.1,0.03333333333333333,0.004487179487179487,1.3918840326277082,15.2,14.0,1.2,3.0,4.0,1.0,1.0,1.0,1.0
diagnostic_memory_gru,infrastructure,0.33027299702820867,0.6351403789004012,0.0,0.0,0.25,0.0,0.0,1.9030110258713193,14.0,14.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0
diagnostic_memory_gru,none,0.5192362239999999,0.9985312000000001,0.0,0.1,0.13525641025641028,0.35320512820512817,0.025,1.2579815762653175,15.6,14.0,1.6,3.8,4.0,1.0,1.0,1.0,1.0
diagnostic_memory_gru,previous_action,0.52,1.0,0.0,0.15,0.07371794871794872,0.367948717948718,0.03076923076923077,1.1259463604706998,15.6,14.0,1.6,3.4,4.0,1.0,1.0,1.0,1.0
diagnostic_memory_gru,social_culture,0.5179878101234582,0.9961304040835735,0.0,0.0,0.0,1.0,0.0,1.2410672506217173,16.2,14.0,2.2,3.0,4.0,1.0,1.0,1.0,1.0
diagnostic_memory_gru,tools,0.5176903541294055,0.9955583733257797,0.0,0.0,0.0,0.003205128205128205,0.0,1.2316626246334166,15.2,14.0,1.2,3.0,4.0,1.0,1.0,1.0,1.0
frame_mlp,none,0.3299908453816235,0.6345977795800452,0.0,0.0,0.25,0.0,0.0,1.8827216862027876,14.0,14.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0
gru,none,0.518472448,0.9970623999999999,0.0,0.0,0.0,0.31153846153846154,0.0,1.2450030381225616,15.0,14.0,1.0,3.2,4.0,1.0,1.0,1.0,1.0
reactive,none,0.23993131957865424,0.46140638380510424,0.0,0.0,0.125,0.0,0.0,1.9208947255554505,14.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
return_selected_gru,none,0.5192362239999999,0.9985312000000001,0.0,0.1,0.13525641025641028,0.35320512820512817,0.025,1.2579815762653175,15.6,14.0,1.6,3.8,4.0,1.0,1.0,1.0,1.0
return_selected_reference,none,0.5192362239999999,0.9985312000000001,0.0,0.1,0.13525641025641028,0.35320512820512817,0.025,1.2579815762653175,15.6,14.0,1.6,3.8,4.0,1.0,1.0,1.0,1.0
