criterion,passed,score,evidence
report_358_return_greeting_gate_passing,True,1.0,Report 358 verdict=pass weakest=1.0
source_exposes_social_echo_state,True,1.0,"app.js exposes accountability social echo state, render, propagation, and boundary"
source_binds_echo_to_social_pulse,True,1.0,runSocialMemoryPulse propagates echo with directAvatarCommand false
source_preserves_original_offscreen_history,True,1.0,social echo checks original offscreen event/history and records Fay/Milo history
visible_social_echo_panel_wired,True,1.0,index.html exposes Resident echo dashboard panel
public_state_boundary_includes_social_echo,True,1.0,state-boundary audit public world includes accountability social echo
browser_smoke_artifact_exists,True,1.0,artifacts/ssrm_3d_browser_world_v119_primary_shell_resident_accountability_social_echo_browser_smoke.json
browser_smoke_used_maintained_shell,True,1.0,http://127.0.0.1:8775/visualizations/ssrm_3d_browser_world_v61_vertical_slice_app_shell/index.html
before_social_echo_empty_after_return,True,1.0,No resident-to-resident accountability echo yet.
social_pulse_creates_fay_echo,True,1.0,"echo={'sourceResident': 'Milo', 'echoResident': 'Fay', 'residentThreadId': 'milo-offscreen-water-jars', 'residentObligationStatus': 'resolved/resolved', 'avatarThreadStatus': 'accounted', 'directAvatarCommand': False, 'residentHistoryPreserved': True, 'echo': ""Fay heard Milo say milo-offscreen-water-jars stayed resolved/resolved and the avatar absence was accounted; preserving Fay changed Milo's obligation while avatar absent""}"
echo_mentions_resolved_obligation_and_accounted_absence,True,1.0,"Echo: Fay heard Milo say milo-offscreen-water-jars stayed resolved/resolved and the avatar absence was accounted; preserving Fay changed Milo's obligation while avatar absent
Source resident: Milo
Echo resident: Fay
Mentions: milo-offscreen-water-jars resolved/resolved / avatar absence accounted
Direct avatar command: no
History preserved: yes"
echo_not_direct_avatar_command,True,1.0,"echo={'sourceResident': 'Milo', 'echoResident': 'Fay', 'residentThreadId': 'milo-offscreen-water-jars', 'residentObligationStatus': 'resolved/resolved', 'avatarThreadStatus': 'accounted', 'directAvatarCommand': False, 'residentHistoryPreserved': True, 'echo': ""Fay heard Milo say milo-offscreen-water-jars stayed resolved/resolved and the avatar absence was accounted; preserving Fay changed Milo's obligation while avatar absent""} text=Echo: Fay heard Milo say milo-offscreen-water-jars stayed resolved/resolved and the avatar absence was accounted; preserving Fay changed Milo's obligation while avatar absent
Source resident: Milo
Echo resident: Fay
Mentions: milo-offscreen-water-jars resolved/resolved / avatar absence accounted
Direct avatar command: no
History preserved: yes"
visible_echo_still_names_original_event,True,1.0,"Echo: Fay heard Milo say milo-offscreen-water-jars stayed resolved/resolved and the avatar absence was accounted; preserving Fay changed Milo's obligation while avatar absent
Source resident: Milo
Echo resident: Fay
Mentions: milo-offscreen-water-jars resolved/resolved / avatar absence accounted
Direct avatar command: no
History preserved: yes"
relationship_memory_carries_echo,True,1.0,"Selected tie: Ari -> Fay | trust 0.572 | debt 1 | memory: Fay remembered the awning cloth and checked Ari's repair
Persistent key: ssrm_v61_app_shell_resident_relationships
Public resident-to-resident network:
* Ari -> Fay | trust 0.572 | debt 1 | memory: Fay remembered the awning cloth and checked Ari's repair
  Fay -> Milo | trust 0.528 | debt 0 | memory: Milo carried herb crates before rain
  Milo -> Sera | trust 0.502 | debt 1 | memory: Sera kept water jars safe for Milo
  Milo -> Fay | trust 0.514 | debt 0 | memory: Fay heard Milo say milo-offscreen-water-jars stayed resolved/resolved and the avatar absence was accounted; preserving Fay changed Milo's obligation while avatar absent
  Sera -> Tovan | trust 0.558 | debt 1 | memory: Tovan marked the quiet drying route
  Tovan -> Nia | trust 0.512 | debt 1 | memory: Nia sorted route tokens without losing names
  Nia -> Ari | trust 0.578 | debt 0 | memory: Ari repaired the shelf Nia uses at dawn"
schedule_debt_stay_resolved_after_echo,True,1.0,"schedule=milo-offscreen-water-jars: resolved / Milo schedule resolved: follow-up resolved: awning repair checked
ari-awning-followup: pending / Ari schedule pending: follow-up opened: check awning repair debt=milo-offscreen-water-jars: settled / debt 2 / Milo debt settled: 2 after resolve
ari-awning-followup: outstanding / debt 1 / Ari debt outstanding: 1 after follow-up-opened"
social_echo_survives_reload,True,1.0,"reload_echo={'sourceResident': 'Milo', 'echoResident': 'Fay', 'residentThreadId': 'milo-offscreen-water-jars', 'residentObligationStatus': 'resolved/resolved', 'avatarThreadStatus': 'accounted', 'directAvatarCommand': False, 'residentHistoryPreserved': True, 'echo': ""Fay heard Milo say milo-offscreen-water-jars stayed resolved/resolved and the avatar absence was accounted; preserving Fay changed Milo's obligation while avatar absent""} text=Echo: Fay heard Milo say milo-offscreen-water-jars stayed resolved/resolved and the avatar absence was accounted; preserving Fay changed Milo's obligation while avatar absent
Source resident: Milo
Echo resident: Fay
Mentions: milo-offscreen-water-jars resolved/resolved / avatar absence accounted
Direct avatar command: no
History preserved: yes"
replay_logs_social_echo,True,1.0,replayHasSocialEcho=True socialEchoReloaded=True
browser_console_clean,True,1.0,console error count=0
experiment_index_includes_report_359,True,1.0,scripts/run_experiments.py includes Report 359 module
claim_boundary_preserved,True,1.0,"Browser-local resident-to-resident accountability social echo over the maintained v61 shell only; no LLM call, subjective consciousness, real consent, autonomous natural language, moral patienthood, production persistence, hosted URL proof, complete 3D engine, finished gameplay, or metaphysical claim."
