controller,ablation,mean_total_score,mean_maturation_score,mean_crisis_score,mean_resolved_rate,mean_env_response_rate,mean_social_response_rate,mean_coupled_response_rate,mean_crisis_damage,mean_final_alive,mean_alive_at_12h,mean_births,mean_architecture_tier,mean_tool_tier,mean_knowledge_transfer,mean_adaptation_evidence,shock_gate_pass_rate,post_gate_shock_rate
designed,none,0.8670652196330142,1.0,0.7230525409021129,1.0,0.7794871794871795,0.6243589743589744,0.47435897435897434,0.11435537764231485,16.0,14.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
frame_mlp,none,0.3301038391196419,0.6348150752300807,0.0,0.0,0.25,0.0,0.0,1.1658555840967666,14.0,14.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0
gru,none,0.518472448,0.9970623999999999,0.0,0.0,0.0,0.4185897435897436,0.0,1.1162318187961262,16.2,14.0,2.2,3.4,4.0,1.0,1.0,1.0,1.0
reactive,none,0.2400918333648246,0.4617150641631242,0.0,0.0,0.42243589743589743,0.0,0.0,1.1825695406294492,14.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
repair_critic_baseline,none,0.536406663884397,0.9985312000000001,0.03577174975916016,0.2,0.29358974358974355,0.36858974358974356,0.08397435897435898,0.9365269632874241,16.8,14.0,2.8,4.0,4.0,1.0,1.0,1.0,1.0
return_selected_gru,none,0.536406663884397,0.9985312000000001,0.03577174975916016,0.2,0.29358974358974355,0.36858974358974356,0.08397435897435898,0.9365269632874241,16.8,14.0,2.8,4.0,4.0,1.0,1.0,1.0,1.0
sequence_outcome_gru,body,0.49919711581337944,0.9439672382951846,0.017362816458090475,0.25,0.27179487179487183,0.8884615384615385,0.24166666666666664,0.7799073074841876,15.0,14.0,1.0,4.0,2.4,1.0,1.0,1.0,1.0
sequence_outcome_gru,environment,0.6457194328071268,0.9867818453317249,0.2762351525721457,0.5,0.49615384615384617,0.8948717948717949,0.43076923076923074,0.6034306996107196,16.0,14.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
sequence_outcome_gru,infrastructure,0.4572131199999999,0.879256,0.0,0.25,0.25,0.7974358974358975,0.19871794871794873,0.8819729389445226,14.0,14.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0
sequence_outcome_gru,none,0.6609508542362524,0.9906905548125655,0.3037328452785801,0.5,0.4987179487179487,0.8948717948717949,0.43397435897435893,0.5290783175190754,15.4,14.0,1.4,4.0,4.0,1.0,1.0,1.0,1.0
sequence_outcome_gru,previous_action,0.5990053133579882,1.0,0.16459440282914217,0.4,0.36217948717948717,0.8884615384615385,0.3141025641025641,0.5936130615138066,16.8,14.0,2.8,4.0,4.0,1.0,1.0,1.0,1.0
sequence_outcome_gru,social_culture,0.5988346341940615,1.0,0.16423882123762795,0.4,0.3243589743589744,1.0,0.3243589743589744,0.6455447598338837,17.0,14.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0
sequence_outcome_gru,tools,0.648151764471978,0.9985312000000001,0.26857404264995427,0.5,0.42628205128205127,0.8814102564102564,0.36217948717948717,0.5189093286924386,15.2,14.0,1.2,4.0,4.0,1.0,1.0,1.0,1.0
