tick_id,day,infrastructure_id,failure_event,failure_mode,failure_cause,visible_failure_marker,recovery_path,damage_bounded,unresolved_after_tick
0,1,river_mill_bridge,False,none,none,False,none,True,False
1,1,roof_greenhouse_cistern,False,none,none,False,none,True,False
2,1,archive_public_kiosk,False,none,none,False,none,True,False
3,1,dusk_signal_workshop,False,none,none,False,none,True,False
4,1,river_mill_bridge,False,none,none,False,none,True,False
5,1,roof_greenhouse_cistern,False,none,none,False,none,True,False
6,1,archive_public_kiosk,False,none,none,False,none,True,False
7,1,dusk_signal_workshop,False,none,none,False,none,True,False
8,1,river_mill_bridge,False,none,none,False,none,True,False
9,1,roof_greenhouse_cistern,False,none,none,False,none,True,False
10,1,archive_public_kiosk,False,none,none,False,none,True,False
11,1,dusk_signal_workshop,False,none,none,False,none,True,False
12,1,river_mill_bridge,False,none,none,False,none,True,False
13,1,roof_greenhouse_cistern,False,none,none,False,none,True,False
14,1,archive_public_kiosk,False,none,none,False,none,True,False
15,1,dusk_signal_workshop,False,none,none,False,none,True,False
16,1,river_mill_bridge,False,none,none,False,none,True,False
17,1,roof_greenhouse_cistern,False,none,none,False,none,True,False
18,2,archive_public_kiosk,False,none,none,False,none,True,False
19,2,dusk_signal_workshop,False,none,none,False,none,True,False
20,2,river_mill_bridge,False,none,none,False,none,True,False
21,2,roof_greenhouse_cistern,False,none,none,False,none,True,False
22,2,archive_public_kiosk,False,none,none,False,none,True,False
23,2,dusk_signal_workshop,False,none,none,False,none,True,False
24,2,river_mill_bridge,False,none,none,False,none,True,False
25,2,roof_greenhouse_cistern,False,none,none,False,none,True,False
26,2,archive_public_kiosk,False,none,none,False,none,True,False
27,2,dusk_signal_workshop,False,none,none,False,none,True,False
28,2,river_mill_bridge,False,none,none,False,none,True,False
29,2,roof_greenhouse_cistern,False,none,none,False,none,True,False
30,2,archive_public_kiosk,False,none,none,False,none,True,False
31,2,dusk_signal_workshop,False,none,none,False,none,True,False
32,2,river_mill_bridge,False,none,none,False,none,True,False
33,2,roof_greenhouse_cistern,False,none,none,False,none,True,False
34,2,archive_public_kiosk,False,none,none,False,none,True,False
35,2,dusk_signal_workshop,False,none,none,False,none,True,False
36,3,river_mill_bridge,False,none,none,False,none,True,False
37,3,roof_greenhouse_cistern,False,none,none,False,none,True,False
38,3,archive_public_kiosk,False,none,none,False,none,True,False
39,3,dusk_signal_workshop,False,none,none,False,none,True,False
40,3,river_mill_bridge,False,none,none,False,none,True,False
41,3,roof_greenhouse_cistern,False,none,none,False,none,True,False
42,3,archive_public_kiosk,False,none,none,False,none,True,False
43,3,dusk_signal_workshop,False,none,none,False,none,True,False
44,3,river_mill_bridge,False,none,none,False,none,True,False
45,3,roof_greenhouse_cistern,False,none,none,False,none,True,False
46,3,archive_public_kiosk,False,none,none,False,none,True,False
47,3,dusk_signal_workshop,False,none,none,False,none,True,False
48,3,river_mill_bridge,False,none,none,False,none,True,False
49,3,roof_greenhouse_cistern,False,none,none,False,none,True,False
50,3,archive_public_kiosk,False,none,none,False,none,True,False
51,3,dusk_signal_workshop,False,none,none,False,none,True,False
52,3,river_mill_bridge,False,none,none,False,none,True,False
53,3,roof_greenhouse_cistern,False,none,none,False,none,True,False
54,4,dusk_signal_workshop,False,none,none,False,none,True,False
55,4,river_mill_bridge,False,none,none,False,none,True,False
56,4,roof_greenhouse_cistern,False,none,none,False,none,True,False
57,4,archive_public_kiosk,False,none,none,False,none,True,False
58,4,dusk_signal_workshop,False,none,none,False,none,True,False
59,4,river_mill_bridge,False,none,none,False,none,True,False
60,4,roof_greenhouse_cistern,False,none,none,False,none,True,False
61,4,archive_public_kiosk,False,none,none,False,none,True,False
62,4,dusk_signal_workshop,False,none,none,False,none,True,False
63,4,river_mill_bridge,False,none,none,False,none,True,False
64,4,roof_greenhouse_cistern,False,none,none,False,none,True,False
65,4,archive_public_kiosk,False,none,none,False,none,True,False
66,4,dusk_signal_workshop,False,none,none,False,none,True,False
67,4,river_mill_bridge,False,none,none,False,none,True,False
68,4,roof_greenhouse_cistern,False,none,none,False,none,True,False
69,4,archive_public_kiosk,False,none,none,False,none,True,False
70,4,dusk_signal_workshop,False,none,none,False,none,True,False
71,4,river_mill_bridge,False,none,none,False,none,True,False
72,5,roof_greenhouse_cistern,False,none,none,False,none,True,False
73,5,archive_public_kiosk,False,none,none,False,none,True,False
74,5,dusk_signal_workshop,False,none,none,False,none,True,False
75,5,river_mill_bridge,False,none,none,False,none,True,False
76,5,roof_greenhouse_cistern,False,none,none,False,none,True,False
77,5,archive_public_kiosk,False,none,none,False,none,True,False
78,5,dusk_signal_workshop,False,none,none,False,none,True,False
79,5,river_mill_bridge,False,none,none,False,none,True,False
80,5,roof_greenhouse_cistern,False,none,none,False,none,True,False
81,5,archive_public_kiosk,False,none,none,False,none,True,False
82,5,dusk_signal_workshop,False,none,none,False,none,True,False
83,5,river_mill_bridge,False,none,none,False,none,True,False
84,5,roof_greenhouse_cistern,False,none,none,False,none,True,False
85,5,archive_public_kiosk,False,none,none,False,none,True,False
86,5,dusk_signal_workshop,False,none,none,False,none,True,False
87,5,river_mill_bridge,False,none,none,False,none,True,False
88,5,roof_greenhouse_cistern,False,none,none,False,none,True,False
89,5,archive_public_kiosk,False,none,none,False,none,True,False
90,6,dusk_signal_workshop,False,none,none,False,none,True,False
91,6,river_mill_bridge,False,none,none,False,none,True,False
92,6,roof_greenhouse_cistern,False,none,none,False,none,True,False
93,6,archive_public_kiosk,False,none,none,False,none,True,False
94,6,dusk_signal_workshop,False,none,none,False,none,True,False
95,6,river_mill_bridge,False,none,none,False,none,True,False
96,6,roof_greenhouse_cistern,False,none,none,False,none,True,False
97,6,archive_public_kiosk,False,none,none,False,none,True,False
98,6,dusk_signal_workshop,False,none,none,False,none,True,False
99,6,river_mill_bridge,False,none,none,False,none,True,False
100,6,roof_greenhouse_cistern,False,none,none,False,none,True,False
101,6,archive_public_kiosk,False,none,none,False,none,True,False
102,6,dusk_signal_workshop,False,none,none,False,none,True,False
103,6,river_mill_bridge,False,none,none,False,none,True,False
104,6,roof_greenhouse_cistern,False,none,none,False,none,True,False
105,6,archive_public_kiosk,False,none,none,False,none,True,False
106,6,dusk_signal_workshop,False,none,none,False,none,True,False
107,6,river_mill_bridge,False,none,none,False,none,True,False
108,7,roof_greenhouse_cistern,False,none,none,False,none,True,False
109,7,archive_public_kiosk,False,none,none,False,none,True,False
110,7,dusk_signal_workshop,False,none,none,False,none,True,False
111,7,river_mill_bridge,False,none,none,False,none,True,False
112,7,roof_greenhouse_cistern,False,none,none,False,none,True,False
113,7,archive_public_kiosk,False,none,none,False,none,True,False
114,7,dusk_signal_workshop,False,none,none,False,none,True,False
115,7,river_mill_bridge,False,none,none,False,none,True,False
116,7,roof_greenhouse_cistern,False,none,none,False,none,True,False
117,7,archive_public_kiosk,False,none,none,False,none,True,False
118,7,dusk_signal_workshop,False,none,none,False,none,True,False
119,7,river_mill_bridge,False,none,none,False,none,True,False
120,7,roof_greenhouse_cistern,False,none,none,False,none,True,False
121,7,archive_public_kiosk,False,none,none,False,none,True,False
122,7,dusk_signal_workshop,False,none,none,False,none,True,False
123,7,river_mill_bridge,False,none,none,False,none,True,False
124,7,roof_greenhouse_cistern,False,none,none,False,none,True,False
125,7,archive_public_kiosk,False,none,none,False,none,True,False
126,8,river_mill_bridge,False,none,none,False,none,True,False
127,8,roof_greenhouse_cistern,False,none,none,False,none,True,False
128,8,archive_public_kiosk,False,none,none,False,none,True,False
129,8,dusk_signal_workshop,False,none,none,False,none,True,False
130,8,river_mill_bridge,False,none,none,False,none,True,False
131,8,roof_greenhouse_cistern,False,none,none,False,none,True,False
132,8,archive_public_kiosk,False,none,none,False,none,True,False
133,8,dusk_signal_workshop,False,none,none,False,none,True,False
134,8,river_mill_bridge,False,none,none,False,none,True,False
135,8,roof_greenhouse_cistern,False,none,none,False,none,True,False
136,8,archive_public_kiosk,False,none,none,False,none,True,False
137,8,dusk_signal_workshop,False,none,none,False,none,True,False
138,8,river_mill_bridge,False,none,none,False,none,True,False
139,8,roof_greenhouse_cistern,False,none,none,False,none,True,False
140,8,archive_public_kiosk,False,none,none,False,none,True,False
141,8,dusk_signal_workshop,False,none,none,False,none,True,False
142,8,river_mill_bridge,False,none,none,False,none,True,False
143,8,roof_greenhouse_cistern,False,none,none,False,none,True,False
144,9,archive_public_kiosk,False,none,none,False,none,True,False
145,9,dusk_signal_workshop,False,none,none,False,none,True,False
146,9,river_mill_bridge,False,none,none,False,none,True,False
147,9,roof_greenhouse_cistern,False,none,none,False,none,True,False
148,9,archive_public_kiosk,False,none,none,False,none,True,False
149,9,dusk_signal_workshop,False,none,none,False,none,True,False
150,9,river_mill_bridge,False,none,none,False,none,True,False
151,9,roof_greenhouse_cistern,False,none,none,False,none,True,False
152,9,archive_public_kiosk,False,none,none,False,none,True,False
153,9,dusk_signal_workshop,False,none,none,False,none,True,False
154,9,river_mill_bridge,False,none,none,False,none,True,False
155,9,roof_greenhouse_cistern,False,none,none,False,none,True,False
156,9,archive_public_kiosk,False,none,none,False,none,True,False
157,9,dusk_signal_workshop,False,none,none,False,none,True,False
158,9,river_mill_bridge,True,joint swelling blocks wheel,scheduled stress test,True,"maintenance debt, tool repair, stock exchange, or routine fallback",True,True
159,9,roof_greenhouse_cistern,False,none,none,False,none,True,False
160,9,archive_public_kiosk,False,none,none,False,none,True,False
161,9,dusk_signal_workshop,False,none,none,False,none,True,False
162,10,river_mill_bridge,False,none,none,False,none,True,False
163,10,roof_greenhouse_cistern,False,none,none,False,none,True,False
164,10,archive_public_kiosk,False,none,none,False,none,True,False
165,10,dusk_signal_workshop,False,none,none,False,none,True,False
166,10,river_mill_bridge,False,none,none,False,none,True,False
167,10,roof_greenhouse_cistern,False,none,none,False,none,True,False
168,10,archive_public_kiosk,False,none,none,False,none,True,False
169,10,dusk_signal_workshop,False,none,none,False,none,True,False
170,10,river_mill_bridge,False,none,none,False,none,True,False
171,10,roof_greenhouse_cistern,False,none,none,False,none,True,False
172,10,archive_public_kiosk,False,none,none,False,none,True,False
173,10,dusk_signal_workshop,False,none,none,False,none,True,False
174,10,river_mill_bridge,False,none,none,False,none,True,False
175,10,roof_greenhouse_cistern,False,none,none,False,none,True,False
176,10,archive_public_kiosk,False,none,none,False,none,True,False
177,10,dusk_signal_workshop,False,none,none,False,none,True,False
178,10,river_mill_bridge,False,none,none,False,none,True,False
179,10,roof_greenhouse_cistern,False,none,none,False,none,True,False
180,11,archive_public_kiosk,False,none,none,False,none,True,False
181,11,dusk_signal_workshop,False,none,none,False,none,True,False
182,11,river_mill_bridge,False,none,none,False,none,True,False
183,11,roof_greenhouse_cistern,False,none,none,False,none,True,False
184,11,archive_public_kiosk,False,none,none,False,none,True,False
185,11,dusk_signal_workshop,False,none,none,False,none,True,False
186,11,river_mill_bridge,False,none,none,False,none,True,False
187,11,roof_greenhouse_cistern,False,none,none,False,none,True,False
188,11,archive_public_kiosk,False,none,none,False,none,True,False
189,11,dusk_signal_workshop,False,none,none,False,none,True,False
190,11,river_mill_bridge,False,none,none,False,none,True,False
191,11,roof_greenhouse_cistern,False,none,none,False,none,True,False
192,11,archive_public_kiosk,False,none,none,False,none,True,False
193,11,dusk_signal_workshop,False,none,none,False,none,True,False
194,11,river_mill_bridge,False,none,none,False,none,True,False
195,11,roof_greenhouse_cistern,False,none,none,False,none,True,False
196,11,archive_public_kiosk,False,none,none,False,none,True,False
197,11,dusk_signal_workshop,False,none,none,False,none,True,False
198,12,roof_greenhouse_cistern,False,none,none,False,none,True,False
199,12,archive_public_kiosk,False,none,none,False,none,True,False
200,12,dusk_signal_workshop,False,none,none,False,none,True,False
201,12,river_mill_bridge,False,none,none,False,none,True,False
202,12,roof_greenhouse_cistern,False,none,none,False,none,True,False
203,12,archive_public_kiosk,False,none,none,False,none,True,False
204,12,dusk_signal_workshop,False,none,none,False,none,True,False
205,12,river_mill_bridge,False,none,none,False,none,True,False
