scenario,scenario_name,pressure,condition,policy_name,mean_reward,mean_survival,mean_task_success,mean_progress,mean_energy,mean_injury,mean_detection_risk,mean_fear_state,mean_noise_level,mean_scent_trace,mean_shelter_security,mean_social_support,mean_attacks,mean_near_misses,mean_stealth_actions,mean_shelter_actions,mean_alarm_actions,mean_social_warning_actions,mean_route_changes,mean_continuity_resets,mean_threat_misses
0,open_safe_control,open daylight route with no tracker where threat machinery should not matter,full_control,no_threat_baseline,214.77448829096843,1.0,1.0,134.2561426607817,0.681561033968426,0.0,0.0,0.22831961006916168,1.0,1.0,0.18000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,open_safe_control,open daylight route with no tracker where threat machinery should not matter,no_threat_perception,no_threat_baseline,214.7248762976777,1.0,1.0,134.23678188291214,0.6798804108894699,0.0,0.0,0.22831961006916168,1.0,1.0,0.18000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,open_safe_control,open daylight route with no tracker where threat machinery should not matter,no_self_vulnerability_state,no_threat_baseline,214.7731852088124,1.0,1.0,134.25563414091593,0.6815168916189672,0.0,0.0,0.22831961006916168,1.0,1.0,0.18000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,open_safe_control,open daylight route with no tracker where threat machinery should not matter,no_sound_scent_memory,no_threat_baseline,214.72000601567478,1.0,1.0,134.23488128505736,0.6797154284367979,0.0,0.0,0.22831961006916168,1.0,1.0,0.18000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,open_safe_control,open daylight route with no tracker where threat machinery should not matter,no_stealth_action,no_threat_baseline,214.78421592569327,1.0,1.0,134.25993881091821,0.6818905608899987,0.0,0.0,0.22831961006916168,1.0,1.0,0.18000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,open_safe_control,open daylight route with no tracker where threat machinery should not matter,no_shelter_access,no_threat_baseline,214.76268097881447,1.0,1.0,134.25153492920938,0.681161057269442,0.0,0.0,0.22831961006916168,1.0,1.0,0.18000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,open_safe_control,open daylight route with no tracker where threat machinery should not matter,no_tool_alarm,no_threat_baseline,214.72569421719814,1.0,1.0,134.23710107101766,0.6799081181902987,0.0,0.0,0.22831961006916168,1.0,1.0,0.18000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,open_safe_control,open daylight route with no tracker where threat machinery should not matter,no_social_warning,no_threat_baseline,214.7373874911813,1.0,1.0,134.24166429988915,0.6803042318076152,0.0,0.0,0.22831961006916168,1.0,1.0,0.18000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,open_safe_control,open daylight route with no tracker where threat machinery should not matter,no_continuity,no_threat_baseline,214.73168464742196,1.0,1.0,134.2394387998855,0.6801110460434096,0.0,0.0,0.22831961006916168,1.0,1.0,0.18000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,open_safe_control,open daylight route with no tracker where threat machinery should not matter,reactive_panic_only,no_threat_baseline,214.70625428151138,1.0,1.0,134.22951475465212,0.6792495837835649,0.0,0.0,0.22831961006916168,1.0,1.0,0.18000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,open_safe_control,open daylight route with no tracker where threat machinery should not matter,omniscient_threat_control,no_threat_baseline,192.9438355966,1.0,1.0,136.25546754989264,0.7071315581504066,0.0,0.0,0.0,0.2401537186855873,0.0,0.18000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,sound_tracking_predator,tracker follows sound and punishes noisy direct movement unless stealth and alarms are used,full_control,sound_stealth_alarm_planner,142.80018176220003,1.0,1.0,108.20962717574135,0.6527640698635716,0.016538306725461086,0.5329873538645316,0.48983030848613457,0.8873904336009121,0.0,0.18000000000000002,0.0,0.08333333333333333,1.1875,0.7395833333333334,0.0,1.0104166666666667,0.0,0.0,0.0,0.0
1,sound_tracking_predator,tracker follows sound and punishes noisy direct movement unless stealth and alarms are used,no_threat_perception,sound_stealth_alarm_planner,-99.14948536289977,0.96875,0.0,80.0619537112453,0.27050587354279754,0.5675802604794348,0.45508228782505916,0.6380485423719076,0.7045504645726752,0.006384752040998202,0.18000000000000002,0.0,2.34375,8.9375,7.114583333333333,0.0,1.0833333333333333,0.0,0.0,0.0,5.177083333333333
1,sound_tracking_predator,tracker follows sound and punishes noisy direct movement unless stealth and alarms are used,no_self_vulnerability_state,sound_stealth_alarm_planner,139.9202918400658,1.0,1.0,107.99512771614552,0.6482205909310402,0.026878152753076787,0.5290988944478449,0.4928518749520147,0.8795108514188176,0.0,0.18000000000000002,0.0,0.13541666666666666,1.2083333333333333,0.8645833333333334,0.0,1.03125,0.0,0.0,0.0,0.0
1,sound_tracking_predator,tracker follows sound and punishes noisy direct movement unless stealth and alarms are used,no_sound_scent_memory,sound_stealth_alarm_planner,45.496045560316304,1.0,0.0,95.16480216613745,0.5306744785005114,0.031020707582159402,0.5556565156325397,0.6481297449051838,0.4849612685109101,1.0,0.18000000000000002,0.0,0.15625,5.0,20.239583333333332,0.0,1.03125,0.0,0.0,0.0,12.854166666666666
1,sound_tracking_predator,tracker follows sound and punishes noisy direct movement unless stealth and alarms are used,no_stealth_action,sound_stealth_alarm_planner,-69.91590566591009,1.0,0.052083333333333336,93.27123880281381,0.4020061229023526,0.4986285364037036,0.5900439185187337,0.6123960970669801,0.9436710846366902,0.00016972726981531153,0.18000000000000002,0.0,2.5,7.15625,0.0,0.0,1.59375,0.0,0.0,0.0,0.0
1,sound_tracking_predator,tracker follows sound and punishes noisy direct movement unless stealth and alarms are used,no_shelter_access,sound_stealth_alarm_planner,144.55330381516436,1.0,1.0,108.24038786243456,0.6545006272131123,0.008265517252317318,0.5395649080484856,0.4922297849257838,0.887612174869305,0.0,0.18000000000000002,0.0,0.041666666666666664,1.1979166666666667,0.7604166666666666,0.0,1.0,0.0,0.0,0.0,0.0
1,sound_tracking_predator,tracker follows sound and punishes noisy direct movement unless stealth and alarms are used,no_tool_alarm,sound_stealth_alarm_planner,-104.80866638821146,0.96875,0.0,84.52095615884305,0.29878907502212515,0.5928333882771907,0.4759387410242422,0.649136401031462,0.4262483344084221,0.001081684023575557,0.18000000000000002,0.0,2.375,9.302083333333334,6.4375,0.0,0.0,0.0,0.0,0.0,0.0
1,sound_tracking_predator,tracker follows sound and punishes noisy direct movement unless stealth and alarms are used,no_social_warning,sound_stealth_alarm_planner,139.5450825563312,1.0,1.0,108.0540315124349,0.6472347136299027,0.02893984618998953,0.5319999609748299,0.4906782825509155,0.8874178141089363,0.0,0.18000000000000002,0.0,0.14583333333333334,1.1145833333333333,0.7395833333333334,0.0,1.03125,0.0,0.0,0.0,0.0
