tick_id,day,settlement_id,embodied_need_panel,social_schedule_need_panel,household_care_panel,fatigue_rest_panel,weather_loan_panel,recoverable_welfare_panel,reload_welfare_panel,frequency_flower_panel,visible_boundary_notice,save_restore_key,replay_key
0,1,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00000
1,1,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00001
2,1,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00002
3,1,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00003
4,1,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00004
5,1,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00005
6,1,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00006
7,1,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00007
8,1,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00008
9,1,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00009
10,1,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00010
11,1,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00011
12,1,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00012
13,1,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00013
14,1,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00014
15,1,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00015
16,1,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00016
17,1,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00017
18,2,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00018
19,2,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00019
20,2,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00020
21,2,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00021
22,2,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00022
23,2,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00023
24,2,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00024
25,2,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00025
26,2,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00026
27,2,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00027
28,2,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00028
29,2,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00029
30,2,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00030
31,2,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00031
32,2,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00032
33,2,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00033
34,2,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00034
35,2,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00035
36,3,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00036
37,3,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00037
38,3,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00038
39,3,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00039
40,3,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00040
41,3,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00041
42,3,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00042
43,3,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00043
44,3,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00044
45,3,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00045
46,3,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00046
47,3,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00047
48,3,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00048
49,3,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00049
50,3,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00050
51,3,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00051
52,3,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00052
53,3,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00053
54,4,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00054
55,4,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00055
56,4,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00056
57,4,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00057
58,4,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00058
59,4,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00059
60,4,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00060
61,4,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00061
62,4,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00062
63,4,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00063
64,4,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00064
65,4,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00065
66,4,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00066
67,4,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00067
68,4,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00068
69,4,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00069
70,4,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00070
71,4,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00071
72,5,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00072
73,5,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00073
74,5,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00074
75,5,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00075
76,5,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00076
77,5,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00077
78,5,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00078
79,5,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00079
80,5,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00080
81,5,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00081
82,5,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00082
83,5,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00083
84,5,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00084
85,5,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00085
86,5,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00086
87,5,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00087
88,5,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00088
89,5,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00089
90,6,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00090
91,6,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00091
92,6,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00092
93,6,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00093
94,6,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00094
95,6,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00095
96,6,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00096
97,6,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00097
98,6,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00098
99,6,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00099
100,6,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00100
101,6,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00101
102,6,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00102
103,6,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00103
104,6,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00104
105,6,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00105
106,6,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00106
107,6,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00107
108,7,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00108
109,7,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00109
110,7,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00110
111,7,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00111
112,7,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00112
113,7,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00113
114,7,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00114
115,7,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00115
116,7,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00116
117,7,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00117
118,7,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00118
119,7,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00119
120,7,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00120
121,7,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00121
122,7,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00122
123,7,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00123
124,7,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00124
125,7,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00125
126,8,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00126
127,8,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00127
128,8,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00128
129,8,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00129
130,8,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00130
131,8,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00131
132,8,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00132
133,8,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00133
134,8,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00134
135,8,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00135
136,8,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00136
137,8,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00137
138,8,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00138
139,8,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00139
