epoch_id,simulated_year,settlement_id,reload_index,epoch_count,language_count,craft_count,trade_count,lineage_count,checksum,restored_prehistory_visible,restored_language_visible,restored_craft_visible,restored_trade_visible,restored_lineage_visible,replay_exportable
0,0,moss_ward,1,1,1,1,1,3,c8df755d6b7957d9,True,True,True,True,True,True
1,0,glass_harbor,1,1,1,1,1,3,5cb000ea356a5485,True,True,True,True,True,True
2,0,cinder_garden,1,1,1,1,1,3,f1f7004c793db893,True,True,True,True,True,True
3,0,lichen_bridge,1,1,1,1,1,3,320c985c0ad85f48,True,True,True,True,True,True
4,0,orchid_engine,1,1,1,1,1,3,73be432a6c4aa224,True,True,True,True,True,True
20,20,moss_ward,2,5,5,5,5,7,a270b4ac4495c7db,True,True,True,True,True,True
21,20,glass_harbor,2,5,5,5,5,7,5ffa4b4302dae35d,True,True,True,True,True,True
22,20,cinder_garden,2,5,5,5,5,3,f1697d552ef06561,True,True,True,True,True,True
23,20,lichen_bridge,2,5,5,5,5,7,2191c0bdd727fecd,True,True,True,True,True,True
24,20,orchid_engine,2,5,5,5,5,15,621f7bb1a9c072c7,True,True,True,True,True,True
40,40,moss_ward,3,9,9,9,9,15,9e9e1e5bbca317de,True,True,True,True,True,True
41,40,glass_harbor,3,9,9,9,9,7,f1a0de55fc0aff61,True,True,True,True,True,True
42,40,cinder_garden,3,9,9,9,9,11,d358e1528100ee8b,True,True,True,True,True,True
43,40,lichen_bridge,3,9,9,9,9,15,40f223cd0d0c4f4b,True,True,True,True,True,True
44,40,orchid_engine,3,9,9,9,9,15,28ac6927b1935328,True,True,True,True,True,True
60,60,moss_ward,4,13,13,13,13,17,25bcd4bf888c8f0c,True,True,True,True,True,True
61,60,glass_harbor,4,13,13,13,13,13,c5b458f8f6c2596a,True,True,True,True,True,True
62,60,cinder_garden,4,13,13,13,13,16,b1c32fbd4c2818cd,True,True,True,True,True,True
63,60,lichen_bridge,4,13,13,13,13,17,5e3472fbab8934fb,True,True,True,True,True,True
64,60,orchid_engine,4,13,13,13,13,15,fc4199b959864fce,True,True,True,True,True,True
80,80,moss_ward,5,17,17,17,17,19,a8f115d599bbff36,True,True,True,True,True,True
81,80,glass_harbor,5,17,17,17,17,19,55b70005eac30617,True,True,True,True,True,True
82,80,cinder_garden,5,17,17,17,17,18,f2a57ada1234d05f,True,True,True,True,True,True
83,80,lichen_bridge,5,17,17,17,17,19,2d4e91ab177622a5,True,True,True,True,True,True
84,80,orchid_engine,5,17,17,17,17,21,961f15b3256ccadc,True,True,True,True,True,True
100,100,moss_ward,6,21,21,21,21,24,31cf931c2325dff2,True,True,True,True,True,True
101,100,glass_harbor,6,21,21,21,21,22,1a4ff6a0ea732d46,True,True,True,True,True,True
102,100,cinder_garden,6,21,21,21,21,20,af71103f861dae24,True,True,True,True,True,True
103,100,lichen_bridge,6,21,21,21,21,24,23149ce5e0afaa5a,True,True,True,True,True,True
104,100,orchid_engine,6,21,21,21,21,30,f863e74bdb75d451,True,True,True,True,True,True
120,120,moss_ward,7,25,25,25,25,32,74596b96f69dcd0c,True,True,True,True,True,True
121,120,glass_harbor,7,25,25,25,25,22,da378ce5666bb1f8,True,True,True,True,True,True
122,120,cinder_garden,7,25,25,25,25,28,8c097e08fe95f62e,True,True,True,True,True,True
123,120,lichen_bridge,7,25,25,25,25,32,91711bfd566754a5,True,True,True,True,True,True
124,120,orchid_engine,7,25,25,25,25,30,0983f3c52ddc78e9,True,True,True,True,True,True
140,140,moss_ward,8,29,29,29,29,32,3ce133aee0fc840b,True,True,True,True,True,True
141,140,glass_harbor,8,29,29,29,29,30,8e87a6de0e9245a7,True,True,True,True,True,True
142,140,cinder_garden,8,29,29,29,29,32,87f1087bdee08040,True,True,True,True,True,True
143,140,lichen_bridge,8,29,29,29,29,32,0f438554c97f2a4f,True,True,True,True,True,True
144,140,orchid_engine,8,29,29,29,29,30,d47e48c91ca5b7b9,True,True,True,True,True,True
160,160,moss_ward,9,33,33,33,33,35,0b73a4cae41304df,True,True,True,True,True,True
161,160,glass_harbor,9,33,33,33,33,35,7edaa4a23aa5db0b,True,True,True,True,True,True
162,160,cinder_garden,9,33,33,33,33,33,1bbef1349c131e61,True,True,True,True,True,True
163,160,lichen_bridge,9,33,33,33,33,35,e3b5789860a72f88,True,True,True,True,True,True
164,160,orchid_engine,9,33,33,33,33,39,76a93ad0197d17ef,True,True,True,True,True,True
180,180,moss_ward,10,37,37,37,37,41,bf24b6a684fd9e50,True,True,True,True,True,True
181,180,glass_harbor,10,37,37,37,37,37,951c86bc98ff25a5,True,True,True,True,True,True
182,180,cinder_garden,10,37,37,37,37,37,361731cafb06682a,True,True,True,True,True,True
183,180,lichen_bridge,10,37,37,37,37,41,7d2521cd1f3174a7,True,True,True,True,True,True
184,180,orchid_engine,10,37,37,37,37,45,33bea66f166eb7a4,True,True,True,True,True,True
200,200,moss_ward,11,41,41,41,41,47,7d4bd8e4b28d8645,True,True,True,True,True,True
201,200,glass_harbor,11,41,41,41,41,39,b6a7c7f811b42730,True,True,True,True,True,True
202,200,cinder_garden,11,41,41,41,41,44,87b5507ae27f973c,True,True,True,True,True,True
203,200,lichen_bridge,11,41,41,41,41,47,09350ee4bac0539e,True,True,True,True,True,True
204,200,orchid_engine,11,41,41,41,41,45,33793b37e3419a5f,True,True,True,True,True,True
220,220,moss_ward,12,45,45,45,45,47,e2da0ae5f7e94f9a,True,True,True,True,True,True
221,220,glass_harbor,12,45,45,45,45,47,2a7d7779537a8a72,True,True,True,True,True,True
222,220,cinder_garden,12,45,45,45,45,48,04ab3ce5177b0a26,True,True,True,True,True,True
223,220,lichen_bridge,12,45,45,45,45,47,059b0fb3b0e35ea4,True,True,True,True,True,True
224,220,orchid_engine,12,45,45,45,45,45,1fcf4487a66a9691,True,True,True,True,True,True
240,240,moss_ward,13,49,49,49,49,51,75931c392aeb817d,True,True,True,True,True,True
241,240,glass_harbor,13,49,49,49,49,51,6c0e97e7e861fec4,True,True,True,True,True,True
242,240,cinder_garden,13,49,49,49,49,48,4ddb3c37f03efeb5,True,True,True,True,True,True
243,240,lichen_bridge,13,49,49,49,49,51,a1b90f54b09a721d,True,True,True,True,True,True
244,240,orchid_engine,13,49,49,49,49,57,fd66551e049d5da9,True,True,True,True,True,True
260,260,moss_ward,14,53,53,53,55,58,e4c4ad6ecc4539d8,True,True,True,True,True,True
261,260,glass_harbor,14,53,53,53,55,52,15719d99d82beca2,True,True,True,True,True,True
262,260,cinder_garden,14,53,53,53,55,54,ad7061bfdc1e547c,True,True,True,True,True,True
263,260,lichen_bridge,14,53,53,53,55,58,bdfe190567dc8649,True,True,True,True,True,True
264,260,orchid_engine,14,53,53,53,55,60,69e3d95284aa2e03,True,True,True,True,True,True
280,280,moss_ward,15,57,57,57,63,62,c93a3298151591f6,True,True,True,True,True,True
281,280,glass_harbor,15,57,57,57,63,56,edba82628ee36677,True,True,True,True,True,True
282,280,cinder_garden,15,57,57,57,63,60,0da1d2fc6c5303a9,True,True,True,True,True,True
283,280,lichen_bridge,15,57,57,57,63,62,911da9c66d96a177,True,True,True,True,True,True
284,280,orchid_engine,15,57,57,57,63,60,fb8987175106c675,True,True,True,True,True,True
300,300,moss_ward,16,61,61,61,71,63,c754465ea1c5c0f9,True,True,True,True,True,True
301,300,glass_harbor,16,61,61,61,71,63,6d91b1be82e4d25e,True,True,True,True,True,True
302,300,cinder_garden,16,61,61,61,71,63,ef3fc96adc8a52ca,True,True,True,True,True,True
303,300,lichen_bridge,16,61,61,61,71,63,4200a6303a9dba29,True,True,True,True,True,True
304,300,orchid_engine,16,61,61,61,71,63,3b709322f8bb7af9,True,True,True,True,True,True
320,320,moss_ward,17,65,65,65,79,67,489846db84176f8c,True,True,True,True,True,True
321,320,glass_harbor,17,65,65,65,79,67,177ad126788d1b4f,True,True,True,True,True,True
322,320,cinder_garden,17,65,65,65,79,63,4317a9f45feaaba3,True,True,True,True,True,True
323,320,lichen_bridge,17,65,65,65,79,67,b1e074800322022a,True,True,True,True,True,True
324,320,orchid_engine,17,65,65,65,79,75,8370065db8234f29,True,True,True,True,True,True
340,340,moss_ward,18,69,69,69,87,75,4637e32824ffe3d4,True,True,True,True,True,True
341,340,glass_harbor,18,69,69,69,87,67,eb7bb3a3641d837e,True,True,True,True,True,True
342,340,cinder_garden,18,69,69,69,87,71,59cb52bdfd817216,True,True,True,True,True,True
343,340,lichen_bridge,18,69,69,69,87,75,ead841fe431c8c2e,True,True,True,True,True,True
344,340,orchid_engine,18,69,69,69,87,75,cf6183b216038527,True,True,True,True,True,True
