tick,day,slot,session_id,settlement,resident,avatar_utterance_key,resident_reply_key,conversation_context,phrasebook_route,visible_reply,conversation_attached_to_canvas,no_llm_call,no_autonomous_language_claim,private_workspace_sealed
0,1,0,v57-d001-s00,Kettle Row,Sera,ask_sensory,asks_for_space,wet crossing,canvas:glasshouse:resident:Sera:phrase:ask_sensory,Sera routes ask_sensory to asks_for_space in wet crossing; no LLM text is generated.,True,True,True,True
1,1,1,v57-d001-s01,North Glasshouse,Tovan,request_space,points_to_smell,shared tool,canvas:river gate:resident:Tovan:phrase:request_space,Tovan routes request_space to points_to_smell in shared tool; no LLM text is generated.,True,True,True,True
2,1,2,v57-d001-s02,Willow Exchange,Nia,thank_resident,keeps_tool_claim,crowded passage,canvas:west hearth:resident:Nia:phrase:thank_resident,Nia routes thank_resident to keeps_tool_claim in crowded passage; no LLM text is generated.,True,True,True,True
3,1,3,v57-d001-s03,Mossbank,Ari,ask_repair,accepts_bounded_help,resource shelf,canvas:rain court:resident:Ari:phrase:ask_repair,Ari routes ask_repair to accepts_bounded_help in resource shelf; no LLM text is generated.,True,True,True,True
4,1,4,v57-d001-s04,Kettle Row,Fay,ask_help,offers_phrase_repair,quiet rest,canvas:tool alcove:resident:Fay:phrase:ask_help,Fay routes ask_help to offers_phrase_repair in quiet rest; no LLM text is generated.,True,True,True,True
5,1,5,v57-d001-s05,North Glasshouse,Milo,offer_tool,warns_about_wet_floor,failed stitch,canvas:fiber loft:resident:Milo:phrase:offer_tool,Milo routes offer_tool to warns_about_wet_floor in failed stitch; no LLM text is generated.,True,True,True,True
6,1,6,v57-d001-s06,Willow Exchange,Sera,apologize,invites_retry,repair bench,canvas:glasshouse:resident:Sera:phrase:apologize,Sera routes apologize to invites_retry in repair bench; no LLM text is generated.,True,True,True,True
7,1,7,v57-d001-s07,Mossbank,Tovan,ask_sensory,asks_for_space,wet crossing,canvas:river gate:resident:Tovan:phrase:ask_sensory,Tovan routes ask_sensory to asks_for_space in wet crossing; no LLM text is generated.,True,True,True,True
8,1,8,v57-d001-s08,Kettle Row,Nia,request_space,points_to_smell,shared tool,canvas:west hearth:resident:Nia:phrase:request_space,Nia routes request_space to points_to_smell in shared tool; no LLM text is generated.,True,True,True,True
9,1,9,v57-d001-s09,North Glasshouse,Ari,thank_resident,keeps_tool_claim,crowded passage,canvas:rain court:resident:Ari:phrase:thank_resident,Ari routes thank_resident to keeps_tool_claim in crowded passage; no LLM text is generated.,True,True,True,True
10,1,10,v57-d001-s10,Willow Exchange,Fay,ask_repair,accepts_bounded_help,resource shelf,canvas:tool alcove:resident:Fay:phrase:ask_repair,Fay routes ask_repair to accepts_bounded_help in resource shelf; no LLM text is generated.,True,True,True,True
11,1,11,v57-d001-s11,Mossbank,Milo,ask_help,offers_phrase_repair,quiet rest,canvas:fiber loft:resident:Milo:phrase:ask_help,Milo routes ask_help to offers_phrase_repair in quiet rest; no LLM text is generated.,True,True,True,True
12,1,12,v57-d001-s12,Kettle Row,Sera,offer_tool,warns_about_wet_floor,failed stitch,canvas:glasshouse:resident:Sera:phrase:offer_tool,Sera routes offer_tool to warns_about_wet_floor in failed stitch; no LLM text is generated.,True,True,True,True
13,1,13,v57-d001-s13,North Glasshouse,Tovan,apologize,invites_retry,repair bench,canvas:river gate:resident:Tovan:phrase:apologize,Tovan routes apologize to invites_retry in repair bench; no LLM text is generated.,True,True,True,True
14,1,14,v57-d001-s14,Willow Exchange,Nia,ask_sensory,asks_for_space,wet crossing,canvas:west hearth:resident:Nia:phrase:ask_sensory,Nia routes ask_sensory to asks_for_space in wet crossing; no LLM text is generated.,True,True,True,True
15,1,15,v57-d001-s15,Mossbank,Ari,request_space,points_to_smell,shared tool,canvas:rain court:resident:Ari:phrase:request_space,Ari routes request_space to points_to_smell in shared tool; no LLM text is generated.,True,True,True,True
