report,module,verdict,metric,value
240,ssrm_3d_integrated_browser_world_v0_realtime_tick_bridge,pass,real_time_tick_coverage,1.0
240,ssrm_3d_integrated_browser_world_v0_realtime_tick_bridge,pass,tick_interval_stability,1.0
240,ssrm_3d_integrated_browser_world_v0_realtime_tick_bridge,pass,pause_resume_support,1.0
240,ssrm_3d_integrated_browser_world_v0_realtime_tick_bridge,pass,avatar_motion_binding,1.0
240,ssrm_3d_integrated_browser_world_v0_realtime_tick_bridge,pass,typed_conversation_binding,1.0
240,ssrm_3d_integrated_browser_world_v0_realtime_tick_bridge,pass,parser_confidence,0.875882
240,ssrm_3d_integrated_browser_world_v0_realtime_tick_bridge,pass,local_storage_state_integrity,1.0
240,ssrm_3d_integrated_browser_world_v0_realtime_tick_bridge,pass,restore_checkpoint_coverage,1.0
240,ssrm_3d_integrated_browser_world_v0_realtime_tick_bridge,pass,replay_download_integrity,1.0
240,ssrm_3d_integrated_browser_world_v0_realtime_tick_bridge,pass,replay_download_coverage,1.0
240,ssrm_3d_integrated_browser_world_v0_realtime_tick_bridge,pass,schedule_goal_runtime_binding,1.0
240,ssrm_3d_integrated_browser_world_v0_realtime_tick_bridge,pass,conflict_resolution_runtime,1.0
240,ssrm_3d_integrated_browser_world_v0_realtime_tick_bridge,pass,private_workspace_boundary,1.0
240,ssrm_3d_integrated_browser_world_v0_realtime_tick_bridge,pass,sensory_body_runtime_binding,1.0
240,ssrm_3d_integrated_browser_world_v0_realtime_tick_bridge,pass,browser_loop_trace_integrity,1.0
240,ssrm_3d_integrated_browser_world_v0_realtime_tick_bridge,pass,continuous_loop_span,1.0
240,ssrm_3d_integrated_browser_world_v0_realtime_tick_bridge,pass,browser_world_v0_surface_available,1.0
240,ssrm_3d_integrated_browser_world_v0_realtime_tick_bridge,pass,frequency_flower_realtime_rhythm,1.0
240,ssrm_3d_integrated_browser_world_v0_realtime_tick_bridge,pass,source_game_loop_bridge_continuity,1.0
240,ssrm_3d_integrated_browser_world_v0_realtime_tick_bridge,pass,mean_world_v0_channel_score,0.993467
240,ssrm_3d_integrated_browser_world_v0_realtime_tick_bridge,pass,weakest_channel_score,0.875882
240,ssrm_3d_integrated_browser_world_v0_realtime_tick_bridge,pass,integrated_browser_world_v0_readiness,0.99409
