controller,ablation,mean_total_score,mean_maturation_score,mean_crisis_score,mean_resolved_rate,mean_env_response_rate,mean_social_response_rate,mean_coupled_response_rate,mean_crisis_damage,mean_final_alive,mean_alive_at_12h,mean_births,mean_architecture_tier,mean_tool_tier,mean_knowledge_transfer,mean_adaptation_evidence,shock_gate_pass_rate,post_gate_shock_rate
active_policy_gru,none,0.52,1.0,0.0,0.17777777777777778,0.26973495139574555,0.2286204277076056,0.147238931711276,2.264503737549232,15.0,14.0,2.6666666666666665,4.0,4.0,1.0,1.0,1.0,1.0
designed,none,0.7703955568308388,1.0,0.5216574100642474,1.0,0.0765198259816191,0.923480174018381,0.0,0.0524073998164361,14.0,14.0,2.3333333333333335,4.0,4.0,1.0,1.0,1.0,1.0
fixed_joint_gru,none,0.7273279397734327,1.0,0.431933207861318,0.7555555555555555,0.7306289159743944,1.0,0.7306289159743944,0.9893432543279089,15.666666666666666,14.0,3.6666666666666665,4.0,4.0,1.0,1.0,1.0,1.0
frame_mlp,none,0.31458269964962504,0.6049667300954327,0.0,0.0,0.29934339774668506,0.0,0.0,2.604050261967762,12.333333333333334,14.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0
gru,none,0.32292327319542674,0.6210062946065898,0.0,0.0,0.29934339774668506,0.008503401360544218,0.008503401360544218,2.5791929457290776,11.333333333333334,14.0,0.3333333333333333,4.0,0.0,0.0746038359187468,1.0,1.0,1.0
memory_policy_gru,none,0.5169868568143613,0.9942054938737717,0.0,0.0,0.17755659792037157,0.0,0.0,2.7154050589621654,13.0,14.0,2.3333333333333335,3.0,4.0,0.9503294989287604,1.0,1.0,1.0
process_policy_gru,body,0.49294576274853236,0.9479726206702547,0.0,0.0,0.0,1.0,0.0,1.7463584820208453,11.666666666666666,14.0,0.6666666666666666,3.0,4.0,1.0,1.0,1.0,1.0
process_policy_gru,environment,0.4937787965384031,0.9495746087276983,0.0,0.0,0.0,1.0,0.0,1.7217004142942303,11.666666666666666,14.0,1.6666666666666667,3.0,4.0,1.0,1.0,1.0,1.0
process_policy_gru,infrastructure,0.4917820312162804,0.9457346754159238,0.0,0.0,0.0073669102641282375,0.9394654008326011,0.005951482097107714,1.7420989871214356,15.333333333333334,14.0,4.0,4.0,0.3333333333333333,1.0,1.0,1.0,1.0
process_policy_gru,none,0.5036518790313064,0.9685613058294353,0.0,0.0,0.0,1.0,0.0,1.715534478885645,11.666666666666666,14.0,1.6666666666666667,4.0,4.0,1.0,1.0,1.0,1.0
process_policy_gru,previous_action,0.5132351133052673,0.9869906025101294,0.0,0.0,0.0,1.0,0.0,1.7338298048966478,13.666666666666666,14.0,2.6666666666666665,3.0,4.0,0.952735054631332,1.0,1.0,1.0
process_policy_gru,social_culture,0.2570221147649581,0.4942732976249195,0.0,0.0,0.12152822912604533,0.0,0.0,2.5192112713332215,0.0,14.0,0.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0
process_policy_gru,tools,0.5046332922781418,0.9704486389964265,0.0,0.0,0.012047096021405355,0.924892275652638,0.006665219279201042,1.799269212556409,13.666666666666666,14.0,2.3333333333333335,3.0,4.0,1.0,1.0,1.0,1.0
reactive,none,0.10399880894589868,0.19999770951134363,0.0,0.0,0.20481452236674583,0.0,0.0,2.316648791443782,1.6666666666666667,14.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
return_selected_gru,none,0.5196716512741703,0.9993685601426351,0.0,0.1111111111111111,0.29934339774668506,0.37229542130806337,0.02760084925690021,2.041827090011732,13.666666666666666,14.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
