metric,value
agent_initiative_binding,1.0
browser_world_v26_cooperative_readiness,0.920034
browser_world_v26_surface_available,1.0
conflict_arbitration_calibration,0.884892
cooperative_memory_integrity,1.0
cooperative_progress_under_tradeoffs,0.796083
cooperative_project_persistence,0.928571
cooperative_replay_integrity,1.0
delegated_subproject_frame_count,840.0
delegated_subproject_traceability,1.0
final_mean_cooperative_completion,0.856003
frequency_flower_workshop_rhythm,0.95
material_priority_conflict_count,417.0
material_priority_conflict_visibility,0.966427
mean_cooperative_channel_score,0.973156
overbooked_workshop_frame_count,103.0
privacy_safe_cooperative_state,1.0
routine_mutation_count,4.0
routine_outcome_mutation,1.0
shared_workshop_capacity_binding,1.0
source_many_day_project_continuity,1.0
subproject_dependency_binding,0.981651
trade_debt_frame_count,840.0
trade_debt_ledger_integrity,1.0
trade_debt_settlement_repair,0.982346
visible_browser_cooperation_surface,1.0
weakest_channel_score,0.796083
workshop_sensory_binding,1.0
