channel,passed,score,evidence,failure_if_false
report_329_freshness_gate_passed,True,1.0,Report 329 verdict=pass weakest=1.0,Report 330 would not be grounded in a passing stale-warning gate
freshness_source_still_present,True,1.0,"primary launcher generator and emitted JS still contain freshness, stale warning, and completion terms",reprepare continuity could pass only against stale generated browser assets
clean_payload_fresh_before_resume,True,1.0,"{'boundary': 'outside-review-handoff-freshness-public-local-only', 'currentHandoffKind': 'clean', 'currentHandoffRecordedAt': '2026-06-18T09:04:14.216Z', 'currentManualRecordCount': 1, 'currentReplayRows': 16, 'fresh': True, 'mismatches': [], 'payloadHandoffKind': 'clean', 'payloadHandoffRecordedAt': '2026-06-18T09:04:14.216Z', 'payloadManualRecordCount': 1, 'payloadReplayRows': 16}",baseline clean handoff was already stale or uninspectable before resume
stale_warning_visible_after_resume_refresh,True,1.0,bodyHasStaleWarning=True bodyHasReRunWarning=True,resume drift does not visibly tell reviewers to re-prepare the handoff
stale_preview_marks_handoff_mismatch,True,1.0,"{'boundary': 'outside-review-handoff-freshness-public-local-only', 'currentHandoffKind': 'resume', 'currentHandoffRecordedAt': '2026-06-18T09:05:37.218Z', 'currentManualRecordCount': 1, 'currentReplayRows': 16, 'fresh': False, 'mismatches': ['launch handoff changed', 'launch kind changed'], 'payloadHandoffKind': 'clean', 'payloadHandoffRecordedAt': '2026-06-18T09:04:14.216Z', 'payloadManualRecordCount': 1, 'payloadReplayRows': 16}",stale state does not explain that the old clean payload no longer matches the resume handoff
reprepare_clears_warning,True,1.0,bodyHasStaleWarning=False bodyHasReRunWarning=False,re-running Prepare outside-review handoff leaves stale warning visible
reprepare_payload_fresh,True,1.0,"{'boundary': 'outside-review-handoff-freshness-public-local-only', 'currentHandoffKind': 'resume', 'currentHandoffRecordedAt': '2026-06-18T09:05:37.218Z', 'currentManualRecordCount': 1, 'currentReplayRows': 16, 'fresh': True, 'mismatches': [], 'payloadHandoffKind': 'resume', 'payloadHandoffRecordedAt': '2026-06-18T09:05:37.218Z', 'payloadManualRecordCount': 1, 'payloadReplayRows': 16}",re-prepared payload does not carry a fresh machine-readable preview state
reprepare_payload_uses_resume_handoff,True,1.0,payload=resume shell=resume,re-prepare keeps exporting the older clean handoff instead of the current resume handoff
checklist_preserved,True,1.0,completed checklist items=7,re-prepare loses completed OR-01..OR-07 review state
recorder_preserved,True,1.0,manualRecords=1 recorderExportRecordCount=1,re-prepare loses manual pass recorder continuity
shell_evidence_preserved,True,1.0,reviewerPassSeen=True receiptAllPass=True replayExportReady=True,"re-prepare drops reviewer pass, all-pass receipt, or replay export evidence"
reviewed_completion_ready_after_reprepare,True,1.0,completionReady=True completionShellKind=resume,reviewed handoff completion is no longer ready after re-prepare
browser_console_clean,True,1.0,consoleErrors=0 messages=[],stale reprepare browser flow produced console errors
boundary_preserved,True,1.0,"Deterministic browser-local stale handoff reprepare continuity only; no LLM calls, no subjective consciousness, no autonomous natural language, no moral patienthood, no production persistence, no complete 3D engine, and no finished gameplay claim. This is local review-evidence recovery hygiene, not external validation or evidence of inner experience.",report boundary implies more than browser-local review-evidence recovery
