channel,passed,score,evidence,failure_if_false
evidence_refresh_generated_from_source,True,1.0,launcher evidence refresh is generated from Report 303 source and present in demo.js,regeneration would erase the evidence refresh path
launcher_evidence_panel_visible,True,1.0,primary launcher exposes shell-evidence refresh controls and output,reviewers would still need to inspect raw localStorage or shell panels manually
handoff_export_embeds_shell_evidence,True,1.0,outside-review handoff export embeds refreshed shell evidence under a local-only boundary,exported handoff would not prove what happened inside the maintained shell
manifest_shell_evidence_keys_registered,True,1.0,QA manifest lists shell receipt-observation/checkpoint keys and outside-review handoff key,evidence refresh would rely on unregistered browser-local state
one_shell_policy_preserved,True,1.0,launcher still targets the maintained v61 shell instead of another demo surface,review-evidence refresh would fragment the demo path
browser_pre_shell_missing_state,True,1.0,"clean=http://127.0.0.1:8783/visualizations/ssrm_3d_browser_world_v61_vertical_slice_app_shell/index.html?reset=1&source=primary-demo-v63 status=Shell evidence: replay 0 rows / reviewer pass missing / receipt missing / observations 0 / export missing. parsed={""blockingObservationRows"":0,""boundary"":""outside-review-shell-evidence-public-local-only"",""checkpointRows"":0,""deepPanelsRevealed"":false,""handoff"":{""boundary"":""primary-demo-launcher-only"",""kind"":""clean"",""recordedAt"":""2026-06-18T08:25:27.740Z"",""report"":303,""target"":""../ssrm_3d_browser_world_v61_vertical_slice_app_shell/index.html""},""observationRows"":0,""receipt"":{""fieldCount"":0,""passCount"":0},""receiptAllPass"":false,""replayExportReady"":false,""replayRows"":0,""reportIntroduced"":324,""reviewerPassSeen"":false,""targetShell"":""../ssrm_3d_browser_world_v61_vertical_slice_app_shell/index.html""}",browser did not show missing shell evidence before the shell walkthrough
browser_shell_evidence_refresh,True,1.0,"status=Shell evidence: replay 16 rows / reviewer pass seen / receipt 9/9 / observations 0 / export ready. parsed={""blockingObservationRows"":0,""boundary"":""outside-review-shell-evidence-public-local-only"",""checkpointRows"":7,""deepPanelsRevealed"":false,""handoff"":{""boundary"":""primary-demo-launcher-only"",""kind"":""clean"",""recordedAt"":""2026-06-18T08:25:28.357Z"",""report"":303,""target"":""../ssrm_3d_browser_world_v61_vertical_slice_app_shell/index.html""},""observationRows"":0,""receipt"":{""fieldCount"":9,""passCount"":9},""receiptAllPass"":true,""replayExportReady"":true,""replayRows"":16,""reportIntroduced"":324,""reviewerPassSeen"":true,""targetShell"":""../ssrm_3d_browser_world_v61_vertical_slice_app_shell/index.html""}","browser did not surface replay, reviewer pass, receipt, observation, checkpoint, and export evidence after walkthrough"
browser_export_contains_shell_evidence,True,1.0,"checklistStatus=Outside-review handoff prepared. evidenceStatus=Outside-review handoff prepared with shell evidence. link=Prepared outside-review handoff parsed={""blockingObservationRows"":0,""boundary"":""outside-review-shell-evidence-public-local-only"",""checkpointRows"":7,""deepPanelsRevealed"":false,""handoff"":{""boundary"":""primary-demo-launcher-only"",""kind"":""clean"",""recordedAt"":""2026-06-18T08:25:28.357Z"",""report"":303,""target"":""../ssrm_3d_browser_world_v61_vertical_slice_app_shell/index.html""},""observationRows"":0,""receipt"":{""fieldCount"":9,""passCount"":9},""receiptAllPass"":true,""replayExportReady"":true,""replayRows"":16,""reportIntroduced"":324,""reviewerPassSeen"":true,""targetShell"":""../ssrm_3d_browser_world_v61_vertical_slice_app_shell/index.html""}",outside-review handoff export did not include shell evidence
browser_clean_resume_preserved,True,1.0,run=http://127.0.0.1:8783/visualizations/ssrm_3d_browser_world_v61_vertical_slice_app_shell/index.html?reset=1&source=primary-demo-v63 runBody=reviewer-focus resume=http://127.0.0.1:8783/visualizations/ssrm_3d_browser_world_v61_vertical_slice_app_shell/index.html?source=primary-demo-v63 resumeBody=reviewer-focus,clean/resume launcher handoff no longer preserved reviewer-focus shell path
console_clean,True,1.0,browser console error count was 0,browser workflow produced runtime console errors
