tick_id,day,agent,project_id,initiative_kind,message,tied_to_subproject,tied_to_debt,tied_to_conflict,tied_to_outcome,player_visible
0,1,Milo,greenhouse_heat_loop,renegotiate_blocked_subproject,Milo: I can do coil_pipe after delegate asks for clearer terms.,True,False,False,False,True
1,1,Milo,flood_bridge_market_route,none,none,True,False,False,False,False
2,1,Ari,archive_public_kiosk,renegotiate_blocked_subproject,Ari: I can do build_frame after dependency not ready.,True,False,False,False,True
3,1,Fay,dusk_signal_court,none,none,True,False,False,False,False
4,1,Milo,greenhouse_heat_loop,renegotiate_blocked_subproject,Milo: I can do coil_pipe after dependency not ready.,True,False,False,False,True
5,1,Milo,flood_bridge_market_route,none,none,True,False,False,False,False
6,1,Ari,archive_public_kiosk,renegotiate_blocked_subproject,Ari: I can do build_frame after dependency not ready.,True,False,False,False,True
7,1,Fay,dusk_signal_court,none,none,True,False,False,False,False
8,1,Milo,greenhouse_heat_loop,renegotiate_blocked_subproject,Milo: I can do coil_pipe after dependency not ready.,True,False,False,False,True
9,1,Milo,flood_bridge_market_route,none,none,True,False,False,False,False
10,1,Ari,archive_public_kiosk,renegotiate_blocked_subproject,Ari: I can do build_frame after dependency not ready.,True,False,False,False,True
11,1,Fay,dusk_signal_court,none,none,True,False,False,False,False
12,1,Milo,greenhouse_heat_loop,renegotiate_blocked_subproject,Milo: I can do coil_pipe after dependency not ready.,True,False,False,False,True
13,1,Milo,flood_bridge_market_route,none,none,True,False,False,False,False
14,1,Ari,archive_public_kiosk,renegotiate_blocked_subproject,Ari: I can do build_frame after dependency not ready.,True,False,False,False,True
15,1,Fay,dusk_signal_court,none,none,True,False,False,False,False
16,1,Milo,greenhouse_heat_loop,renegotiate_blocked_subproject,Milo: I can do coil_pipe after dependency not ready.,True,False,False,False,True
17,1,Milo,flood_bridge_market_route,none,none,True,False,False,False,False
18,1,Ari,archive_public_kiosk,renegotiate_blocked_subproject,Ari: I can do build_frame after dependency not ready.,True,False,False,False,True
19,1,Fay,dusk_signal_court,none,none,True,False,False,False,False
20,2,Fay,greenhouse_heat_loop,renegotiate_blocked_subproject,Fay: I can do plant_bed after delegate asks for clearer terms.,True,False,False,False,True
21,2,Nia,flood_bridge_market_route,none,none,True,False,False,False,False
22,2,Fay,archive_public_kiosk,renegotiate_blocked_subproject,Fay: I can do weather_copy after dependency not ready.,True,False,False,False,True
23,2,Ari,dusk_signal_court,none,none,True,False,False,False,False
24,2,Fay,greenhouse_heat_loop,none,none,True,False,False,False,False
25,2,Nia,flood_bridge_market_route,none,none,True,False,False,False,False
26,2,Fay,archive_public_kiosk,renegotiate_blocked_subproject,Fay: I can do weather_copy after dependency not ready.,True,False,False,False,True
27,2,Ari,dusk_signal_court,subproject_progress_notice,Ari: stake_posts moved forward for Dusk signal court.,True,False,False,False,True
28,2,Fay,greenhouse_heat_loop,none,none,True,False,False,False,False
29,2,Nia,flood_bridge_market_route,none,none,True,False,False,False,False
30,2,Fay,archive_public_kiosk,renegotiate_blocked_subproject,Fay: I can do weather_copy after dependency not ready.,True,False,False,False,True
31,2,Ari,dusk_signal_court,none,none,True,False,False,False,False
32,2,Fay,greenhouse_heat_loop,none,none,True,False,False,False,False
33,2,Nia,flood_bridge_market_route,none,none,True,False,False,False,False
34,2,Fay,archive_public_kiosk,renegotiate_blocked_subproject,Fay: I can do weather_copy after dependency not ready.,True,False,False,False,True
35,2,Ari,dusk_signal_court,none,none,True,False,False,False,False
36,2,Fay,greenhouse_heat_loop,subproject_progress_notice,Fay: plant_bed moved forward for Greenhouse heat loop.,True,False,False,False,True
37,2,Nia,flood_bridge_market_route,none,none,True,False,False,False,False
38,2,Fay,archive_public_kiosk,renegotiate_blocked_subproject,Fay: I can do weather_copy after dependency not ready.,True,False,False,False,True
39,2,Ari,dusk_signal_court,none,none,True,False,False,False,False
40,3,Nia,greenhouse_heat_loop,renegotiate_blocked_subproject,Nia: I can do index_care after dependency not ready.,True,False,False,False,True
41,3,Ari,flood_bridge_market_route,none,none,True,False,False,False,False
42,3,Milo,archive_public_kiosk,renegotiate_blocked_subproject,Milo: I can do lamp_mount after dependency not ready.,True,False,False,False,True
43,3,Milo,dusk_signal_court,none,none,True,False,False,False,False
44,3,Nia,greenhouse_heat_loop,renegotiate_blocked_subproject,Nia: I can do index_care after dependency not ready.,True,False,False,False,True
45,3,Ari,flood_bridge_market_route,none,none,True,False,False,False,False
46,3,Milo,archive_public_kiosk,renegotiate_blocked_subproject,Milo: I can do lamp_mount after dependency not ready.,True,False,False,False,True
47,3,Milo,dusk_signal_court,none,none,True,False,False,False,False
48,3,Nia,greenhouse_heat_loop,renegotiate_blocked_subproject,Nia: I can do index_care after dependency not ready.,True,False,False,False,True
49,3,Ari,flood_bridge_market_route,none,none,True,False,False,False,False
50,3,Milo,archive_public_kiosk,renegotiate_blocked_subproject,Milo: I can do lamp_mount after dependency not ready.,True,False,False,False,True
51,3,Milo,dusk_signal_court,none,none,True,False,False,False,False
52,3,Nia,greenhouse_heat_loop,renegotiate_blocked_subproject,Nia: I can do index_care after dependency not ready.,True,False,False,False,True
53,3,Ari,flood_bridge_market_route,none,none,True,False,False,False,False
54,3,Milo,archive_public_kiosk,renegotiate_blocked_subproject,Milo: I can do lamp_mount after dependency not ready.,True,False,False,False,True
55,3,Milo,dusk_signal_court,none,none,True,False,False,False,False
56,3,Nia,greenhouse_heat_loop,renegotiate_blocked_subproject,Nia: I can do index_care after dependency not ready.,True,False,False,False,True
57,3,Ari,flood_bridge_market_route,none,none,True,False,False,False,False
58,3,Milo,archive_public_kiosk,renegotiate_blocked_subproject,Milo: I can do lamp_mount after dependency not ready.,True,False,False,False,True
59,3,Milo,dusk_signal_court,none,none,True,False,False,False,False
60,4,Ari,greenhouse_heat_loop,none,none,True,False,False,False,False
61,4,Fay,flood_bridge_market_route,none,none,True,False,True,False,False
62,4,Nia,archive_public_kiosk,none,none,True,False,True,False,False
63,4,Nia,dusk_signal_court,none,none,True,False,False,False,False
64,4,Ari,greenhouse_heat_loop,none,none,True,False,True,False,False
65,4,Fay,flood_bridge_market_route,none,none,True,False,False,False,False
66,4,Nia,archive_public_kiosk,material_priority_request,Nia: paper is contested between archive_public_kiosk and dusk_signal_court.,True,True,True,False,True
67,4,Nia,dusk_signal_court,none,none,True,False,True,False,False
68,4,Ari,greenhouse_heat_loop,none,none,True,True,True,False,False
69,4,Fay,flood_bridge_market_route,material_priority_request,Fay: rope is contested between flood_bridge_market_route and archive_public_kiosk.,True,True,True,False,True
70,4,Nia,archive_public_kiosk,renegotiate_blocked_subproject,Nia: I can do sort_index after delegate asks for clearer terms.,True,False,False,False,True
71,4,Nia,dusk_signal_court,none,none,True,True,True,False,False
72,4,Ari,greenhouse_heat_loop,subproject_progress_notice,Ari: fit_glass moved forward for Greenhouse heat loop.,True,False,False,False,True
73,4,Fay,flood_bridge_market_route,none,none,True,True,True,False,False
74,4,Nia,archive_public_kiosk,renegotiate_blocked_subproject,Nia: I can do sort_index after delegate asks for clearer terms.,True,False,True,False,True
75,4,Nia,dusk_signal_court,none,none,True,False,False,False,False
76,4,Ari,greenhouse_heat_loop,renegotiate_blocked_subproject,Ari: I can do fit_glass after material priority lost.,True,True,True,False,True
77,4,Fay,flood_bridge_market_route,none,none,True,False,False,False,False
78,4,Nia,archive_public_kiosk,material_priority_request,Nia: paper is contested between archive_public_kiosk and dusk_signal_court.,True,True,True,False,True
79,4,Nia,dusk_signal_court,none,none,True,True,True,False,False
80,5,Fay,flood_bridge_market_route,renegotiate_blocked_subproject,Fay: I can do seal_joints after dependency not ready.,True,False,True,False,True
81,5,Nia,archive_public_kiosk,material_priority_request,Nia: paper is contested between archive_public_kiosk and greenhouse_heat_loop.,True,False,True,False,True
82,5,Nia,dusk_signal_court,renegotiate_blocked_subproject,Nia: I can do signal_code after dependency not ready.,True,False,False,False,True
83,5,Ari,greenhouse_heat_loop,none,none,True,False,True,False,False
84,5,Fay,flood_bridge_market_route,renegotiate_blocked_subproject,Fay: I can do seal_joints after dependency not ready.,True,False,False,False,True
85,5,Nia,archive_public_kiosk,none,none,True,True,True,False,False
86,5,Nia,dusk_signal_court,renegotiate_blocked_subproject,Nia: I can do signal_code after dependency not ready.,True,False,True,False,True
87,5,Ari,greenhouse_heat_loop,none,none,True,False,True,False,False
88,5,Fay,flood_bridge_market_route,renegotiate_blocked_subproject,Fay: I can do seal_joints after dependency not ready.,True,True,True,False,True
89,5,Nia,archive_public_kiosk,none,none,True,False,False,False,False
90,5,Nia,dusk_signal_court,renegotiate_blocked_subproject,Nia: I can do signal_code after dependency not ready.,True,True,True,False,True
91,5,Ari,greenhouse_heat_loop,none,none,True,True,False,False,False
92,5,Fay,flood_bridge_market_route,renegotiate_blocked_subproject,Fay: I can do seal_joints after dependency not ready.,True,True,True,False,True
93,5,Nia,archive_public_kiosk,material_priority_request,Nia: paper is contested between archive_public_kiosk and greenhouse_heat_loop.,True,True,True,False,True
94,5,Nia,dusk_signal_court,renegotiate_blocked_subproject,Nia: I can do signal_code after dependency not ready.,True,False,False,False,True
95,5,Ari,greenhouse_heat_loop,none,none,True,True,True,False,False
96,5,Fay,flood_bridge_market_route,renegotiate_blocked_subproject,Fay: I can do seal_joints after dependency not ready.,True,True,False,False,True
97,5,Nia,archive_public_kiosk,none,none,True,True,True,False,False
98,5,Nia,dusk_signal_court,renegotiate_blocked_subproject,Nia: I can do signal_code after dependency not ready.,True,True,True,False,True
99,5,Ari,greenhouse_heat_loop,material_priority_request,Ari: glass is contested between greenhouse_heat_loop and archive_public_kiosk.,True,True,True,False,True
100,6,Milo,flood_bridge_market_route,renegotiate_blocked_subproject,Milo: I can do lamp_markers after dependency not ready.,True,False,True,False,True
101,6,Ari,archive_public_kiosk,none,none,True,False,False,False,False
102,6,Fay,dusk_signal_court,renegotiate_blocked_subproject,Fay: I can do comfort_corner after dependency not ready.,True,False,False,False,True
103,6,Milo,greenhouse_heat_loop,none,none,True,False,False,False,False
104,6,Milo,flood_bridge_market_route,renegotiate_blocked_subproject,Milo: I can do lamp_markers after dependency not ready.,True,False,False,False,True
105,6,Ari,archive_public_kiosk,material_priority_request,Ari: ink is contested between archive_public_kiosk and dusk_signal_court.,True,False,True,False,True
106,6,Fay,dusk_signal_court,renegotiate_blocked_subproject,Fay: I can do comfort_corner after dependency not ready.,True,False,False,False,True
107,6,Milo,greenhouse_heat_loop,none,none,True,False,True,False,False
108,6,Milo,flood_bridge_market_route,renegotiate_blocked_subproject,Milo: I can do lamp_markers after dependency not ready.,True,False,False,False,True
109,6,Ari,archive_public_kiosk,none,none,True,False,False,False,False
110,6,Fay,dusk_signal_court,renegotiate_blocked_subproject,Fay: I can do comfort_corner after dependency not ready.,True,False,True,False,True
111,6,Milo,greenhouse_heat_loop,none,none,True,False,False,False,False
112,6,Milo,flood_bridge_market_route,renegotiate_blocked_subproject,Milo: I can do lamp_markers after dependency not ready.,True,False,True,False,True
113,6,Ari,archive_public_kiosk,none,none,True,False,False,False,False
114,6,Fay,dusk_signal_court,renegotiate_blocked_subproject,Fay: I can do comfort_corner after dependency not ready.,True,False,False,False,True
115,6,Milo,greenhouse_heat_loop,none,none,True,False,False,False,False
